,employees_number_2017,employees_number_2020,sector,revenue_2017_eu,name,country,link,revenue_2020_eu,compound_annual_growth_rate_cagr_pct,founding_year,absolute_growth_rate_pct
1889,26,26.0,technology,944107,minicrm,hungary,,doll_0.0022299999999999998 b,,2012,
1890,13,39.0,waste management & recycling,783460,cnq consorzio nazionale qualità,italy,,doll_0.00215 b,,2001,
1891,,,property,31477723,accolade,czech republic,,doll_0.08398 b,,2010,
1892,9,27.0,construction,3517519,panel sandwich,spain,,doll_0.009640000000000001 b,,2009,
1893,28,32.0,technology,12074454,symbiose informatique,france,,doll_0.03308 b,,1991,
1894,24,51.0,industrial goods,6024830,g.engineering,italy,,doll_0.0165 b,,2012,
1895,50,200.0,property,1488875,i-particuliers,france,,doll_0.004070000000000001 b,,2011,
1896,25,48.0,retail,2550263,henco,germany,,doll_0.00697 b,,2012,
1897,25,53.0,ecommerce,9283620,giglio.com,italy,,doll_0.02536 b,,2007,
1898,5,16.0,retail,1699234,alphaspel,sweden,,doll_0.00454 b,,2013,
1899,14,24.0,health,579436,sapiegos klinika,lithuania,,doll_0.00158 b,,2014,
1900,9,25.0,technology,1010498,opencorporates,uk,,doll_0.00273 b,,2010,
1901,22,49.0,support services,3811605,be cloud,france,,doll_0.010369999999999999 b,,2012,
1902,60,130.0,ecommerce,1632988,drukarnia piga.pl,poland,,doll_0.004059999999999999 b,,2014,
1903,84,227.0,ecommerce,25003047,groupe mister menuiserie,france,,doll_0.06801 b,,2010,
1904,51,79.0,retail,2210651,insetto,germany,,doll_0.00601 b,,1999,
1905,9,13.0,pharmaceuticals,823381,technophage,portugal,,doll_0.0022400000000000002 b,,2005,
1906,25,68.0,support services,2287420,skalis portage salarial,france,,doll_0.0062 b,,2008,
1907,5,11.0,advertising,1314806,peoplegrapher,germany,,doll_0.0035600000000000002 b,,2016,
1908,2,4.0,food & beverage,870070,reveg fruit,italy,,doll_0.0023599999999999997 b,,2016,
1909,39,79.0,technology,1178653,sciant,bulgaria,,doll_0.00319 b,,2016,
1910,50,130.0,industrial goods,5376347,boender & beutel,germany,,doll_0.01455 b,,2012,
1911,419,456.0,telecoms,34291000,ekinops,france,,doll_0.0928 b,,2003,
1912,12,13.0,health,1838120,sano-técnica,portugal,,doll_0.00497 b,,1938,
1913,16,24.0,retail,6170577,möbelando,germany,,doll_0.01669 b,,2013,
1914,12,37.0,telecoms,1238210,democom,italy,,doll_0.00335 b,,2011,
1915,3,11.0,pharmaceuticals,1490280,erbagil,italy,,doll_0.004019999999999999 b,,2009,
1916,9,32.0,travel & leisure,29247774,axopar boats,finland,,doll_0.07876999999999999 b,,2014,
1917,11,54.0,automobiles,2006100,advanced composites solutions,italy,,doll_0.00539 b,,2012,
1918,12,34.0,travel & leisure,1932580,spartivento yachts & charter,italy,,doll_0.00519 b,,2000,
1919,39,64.0,technology,7576080,seargin,poland,,doll_0.01862 b,,2014,
1920,28,32.0,support services,13997000,ttp holding,germany,,doll_0.03761 b,,2009,
1921,5,14.0,retail,3620585,sweef furniture,sweden,,doll_0.00951 b,,2011,
1922,5,10.0,technology,2009719,sonic tanácsadó és szolgáltató kft,hungary,,doll_0.0046500000000000005 b,,2008,
1923,30,71.0,cyber security,7606472,spotit,belgium,,doll_0.020390000000000002 b,,2014,
1924,11,27.0,financial services,655366,label experience,france,,doll_0.00176 b,,2016,
1925,2,724.0,transport,5268390,lmm logistics,italy,,doll_0.01411 b,,2015,
1926,15,35.0,health,888395,medicalfit,spain,,doll_0.0023799999999999997 b,,2008,
1927,23,26.0,industrial goods,794770,nuova mg,italy,,doll_0.00213 b,,2017,
1928,7,30.0,technology,702609,innov and co handicap,france,,doll_0.00188 b,,2016,
1929,33,31.0,construction,5023015,alma entreprise,france,,doll_0.013439999999999999 b,,2003,
1930,8,15.0,support services,703190,radit,italy,,doll_0.00188 b,,2016,
1931,80,220.0,transport,8552857,regional express,france,,doll_0.02284 b,,2013,
1932,26,59.0,support services,2500644,aravati,france,,doll_0.00667 b,,2004,
1933,4,7.0,retail,5851000,pöhner hamburg,germany,,doll_0.0156 b,,2013,
1934,18,21.0,construction,986286,schreinerei huber,germany,,doll_0.00263 b,,2010,
1935,12,12.0,technology,1741112,isr,france,,doll_0.00464 b,,1996,
1936,2,5.0,retail,676431,kinga mathe,germany,,doll_0.0018 b,,2008,
1937,20,24.0,technology,1467195,rivile,lithuania,,doll_0.00391 b,,1992,
1938,8,20.0,retail,3477788,magarantie5ans,france,,doll_0.00925 b,,2016,
1939,36,98.0,retail,10944325,bebeboutik,france,,doll_0.029079999999999998 b,,2012,
1940,88,122.0,technology,4794822,radar cyber security,austria,,doll_0.01273 b,,2011,
1941,49,121.0,aerospace & defence,14683064,clair group,france,,doll_0.03896 b,,2004,
1942,105,221.0,technology,6801966,appsfactory,germany,,doll_0.01804 b,,2009,
1943,142,250.0,interiors,14051407,stiltz homelifts,uk,,doll_0.03696 b,,2010,
1944,48,105.0,construction,1729707,star stone,romania,,doll_0.00441 b,,2012,
1945,10,22.0,aerospace & defence,2395445,coptrz,uk,,doll_0.0063 b,,2016,
1946,15,35.0,technology,1236098,nurole,uk,,doll_0.00325 b,,2014,
1947,10,15.0,construction,910386,abao energy,germany,,doll_0.0024100000000000002 b,,2016,
1948,16,32.0,technology,1017320,welol next,italy,,doll_0.00269 b,,2011,
1949,22,75.0,technology,2199126,intent hq,uk,,doll_0.0057599999999999995 b,,2010,
1950,14,20.0,ecommerce,2826571,café du cycliste,france,,doll_0.00745 b,,2009,
1951,5,8.0,construction,1749794,langer lüftungs- und klimaanlagen,germany,,doll_0.00461 b,,2016,
1952,60,130.0,cyber security,6398583,formind,france,,doll_0.01685 b,,2010,
1953,4,20.0,telecoms,1167000,oasis smart sim europe**,france,,doll_0.00307 b,,2010,
1954,9,13.0,health,2429230,aferetica,italy,,doll_0.00638 b,,2013,
1955,15,37.0,energy,16000000,zero,italy,,doll_0.042 b,,2014,
1956,20,70.0,support services,4443710,skills,france,,doll_0.01165 b,,2011,
1957,1,22.0,support services,1071090,3e studio,italy,,doll_0.0028 b,,2015,
1958,1,5.0,construction,675645,pannonia steel,slovakia,,doll_0.00177 b,,2013,
1959,15,21.0,fashion,9009270,kronos,italy,,doll_0.023579999999999997 b,,2009,
1960,11,22.0,beauty,2409730,lasaponaria,italy,,doll_0.0063 b,,2007,
1961,50,95.0,health,1900000,die wuhlewanderer,germany,,doll_0.00497 b,,2013,
1962,26,27.0,technology,1897113,imint vidhance,sweden,,doll_0.004849999999999999 b,,2007,
1963,18,47.0,restaurants,639410,arte e passione,italy,,doll_0.0016699999999999998 b,,2016,
1964,29,87.0,retail,9515000,paul marius,france,,doll_0.02487 b,,2011,
1965,330,730.0,technology,12686177,scalefocus,bulgaria,,doll_0.03314 b,,2012,
1966,7,16.0,retail,4117340,whiskyzone,germany,,doll_0.01075 b,,2014,
1967,63,113.0,technology,14327610,targa telematics,italy,,doll_0.03739 b,,2002,
1968,23,50.0,transport,28939861,sian wholesale ltd,uk,,doll_0.07472 b,,2003,
1969,54,104.0,technology,2233448,visage technologies,sweden,,doll_0.005679999999999999 b,,2002,
1970,1,1.0,games industry,596906,riotloc,lithuania,,doll_0.00155 b,,2016,
1971,31,34.0,precious metals,6278456,bullionvault,uk,,doll_0.0162 b,,2003,
1972,9,23.0,chemicals & pharmaceuticals,2968892,3a antioxidants,spain,,doll_0.0077 b,,2000,
1973,3,6.0,industrial goods,997518,on metall,germany,,doll_0.00259 b,,2016,
1974,22,39.0,education,3417536,scribbr,the netherlands,,doll_0.00886 b,,2012,
1975,500,1000.0,energy,24320734,selectra,france,,doll_0.06295 b,,2007,
1976,7,13.0,energy,661860,energetic,italy,,doll_0.00171 b,,2010,
1977,7,9.0,support services,1005658,faveod,france,,doll_0.0026 b,,2007,
1978,5,15.0,energy,9161867,cye energia,spain,,doll_0.02367 b,,2013,
1979,33,105.0,financial services,3647000,integrata oy,finland,,doll_0.00941 b,,2008,
1980,15,25.0,retail,4526000,regular trade,germany,,doll_0.01167 b,,2010,
1981,6,15.0,energy,900686,expleo,hungary,,doll_0.0027 b,,2011,
1982,21,21.0,fashion,1302640,confezioni velvet,italy,,doll_0.0033599999999999997 b,,2015,
1983,12,10.0,property,6712146,activ bilanz,germany,,doll_0.01729 b,,1998,
1984,5,12.0,ecommerce,2059190,family nation,italy,,doll_0.0053 b,,2011,
1985,13,19.0,technology,5144442,majar – matzaridis bros,greece,,doll_0.01322 b,,1994,
1986,431,791.0,technology,19753150,izertis,spain,,doll_0.05074 b,,1996,
1987,1,5.0,ecommerce,916000,fashion commerce,italy,,doll_0.00235 b,,2016,
1988,41,105.0,transport,21717432,bulk tainer logistics limited,uk,,doll_0.056049999999999996 b,,2009,
1989,12,22.0,industrial goods,1332330,wingeco,italy,,doll_0.0034100000000000003 b,,2016,
1990,12,25.0,ecommerce,6909799,meblobranie.pl,poland,,doll_0.0193 b,,2021,
1991,39,67.0,ecommerce,8575344,queraltó,spain,,doll_0.0219 b,,1898,
1992,8,12.0,automobiles,1382844,phobos,slovakia,,doll_0.0035299999999999997 b,,1993,
1993,13,5.0,support services,1074130,archita engineering,italy,,doll_0.0027400000000000002 b,,2013,
1994,10,27.0,transport,22805398,celeritas,spain,,doll_0.05814 b,,2006,
1995,15,45.0,technology,818658,peopleforecast,germany,,doll_0.00209 b,,2014,
1996,41,12.0,management consulting,679440,digitalpa,italy,,doll_0.00173 b,,2014,
1997,100,150.0,advertising,12153143,faktenkontor,germany,,doll_0.030969999999999998 b,,2003,
1998,13,53.0,retail,7399729,clareo,france,,doll_0.018850000000000002 b,,2012,
1999,5,5.0,property,9717860,laca trade,italy,,doll_0.024739999999999998 b,,2013,
2000,1,218.0,technology,"507,000",swappie,finland,,doll_0.09761 b,,2016,
2001,10,177.0,health,"344,428",kilo health,lithuania,,doll_0.05732 b,,2013,
2002,4,32.0,financial services,"4,325,512",oci,uk,,doll_0.56832 b,,2012,
2003,4,800.0,technology,"2,652,185",onlyfans,uk,,doll_0.31673 b,,2016,
2004,9,365.0,energy,"486,165",enpal,germany,,doll_0.05611 b,,2017,
2005,2,9.0,waste management & recycling,"150,908",mr consulting,germany,,doll_0.01317 b,,2017,
2006,12,57.0,health,"251,668",thriva,uk,,doll_0.01873 b,,2015,
2007,15,200.0,industrial goods,"706,700",exotec,france,,doll_0.0476 b,,2015,
2008,1,10.0,ecommerce,"111,500",winelivery,italy,,doll_0.00734 b,,2015,
2009,5,117.0,technology,"392,055",instabox,sweden,,doll_0.024480000000000002 b,,2015,
2010,12,180.0,food & beverage,"680,197",waterdrop,austria,,doll_0.041210000000000004 b,,2016,
2011,2,11.0,support services,"153,046",one lease,france,,doll_0.00902 b,,2016,
2012,13,251.0,technology,"155,406",datlas*,italy,,doll_0.00903 b,,2017,
2013,36,224.0,fintech,"229,201",zego,uk,,doll_0.01216 b,,2016,
2014,5,24.0,transport,"238,118",hcl-logistics,germany,,doll_0.01139 b,,2017,
2015,4,34.0,technology,"454,975",popsa,uk,,doll_0.02146 b,,2016,
2016,2,41.0,technology,"149,397",unit8,switzerland,,doll_0.00723 b,,2017,
2017,6,49.0,technology,"325,585",luoto company,finland,,doll_0.01434 b,,2016,
2018,9,29.0,ecommerce,"160,624",journi print,austria,,doll_0.006849999999999999 b,,2014,
2019,23,228.0,support services,"274,575",portify,france,,doll_0.01158 b,,2017,
2020,8,45.0,energy,"782,918",tibber,norway,,doll_0.03089 b,,2015,
2021,6,18.0,fashion,"238,451",rascal industry,poland,,doll_0.00901 b,,2013,
2022,20,509.0,support services,"207,120",pegaso security,italy,,doll_0.00838 b,,2017,
2023,72,581.0,fintech,"416,562",tide,uk,,doll_0.01614 b,,2016,
2024,1,1.0,retail,"363,010",euro top brand,italy,,doll_0.013890000000000001 b,,2017,
2025,6,26.0,support services,"181,772",bold security group,uk,,doll_0.00624 b,,2011,
2026,10,140.0,games industry,"214,673",play magnus group,norway,,doll_0.00646 b,,2013,
2027,1,7.0,financial services,"170,950",blue whale growth fund,uk,,doll_0.00519 b,,2016,
2028,3,65.0,ecommerce,"263,663",kazidomi,belgium,,doll_0.008039999999999999 b,,2016,
2029,90,800.0,fintech,"4,044,537",sun finance,latvia,,doll_0.12131 b,,2012,
2030,21,56.0,financial services,"381,830",credimi,italy,,doll_0.011300000000000001 b,,2015,
2031,8,133.0,retail,"155,043",sirplus,germany,,doll_0.00454 b,,2017,
2032,6,31.0,education,"125,682",aihr | academy to innovate hr,the netherlands,,doll_0.0035800000000000003 b,,2016,
2033,9,27.0,property,"7,403,458",logistics capital partners (lcp),luxembourg,,doll_0.21056 b,,2015,
2034,2,10.0,property,"210,820",sã¼dwest invest,germany,,doll_0.0058200000000000005 b,,2017,
2035,7,7.0,property,"2,039,961",corade (plurimmo),france,,doll_0.05602 b,,2000,
2036,4,5.0,food & beverage,"155,310",carranco,spain,,doll_0.00418 b,,2006,
2037,10,50.0,health,"182,100",telemedi,poland,,doll_0.00445 b,,2014,
2038,22,56.0,technology,"229,713",inkitt,germany,,doll_0.0059299999999999995 b,,2014,
2039,1,2.0,retail,"225,380",h.k.trading,italy,,doll_0.005719999999999999 b,,2016,
2040,16,124.0,technology,"194,090",attest,uk,,doll_0.004860000000000001 b,,2015,
2041,na,11.0,property,"101,311",lgm immobilier,france,,doll_0.0025499999999999997 b,,2016,
2042,7,29.0,management consulting,"100,711",wolfram chain*,the netherlands,,doll_0.0024300000000000003 b,,2017,
2043,3,38.0,technology,"379,771",rightnow,germany,,doll_0.00895 b,,2017,
2044,7,63.0,technology,"757,323",eo charging,uk,,doll_0.01716 b,,2014,
2045,2,9.0,support services,"110,200",chetariffa.it,italy,,doll_0.0025 b,,2013,
2046,26,90.0,financial services,"744,092",simply,uk,,doll_0.01648 b,,2017,
2047,24,187.0,fintech,"387,995",salary finance,uk,,doll_0.00859 b,,2015,
2048,2,10.0,fintech,"179,204",dbt,sweden,,doll_0.0038399999999999997 b,,2017,
2049,15,140.0,education,"388,565",tutlo,poland,,doll_0.0077800000000000005 b,,2016,
2050,4,27.0,ecommerce,"1,186,853",ponera,france,,doll_0.0259 b,,2013,
2051,0,2.0,energy,"640,056",active energy solutions,greece,,doll_0.01331 b,,2014,
2052,2,8.0,energy,"103,240",acteam enr,france,,doll_0.00213 b,,2012,
2053,8,70.0,technology,"3,188,715",everflow,uk,,doll_0.06422 b,,2015,
2054,1,1.0,retail,"238,216",azure prism,uk,,doll_0.00475 b,,2016,
2055,2,7.0,transport,"585,280",wr logistics,germany,,doll_0.01166 b,,2017,
2056,14,61.0,technology,"376,519",iproov,uk,,doll_0.00744 b,,2011,
2057,1,5.0,advertising,"203,950",spin up,italy,,doll_0.00401 b,,2017,
2058,4,16.0,retail,"270,090",begreat,germany,,doll_0.00514 b,,2012,
2059,2,17.0,ecommerce,"369,000",tsunami nutrition*,italy,,doll_0.0069500000000000004 b,,2017,
2060,2,6.0,interiors,"535,070",matt sleeps,the netherlands,,doll_0.009789999999999998 b,,2016,
2061,28,138.0,technology,"858,482",tessian,uk,,doll_0.01537 b,,2013,
2062,98,369.0,financial services,"2,007,000",solarisbank,germany,,doll_0.03594 b,,2016,
2063,2,21.0,support services,"375,323",m2dg (myflexoffice),france,,doll_0.00663 b,,2016,
2064,2,11.0,health,"362,320",eukon,italy,,doll_0.00639 b,,2004,
2065,3,13.0,advertising,"805,870",evolution adv,italy,,doll_0.01418 b,,2016,
2066,47,274.0,technology,"3,306,795",making science,spain,,doll_0.05767 b,,2001,
2067,45,207.0,ecommerce,"6,287,460",everli,italy,,doll_0.10925 b,,2014,
2068,12,73.0,technology,"128,176",appfollow,finland,,doll_0.00221 b,,2014,
2069,40,190.0,technology,"255,062",synerise,poland,,doll_0.004 b,,2013,
2070,4,8.0,food & beverage,"330,763",chaikola,poland,,doll_0.0051600000000000005 b,,2010,
2071,4,12.0,technology,"107,492",scolution,germany,,doll_0.00183 b,,2015,
2072,3,15.0,energy,"131,164",jl&p,france,,doll_0.00221 b,,2017,
2073,8,50.0,pharmaceuticals,"1,199,580",efarma.com,italy,,doll_0.020149999999999998 b,,2017,
2074,22,138.0,technology,"2,474,341",elvie,uk,,doll_0.04081 b,,2013,
2075,1,5.0,personal & household goods,"270,750",farmarelax,italy,,doll_0.0044599999999999996 b,,2010,
2076,20,99.0,technology,"742,746",omnisend,uk,,doll_0.01176 b,,2008,
2077,1,5.0,fashion,"314,150",world trade group,italy,,doll_0.004900000000000001 b,,2017,
2078,2,32.0,technology,"249,176",besteam conseil,france,,doll_0.00387 b,,2016,
2079,5,96.0,automobiles,"320,411",motorway,uk,,doll_0.00484 b,,2016,
2080,0,26.0,technology,"672,821",iso public services,germany,,doll_0.01002 b,,2014,
2081,106,918.0,energy,"145,398,192",octopus energy,uk,,doll_2.12007 b,,2015,
2082,8,82.0,cyber security,"387,161",cyberiam*,uk,,doll_0.00564 b,,2017,
2083,2,17.0,personal & household goods,"245,000",cbweed*,italy,,doll_0.0035 b,,2017,
2084,18,46.0,automobiles,"518,613",catraport,portugal,,doll_0.00729 b,,2015,
2085,13,106.0,support services,"262,421",ouihelp,france,,doll_0.00369 b,,2016,
2086,33,67.0,fintech,"1,702,000",inpay,denmark,,doll_0.0238 b,,2013,
2087,4,10.0,industrial goods,"188,680",m.g.i. meccaniche generali irpine,italy,,doll_0.00261 b,,2017,
2088,7,80.0,construction,"7,930,094",glencar construction,uk,,doll_0.10786 b,,2016,
2089,9,23.0,technology,"925,527",qmee,uk,,doll_0.01257 b,,2010,
2090,1,10.0,advertising,"422,420",myappfree,italy,,doll_0.0057599999999999995 b,,2015,
2091,8,55.0,support services,"159,707",investa dienstleistungen,germany,,doll_0.00218 b,,2014,
2092,19,58.0,batteries,"5,581,858",polarium energy solutions,sweden,,doll_0.07407 b,,2014,
2093,4,5.0,ecommerce,"113,072",baroni home,italy,,doll_0.0015300000000000001 b,,2016,
2094,6,45.0,technology,"247,465",dayshape,uk,,doll_0.00332 b,,2013,
2095,3,8.0,advertising,"139,300",marketers company,italy,,doll_0.00188 b,,2016,
2096,2,5.0,beauty,"228,076",easo magno,spain,,doll_0.0030600000000000002 b,,2017,
2097,1,10.0,retail,"684,874",greyfood,germany,,doll_0.00919 b,,2016,
2098,3,9.0,food & beverage,"171,057",misfits health,uk,,doll_0.00227 b,,2016,
2099,1,5.0,property,"291,481",meilleursbiens.com,france,,doll_0.0038599999999999997 b,,2010,
2100,5,36.0,financial services,"882,099",fasanara capital,uk,,doll_0.011529999999999999 b,,2011,
2101,44,122.0,technology,"664,000",ntechlab,cyprus,,doll_0.00873 b,,2015,
2102,2,5.0,personal & household goods,"217,460",babylino sensitive,italy,,doll_0.00285 b,,2016,
2103,24,54.0,technology,"530,667",fastned,the netherlands,,doll_0.006889999999999999 b,,2012,
2104,2,6.0,health,"427,339",oxray,portugal,,doll_0.00547 b,,2009,
2105,3,4.0,property,"299,598",zega invest,germany,,doll_0.00379 b,,2017,
2106,2,7.0,technology,"159,128",abylon consulting,hungary,,doll_0.00172 b,,2016,
2107,20,77.0,ecommerce,"6,753,191",milrab,norway,,doll_0.0793 b,,2005,
2108,7,55.0,technology,"242,368",urbantz,belgium,,doll_0.0030299999999999997 b,,2015,
2109,6,32.0,construction,"1,281,462",tricas construction,uk,,doll_0.015880000000000002 b,,2017,
2110,6,10.0,technology,"131,691",florence one,italy,,doll_0.00163 b,,2017,
2111,8,35.0,retail,"620,283",ergotopia,germany,,doll_0.00766 b,,2014,
2112,5,17.0,chemicals & pharmaceuticals,"252,713",mcule.com kft.,hungary,,doll_0.00268 b,,2011,
2113,9,18.0,technology,"815,690",filo,italy,,doll_0.01005 b,,2014,
2114,4,11.0,property,"130,290",homepal,italy,,doll_0.0016 b,,2014,
2115,55,310.0,technology,"2,201,178",staffbase,germany,,doll_0.02689 b,,2014,
2116,2,4.0,construction,"207,327",ilon materiel,france,,doll_0.0025099999999999996 b,,2016,
2117,7,25.0,personal & household goods,"133,200",bio-marine,ireland,,doll_0.00161 b,,2014,
2118,2,18.0,construction,"241,411",isodeco,france,,doll_0.0029100000000000003 b,,2016,
2119,18,42.0,support services,"560,150",treedom,italy,,doll_0.00671 b,,2010,
2120,3,20.0,retail,"712,855",fenstermaxx24,germany,,doll_0.00847 b,,2016,
2121,7,31.0,construction,"180,824",pohl & sã¶hne gerã¼stbau,germany,,doll_0.00212 b,,2017,
2122,3,13.0,media,"570,012",yso corp,france,,doll_0.006690000000000001 b,,2013,
2123,2,10.0,beauty,"156,130",gyada cosmetics,italy,,doll_0.00183 b,,2017,
2124,47,190.0,technology,"855,321",privitar,uk,,doll_0.00992 b,,2014,
2125,1,25.0,technology,"288,095",delineate,uk,,doll_0.00333 b,,2015,
2126,75,563.0,technology,"2,326,082",spyrosoft,poland,,doll_0.02472 b,,2016,
2127,6,37.0,waste management & recycling,"1,383,205",bio energy solutions,slovakia,,doll_0.01601 b,,2014,
2128,2,51.0,management consulting,"281,000",increso,italy,,doll_0.00323 b,,2015,
2129,1,46.0,transport,"777,410",lsg - logistic & service group,italy,,doll_0.00887 b,,2016,
2130,19,125.0,construction,"2,527,006",energihem,sweden,,doll_0.028 b,,2015,
2131,48,164.0,technology,"522,712",amity,uk,,doll_0.00574 b,,2012,
2132,4,43.0,retail,"337,525",goyago,germany,,doll_0.00373 b,,2014,
