00-avengers-total_liabilities_in_usd,00-avengers-total_equity_in_usd,00-avengers-total_assets_in_usd,00-avengers-annual_revenue_in_usd,04-iGMM-annual_revenue_in_usd
,,,,"1,496 million usd"
,,,,
,,,,
,,,,"2,591 million usd"
,,,,113 million usd
539 million usd,doll_1.034 m,doll_1.573 m,doll_1.820 m,119 million usd
30 million usd,745 million usd,776 million usd,0 million usd,194 million usd
670 million usd,doll_1.465 m,doll_2.135 m,119 million usd,
712 million usd,doll_1.533 m,doll_2.246 m,113 million usd,"2,487 million usd"
doll_1.892 m,663 million usd,doll_2.555 m,doll_2.591 m,
,,,,740 million usd
,,,,"1,727 million usd"
528 million usd,doll_1.539 m,doll_2.067 m,doll_1.496 m,
doll_2.006 m,doll_1.310 m,doll_3.316 m,doll_6.086 m,709 million usd
doll_2.168 m,doll_1.522 m,doll_3.690 m,doll_5.062 m,
568 million usd,640 million usd,doll_1.209 m,522 million usd,"1,228 million usd"
143 million usd,doll_1.287 m,doll_1.431 m,194 million usd,172 million usd
598 million usd,doll_1.465 m,doll_2.062 m,doll_1.228 m,451 million usd
,,,,
839 million usd,256 million usd,doll_1.095 m,709 million usd,
,,,,
,,,doll_1.727 m,
doll_32.632 m,doll_2.030 m,doll_34.662 m,740 million usd,
,,,,
642 million usd,468 million usd,doll_1.110 m,doll_2.487 m,481 million usd
,,,,
748 million usd,doll_1.404 m,doll_2.152 m,172 million usd,207 million usd
,,,,
273 million usd,144 million usd,417 million usd,481 million usd,
,,,,97 million usd
,,,,"1,520 million usd"
,,,,
,,,,"1,700 million usd"
,,,,
,,,,
doll_2.770 m,doll_2.177 m,doll_4.948 m,451 million usd,
513 million usd,300 million usd,814 million usd,207 million usd,233 million usd
,,,,"2,941 million usd"
,,,,579 million usd
,,,,
doll_1.432 m,569 million usd,doll_2.001 m,doll_1.700 m,
,,,,
788 million usd,243 million usd,doll_1.031 m,doll_1.520 m,"1,130 million usd"
doll_1.250 m,936 million usd,doll_2.185 m,97 million usd,"1,394 million usd"
,,,,
,,,,
871 million usd,328 million usd,doll_1.199 m,233 million usd,"1,642 million usd"
,,,,
,,,,
785 million usd,doll_1.738 m,doll_2.523 m,doll_1.394 m,57 million usd
769 million usd,740 million usd,doll_1.510 m,doll_1.130 m,60 million usd
,,,,267 million usd
,,,,198 million usd
,,,,"3,318 million usd"
193 million usd,416 million usd,610 million usd,579 million usd,109 million usd
doll_3.528 m,740 million usd,doll_4.268 m,doll_2.941 m,"1,287 million usd"
722 million usd,doll_1.218 m,doll_1.940 m,doll_1.642 m,476 million usd
728 million usd,621 million usd,doll_1.350 m,doll_1.287 m,
104 million usd,292 million usd,397 million usd,109 million usd,
doll_3.129 m,doll_1.820 m,doll_4.949 m,doll_3.318 m,96 million usd
80 million usd,doll_1.579 m,doll_1.660 m,198 million usd,"1,202 million usd"
469 million usd,556 million usd,doll_1.025 m,267 million usd,"6,790 million usd"
69 million usd,674 million usd,743 million usd,60 million usd,317 million usd
48 million usd,doll_1.026 m,doll_1.074 m,57 million usd,-281 million usd
,,,,
,,,,
,,,,104 million usd
398 million usd,409 million usd,808 million usd,476 million usd,879 million usd
,,,,"1,747 million usd"
41 million usd,doll_1.181 m,doll_1.223 m,-281 million usd,"3,736 million usd"
210 million usd,44 million usd,255 million usd,317 million usd,
doll_4.537 m,doll_2.292 m,doll_6.829 m,doll_6.790 m,
851 million usd,929 million usd,doll_1.779 m,doll_1.202 m,
466 million usd,516 million usd,982 million usd,96 million usd,-2 million usd
,,,,"16,553 million usd"
,,,,
doll_1.089 m,271 million usd,doll_1.360 m,104 million usd,417 million usd
,,,,
,,,doll_16.553 m,"1,977 million usd"
,,,-2 million usd,"1,432 million usd"
,,,,
,,,,
,,,,
doll_1.858 m,doll_1.289 m,doll_3.147 m,doll_3.736 m,95 million usd
doll_1.884 m,doll_1.506 m,doll_3.390 m,doll_1.747 m,
449 million usd,377 million usd,825 million usd,879 million usd,"2,125 million usd"
,,,417 million usd,158 million usd
doll_3.925 m,doll_1.980 m,doll_5.905 m,doll_2.125 m,23 million usd
,,,,"1,920 million usd"
1 million usd,doll_1.264 m,doll_1.265 m,95 million usd,488 million usd
,,,,"2,610 million usd"
,,,,"1,131 million usd"
,,,,
doll_1.089 m,594 million usd,doll_1.684 m,doll_1.432 m,"1,083 million usd"
599 million usd,doll_1.155 m,doll_1.754 m,doll_1.977 m,983 million usd
,,,,51 million usd
138 million usd,684 million usd,823 million usd,158 million usd,"1,882 million usd"
9 million usd,128 million usd,138 million usd,51 million usd,417 million usd
642 million usd,410 million usd,doll_1.052 m,983 million usd,
228 million usd,570 million usd,798 million usd,doll_1.083 m,
,,,,223 million usd
591 million usd,doll_1.713 m,doll_2.305 m,doll_1.131 m,
,,,doll_2.610 m,
100 million usd,828 million usd,928 million usd,488 million usd,"1,464 million usd"
doll_1.929 m,doll_1.392 m,doll_3.321 m,doll_1.920 m,71 million usd
9 million usd,doll_1.297 m,doll_1.307 m,23 million usd,"13,616 million usd"
627 million usd,doll_1.043 m,doll_1.670 m,doll_1.882 m,"1,063 million usd"
doll_5.781 m,doll_2.249 m,doll_8.030 m,doll_13.616 m,121 million usd
203 million usd,418 million usd,621 million usd,71 million usd,"4,684 million usd"
doll_1.060 m,doll_1.114 m,doll_2.174 m,doll_1.464 m,
,,,,103 million usd
,,,,568 million usd
36 million usd,372 million usd,408 million usd,223 million usd,177 million usd
,,,,"1,942 million usd"
,,,,292 million usd
524 million usd,doll_2.232 m,doll_2.756 m,417 million usd,
251 million usd,153 million usd,405 million usd,doll_1.063 m,9 million usd
,,,,
doll_6.373 m,840 million usd,doll_7.214 m,292 million usd,0 million usd
693 million usd,251 million usd,944 million usd,doll_1.942 m,"3,497 million usd"
doll_1.160 m,doll_1.284 m,doll_2.443 m,177 million usd,
doll_1.340 m,296 million usd,doll_1.636 m,568 million usd,
doll_1.453 m,783 million usd,doll_2.236 m,103 million usd,"1,315 million usd"
,,,,"1,388 million usd"
doll_8.650 m,doll_2.301 m,doll_10.951 m,doll_4.684 m,"2,791 million usd"
54 million usd,128 million usd,182 million usd,121 million usd,"5,559 million usd"
22 million usd,456 million usd,479 million usd,9 million usd,
doll_1.334 m,doll_1.312 m,doll_2.646 m,doll_5.559 m,338 million usd
doll_1.578 m,840 million usd,doll_2.417 m,doll_2.791 m,
,,,doll_1.388 m,
doll_1.712 m,346 million usd,doll_2.058 m,doll_1.315 m,
,,,,
,,,,226 million usd
doll_3.104 m,710 million usd,doll_3.815 m,doll_3.497 m,
4 million usd,367 million usd,372 million usd,0 million usd,
,,,,237 million usd
,,,,205 million usd
doll_6.347 m,912 million usd,doll_7.259 m,237 million usd,"1,180 million usd"
,,,,
,,,,
444 million usd,690 million usd,doll_1.135 m,226 million usd,
,,,,
,,,,
,,,,
,,,,214 million usd
doll_1.755 m,doll_1.136 m,doll_2.891 m,338 million usd,777 million usd
doll_1.446 m,doll_1.280 m,doll_2.726 m,205 million usd,
444 million usd,854 million usd,doll_1.298 m,777 million usd,341 million usd
doll_2.809 m,doll_1.709 m,doll_4.519 m,214 million usd,945 million usd
,,,,
,,,,229 million usd
,,,,
,,,,"5,416 million usd"
,,,,
,,,,"1,456 million usd"
,,,doll_1.180 m,
,,,,
824 million usd,349 million usd,doll_1.173 m,doll_1.456 m,133 million usd
,,,,"1,261 million usd"
doll_2.657 m,doll_2.081 m,doll_4.738 m,doll_5.416 m,42 million usd
,,,,309 million usd
,,,,
doll_5.437 m,154 million usd,doll_5.590 m,229 million usd,155 million usd
,,,,
doll_1.279 m,829 million usd,doll_2.109 m,945 million usd,
675 million usd,279 million usd,954 million usd,341 million usd,509 million usd
,,,,
483 million usd,485 million usd,969 million usd,509 million usd,0 million usd
,,,,
,,,,
721 million usd,745 million usd,doll_1.466 m,155 million usd,427 million usd
,,,,753 million usd
168 million usd,374 million usd,542 million usd,309 million usd,
756 million usd,706 million usd,doll_1.462 m,42 million usd,
477 million usd,doll_1.413 m,doll_1.890 m,doll_1.261 m,"3,537 million usd"
989 million usd,doll_1.000 m,doll_1.989 m,133 million usd,150 million usd
,,,,112 million usd
,,,150 million usd,251 million usd
doll_2.813 m,doll_1.013 m,doll_3.826 m,doll_3.537 m,
,,,,611 million usd
,,,,34 million usd
149 million usd,279 million usd,428 million usd,753 million usd,
doll_10.123 m,doll_1.155 m,doll_11.278 m,427 million usd,
,,,,"4,314 million usd"
,,,,733 million usd
2 million usd,25 million usd,27 million usd,0 million usd,94 million usd
140 million usd,doll_1.248 m,doll_1.388 m,112 million usd,"1,770 million usd"
doll_1.072 m,doll_1.003 m,doll_2.075 m,94 million usd,"3,245 million usd"
133 million usd,doll_1.289 m,doll_1.423 m,733 million usd,"1,476 million usd"
,,,doll_4.314 m,158 million usd
,,,,320 million usd
,,,,
37 million usd,338 million usd,375 million usd,34 million usd,
doll_1.190 m,740 million usd,doll_1.931 m,611 million usd,
,,,,
490 million usd,3 million usd,494 million usd,251 million usd,
doll_1.092 m,688 million usd,doll_1.780 m,doll_1.770 m,
,,,,
,,,,
,,,,
,,,,
,,,,
233 million usd,218 million usd,451 million usd,320 million usd,
97 million usd,263 million usd,360 million usd,158 million usd,
doll_1.928 m,doll_1.329 m,doll_3.257 m,doll_1.476 m,
doll_1.521 m,doll_1.757 m,doll_3.277 m,doll_3.245 m,
,,,,111 million usd
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,111 million usd,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,91 million usd
,,,,
,,,,"3,505 million usd"
,,,,"1,096 million usd"
,,,,155 million usd
,,,,
,,,,352 million usd
,,,,548 million usd
,,,,20 million usd
,,,,
720 million usd,doll_1.114 m,doll_1.834 m,91 million usd,"1,413 million usd"
,,,,
doll_2.061 m,912 million usd,doll_2.974 m,doll_3.505 m,321 million usd
,,,,"2,172 million usd"
doll_1.303 m,doll_1.121 m,doll_2.424 m,doll_1.413 m,
,,,,277 million usd
188 million usd,279 million usd,468 million usd,20 million usd,261 million usd
845 million usd,373 million usd,doll_1.218 m,548 million usd,
doll_10.223 m,doll_1.516 m,doll_11.739 m,352 million usd,
,,,,310 million usd
759 million usd,745 million usd,doll_1.504 m,155 million usd,"7,867 million usd"
doll_1.296 m,319 million usd,doll_1.615 m,doll_1.096 m,
doll_14.158 m,833 million usd,doll_14.990 m,321 million usd,"3,273 million usd"
,,,,196 million usd
doll_4.956 m,174 million usd,doll_5.130 m,doll_7.867 m,"2,032 million usd"
429 million usd,855 million usd,doll_1.285 m,310 million usd,231 million usd
,,,,"2,740 million usd"
,,,,"1,064 million usd"
391 million usd,606 million usd,997 million usd,261 million usd,"3,127 million usd"
doll_7.005 m,doll_1.124 m,doll_8.129 m,277 million usd,202 million usd
,,,,466 million usd
doll_1.309 m,524 million usd,doll_1.832 m,doll_2.172 m,441 million usd
doll_1.369 m,doll_1.800 m,doll_3.169 m,doll_3.273 m,
doll_2.399 m,doll_4.698 m,doll_7.097 m,441 million usd,479 million usd
239 million usd,148 million usd,387 million usd,466 million usd,131 million usd
260 million usd,doll_1.440 m,doll_1.700 m,202 million usd,
954 million usd,418 million usd,doll_1.372 m,doll_3.127 m,"1,214 million usd"
642 million usd,521 million usd,doll_1.163 m,doll_1.064 m,2 million usd
,,,doll_2.740 m,"1,455 million usd"
509 million usd,599 million usd,doll_1.108 m,231 million usd,74 million usd
doll_1.421 m,doll_1.356 m,doll_2.777 m,doll_2.032 m,"1,821 million usd"
436 million usd,doll_1.143 m,doll_1.579 m,196 million usd,106 million usd
,,,,407 million usd
35 million usd,150 million usd,186 million usd,106 million usd,612 million usd
505 million usd,660 million usd,doll_1.166 m,doll_1.821 m,
139 million usd,doll_1.080 m,doll_1.219 m,74 million usd,"1,487 million usd"
doll_6.674 m,doll_2.541 m,doll_9.216 m,doll_1.455 m,
6 million usd,0 million usd,6 million usd,2 million usd,692 million usd
337 million usd,513 million usd,851 million usd,doll_1.214 m,"1,883 million usd"
,,,,
doll_2.358 m,doll_1.133 m,doll_3.492 m,131 million usd,
doll_1.943 m,561 million usd,doll_2.504 m,479 million usd,
122 million usd,549 million usd,671 million usd,407 million usd,103 million usd
,,,,
,,,,148 million usd
,,,,
755 million usd,573 million usd,doll_1.328 m,doll_1.883 m,
,,,,"2,208 million usd"
doll_1.257 m,938 million usd,doll_2.195 m,doll_1.487 m,97 million usd
888 million usd,304 million usd,doll_1.193 m,692 million usd,583 million usd
,,,,231 million usd
doll_28.879 m,doll_4.732 m,doll_33.612 m,612 million usd,
847 million usd,761 million usd,doll_1.609 m,103 million usd,9 million usd
,,,,91 million usd
256 million usd,468 million usd,724 million usd,231 million usd,558 million usd
461 million usd,437 million usd,898 million usd,583 million usd,52 million usd
39 million usd,399 million usd,438 million usd,97 million usd,"1,609 million usd"
doll_1.433 m,683 million usd,doll_2.117 m,doll_2.208 m,"1,584 million usd"
,,,,693 million usd
,,,,259 million usd
104 million usd,182 million usd,286 million usd,148 million usd,375 million usd
,,,,"2,318 million usd"
6 million usd,45 million usd,51 million usd,9 million usd,290 million usd
346 million usd,696 million usd,doll_1.042 m,doll_2.318 m,396 million usd
109 million usd,305 million usd,415 million usd,375 million usd,"1,119 million usd"
386 million usd,261 million usd,648 million usd,259 million usd,"1,262 million usd"
601 million usd,411 million usd,doll_1.012 m,693 million usd,
,,,doll_1.584 m,524 million usd
doll_1.344 m,798 million usd,doll_2.143 m,doll_1.609 m,314 million usd
616 million usd,78 million usd,694 million usd,52 million usd,
304 million usd,350 million usd,655 million usd,558 million usd,352 million usd
781 million usd,861 million usd,doll_1.642 m,91 million usd,
239 million usd,138 million usd,378 million usd,290 million usd,973 million usd
,,,,
doll_22.250 m,doll_1.642 m,doll_23.893 m,352 million usd,763 million usd
,,,,
117 million usd,129 million usd,246 million usd,314 million usd,906 million usd
788 million usd,590 million usd,doll_1.378 m,524 million usd,"2,873 million usd"
,,,,
895 million usd,630 million usd,doll_1.525 m,doll_1.262 m,"5,634 million usd"
662 million usd,411 million usd,doll_1.074 m,doll_1.119 m,
413 million usd,583 million usd,996 million usd,396 million usd,
219 million usd,651 million usd,870 million usd,973 million usd,
,,,,
,,,,
doll_3.203 m,doll_1.463 m,doll_4.666 m,doll_5.634 m,
,,,,
doll_2.303 m,doll_1.486 m,doll_3.789 m,doll_2.873 m,314 million usd
912 million usd,772 million usd,doll_1.685 m,906 million usd,
,,,,
119 million usd,866 million usd,985 million usd,763 million usd,
,,,,"25,794 million usd"
,,,,272 million usd
doll_19.068 m,doll_12.315 m,doll_31.383 m,doll_25.794 m,101 million usd
,,,,255 million usd
,,,,335 million usd
,,,,"1,159 million usd"
117 million usd,129 million usd,246 million usd,314 million usd,422 million usd
,,,,"4,252 million usd"
,,,,69 million usd
,,,,
,,,,
238 million usd,255 million usd,494 million usd,272 million usd,
,,,,
,,,,
537 million usd,775 million usd,doll_1.311 m,69 million usd,
doll_1.524 m,doll_1.873 m,doll_3.398 m,doll_4.252 m,206 million usd
doll_14.283 m,doll_1.208 m,doll_15.491 m,422 million usd,678 million usd
751 million usd,936 million usd,doll_1.686 m,doll_1.159 m,
doll_6.877 m,824 million usd,doll_7.702 m,335 million usd,
201 million usd,755 million usd,957 million usd,255 million usd,
77 million usd,79 million usd,156 million usd,101 million usd,"2,103 million usd"
,,,,921 million usd
doll_1.201 m,doll_1.384 m,doll_2.586 m,doll_2.103 m,
,,,,
,,,,"1,144 million usd"
,,,,
363 million usd,191 million usd,555 million usd,678 million usd,
doll_1.139 m,252 million usd,doll_1.391 m,206 million usd,
,,,,"3,129 million usd"
,,,,454 million usd
,,,,220 million usd
doll_1.188 m,607 million usd,doll_1.796 m,921 million usd,"1,065 million usd"
84 million usd,582 million usd,666 million usd,220 million usd,"2,516 million usd"
146 million usd,314 million usd,460 million usd,454 million usd,
32 million usd,235 million usd,267 million usd,doll_3.129 m,99 million usd
,,,,"4,892 million usd"
,,,,
,,,,"1,932 million usd"
313 million usd,155 million usd,468 million usd,doll_1.144 m,"1,153 million usd"
,,,,344 million usd
,,,,119 million usd
440 million usd,363 million usd,803 million usd,doll_1.065 m,
255 million usd,174 million usd,429 million usd,119 million usd,226 million usd
doll_8.174 m,doll_2.087 m,doll_10.261 m,344 million usd,749 million usd
doll_1.184 m,doll_1.086 m,doll_2.270 m,doll_1.153 m,142 million usd
doll_1.277 m,608 million usd,doll_1.886 m,doll_1.932 m,864 million usd
,,,,
doll_2.684 m,doll_1.778 m,doll_4.462 m,doll_4.892 m,779 million usd
,,,,40 million usd
722 million usd,760 million usd,doll_1.483 m,99 million usd,657 million usd
doll_2.753 m,doll_2.158 m,doll_4.912 m,doll_2.516 m,"1,028 million usd"
,,,,"1,075 million usd"
355 million usd,253 million usd,607 million usd,doll_1.028 m,166 million usd
242 million usd,744 million usd,986 million usd,657 million usd,"3,497 million usd"
29 million usd,31 million usd,60 million usd,40 million usd,
240 million usd,doll_1.137 m,doll_1.376 m,779 million usd,902 million usd
,,,,248 million usd
373 million usd,574 million usd,947 million usd,864 million usd,48 million usd
37 million usd,54 million usd,91 million usd,142 million usd,719 million usd
215 million usd,297 million usd,512 million usd,749 million usd,"1,303 million usd"
