04-iGMM-world_rank__jan_07_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,07-silvestri-employees_2022
912,"22,965","16,000","9,872"
913,,,
914,"9,116",340,
915,"5,961","15,000",
916,"17,569","15,198",
917,"10,516","157,288","14,321"
918,"17,373","17,373",
919,"157,288","10,516",
920,"15,198","17,569",
921,"15,000","5,961",
922,340,"9,116","5,709"
923,"31,000","31,000","4,000"
924,"1,757","54,000",
925,"15,000","5,607","39,549"
926,"12,369","29,900",
927,"46,000","49,233",
928,"22,000","22,000","2,267"
929,"49,233","46,000",
930,"5,607","12,369",
931,"29,900","15,000",
932,"54,000","1,757","14,500"
933,"14,068","14,068",
934,"1,395","6,825",
934,"71,812","1,641",
935,"14,000","37,960",
936,"78,490","13,500",
937,"290,000","290,000",
938,"13,500","78,490","6,988"
938,"37,960","14,000",
939,"1,641","71,812","1,564"
940,"6,825","1,395",
941,"6,147","6,147",
942,870,"1,854",
943,"125,236","60,400",
944,"128,000","13,430",
945,"22,000","31,700",
946,"9,000","9,000",
947,"31,700","22,000",
948,"13,430","128,000",
949,"60,400","125,236",
950,"1,854",870,
951,"8,961","8,961",
952,"33,342","9,230",
953,"6,527","236,386",
954,"18,515","20,000",
955,355,"39,035",
956,"18,000","18,000",
957,"39,035",355,"1,200"
958,"20,000","18,515",
959,"236,386","6,527",
960,"9,230","33,342",
961,"64,016","64,016",
962,"1,550",952,
963,"10,837",,
964,"13,128","18,264",
965,"19,000","78,906",
966,"15,914","15,914",
967,"78,906","19,000",
968,"18,264","13,128",
969,,"10,837",
970,952,"1,550",
971,"55,000","55,000",
972,"1,566","37,000",
973,"4,500","9,000",
974,"131,461",434,
975,,"5,385",
976,"10,200","10,200",
977,"5,385",,
978,434,"131,461",
978,"9,000","4,500",
979,"37,000","1,566",
980,"1,046","1,046",
981,"3,225",,
982,"30,300","400,000",
983,"2,742","6,000",
984,"7,800","25,183",
985,"2,111","2,111",
986,"25,183","7,800",
987,"6,000","2,742",
988,"400,000","30,300",
989,,"3,225",
990,"24,900","24,900",
991,"132,583","101,784",
992,"42,000","33,045",
993,"1,996",366,
994,"21,878","17,512",
995,,,
996,"17,512","21,878",
997,366,"1,996",
998,"33,045","42,000",
999,"101,784","132,583",
"1,000","17,300","17,300",
"1,001","8,131","7,100",
"1,002","2,863","23,300",
"1,003","528,748","32,200",
"1,004","8,006","1,384",
"1,005","85,000","85,000",
"1,006","1,384","8,006",
"1,007","32,200","528,748",
"1,008","23,300","2,863",
"1,009","7,100","8,131",
"1,010","5,900","5,900",
"1,011","10,189","3,991",
"1,012","80,000","65,600",
"1,013","12,236","2,773",
"1,014","10,243","11,000",
"1,015",,,
"1,016","11,000","10,243",
"1,017","2,773","12,236",
"1,018","65,600","80,000",
"1,019","3,991","10,189",
"1,020","94,856","94,856",
"1,021","5,500","13,152",
"1,022","12,000","84,740",
"1,023","7,100","268,979",
"1,024","25,391","18,500",
"1,025","44,599","44,599",
"1,026","18,500","25,391",
"1,027","268,979","7,100",
"1,028","84,740","12,000",
"1,029","13,152","5,500",
"1,030","100,000","100,000",
"1,031","33,151","27,200",
"1,032","3,540","29,850",
"1,033","5,222","2,192",
"1,034","13,704","50,024",
"1,035","2,733","2,733",
"1,036","50,024","13,704",
"1,037","2,192","5,222",
"1,038","29,850","3,540",
"1,039","27,200","33,151",
"1,040","1,320","1,320",
"1,040","10,531",,
"1,040","6,778","28,041",
"1,041","11,931",,
"1,042","9,823","44,596",
"1,043",950,950,
"1,044","44,596","9,823",
"1,045",,"11,931",
"1,046","28,041","6,778",
"1,047",,"10,531",
"1,048","2,583","2,583",
"1,049","39,745","52,000",
"1,050",743,"17,300",
"1,051","580,000","9,700",
"1,052",,"10,670",
"1,053",447,447,
"1,054","10,670",,
"1,055","9,700","580,000",
"1,056","17,300",743,
"1,057","52,000","39,745",
"1,058","26,889","26,889",
"1,059",196,"11,864",
"1,060","7,348","2,260",
"1,061",,"13,397",
"1,062","68,739","12,701",
"1,063","28,648","28,648",
"1,064","12,701","68,739",
"1,065","13,397",,
"1,066","2,260","7,348",
"1,067","11,864",196,
"1,068","20,864","256,385",
"1,069","23,000","12,023",
"1,070","17,932","19,295",
"1,071",,"18,721",
"1,072","3,388","124,457",
"1,073","124,457","3,388",
"1,074","18,721",,
"1,075","19,295","17,932",
"1,076","12,023","23,000",
"1,077","256,385","20,864",
"1,078","5,166","5,166",
"1,079",,"40,000",
"1,079",,"49,000",
"1,080","11,005",,
"1,081",,,
"1,082","14,194","14,194",
"1,083",,,
"1,084",,"11,005",
"1,085","49,000",,
"1,086","40,000",,
"1,087","48,807","48,807",
"1,088","9,778","6,495",
"1,089","5,288","6,600",
"1,090","11,696","38,200",
"1,091","19,152","5,600",
"1,092","29,293","29,293",
"1,093","5,600","19,152",
"1,093","38,200","11,696",
"1,094","6,600","5,288",
"1,095","6,495","9,778",
"1,096","16,681","16,681",
"1,097",,"125,364",
"1,098","11,707","28,006",
"1,099","36,764","80,702",
"1,100","8,529","4,561",
"1,101","32,364","32,364",
"1,102","4,561","8,529",
"1,103","80,702","36,764",
"1,104","28,006","11,707",
"1,105","160,000",,
"1,106","125,364","160,000",
"1,107","75,383","19,000",
"1,108","14,400","4,000",
"1,109","91,000","5,742",
"1,110","1,223","20,668",
"1,111","9,619","9,619",
"1,112","20,668","1,223",
"1,113","5,742","91,000",
"1,114","4,000","14,400",
"1,115","19,000","75,383",
"1,116","20,774","20,774",
"1,117","34,000","46,000",
"1,118",,"29,255",
"1,119","100,000","116,000",
"1,120","1,064",164,
"1,121","5,200","5,200",
"1,122",164,"1,064",
"1,123","116,000","100,000",
"1,124","29,255",,
"1,124","46,000","34,000",
"1,124","23,739","203,000",
"1,125",327,"6,500",
"1,126",423,"17,271",
"1,127","14,500",,
"1,128","1,800",86,
"1,129",86,"1,800",
"1,130",,"14,500",
"1,131","17,271",423,
"1,132","6,500",327,
"1,133","203,000","23,739",
"1,134","23,248","23,248",
"1,135","8,800","117,300",
"1,136","41,000",484,
"1,137","89,373","10,000",
"1,138","45,000","1,254",
"1,139","1,219","1,219",
"1,139","1,254","45,000",
"1,140","10,000","89,373",
"1,141",484,"41,000",
"1,142","117,300","8,800",
"1,143",152,152,
"1,144","9,669","27,067",
"1,145","37,000","5,756",
"1,146","14,587",,
"1,147","6,850","26,186",
"1,148",,,
"1,149","26,186","6,850",
"1,150",,"14,587",
"1,151","5,756","37,000",
"1,152","27,067","9,669",
"1,153","25,000","25,000",
"1,154","10,300","55,000",
"1,155","36,000","1,473",
"1,156",,"1,665",
"1,157","6,705","6,800",
"1,158",,,
"1,159","6,800","6,705",
"1,159","1,665",,
"1,160","1,473","36,000",
"1,161","55,000","10,300",
"1,162","6,500","6,500",
"1,163","4,500","52,200",
"1,164","101,784","48,465",
"1,165","19,918",,
"1,166","2,267","14,374",
"1,167","3,403","3,403",
"1,168","14,374","2,267",
"1,169",,"19,918",
"1,170","48,465","101,784",
"1,171","52,200","4,500",
"1,172","24,000","24,000",
"1,173","37,000","9,418",
"1,174","2,300",40,
"1,175","10,500","7,670",
"1,176",35,"3,000",
"1,177","7,536","7,536",
"1,178","3,000",35,
"1,179","7,670","10,500",
"1,180",40,"2,300",
"1,181","9,418","37,000",
"1,182","79,051","79,051",
"1,183","16,775","2,424",
"1,184","118,523","2,623",
"1,185","15,417",,
"1,186","60,000","10,423",
"1,187","20,300","20,300",
"1,188","10,423","60,000",
"1,189",,"15,417",
"1,190","2,623","118,523",
"1,190","2,424","16,775",
"1,190","9,000","9,000",
"1,191","47,000","51,000",
"1,192","14,000","1,700",
"1,193","52,800","10,366",
"1,194","46,000","8,400",
"1,195","5,353","5,353",
"1,196","8,400","46,000",
"1,197","10,366","52,800",
"1,198","1,700","47,000",
"1,199","51,000","14,000",
"1,200","198,990","198,990",
"1,201","4,404","11,644",
"1,202",,"25,140",
"1,203","76,000","6,288",
"1,204","35,991","226,299",
"1,205",217,217,
"1,206","226,299","35,991",
"1,207","6,288","76,000",
"1,208","25,140",,
"1,209","11,644","4,404",
"1,210","71,278","71,278",
"1,211","100,431","17,000",
"1,212","71,700","38,169",
"1,213","18,600","4,808",
"1,214","4,700","10,892",
"1,215","59,000","59,000",
"1,216","10,892","4,700",
"1,217","4,808","18,600",
"1,218","38,169","71,700",
"1,219","17,000","100,431",
"1,220","118,000","118,000",
"1,221","47,000","32,509",
"1,222","6,247","20,000",
"1,223",,"20,000",
"1,224","4,700","16,482",
"1,225",376,376,
"1,226","16,482","4,700",
"1,227","20,000",,
"1,228","20,000","6,247",
"1,229","32,509","47,000",
"1,230",,,
"1,231","4,000","10,956",
"1,232","34,240","4,861",
"1,233","14,000","2,178",
"1,234",172,"17,883",
"1,235","95,727","95,727",
"1,236","17,883",172,
"1,237","2,178","14,000",
"1,238","4,861","34,240",
"1,239","10,956","4,000",
"1,240",,,
"1,241",,"9,052",
"1,242",,"20,000",
"1,243",,"20,000",
"1,244","10,062","2,600",
"1,245","17,466","17,466",
"1,246","2,600","10,062",
"1,247","20,000",,
"1,248","20,000",,
"1,249","9,052",,
"1,250","66,067","66,067",
"1,251","106,599","10,000",
"1,252","10,998","12,699",
"1,253",336,"2,094",
"1,254","29,000","226,105",
"1,255","10,593","10,593",
"1,256","226,105","29,000",
"1,257","2,094",336,
"1,258","12,699","10,998",
"1,259","10,000","106,599",
"1,260",832,832,
"1,261","79,207","3,919",
"1,262","9,374","2,525",
"1,263","27,900","322,164",
"1,264","33,400",,
"1,265","13,884","13,884",
"1,266",,"33,400",
"1,267","322,164","27,900",
"1,268","2,525","9,374",
"1,269","3,919","79,207",
"1,270","1,350","1,350",
"1,271","4,020",,
"1,272",106,,
"1,273","24,123","17,121",
"1,274","5,198","36,309",
"1,275","8,816","8,816",
"1,276","36,309","5,198",
"1,277","17,121","24,123",
"1,278",,106,
"1,279",,"4,020",
"1,280","20,700","20,700",
"1,281",738,650,
"1,282",,"13,333",
"1,283",,"254,702",
"1,284","14,100","2,137",
"1,285","3,670","14,100",
"1,286","2,137","3,670",
"1,287","254,702",,
"1,288","13,333",,
"1,289",650,738,
"1,290","17,500","17,500",
"1,291","62,556","8,300",
"1,292","7,376","13,720",
"1,293",,,
"1,294","7,120","4,735",
"1,296","30,745","30,745",
"1,297","4,735","7,120",
"1,298",,,
"1,299","13,720","7,376",
"1,300","8,300","62,556",
"1,301",,,
"1,302","37,000","7,100",
"1,303","92,300","3,651",
"1,304","3,045","24,500",
"1,305","2,800","4,000",
"1,306","4,930","4,930",
"1,307","4,000","2,800",
"1,308","24,500","3,045",
"1,309","3,651","92,300",
"1,310","7,100","37,000",
"1,311","4,638","4,638",
"1,312",323,"33,004",
"1,313","115,900","10,340",
"1,314","84,100","2,779",
"1,315","8,450","21,754",
"1,316",169,169,
"1,317","21,754","8,450",
"1,318","2,779","84,100",
"1,319","10,340","115,900",
"1,320","33,004",323,
"1,321","47,300","47,300",
"1,322","43,700","12,000",
"1,323",898,"3,313",
"1,324","3,440",484,
"1,325","35,050","1,339",
"1,326",85,85,
"1,327","1,339","35,050",
"1,328",484,"3,440",
"1,329","3,313",898,
"1,330","12,000","43,700",
"1,331","130,716","130,716",
"1,332","19,536","33,009",
"1,333","8,389","96,995",
"1,334","3,388","27,058",
"1,335","1,496","13,331",
"1,336","8,085","8,085",
"1,337","13,331","1,496",
"1,338","27,058","3,388",
"1,339","96,995","8,389",
"1,340","33,009","19,536",
"1,341","22,094","22,094",
"1,342","61,053","17,813",
"1,343","14,975","28,000",
"1,344","9,800",,
"1,345","11,200","23,841",
"1,346",183,183,
"1,347","23,841","11,200",
"1,348",,"9,800",
"1,349","28,000","14,975",
"1,350","17,813","61,053",
"1,351",,"64,119",
"1,352","9,500","50,115",
"1,353","50,115","9,500",
"1,354","64,119",,
"1,355",427,"63,007",
"1,356",500,"31,648",
"1,357","2,900","7,681",
"1,358","7,681","2,900",
"1,359","31,648",500,
"1,360","63,007",427,
"1,361","12,525","12,525",
"1,362","2,881","68,000",
"1,363","38,626","250,000",
"1,364","50,200","11,012",
"1,365","129,284","3,000",
"1,366","14,000","14,000",
"1,367","3,000","129,284",
"1,368","11,012","50,200",
"1,369","250,000","38,626",
"1,370","68,000","2,881",
"1,371","23,555","23,555",
"1,372","36,070","6,606",
"1,373","9,451","8,646",
"1,374","6,998","4,369",
"1,375","123,458","60,000",
"1,376","60,000","123,458",
"1,377","4,369","6,998",
"1,377",,"9,451",
"1,378","8,646","36,070",
"1,379","6,606",,
"1,380","63,869","63,869",
"1,381","51,363","4,496",
"1,382","16,616","46,000",
"1,383","20,700","6,000",
"1,383","300,000","1,509",
"1,383",828,828,
"1,383","1,509","300,000",
"1,384","6,000","20,700",
"1,385","46,000","16,616",
"1,386","4,496","51,363",
"1,387","5,403","5,403",
"1,388","78,395","11,489",
"1,389","50,000","1,725",
"1,390","8,708","19,900",
"1,391","23,693","91,673",
"1,392","126,000","126,000",
"1,393","91,673","23,693",
"1,394","19,900","8,708",
"1,395","1,725","50,000",
"1,396","11,489","78,395",
"1,397","86,195","86,195",
"1,398","8,005",527,
"1,399","6,846",,
"1,400","96,595","2,449",
"1,401",,700,
"1,402","8,766","8,766",
"1,403",700,,
"1,404","2,449","96,595",
"1,405",,"6,846",
"1,406",527,"8,005",
"1,407","5,861","5,861",
"1,408",,"15,298",
"1,409","12,778","2,010",
"1,410","51,397","1,148",
"1,411",,"5,507",
"1,412","5,752","5,752",
"1,413","5,507",,
"1,414","1,148","51,397",
"1,415","2,010","12,778",
"1,415","15,298",,
"1,416","6,639","6,639",
"1,417","42,800","5,900",
"1,418","134,458",,
"1,419","23,475","6,461",
"1,420","5,600","1,531",
"1,421","1,223","1,223",
"1,422","1,531","5,600",
"1,423","6,461","23,475",
"1,424",,"134,458",
"1,425","5,900","42,800",
"1,426","1,650","1,650",
"1,427","14,478","39,602",
"1,428","6,200","36,000",
"1,428","51,209",,
"1,429","25,491","16,877",
"1,430","3,642","3,642",
"1,431","16,877","25,491",
"1,432",,"51,209",
"1,433","36,000","6,200",
"1,434","39,602","14,478",
"1,435","26,000","26,000",
"1,436","17,237",,
"1,437","13,676","55,000",
"1,438","48,471","8,000",
"1,438","4,684",,
"1,439","6,000","6,000",
"1,440",,"4,684",
"1,441","8,000","48,471",
"1,442","55,000","13,676",
"1,443",,"17,237",
"1,444","33,985","33,985",
"1,445","1,538","129,000",
"1,446","6,813","7,740",
"1,447",112,"6,347",
"1,448","71,500","15,330",
"1,449","75,000","75,000",
"1,450","15,330","71,500",
"1,451","6,347",112,
"1,452","7,740","6,813",
"1,453","129,000","1,538",
"1,454","14,100","14,100",
"1,455","39,748","250,000",
"1,456","44,500","78,000",
"1,457","28,000",,
"1,458",,"9,000",
"1,459","29,800","29,800",
"1,460","9,000",,
"1,461",,"28,000",
"1,462","78,000","44,500",
"1,463","250,000","39,748",
"1,464","7,072","12,000",
"1,465","12,000","7,072",
"1,466","77,005","6,400",
"1,467",,15,
"1,468","22,000","6,339",
"1,469","35,057","3,755",
"1,470","3,755","35,057",
"1,471","6,339","22,000",
"1,472",15,"77,005",
"1,473","6,400",,
"1,474","9,178","9,178",
"1,475","36,000","6,709",
"1,476","44,497","22,448",
"1,477","31,151","7,462",
"1,478","53,728","26,750",
"1,479","2,592","2,592",
"1,480","26,750","53,728",
"1,481","7,462","31,151",
"1,482","22,448","44,497",
"1,482","6,709","36,000",
"1,483","1,924","1,924",
"1,484","5,230","3,287",
"1,485","21,658","21,527",
"1,486","24,000","11,744",
"1,487",255,,
"1,487","34,212","34,212",
"1,488",,255,
"1,489","11,744","24,000",
"1,490","21,527","21,658",
"1,491","3,287","5,230",
"1,492",13,13,
"1,493","19,399","412,088",
"1,494",,"1,608",
"1,495","1,196","3,400",
"1,496","6,182","6,550",
"1,497","41,044","41,044",
"1,498","6,550","6,182",
"1,499","3,400","1,196",
"1,500","1,608",,
"1,501","412,088","19,399",
"1,502","13,700","13,700",
"1,503",,"56,000",
"1,504","2,243","10,848",
"1,505","1,611","14,550",
"1,506","10,718","6,265",
"1,507","5,100","5,100",
"1,508","6,265","10,718",
"1,509","14,550","1,611",
"1,510","10,848","2,243",
"1,511","56,000",,
"1,512","1,900","16,818",
"1,513","2,768","2,768",
"1,514","16,818","1,900",
"1,515","5,500","3,174",
"1,516","3,211","3,800",
"1,517","6,259","15,500",
"1,518","13,576","13,576",
"1,519","15,500","6,259",
"1,520","3,800","3,211",
"1,521","3,174","5,500",
"1,522",163,"6,500",
"1,523","98,200","11,545",
"1,523","26,000",,
"1,523","10,102","3,000",
"1,524","1,226","12,783",
"1,524","12,783","1,226",
"1,525","3,000","10,102",
"1,526",,"26,000",
"1,527","11,545","98,200",
"1,528","6,500",163,
"1,529",432,"54,279",
"1,530","272,445","272,445",
"1,531","54,279",432,
"1,532","1,650",,
"1,533","43,000","11,697",
"1,534","90,000","82,600",
"1,535","48,570","48,570",
"1,536","82,600","90,000",
"1,537","11,697","43,000",
"1,538",,"1,650",
"1,539","2,100","2,100",
"1,540","36,869","5,576",
"1,541","34,680","10,200",
"1,541","6,611",,
"1,542","9,527","2,430",
"1,543","4,253","4,253",
"1,544","2,430","9,527",
"1,545",,"6,611",
"1,546","10,200","34,680",
"1,547","5,576","36,869",
"1,547",,,
"1,548","7,611","6,735",
"1,549","6,735",784,
"1,550",,"7,611",
"1,551",784,,
"1,552","5,600","4,362",
"1,553","19,853",,
"1,554",,,
"1,555",,"19,853",
"1,556","4,362","5,600",
"1,557","350,000","8,000",
"1,558","17,650","9,060",
"1,559","6,250","2,257",
"1,560",720,"5,081",
"1,561","5,500","17,883",
"1,562","17,883","5,500",
"1,563","5,081",720,
"1,564","2,257","6,250",
"1,565","9,060","17,650",
"1,566","8,000","350,000",
"1,567","24,000","6,714",
"1,568","6,714","24,000",
"1,569","26,000","11,445",
"1,570","119,800","14,300",
"1,571","11,000","35,576",
"1,572","29,827",,
"1,572",,"29,827",
"1,573","35,576","11,000",
"1,574","14,300","119,800",
"1,575","11,445","26,000",
"1,576",,"6,100",
"1,577",,"7,418",
"1,578",,,
"1,579","7,418",,
"1,579","6,100",,
"1,580",,"40,983",
"1,581","23,527","3,163",
"1,582","15,179","15,179",
"1,583","3,163","23,527",
"1,584","40,983",,
"1,585","1,915","1,915",
"1,586","7,914","10,640",
"1,587","3,100","114,714",
"1,588","43,800","49,900",
"1,589","1,179","11,421",
"1,590","15,000","15,000",
"1,591","11,421","1,179",
"1,592","49,900","43,800",
"1,593","114,714","3,100",
"1,594","10,640","7,914",
"1,595","23,500","3,300",
"1,596","69,619","6,400",
"1,597","16,731","11,684",
"1,598",,"2,014",
"1,599",,"14,600",
"1,600","14,600",,
"1,601","2,014",,
"1,602","11,684","16,731",
"1,603","6,400","69,619",
"1,604","3,300","23,500",
"1,605","5,000","5,000",
"1,606","7,659","2,135",
"1,607","3,650","10,000",
"1,608","4,480","10,566",
"1,609","4,500","3,700",
"1,610","15,000","15,000",
"1,611","3,700","4,500",
"1,612","10,566","4,480",
"1,613","10,000","3,650",
"1,614","2,135","7,659",
"1,614","13,955","13,955",
"1,615","24,043",,
"1,616","5,860","102,793",
"1,617","70,600",,
"1,618","15,490","42,000",
"1,619","9,700","9,700",
"1,620","42,000","15,490",
"1,621",,"70,600",
"1,622","102,793","5,860",
"1,623",,"24,043",
"1,624","23,028","23,028",
"1,625","3,350","1,056",
"1,626","31,198",,
"1,627",,,
"1,628",850,"3,560",
"1,629","22,236","22,236",
"1,629","3,560",850,
"1,630",,,
"1,631",,"31,198",
"1,632","1,056","3,350",
"1,633","155,606","155,606",
"1,633","9,884","79,175",
"1,634","12,800","15,000",
"1,635","58,182",,
"1,636","13,200",,
"1,637","6,743","6,743",
"1,638",,"13,200",
"1,639",,"58,182",
"1,640","15,000","12,800",
"1,641","79,175","9,884",
"1,642","9,374","9,374",
"1,643","26,000","4,477",
"1,644","7,385",,
"1,645","6,600","27,700",
"1,646",,"39,132",
"1,647","44,356","44,356",
"1,648","39,132",,
"1,649","27,700","6,600",
"1,650",,"7,385",
"1,651","4,477","26,000",
"1,652","12,200","12,200",
"1,653","42,602",,
"1,654","4,506","6,900",
"1,655","1,490","50,000",
