,name,industry,sector,headquarters,founded,type,founders,key_people,services,revenue,operating_income,total_assets,number_of_employees,website
4384,,,,,,,,,,,,,,
4385,Smurfit Kappa,Consumer goods,Paper,Dublin,1934,,,,,,,,,
4386,Smyths,Consumer services,Specialty retailers,Galway,1986,,,,,,,,,
4387,,,,,,,,,,,,,,
4388,Supermac's,Consumer services,Food Retailers & Wholesalers,Ballybrit[7],1978,,,,,,,,,
4389,SuperValu,Consumer services,Food retailers & wholesalers,Cork,1968,,,,,,,,,
4390,Teilifís na Gaeilge,Consumer services,Broadcasting & Entertainment,Baile na hAbhann,2007,,,,,,,,,
4391,,,,,,,,,,,,,,
4392,The Airporter,Consumer services,Travel & tourism,Derry,1990,,,,,,,,,
4393,The Irish Times,Consumer services,Publishing,Dublin,1859,,,,,,,,,
4394,,,,,,,,,,,,,,
4395,Three Ireland,Telecommunications,Fixed line telecommunications,Dublin,2005,,,,,,,,,
4396,,,,,,,,,,,,,,
4397,Today FM,Consumer services,Broadcasting & Entertainment,Dublin,1997,,,,,,,,,
4398,Trane Technologies,Conglomerate,-,Swords,1871,,,,,,,,,
4399,Transport Infrastructure Ireland,Industrials,Heavy construction,Dublin,2015,,,,,,,,,
4400,,,,,,,,,,,,,,
4401,UDG Healthcare,Health care,Pharmaceuticals,Dublin,1948,,,,,,,,,
4402,,,,,,,,,,,,,,
4403,,,,,,,,,,,,,,
4404,,,,,,,,,,,,,,
4405,Vhi Healthcare,Financials,Life insurance,Purcellsinch,1957,,,,,,,,,
4406,Virgin Media Ireland,Telecommunications,Fixed line telecommunications,Dublin,2005,,,,,,,,,
4407,Vizor,Technology,Software,Dublin,2000,,,,,,,,,
4408,,,,,,,,,,,,,,
4409,Wireless Group,Consumer services,Broadcasting & Entertainment,Belfast,2007,,,,,,,,,
4410,Wrightbus,Industrials,Commercial vehicles & trucks,Ballymena,1946,,,,,,,,,
4411,A&G Management Consulting,Industrials,Business support services,Turin,1988,,,,,,,,,
4412,,,,,,,,,,,,,,
4413,,,,,,,,,,,,,,
4414,Abon Plastic,Industrials,Containers & packaging,Gornate-Olona,1973,,,,,,,,,
4415,,,,,,,,,,,,,,
4416,Agip,Oil & gas,Oil & gas refining & marketing,Rome,1926,,,,,,,,,
4417,,,,,,,,,,,,,,
4418,AGV,Consumer goods,Auto parts,Alessandria,1946,,,,,,,,,
4419,,,,,,,,,,,,,,
4420,,,,,,,,,,,,,,
4421,ALAN,Consumer goods,Recreational products,Veggiano,1972,,,,,,,,,
4422,,,,,,,,,,,,,,
4423,,,,,,,,,,,,,,
4424,,,,,,,,,,,,,,
4425,,,,,,,,,,,,,,
4426,,,,,,,,,,,,,,
4427,Alleanza Assicurazioni,Financials,Life insurance,Milan,1898,,,,,,,,,
4428,Alpinestars,Consumer goods,Clothing & accessories,Asolo,1963,,,,,,,,,
4429,Andrea Moda,Consumer goods,Clothing & accessories,Morrovalle,1985,,,,,,,,,
4430,Angelini,Health care,Pharmaceuticals,Rome,1919,,,,,,,,,
4431,Anonima Petroli Italiana,Oil & gas,Petroleum products,Rome,1933,,,,,,,,,
4432,Ansaldo Energia,Utilities,Conventional electricity,Genoa,1853,,,,,,,,,
4433,Ansaldo STS,Industrials,Railroads,Genoa,2006,,,,,,,,,
4434,Aprilia,Consumer goods,Automobiles,Noale,1945,,,,,,,,,
4435,Arflex,Consumer goods,Furnishings,Milan,1947,,,,,,,,,
4436,Armani,Consumer goods,Clothing & accessories,Milan,1975,,,,,,,,,
4437,Arnoldo Mondadori Editore,Consumer services,Publishing,Segrate,1907,,,,,,,,,
4438,Artemide,Consumer goods,Furnishings,Pregnana Milanese,1960,,,,,,,,,
4439,Assicurazioni Generali,Financials,Full line insurance,Trieste,1831,,,,,,,,,
4440,Atala,Consumer goods,Recreational products,Monza,1921,,,,,,,,,
4441,,,,,,,,,,,,,,
4442,Autogrill,Consumer services,Food retailers & wholesalers,Rozzano,1947,,,,,,,,,
4443,Avio,Industrials,Aerospace & defense,Rome,1908,,,,,,,,,
4444,Azimut Yachts,Industrials,Shipbuilding,Turin,1969,,,,,,,,,
4445,B Engineering,Consumer goods,Automobiles,Campogalliano,2000,,,,,,,,,
4446,B&B Italia,Consumer goods,Furnishings,Novedrate,1966,,,,,,,,,
4447,Baldinini,Consumer goods,Footwear,San Mauro Pascoli,1910,,,,,,,,,
4448,Banca Carige,Financials,Banks,Genoa,1483,,,,,,,,,
4449,Banca Monte dei Paschi di Siena,Financials,Banks,Siena,1472,,,,,,,,,
4450,Banca Nazionale del Lavoro,Financials,Banks,Rome,1913,,,,,,,,,
4451,,,,,,,,,,,,,,
4452,,,,,,,,,,,,,,
4453,,,,,,,,,,,,,,
4454,,,,,,,,,,,,,,
4455,Basso Bikes,Consumer goods,Recreational products,San Zenone degli Ezzelini,1977,,,,,,,,,
4456,Benelli Armi SpA,Industrials,Defense,Urbino,1967,,,,,,,,,
4457,,,,,,,,,,,,,,
4458,Benetti,Industrials,Shipbuilding,Viareggio,1873,,,,,,,,,
4459,Benetton Group,Consumer goods,Clothing & accessories,Ponzano Veneto,1965,,,,,,,,,
4460,Bennet,Consumer services,Food retailers & wholesalers,Montano Lucino,1964,,,,,,,,,
4461,Beretta,Industrials,Defense,Brescia,1526,,,,,,,,,
4462,,,,,,,,,,,,,,
4463,Beta,Consumer goods,Automobiles,Rignano sull'Arno,1904,,,,,,,,,
4464,Bettanin & Venturi,Consumer goods,Footwear,Vigasio,1994,,,,,,,,,
4465,Bianchi,Consumer goods,Recreational products,Milan,1885,,,,,,,,,
4466,Bimota,Consumer goods,Automobiles,Rimini,1973,,,,,,,,,
4467,Birel,Consumer goods,Automobiles,Lissone,1958,,,,,,,,,
4468,Birra Amarcord,Consumer goods,Brewers,Rimini,1997,,,,,,,,,
4469,Birra Ichnusa,Consumer goods,Brewers,Assemini,1912,,,,,,,,,
4470,Birra Menabrea,Consumer goods,Brewers,Biella,1846,,,,,,,,,
4471,,,,,,,,,,,,,,
4472,,,,,,,,,,,,,,
4473,,,,,,,,,,,,,,
4474,Blue Panorama Airlines,Consumer services,Airlines,Fiumicino,1998,,,,,,,,,
4475,,,,,,,,,,,,,,
4476,Bompiani,Consumer services,Publishing,Milan,1929,,,,,,,,,
4477,Bontempi,Consumer goods,Recreational products,Potenza Picena,1937,,,,,,,,,
4478,Bontoni,Consumer goods,Footwear,Montegranaro,2004[6],,,,,,,,,
4479,Borrani,Consumer goods,Tires,Milan,1922,,,,,,,,,
4480,Borsalino,Consumer goods,Clothing & accessories,Alessandria,1857,,,,,,,,,
4481,Bottecchia,Consumer goods,Recreational products,Cavarzere,1924,,,,,,,,,
4482,Bottega Veneta,Consumer goods,Clothing & accessories,Vicenza,1966,,,,,,,,,
4483,B-P Battioni e Pagani S.p.A.,Industrials,Commercial vehicles & trucks,Parma,1959,,,,,,,,,
4484,Braccialini,Consumer goods,Clothing & accessories,Florence,1954,,,,,,,,,
4485,Bracco Group,Health care,Pharmaceuticals,Milan,1927,,,,,,,,,
4486,Breda,Industrials,Industrial engineering,Brescia,1886,,,,,,,,,
4487,Brembo,Consumer goods,Auto parts,Stezzano,1961,,,,,,,,,
4488,,,,,,,,,,,,,,
4489,,,,,,,,,,,,,,
4490,,,,,,,,,,,,,,
4491,Brunello Cucinelli,Consumer goods,Clothing & accessories,Perugia,1978,,,,,,,,,
4492,Bruno Magli,Consumer goods,Footwear,Bologna,1936,,,,,,,,,
4493,,,,,,,,,,,,,,
4494,Bulgari,Consumer goods,Clothing & accessories,Rome,1884,,,,,,,,,
4495,,,,,,,,,,,,,,
4496,,,,,,,,,,,,,,
4497,Cagiva,Consumer goods,Automobiles,Varese,1978,,,,,,,,,
4498,Caltagirone Editore,Consumer services,Publishing,Rome,1999,,,,,,,,,
4499,Calzaturificio fratelli soldini,Consumer goods,Footwear,Capolona,1945,,,,,,,,,
4500,Cambiocasa,Financials,Real estate holding & development,Milan,1995,,,,,,,,,
4501,Campagnolo,Consumer goods,Recreational products,Vicenza,1933,,,,,,,,,
4502,Campari Group,Consumer goods,Beverages,Milan,1860,,,,,,,,,
4503,Canali,Consumer goods,Clothing & accessories,Sovico,1934,,,,,,,,,
4504,,,,,,,,,,,,,,
4505,Caraceni,Consumer goods,Clothing & accessories,Rome,1913,,,,,,,,,
4506,Carpigiani,Consumer goods,Durable household products,Bologna,1944,,,,,,,,,
4507,Carrera Sunglasses,Consumer goods,Clothing & accessories,Padua,1956,,,,,,,,,
4508,Carrozzeria Boneschi,Industrials,Commercial vehicles & trucks,Milan,1919,,,,,,,,,
4509,Carrozzeria Castagna,Industrials,Commercial vehicles & trucks,Milan,1849,,,,,,,,,
4510,Carrozzeria Ghia,Industrials,Commercial vehicles & trucks,Turin,1916,,,,,,,,,
4511,Carrozzeria Marazzi,Industrials,Commercial vehicles & trucks,Milan,1967,,,,,,,,,
4512,,,,,,,,,,,,,,
4513,Carrozzeria Touring,Industrials,Commercial vehicles & trucks,Milan,1926,,,,,,,,,
4514,Casa Ricordi,Consumer services,Publishing,Milan,1808,,,,,,,,,
4515,Cassina S.p.A.,Consumer goods,Furnishings,Meda,1927,,,,,,,,,
4516,Castagnari,Consumer goods,Recreational products,Recanati,1914,,,,,,,,,
4517,Chicco,Consumer goods,Toys,Como,1958,,,,,,,,,
4518,Chiesi Farmaceutici S.p.A.,Health care,Pharmaceuticals,Parma,1935,,,,,,,,,
4519,Cinelli,Consumer goods,Recreational products,Milan,1948,,,,,,,,,
4520,,,,,,,,,,,,,,
4521,Cirio,Consumer goods,Food products,San Lazzaro di Savena,1856,,,,,,,,,
4522,Class Editori,Consumer services,Publishing,Milan,1986,,,,,,,,,
4523,Colnago,Consumer goods,Recreational products,Cambiago,1952,,,,,,,,,
4524,Colotti Trasmissioni,Consumer goods,Auto parts,Modena,1958,,,,,,,,,
4525,Columbus,Consumer goods,Recreational products,Settala,1919,,,,,,,,,
4526,,,,,,,,,,,,,,
4527,Comus S.p.A.,Consumer goods,Recreational products,Ancona,?,,,,,,,,,
4528,,,,,,,,,,,,,,
4529,Conad,Consumer services,Food retailers & wholesalers,Bologna,1962,,,,,,,,,
4530,Coop,Consumer services,Food retailers & wholesalers,Casalecchio di Reno,1967,,,,,,,,,
4531,Coppola Industria Alimentare,Consumer goods,Food products,Mercato San Severino,1952,,,,,,,,,
4532,Corneliani,Consumer goods,Clothing & accessories,Mantua,1958,,,,,,,,,
4533,Costa Crociere,Consumer services,Travel & tourism,Genoa,1854,,,,,,,,,
4534,Crumar,Consumer goods,Recreational products,Castelfidardo,1971,,,,,,,,,
4535,Dainese,Consumer goods,Auto parts,Molvena,1972,,,,,,,,,
4536,Dallara,Consumer goods,Automobiles,Varano de' Melegari,1972,,,,,,,,,
4537,Damiani,Consumer goods,Clothing & accessories,Valenza,1924,,,,,,,,,
4538,Danieli,Industrials,Industrial machinery,Buttrio,1914,,,,,,,,,
4539,Dario Pegoretti,Consumer goods,Recreational products,Caldonazzo,1956,,,,,,,,,
4540,De Agostini,Consumer services,Publishing,Novara,1901,,,,,,,,,
4541,,,,,,,,,,,,,,
4542,De Rosa,Consumer goods,Recreational products,Milan,1953,,,,,,,,,
4543,,,,,,,,,,,,,,
4544,Dell'Orto,Consumer goods,Auto parts,Cabiate,1933,,,,,,,,,
4545,DeLonghi,Consumer goods,Durable household products,Treviso,1902,,,,,,,,,
4546,Design42Day,Consumer services,Publishing,Milan,2007,,,,,,,,,
4547,Di Blasi Industriale,Consumer goods,Recreational products,Francofonte,1952,,,,,,,,,
4548,,,,,,,,,,,,,,
4549,Diesel,Consumer goods,Clothing & accessories,Breganze,1978,,,,,,,,,
4550,Dolce & Gabbana,Consumer goods,Clothing & accessories,Milan,1985,,,,,,,,,
4551,DR Motor Company,Consumer goods,Automobiles,Macchia d'Isernia,2006,,,,,,,,,
4552,,,,,,,,,,,,,,
4553,,,,,,,,,,,,,,
4554,Durst,Technology,Electronic & electrical equipment,Brixen,1936,,,,,,,,,
4555,Edison,Utilities,Multiutilities,Milan,1884,,,,,,,,,
4556,Edoardo Raffinerie Garrone (ERG),Utilities,Alternative electricity,Genoa,1938,,,,,,,,,
4557,Eko guitars,Consumer goods,Recreational products,Recanati,1959,,,,,,,,,
4558,,,,,,,,,,,,,,
4559,E. Marinella,Consumer goods,Clothing & accessories,Naples,1914,,,,,,,,,
4560,Enel,Utilities,Multiutilities,Rome,1962,,,,,,,,,
4561,Energica Motor Company,Consumer goods,Automobiles,Modena,2010,,,,,,,,,
4562,Eni,Oil & gas,Integrated oil & gas,Rome,1953,,,,,,,,,
4563,Ermenegildo Zegna,Consumer goods,Clothing & accessories,Milan,1910,,,,,,,,,
4564,Erreà,Consumer goods,Clothing & accessories,Torrile,1988,,,,,,,,,
4565,Esselunga,Consumer services,Food retailers & wholesalers,Milan,1957,,,,,,,,,
4566,Etro,Consumer goods,Clothing & accessories,Milan,1968,,,,,,,,,
4567,,,,,,,,,,,,,,
4568,,,,,,,,,,,,,,
4569,,,,,,,,,,,,,,
4570,Fabbri Group,Consumer goods,Recreational products,Calto,1950,,,,,,,,,
4571,Facchini Group,Consumer goods,Food products,Cormano,1959,,,,,,,,,
4572,Faema,Consumer goods,Durable household products,Milan,1945,,,,,,,,,
4573,Falck Group,Basic materials,Iron & steel,Sesto San Giovanni,1906,,,,,,,,,
4574,FAMARS,Industrials,Defense,Gardone Val Trompia,1967,,,,,,,,,
4575,Fantic Motor,Consumer goods,Automobiles,Barzago,1968,,,,,,,,,
4576,Farfisa,Consumer goods,Recreational products,Osimo,1946,,,,,,,,,
4577,Fazioli,Consumer goods,Recreational products,Sacile,1981,,,,,,,,,
4578,Fedrigoni,Basic materials,Paper,Verona,1888,,,,,,,,,
4579,Feltrinelli,Consumer services,Publishing,Milan,1954,,,,,,,,,
4580,Fendi,Consumer goods,Clothing & accessories,Rome,1925,,,,,,,,,
4581,Ferrari,Consumer goods,Automobiles,Maranello,1939,,,,,,,,,
4582,,,,,,,,,,,,,,
4583,Ferretti Group,Industrials,Shipbuilding,Forlì,1968,,,,,,,,,
4584,Ferrovie dello Stato Italiane,Consumer services,Travel & tourism,Rome,1905,,,,,,,,,
4585,,,,,,,,,,,,,,
4586,Fincantieri,Industrials,Shipbuilding,Trieste,1959,,,,,,,,,
4587,Fiocchi Munizioni,Industrials,Defense,Lecco,1876,,,,,,,,,
4588,Fioravanti,Consumer goods,Automobiles,Turin,1987,,,,,,,,,
4589,,,,,,,,,,,,,,
4590,Fondmetal,Consumer goods,Tires,Bergamo,1972,,,,,,,,,
4591,Fornasari,Consumer goods,Automobiles,Vicenza,1999,,,,,,,,,
4592,Forst,Consumer goods,Brewers,Algund,1857,,,,,,,,,
4593,,,,,,,,,,,,,,
4594,,,,,,,,,,,,,,
4595,Frette,Consumer goods,Clothing & accessories,Monza,1860,,,,,,,,,
4596,,,,,,,,,,,,,,
4597,Fulgor,Consumer goods,Durable household products,Gallarate,1949,,,,,,,,,
4598,Furla,Consumer goods,Clothing & accessories,Bologna,1927,,,,,,,,,
4599,,,,,,,,,,,,,,
4600,Gancia,Consumer goods,Distillers & vintners,Canelli,1850,,,,,,,,,
4601,,,,,,,,,,,,,,
4602,,,,,,,,,,,,,,
4603,,,,,,,,,,,,,,
4604,,,,,,,,,,,,,,
4605,GEDI Gruppo Editoriale,Consumer services,Publishing,Rome,1955,,,,,,,,,
4606,Geox,Consumer goods,Clothing & accessories,Montebelluna,1995,,,,,,,,,
4607,Ghezzi & Brian,Consumer goods,Automobiles,Missaglia,1995,,,,,,,,,
4608,,,,,,,,,,,,,,
4609,Gio. Ansaldo & C.,Industrials,Aerospace,Genoa,1853,,,,,,,,,
4610,Givova,Consumer goods,Clothing & accessories,Scafati,2008,,,,,,,,,
4611,Golden Goose,Consumer goods,Clothing & accessories,Venice,2000,,,,,,,,,
4612,,,,,,,,,,,,,,
4613,Grimaldi Group,Transport & tourism,Consumer services,Palermo,1947,,,,,,,,,
4614,Grivel,Consumer goods,Recreational products,Courmayeur,1818,,,,,,,,,
4615,,,,,,,,,,,,,,
4616,Gruppo Riva,Basic materials,Iron & steel,Milan,1954,,,,,,,,,
4617,Gruppo TIM,Telecommunications,Mobile Telecommunications,Rome,1994,,,,,,,,,
4618,Gucci,Consumer goods,Clothing & accessories,Florence,1921,,,,,,,,,
4619,Guerciotti,Consumer goods,Recreational products,Milan,1964,,,,,,,,,
4620,Gufram,Consumer goods,Furnishings,Cuneo,1966,,,,,,,,,
4621,,,,,,,,,,,,,,
4622,,,,,,,,,,,,,,
4623,I.DE.A Institute,Consumer goods,Automobiles,Turin,1978,,,,,,,,,
4624,Illy,Consumer goods,Beverages,Trieste,1933,,,,,,,,,
4625,Impresa Pizzarotti,Industrials,Heavy construction,Parma,1910,,,,,,,,,
4626,Indesit Company,Consumer goods,Durable household products,Fabriano,1975,,,,,,,,,
4627,,,,,,,,,,,,,,
4628,Intermarine,Industrials,Shipbuilding,Sarzana,1970,,,,,,,,,
4629,Intesa Sanpaolo,Financials,Banks,Turin,2007,,,,,,,,,
4630,Iride Bicycles,Consumer goods,Recreational products,Venice,1919,,,,,,,,,
4631,,,,,,,,,,,,,,
4632,Isotta Fraschini,Consumer goods,Automobiles,Milan,1900,,,,,,,,,
4633,ITA Airways,Consumer services,Airlines,Rome,2020,,,,,,,,,
4634,Italcementi,Industrials,Building materials & fixtures,Bergamo,1864,,,,,,,,,
4635,Italdesign Giugiaro,Consumer goods,Automobiles,Moncalieri,1968,,,,,,,,,
4636,,,,,,,,,,,,,,
4637,,,,,,,,,,,,,,
4638,Kappa,Consumer goods,Clothing & accessories,Turin,1916,,,,,,,,,
4639,Kiton,Consumer goods,Clothing & accessories,Naples,1956,,,,,,,,,
4640,Krizia,Consumer goods,Clothing & accessories,Milan,1954,,,,,,,,,
4641,Kuota,Consumer goods,Recreational products,Albiate,2001,,,,,,,,,
4642,La Perla,Consumer goods,Clothing & accessories,Bologna,1954,,,,,,,,,
4643,La Rinascente,Consumer services,Broadline retailers,Milan,1865,,,,,,,,,
4644,La Sportiva,Consumer goods,Footwear,Ziano di Fiemme,1928,,,,,,,,,
4645,Lagostina,Consumer goods,Durable household products,Omegna,1901,,,,,,,,,
4646,,,,,,,,,,,,,,
4647,,,,,,,,,,,,,,
4648,,,,,,,,,,,,,,
4649,Landi Renzo,Consumer goods,Auto parts,Cavriago,1954,,,,,,,,,
4650,Lavazza,Consumer goods,Beverages,Turin,1895,,,,,,,,,
4651,,,,,,,,,,,,,,
4652,Legea,Consumer goods,Clothing & accessories,Pompei,1993,,,,,,,,,
4653,,,,,,,,,,,,,,
4654,,,,,,,,,,,,,,
4655,Loacker,Consumer goods,Food products,Ritten[7],1925,,,,,,,,,
4656,Loro Piana,Consumer goods,Clothing & accessories,Quarona,1924,,,,,,,,,
4657,Lotto Sport Italia,Consumer goods,Clothing & accessories,Treviso,1973,,,,,,,,,
4658,Luigi Borrelli,Consumer goods,Clothing & accessories,Naples,1957,,,,,,,,,
4659,Luxottica,Consumer goods,Clothing & accessories,Milan,1961,,,,,,,,,
4660,Macron,Consumer goods,Clothing & accessories,Crespellano,1971,,,,,,,,,
4661,Magneti Marelli,Consumer goods,Auto parts,Corbetta,1919,,,,,,,,,
4662,Magni,Consumer goods,Automobiles,Samarate,1977,,,,,,,,,
4663,,,,,,,,,,,,,,
4664,Mandarina Duck,Consumer goods,Clothing & accessories,Bologna,1977,,,,,,,,,
4665,Manfrotto,Consumer goods,Recreational products,Cassola,1972,,,,,,,,,
4666,Mapei,Industrials,Building materials & fixtures,Milan,1937,,,,,,,,,
4667,Marni,Consumer goods,Clothing & accessories,Milan,1994,,,,,,,,,
4668,Martini & Rossi,Consumer goods,Distillers & vintners,Turin,1863,,,,,,,,,
4669,,,,,,,,,,,,,,
4670,Marzotto,Consumer goods,Clothing & accessories,Valdagno,1836,,,,,,,,,
4671,,,,,,,,,,,,,,
4672,Massimo Zanetti Beverage Group,Consumer goods,Beverages,Bologna,1973,,,,,,,,,
4673,Max Mara,Consumer goods,Clothing & accessories,Reggio Emilia,1951,,,,,,,,,
4674,MD Discount,Consumer services,Food retailers & wholesalers,Gricignano di Aversa,1994,,,,,,,,,
4675,Mediobanca,Financials,Banks,Milan,1946,,,,,,,,,
4676,,,,,,,,,,,,,,
4677,Menarini,Health care,Pharmaceuticals,Florence,1886,,,,,,,,,
4678,Meridiana,Consumer services,Airlines,Olbia,1964,,,,,,,,,
4679,Miche,Consumer goods,Recreational products,San Vendemiano,1919,,,,,,,,,
4680,,,,,,,,,,,,,,
4681,,,,,,,,,,,,,,
4682,,,,,,,,,,,,,,
4683,Missoni,Consumer goods,Clothing & accessories,Varese,1953,,,,,,,,,
4684,,,,,,,,,,,,,,
4685,Mivar,Consumer goods,Consumer electronics,Abbiategrasso,1945,,,,,,,,,
4686,Moby Lines,Industrials,Marine transportation,Milan,1959,,,,,,,,,
4687,Momo,Consumer goods,Auto parts,Milan,1964,,,,,,,,,
4688,Mondial,Consumer goods,Automobiles,Manerbio,1929,,,,,,,,,
4689,Moon Boot,Consumer goods,Footwear,Giavera del Montello,1969,,,,,,,,,
4690,,,,,,,,,,,,,,
4691,Moretti Motor Company,Consumer goods,Automobiles,Turin,1925,,,,,,,,,
4692,Moschino,Consumer goods,Clothing & accessories,Milan,1983,,,,,,,,,
4693,Moser Cicli,Consumer goods,Recreational products,Trento,1979,,,,,,,,,
4694,,,,,,,,,,,,,,
4695,,,,,,,,,,,,,,
4696,,,,,,,,,,,,,,
4697,,,,,,,,,,,,,,
4698,Mutti,Consumer goods,Food products,Montechiarugolo,1899,,,,,,,,,
4699,MV Agusta,Consumer goods,Automobiles,Varese,1945,,,,,,,,,
4700,Nardi,Consumer goods,Automobiles,Turin,1932,,,,,,,,,
4701,Natuzzi,Consumer goods,Furnishings,Santeramo in Colle,1959,,,,,,,,,
4702,Neos,Consumer services,Airlines,Somma Lombardo,2001,,,,,,,,,
4703,New Holland Construction,Industrials,Commercial vehicles & trucks,Turin,1895,,,,,,,,,
4704,Nolan,Consumer goods,Auto parts,Bergamo,1972,,,,,,,,,
4705,Nordica,Consumer goods,Clothing & accessories,Giavera del Montello,1939,,,,,,,,,
4706,Novarossi,Consumer goods,Recreational products,Monticelli Brusati,1984,,,,,,,,,
4707,Nuova Cometra,Industrials,Commercial rail vehicles,Pace del Mela,1999,,,,,,,,,
4708,,,,,,,,,,,,,,
4709,,,,,,,,,,,,,,
4710,,,,,,,,,,,,,,
4711,Olidata,Technology,Software,Cesena,1982,,,,,,,,,
4712,,,,,,,,,,,,,,
4713,,,,,,,,,,,,,,
4714,OMP Racing,Consumer goods,Auto parts,Ronco Scrivia,1973,,,,,,,,,
4715,,,,,,,,,,,,,,
4716,Osella,Consumer goods,Automobiles,Verolengo,1965,,,,,,,,,
4717,Ostoni,Consumer goods,Durable household products,Cormano,1958,,,,,,,,,
4718,,,,,,,,,,,,,,
4719,OZ Group,Consumer goods,Tires,San Martino di Lupari,1971,,,,,,,,,
4720,Pagani,Consumer goods,Automobiles,San Cesario sul Panaro,1992,,,,,,,,,
4721,Pal Zileri,Consumer goods,Clothing & accessories,Vicenza,1980,,,,,,,,,
4722,Panerai,Consumer goods,Clothing & accessories,Milan,1860,,,,,,,,,
4723,Panini Comics,Consumer services,Publishing,Modena,1994,,,,,,,,,
4724,Parmalat,Consumer goods,Food products,Collecchio,1961,,,,,,,,,
4725,,,,,,,,,,,,,,
4726,Paton,Consumer goods,Automobiles,Settimo Milanese,1958,,,,,,,,,
4727,Peg Perego,Consumer goods,Toys,Arcore,1949,,,,,,,,,
4728,Perazzi,Industrials,Defense,Brescia,1957,,,,,,,,,
4729,Perfetti Van Melle,Consumer goods,Food products,Lainate/Breda,2001,,,,,,,,,
4730,Perini Navi,Industrials,Shipbuilding,Viareggio,1983,,,,,,,,,
4731,Permasteelisa,Industrials,Heavy construction,Vittorio Veneto,1973,,,,,,,,,
4732,Peroni S.p.A.,Consumer goods,Recreational products,Gallarate,1792,,,,,,,,,
4733,Persol,Consumer goods,Clothing & accessories,Agordo,1917,,,,,,,,,
4734,,,,,,,,,,,,,,
4735,Piaggio Aerospace,Industrials,Aerospace & defense,Genoa,1884,,,,,,,,,
4736,Piaggio,Consumer goods,Automobiles,Pontedera,1884,,,,,,,,,
4737,,,,,,,,,,,,,,
4738,,,,,,,,,,,,,,
4739,Pirelli,Consumer goods,Tires,Milan,1872,,,,,,,,,
4740,Pogliaghi,Consumer goods,Recreational products,Milan,1947,,,,,,,,,
4741,Police,Consumer goods,Clothing & accessories,Venice,1983,,,,,,,,,
4742,,,,,,,,,,,,,,
4743,Poste italiane,Industrials,Delivery services,Rome,1862,,,,,,,,,
4744,Prada,Consumer goods,Clothing & accessories,Milan,1913,,,,,,,,,
4745,Prinetti & Stucchi,Consumer goods,Recreational products,Milan,1901,,,,,,,,,
4746,Prysmian Group,Industrials,Electrical components & equipment,Milan,2011,,,,,,,,,
