ft-revenue_2020_eu,companiesmarketcap-share_price,forbes-profit,companiesmarketcap-pricecap,disfold-market_cap,globaldata-market_cap,valuetoday-annual_net_income_usd,ft-revenue_2017_eu,companiesmarketcap-revenue,disfold-revenue,globaldata-revenue,valuetoday-revenue,forbes-sales,companiesmarketcap-earnings,forbes-market_value,valuetoday-annual_revenue_usd
doll_6.63 m,doll_35.74,,doll_4.49 b,doll_18.21 b,,164 million usd,,,,,,,,,700 million usd
doll_10.51 m,doll_770.62,,doll_4.47 b,doll_18.19 b,,62 million usd,,,,,,,,,531 million usd
doll_11.13 m,doll_31.40,,doll_4.48 b,doll_18.18 b,,,,,,,,,,,
doll_4.53 m,doll_37.65,,doll_4.50 b,,,,,,,,,,,,
doll_2.4 m,doll_47.95,,doll_4.50 b,doll_18.14 b,,173 million usd,,,,,,,,,doll_2.695 m
doll_5.02 m,doll_121.63,,doll_4.50 b,doll_18.12 b,,,,,,,,,,,
doll_4.49 m,doll_3.10,,doll_4.50 b,doll_203.69 b,,254 million usd,,,,,,,,,141 million usd
doll_1.87 m,doll_1.74,,doll_4.48 b,doll_1.098 t,,,,,,,,,,,
doll_5.1 m,doll_5.19,,doll_4.47 b,doll_3.54 b,,-118 million usd,,,,,,,,,213 million usd
doll_3.59 m,doll_149.34,,doll_4.46 b,doll_539.3 m,,,,,,,,,,,
doll_21.1 m,doll_36.48,,doll_4.52 b,doll_45.1 m,,39 million usd,,,,,,,,,377 million usd
doll_1.72 m,doll_25.26,,doll_4.52 b,doll_305.3 m,,,,,,,,,,,
doll_7.13 m,doll_16.38,,doll_4.50 b,doll_78.70 b,,44 million usd,,,,,,,,,doll_1.112 m
doll_7.0 m,doll_1.59,,doll_4.52 b,doll_2.10 b,,,,,,,,,,,
doll_4.04 m,doll_1.10,,doll_4.51 b,doll_11.02 b,,414 million usd,,,,,,,,,doll_11.236 m
doll_8.54 m,doll_10.95,,doll_4.53 b,doll_41.21 b,,,,,,,,,,,
doll_2.41 m,doll_56.06,,doll_4.52 b,doll_4.194 t,,,,,,,,,,,
doll_8.0 m,doll_14.30,,doll_4.52 b,doll_4.70 b,,31 million usd,,,,,,,,,259 million usd
doll_1.64 m,doll_70.36,,doll_4.52 b,doll_5.08 b,,80 million usd,,,,,,,,,doll_3.039 m
doll_25.29 m,doll_103.65,,doll_4.52 b,doll_4.78 b,,38 million usd,,,,,,,,,369 million usd
doll_16.75 m,doll_55.27,,doll_4.52 b,0,,,,,,,,,,,
doll_11.45 m,doll_90.89,,doll_4.52 b,doll_447.2 m,,0 million usd,,,,,,,,,346 million usd
doll_11.4 m,doll_43.91,,doll_4.54 b,doll_115.6 m,,,,,,,,,,,
doll_59.07 m,doll_7.56,,doll_4.54 b,doll_536.6 m,,,,,,,,,,,
doll_2.22 m,doll_5.66,,doll_4.52 b,0,,,,,,,,,,,
doll_11.26 m,doll_25.92,,doll_4.53 b,doll_2.52 b,,,,,,,,,,,
doll_11.84 m,doll_28.30,,doll_4.58 b,doll_288.0 m,,73 million usd,,,,,,,,,doll_31.337 m
doll_1.6 m,doll_4.58,,doll_4.57 b,doll_294.6 m,,54 million usd,,,,,,,,,doll_1.836 m
doll_8.52 m,doll_104.37,,doll_4.54 b,doll_548.5 m,,48 million usd,,,,,,,,,407 million usd
doll_4.65 m,doll_48.24,,doll_4.56 b,doll_1.71 b,,,,,,,,,,,
doll_4.5 m,doll_0.42,,doll_4.56 b,doll_1.80 b,,,,,,,,,,,
doll_23.5 m,doll_41.63,,doll_4.55 b,doll_10.15 b,,-19 million usd,,,,,,,,,748 million usd
doll_35.58 m,"doll_3,950",,doll_4.58 b,doll_3.15 b,,37 million usd,,,,,,,,,314 million usd
doll_8.6 m,doll_1.19,,doll_4.55 b,doll_3.08 b,,284 million usd,,,,,,,,,142 million usd
doll_13.76 m,doll_0.30,,doll_4.58 b,doll_143.1 m,,,,,,,,,,,
doll_2.89 m,doll_35.28,,doll_4.56 b,doll_144.8 m,,152 million usd,,,,,,,,,660 million usd
doll_11.21 m,doll_0.73,,doll_4.55 b,doll_106.5 m,,,,,,,,,,,
doll_2.6 m,doll_1.63,,doll_4.55 b,doll_114.8 m,,197 million usd,,,,,,,,,doll_5.519 m
doll_2.81 m,doll_35.26,,doll_4.56 b,doll_125.9 m,,,,,,,,,,,
doll_1.81 m,doll_45.74,,doll_4.55 b,doll_90.0 m,,67 million usd,,,,,,,,,140 million usd
doll_6.44 m,doll_2.57,,doll_4.56 b,doll_1.27 b,,171 million usd,,,,,,,,,264 million usd
doll_9.85 m,doll_51.33,,doll_4.56 b,doll_115.9 m,,,,,,,,,,,
doll_10.7 m,doll_109.18,,doll_4.61 b,doll_1.38 b,,58 million usd,,,,,,,,,561 million usd
doll_17.41 m,doll_12.70,,doll_4.61 b,doll_1.36 b,,-29 million usd,,,,,,,,,706 million usd
doll_15.03 m,doll_22.12,,doll_4.61 b,doll_1.43 b,,,,,,,,,,,
doll_17.89 m,doll_116.07,,doll_4.62 b,0,,,,,,,,,,,
doll_1.64 m,doll_17.72,,doll_4.59 b,0,,,,,,,,,,,
doll_64.75 m,doll_492.67,,doll_4.61 b,0,,22 million usd,,,,,,,,,301 million usd
doll_2.1 m,doll_20.96,,doll_4.61 b,doll_893.5 m,,90 million usd,,,,,,,,,626 million usd
doll_4.81 m,doll_86.73,,doll_4.59 b,doll_921.3 m,,,,,,,,,,,
doll_5.04 m,doll_14.03,,doll_4.61 b,doll_939.9 m,,199 million usd,,,,,,,,,doll_3.833 m
doll_16.3 m,doll_16.11,,doll_4.58 b,doll_938.9 m,,-338 million usd,,,,,,,,,419 million usd
doll_15.0 m,doll_15.44,,doll_4.60 b,doll_937.9 m,,,,,,,,,,,
doll_13.00 m,doll_45.77,,doll_4.60 b,doll_952.5 m,,-5 million usd,,,,,,,,,883 million usd
doll_2.23 m,doll_32.78,,doll_4.60 b,doll_1.16 b,,,,,,,,,,,
doll_80.07 m,doll_6.19,,doll_4.62 b,doll_1.16 b,,17 million usd,,,,,,,,,442 million usd
doll_5.47 m,doll_1.12,,doll_4.61 b,doll_1.10 b,,,,,,,,,,,
doll_4.65 m,doll_17.73,,doll_4.62 b,doll_1.08 b,,-71 million usd,,,,,,,,,425 million usd
doll_2.1 m,doll_872.52,,doll_4.66 b,doll_1.15 b,,,,,,,,,,,
doll_2.80 m,doll_11.27,,doll_4.65 b,doll_1.14 b,,99 million usd,,,,,,,,,102 million usd
doll_1.90 m,doll_456.21,,doll_4.66 b,0,,,,,,,,,,,
doll_3.39 m,doll_16.40,,doll_4.66 b,0,,25 million usd,,,,,,,,,117 million usd
doll_83.04 m,doll_111.75,,doll_4.63 b,doll_2.2 m,,47 million usd,,,,,,,,,doll_5.631 m
doll_10.47 m,doll_88.35,,doll_4.64 b,0,,3 million usd,,,,,,,,,256 million usd
doll_1.7 m,doll_71.32,,doll_4.64 b,0,,126 million usd,,,,,,,,,doll_4.434 m
doll_2.49 m,doll_107.57,,doll_4.67 b,doll_2.0 m,,,,,,,,,,,
doll_3.82 m,doll_1.37,,doll_4.66 b,doll_3.3 m,,170 million usd,,,,,,,,,doll_2.084 m
doll_4.08 m,doll_9.94,,doll_4.65 b,0,,584 million usd,,,,,,,,,doll_2.064 m
doll_2.44 m,doll_1.58,,doll_4.63 b,0,,679 million usd,,,,,,,,,doll_2.066 m
doll_2.03 m,doll_64.90,,doll_4.65 b,doll_4.6 m,,72 million usd,,,,,,,,,137 million usd
doll_5.23 m,doll_31.15,,doll_4.63 b,doll_3.3 m,,64 million usd,,,,,,,,,183 million usd
doll_118.6 m,doll_22.92,,doll_4.67 b,doll_326.4 m,,140 million usd,,,,,,,,,doll_1.839 m
doll_1.6 m,doll_87.19,,doll_4.66 b,doll_5.7 m,,48 million usd,,,,,,,,,149 million usd
doll_2.71 m,doll_35.29,,doll_4.67 b,doll_337.7 m,,,,,,,,,,,
doll_121.91 m,doll_8.27,,doll_4.69 b,doll_367.5 m,,91 million usd,,,,,,,,,458 million usd
doll_11.83 m,doll_25.68,,doll_4.68 b,doll_374.2 m,,,,,,,,,,,
doll_6.36 m,doll_0.94,,doll_4.68 b,doll_76.51 b,,,,,,,,,,,
doll_9.92 m,doll_0.04000,,doll_5.06 b,doll_662.9 m,,844 million usd,,,,,,,,,doll_2.972 m
doll_4.7 m,doll_28.53,,doll_4.68 b,doll_441.8 m,,,,,,,,,,,
doll_4.30 m,doll_13.05,,doll_4.70 b,doll_439.1 m,,,,,,,,,,,
doll_19.13 m,doll_43.82,,doll_4.69 b,doll_450.1 m,,,,,,,,,,,
doll_4.99 m,doll_3.38,,doll_4.68 b,0,,,,,,,,,,,
doll_8.79 m,doll_152.52,,doll_5.07 b,0,,14 million usd,,,,,,,,,141 million usd
doll_6.54 m,"doll_1,110",,doll_4.70 b,0,,,,,,,,,,,
doll_6.6 m,doll_5.41,,doll_5.06 b,0,,54 million usd,,,,,,,,,687 million usd
doll_2.3 m,doll_1.73,,doll_4.68 b,0,,59 million usd,,,,,,,,,doll_2.184 m
doll_13.85 m,doll_21.09,,doll_4.68 b,0,,191 million usd,,,,,,,,,625 million usd
doll_64.20 m,doll_56.47,,doll_4.71 b,doll_279.0 m,,-108 million usd,,,,,,,,,doll_1.618 m
doll_1.51 m,doll_33.89,,doll_5.07 b,doll_281.8 m,,770 million usd,,,,,,,,,725 million usd
doll_11.41 m,doll_30.25,,doll_4.71 b,doll_268.9 m,,123 million usd,,,,,,,,,124 million usd
doll_24.5 m,doll_10.63,,doll_5.09 b,doll_288.3 m,,27 million usd,,,,,,,,,doll_6.341 m
doll_22.04 m,doll_33.96,,doll_5.12 b,doll_290.7 m,,162 million usd,,,,,,,,,463 million usd
doll_3.87 m,doll_41.95,,doll_5.11 b,doll_291.2 m,,-485 million usd,,,,,,,,,doll_1.993 m
doll_3.01 m,doll_8.41,,doll_5.13 b,doll_322.4 m,,128 million usd,,,,,,,,,259 million usd
doll_25.6 m,doll_0.94,,doll_5.13 b,doll_2.9 m,,30 million usd,,,,,,,,,doll_1.564 m
doll_6.41 m,doll_0.60,,doll_5.11 b,doll_335.5 m,,-21 million usd,,,,,,,,,446 million usd
doll_5.41 m,doll_2.03,,doll_5.13 b,doll_338.0 m,,46 million usd,,,,,,,,,doll_1.017 m
doll_11.28 m,doll_3.47,,doll_5.10 b,doll_340.4 m,,,,,,,,,,,
doll_12.86 m,doll_150.74,,doll_5.14 b,doll_362.3 m,,,,,,,,,,,
doll_17.5 m,doll_33.07,,doll_5.12 b,doll_362.5 m,,,,,,,,,,,
doll_5.69 m,doll_60.62,,doll_5.13 b,doll_3.1 m,,459 million usd,,,,,,,,,138 million usd
doll_7.84 m,doll_53.64,,doll_5.12 b,doll_364.4 m,,,,,,,,,,,
doll_2.3 m,doll_9.08,,doll_5.10 b,doll_365.3 m,,-138 million usd,,,,,,,,,doll_4.569 m
doll_21.2 m,doll_18.31,,doll_5.07 b,doll_404.9 m,,47 million usd,,,,,,,,,165 million usd
doll_19.64 m,doll_3.11,,doll_5.09 b,doll_372.4 m,,44 million usd,,,,,,,,,959 million usd
doll_4.49 m,doll_101.59,,doll_5.14 b,doll_405.8 m,,571 million usd,,,,,,,,,doll_3.109 m
doll_8.04 m,doll_32.98,,doll_5.15 b,doll_3.1 m,,,,,,,,,,,
doll_4.7 m,doll_45.14,,doll_5.16 b,doll_86.3 m,,77 million usd,,,,,,,,,doll_1.451 m
doll_1.77 m,doll_7.75,,doll_5.16 b,doll_88.2 m,,,,,,,,,,,
doll_2.05 m,doll_13.10,,doll_5.15 b,doll_81.4 m,,,,,,,,,,,
doll_3.02 m,doll_85.68,,doll_5.20 b,doll_127.0 m,,73 million usd,,,,,,,,,doll_4.058 m
doll_3.45 m,doll_17.01,,doll_5.16 b,doll_89.3 m,,,,,,,,,,,
doll_8.56 m,doll_73.81,,doll_5.20 b,"doll_995,621",,,,,,,,,,,
doll_2.83 m,doll_0.52,,doll_5.19 b,doll_57.57 b,,16 million usd,,,,,,,,,304 million usd
doll_27.3 m,doll_1.79,,doll_5.20 b,doll_46.96 b,,,,,,,,,,,
doll_1.58 m,doll_18.38,,doll_5.17 b,doll_47.09 b,,-319 million usd,,,,,,,,,821 million usd
doll_15.08 m,doll_34.50,,doll_5.16 b,doll_44.4 m,,83 million usd,,,,,,,,,234 million usd
doll_2.79 m,doll_44.94,,doll_5.17 b,doll_37.8 m,,154 million usd,,,,,,,,,475 million usd
doll_4.5 m,doll_401.44,,doll_5.18 b,doll_235.5 m,,112 million usd,,,,,,,,,doll_1.465 m
doll_5.1 m,doll_5.21,,doll_5.20 b,doll_238.1 m,,144 million usd,,,,,,,,,doll_1.106 m
doll_92.79 m,doll_16.16,,doll_5.19 b,doll_52.5 m,,89 million usd,,,,,,,,,895 million usd
doll_2.82 m,doll_91.75,,doll_5.14 b,doll_55.7 m,,,,,,,,,,,
doll_30.27 m,doll_4.50,,doll_5.21 b,doll_3.0 m,,80 million usd,,,,,,,,,doll_2.576 m
doll_31.04 m,doll_33.51,,doll_5.23 b,doll_3.1 m,,47 million usd,,,,,,,,,170 million usd
doll_4.39 m,doll_12.98,,doll_5.21 b,doll_3.0 m,,160 million usd,,,,,,,,,doll_8.040 m
doll_11.8 m,doll_57.25,,doll_5.22 b,doll_70.1 m,,,,,,,,,,,
doll_4.20 m,doll_21.41,,doll_5.26 b,doll_78.3 m,,168 million usd,,,,,,,,,129 million usd
doll_3.53 m,doll_105.96,,doll_5.25 b,doll_77.3 m,,65 million usd,,,,,,,,,doll_4.184 m
doll_2.32 m,doll_28.90,,doll_5.25 b,"doll_775,126",,52 million usd,,,,,,,,,doll_2.308 m
doll_9.32 m,doll_8.10,,doll_5.25 b,doll_2.6 m,,106 million usd,,,,,,,,,991 million usd
doll_23.56 m,doll_19.84,,doll_5.25 b,doll_37.4 m,,doll_1.589 m,,,,,,,,,doll_1.602 m
doll_25.6 m,doll_19.86,,doll_5.25 b,doll_83.1 m,,-1 million usd,,,,,,,,,0 million usd
doll_1.50 m,doll_14.51,,doll_5.23 b,doll_83.3 m,,,,,,,,,,,
doll_34.41 m,doll_39.56,,doll_5.25 b,doll_80.1 m,,,,,,,,,,,
doll_1.58 m,doll_157.42,,doll_5.24 b,doll_39.1 m,,,,,,,,,,,
doll_8.66 m,doll_94.92,,doll_5.26 b,doll_47.2 m,,doll_1.998 m,,,,,,,,,doll_8.614 m
doll_9.53 m,doll_0.85,,doll_5.26 b,doll_52.9 m,,-62 million usd,,,,,,,,,747 million usd
doll_8.9 m,"doll_1,116",,doll_5.26 b,doll_45.0 m,,111 million usd,,,,,,,,,475 million usd
doll_29.63 m,doll_21.80,,doll_5.30 b,0,,25 million usd,,,,,,,,,288 million usd
doll_8.82 m,doll_47.69,,doll_5.27 b,doll_54.3 m,,,,,,,,,,,
doll_2.84 m,doll_69.60,,doll_5.29 b,0,,,,,,,,,,,
doll_22.42 m,doll_8.03,,doll_5.27 b,doll_60.1 m,,,,,,,,,,,
doll_5.1 m,doll_8.68,,doll_5.28 b,0,,250 million usd,,,,,,,,,doll_4.281 m
doll_2.7 m,doll_31.37,,doll_5.30 b,doll_62.5 m,,203 million usd,,,,,,,,,895 million usd
doll_31.6 m,doll_62.60,,doll_5.26 b,0,,,,,,,,,,,
doll_3.09 m,doll_50.20,,doll_5.29 b,0,,54 million usd,,,,,,,,,doll_1.648 m
doll_16.26 m,doll_7.39,,doll_5.29 b,0,,68 million usd,,,,,,,,,102 million usd
doll_3.96 m,doll_3.74,,doll_5.31 b,0,,15 million usd,,,,,,,,,159 million usd
doll_3.46 m,doll_130.49,,doll_5.31 b,0,,331 million usd,,,,,,,,,doll_7.678 m
doll_27.57 m,doll_62.23,,doll_5.29 b,0,,,,,,,,,,,
doll_8.6 m,doll_27.52,,doll_5.32 b,"doll_30,789",,108 million usd,,,,,,,,,doll_4.224 m
doll_4.30 m,doll_143.49,,doll_5.28 b,"doll_12,447",,71 million usd,,,,,,,,,doll_2.125 m
doll_2.2 m,doll_41.39,,doll_5.29 b,doll_38.34 b,,217 million usd,,,,,,,,,185 million usd
doll_13.17 m,doll_54.79,,doll_5.30 b,doll_38.82 b,,42 million usd,,,,,,,,,doll_2.680 m
doll_10.34 m,doll_16.50,,doll_5.32 b,doll_151.7 m,,-250 million usd,,,,,,,,,doll_2.210 m
doll_13.9 m,doll_48.08,,doll_5.32 b,doll_151.7 m,,,,,,,,,,,
doll_54.92 m,doll_14.68,,doll_5.32 b,doll_157.4 m,,72 million usd,,,,,,,,,386 million usd
doll_5.5 m,doll_1.81,,doll_5.32 b,doll_157.6 m,,10 million usd,,,,,,,,,doll_3.010 m
doll_2.76 m,doll_0.41,,doll_5.32 b,doll_155.9 m,,-302 million usd,,,,,,,,,-298 million usd
doll_4.1 m,doll_14.39,,doll_5.32 b,doll_158.5 m,,105 million usd,,,,,,,,,338 million usd
doll_30.17 m,doll_81.81,,doll_5.32 b,0,,-95 million usd,,,,,,,,,19 million usd
doll_2.23 m,doll_3.26,,doll_5.34 b,0,,doll_1.604 m,,,,,,,,,0 million usd
doll_8.71 m,doll_15.05,,doll_5.35 b,0,,125 million usd,,,,,,,,,doll_1.207 m
doll_7.0 m,doll_18.21,,doll_5.33 b,0,,-153 million usd,,,,,,,,,241 million usd
doll_3.61 m,doll_7.81,,doll_5.34 b,0,,,,,,,,,,,
doll_2.15 m,doll_151.14,,doll_5.35 b,0,,,,,,,,,,,
doll_2.79 m,doll_135.90,,doll_5.32 b,0,,37 million usd,,,,,,,,,239 million usd
doll_13.6 m,doll_155.30,,doll_5.35 b,0,,-26 million usd,,,,,,,,,899 million usd
doll_17.06 m,doll_20.10,,doll_5.34 b,0,,112 million usd,,,,,,,,,doll_1.939 m
doll_83.98 m,doll_109.99,,doll_5.35 b,0,,117 million usd,,,,,,,,,doll_1.668 m
doll_215.51 m,doll_10.45,,doll_5.36 b,0,,136 million usd,,,,,,,,,doll_3.615 m
doll_2.3 m,doll_87.59,,doll_5.39 b,0,,28 million usd,,,,,,,,,183 million usd
doll_24.89 m,doll_39.97,,doll_5.38 b,doll_10.6 m,,47 million usd,,,,,,,,,496 million usd
doll_6.00 m,doll_195.48,,doll_5.38 b,doll_32.5 m,,168 million usd,,,,,,,,,629 million usd
doll_9.64 m,doll_19.13,,doll_5.41 b,doll_32.6 m,,,,,,,,,,,
doll_33.08 m,doll_65.02,,doll_5.36 b,doll_24.0 m,,-9 million usd,,,,,,,,,250 million usd
doll_8.1 m,doll_38.71,,doll_5.40 b,doll_15.3 m,,35 million usd,,,,,,,,,379 million usd
doll_54.0 m,doll_11.36,,doll_5.38 b,doll_34.8 m,,223 million usd,,,,,,,,,955 million usd
doll_2.92 m,doll_3.23,,doll_5.36 b,"doll_545,492",,40 million usd,,,,,,,,,238 million usd
doll_2.13 m,doll_0.63,,doll_5.36 b,doll_1.7 m,,,,,,,,,,,
doll_16.5 m,doll_1.44,,doll_5.39 b,doll_1.7 m,,,,,,,,,,,
doll_4.07 m,doll_71.24,,doll_5.41 b,"doll_726,713",,,,,,,,,,,
doll_110.66 m,doll_0.96,,doll_5.40 b,"doll_407,421",,40 million usd,,,,,,,,,291 million usd
doll_39.0 m,doll_106.50,,doll_5.38 b,"doll_569,416",,43 million usd,,,,,,,,,463 million usd
doll_46.00 m,doll_40.25,,doll_5.38 b,doll_1.8 m,,,,,,,,,,,
doll_6.97 m,doll_11.42,,doll_5.46 b,doll_1.8 m,,,,,,,,,,,
doll_3.94 m,doll_3.63,,doll_5.45 b,doll_1.8 m,,221 million usd,,,,,,,,,733 million usd
doll_2.0 m,doll_9.29,,doll_5.43 b,"doll_608,623",,62 million usd,,,,,,,,,doll_3.153 m
doll_3.32 m,doll_7.04,,doll_5.42 b,doll_1.8 m,,47 million usd,,,,,,,,,982 million usd
doll_12.16 m,doll_23.81,,doll_5.45 b,doll_32.99 b,,14 million usd,,,,,,,,,doll_1.581 m
doll_25.36 m,doll_31.53,,doll_5.43 b,doll_33.20 b,,-505 million usd,,,,,,,,,0 million usd
doll_4.54 m,doll_303.92,,doll_5.42 b,doll_121.8 m,,,,,,,,,,,
doll_10.93 m,doll_33.40,,doll_5.45 b,doll_40.95 b,,179 million usd,,,,,,,,,doll_4.781 m
doll_1.78 m,doll_38.58,,doll_5.44 b,doll_83.8 m,,79 million usd,,,,,,,,,doll_1.365 m
doll_50.1 m,doll_9.47,,doll_5.44 b,doll_81.9 m,,43 million usd,,,,,,,,,750 million usd
doll_34.81 m,doll_20.17,,doll_5.44 b,doll_84.5 m,,,,,,,,,,,
doll_3.84 m,doll_14.12,,doll_5.45 b,doll_83.9 m,,156 million usd,,,,,,,,,973 million usd
doll_1.58 m,doll_4.72,,doll_5.45 b,doll_85.5 m,,54 million usd,,,,,,,,,508 million usd
doll_7.03 m,doll_144.68,,doll_5.42 b,doll_86.3 m,,,,,,,,,,,
doll_1.6 m,doll_6.02,,doll_5.45 b,doll_87.4 m,,229 million usd,,,,,,,,,200 million usd
doll_9.1 m,doll_30.54,,doll_5.42 b,doll_86.6 m,,,,,,,,,,,
doll_4.40 m,doll_3.80,,doll_5.47 b,doll_91.2 m,,,,,,,,,,,
doll_3.41 m,doll_16.37,,doll_5.48 b,doll_94.3 m,,112 million usd,,,,,,,,,doll_1.198 m
doll_2.73 m,doll_37.38,,doll_5.52 b,doll_92.4 m,,102 million usd,,,,,,,,,doll_1.163 m
doll_10.37 m,doll_153.13,,doll_5.46 b,doll_99.1 m,,-10 million usd,,,,,,,,,624 million usd
doll_3.2 m,doll_36.60,,doll_5.48 b,doll_97.7 m,,111 million usd,,,,,,,,,639 million usd
doll_17.5 m,doll_29.11,,doll_5.46 b,doll_94.5 m,,,,,,,,,,,
doll_1.65 m,doll_6.05,,doll_5.48 b,doll_110.5 m,,92 million usd,,,,,,,,,doll_2.559 m
doll_4.06 m,doll_125.89,,doll_5.50 b,doll_97.0 m,,,,,,,,,,,
doll_68.01 m,doll_1.18,,doll_5.49 b,doll_102.1 m,,,,,,,,,,,
doll_6.78 m,doll_23.81,,doll_5.50 b,doll_102.7 m,,-13 million usd,,,,,,,,,221 million usd
doll_3.7 m,doll_41.06,,doll_5.53 b,doll_106.0 m,,,,,,,,,,,
doll_33.80 m,doll_8.85,,doll_5.49 b,doll_107.7 m,,,,,,,,,,,
doll_12.45 m,doll_5.46,,doll_5.52 b,doll_107.8 m,,-26 million usd,,,,,,,,,4 million usd
doll_6.01 m,doll_87.34,,doll_5.53 b,doll_108.1 m,,,,,,,,,,,
doll_2.24 m,doll_23.68,,doll_5.50 b,doll_110.7 m,,,,,,,,,,,
doll_3.06 m,doll_66.76,,doll_5.46 b,doll_111.1 m,,,,,,,,,,,
doll_3.57 m,doll_24.84,,doll_5.54 b,"doll_893,143",,26 million usd,,,,,,,,,740 million usd
doll_9.0 m,doll_60.78,,doll_5.56 b,"doll_895,856",,90 million usd,,,,,,,,,243 million usd
doll_5.98 m,doll_18.91,,doll_5.58 b,doll_111.1 m,,274 million usd,,,,,,,,,903 million usd
doll_18.52 m,doll_29.40,,doll_5.60 b,"doll_918,243",,66 million usd,,,,,,,,,doll_1.119 m
doll_6.2 m,doll_94.75,,doll_5.56 b,"doll_922,695",,4 million usd,,,,,,,,,323 million usd
doll_3.56 m,doll_38.50,,doll_5.60 b,"doll_934,200",,71 million usd,,,,,,,,,doll_1.084 m
doll_15.74 m,doll_0.35,,doll_5.54 b,"doll_925,333",,25 million usd,,,,,,,,,81 million usd
doll_6.7 m,doll_174.97,,doll_5.60 b,"doll_303,655",,,,,,,,,,,
doll_357.76 m,doll_16.86,,doll_5.54 b,"doll_940,491",,84 million usd,,,,,,,,,doll_3.166 m
doll_9.78 m,doll_151.30,,doll_5.58 b,doll_1.0 m,,167 million usd,,,,,,,,,887 million usd
doll_2.36 m,doll_170.64,,doll_5.53 b,doll_1.0 m,,,,,,,,,,,
doll_3.19 m,doll_499.99,,doll_5.57 b,doll_29.46 b,,350 million usd,,,,,,,,,doll_1.614 m
doll_55.94 m,doll_11.59,,doll_5.60 b,doll_36.11 b,,119 million usd,,,,,,,,,doll_1.162 m
doll_54.1 m,doll_2.02,,doll_5.56 b,doll_46.7 m,,,,,,,,,,,
doll_6.3 m,doll_92.26,,doll_5.56 b,doll_48.9 m,,,,,,,,,,,
doll_3.79 m,doll_162.59,,doll_5.59 b,doll_48.4 m,,-11 million usd,,,,,,,,,776 million usd
doll_14.55 m,doll_183.02,,doll_5.61 b,doll_47.8 m,,211 million usd,,,,,,,,,236 million usd
doll_92.8 m,doll_15.97,,doll_5.61 b,doll_49.6 m,,133 million usd,,,,,,,,,doll_1.268 m
doll_2.43 m,doll_11.52,,doll_5.64 b,doll_50.3 m,,18 million usd,,,,,,,,,229 million usd
doll_319.3 m,doll_21.50,,doll_5.63 b,doll_52.6 m,,164 million usd,,,,,,,,,doll_2.473 m
doll_311.69 m,doll_31.30,,doll_5.62 b,doll_53.1 m,,,,,,,,,,,
doll_4.97 m,doll_11.08,,doll_5.61 b,doll_52.9 m,,-10 million usd,,,,,,,,,80 million usd
doll_16.69 m,doll_12.71,,doll_5.61 b,doll_54.4 m,,-516 million usd,,,,,,,,,0 million usd
doll_3.09 m,doll_5.64,,doll_5.61 b,doll_54.5 m,,50 million usd,,,,,,,,,220 million usd
doll_4.8 m,doll_73.64,,doll_5.63 b,doll_56.6 m,,178 million usd,,,,,,,,,doll_1.569 m
doll_17.01 m,doll_2.25,,doll_5.63 b,doll_57.1 m,,,,,,,,,,,
doll_3.35 m,doll_17.70,,doll_5.65 b,doll_57.6 m,,-41 million usd,,,,,,,,,546 million usd
doll_4.02 m,doll_102.41,,doll_5.63 b,doll_55.1 m,,74 million usd,,,,,,,,,232 million usd
doll_2.6 m,doll_77.70,,doll_5.65 b,doll_57.6 m,,,,,,,,,,,
doll_5.7 m,doll_121.22,,doll_5.63 b,doll_59.3 m,,69 million usd,,,,,,,,,doll_1.098 m
doll_4.44 m,doll_19.13,,doll_5.64 b,doll_59.8 m,,91 million usd,,,,,,,,,doll_2.554 m
doll_78.77 m,doll_75.30,,doll_5.66 b,doll_60.3 m,,62 million usd,,,,,,,,,521 million usd
doll_5.39 m,doll_16.02,,doll_5.67 b,doll_60.3 m,,2 million usd,,,,,,,,,11 million usd
doll_3.53 m,doll_34.33,,doll_5.67 b,doll_62.2 m,,72 million usd,,,,,,,,,doll_3.117 m
doll_5.9 m,doll_1.35,,doll_5.66 b,doll_61.8 m,,16 million usd,,,,,,,,,152 million usd
doll_3.1 m,doll_30.19,,doll_5.67 b,doll_60.6 m,,0 million usd,,,,,,,,,37 million usd
doll_13.21 m,doll_51.76,,doll_5.68 b,doll_61.8 m,,107 million usd,,,,,,,,,doll_4.465 m
doll_5.54 m,doll_3.82,,doll_5.69 b,doll_62.4 m,,-64 million usd,,,,,,,,,299 million usd
doll_5.19 m,doll_40.02,,doll_5.68 b,doll_62.2 m,,153 million usd,,,,,,,,,doll_2.184 m
doll_18.62 m,doll_104.19,,doll_5.69 b,"doll_123,801",,,,,,,,,,,
doll_24.34 m,"doll_1,206",,doll_5.68 b,"doll_397,218",,-59 million usd,,,,,,,,,5 million usd
doll_28.06 m,doll_13.67,,doll_5.69 b,"doll_394,497",,254 million usd,,,,,,,,,259 million usd
doll_16.3 m,doll_4.31,,doll_5.69 b,"doll_127,959",,,,,,,,,,,
doll_19.65 m,doll_172.59,,doll_5.70 b,"doll_400,035",,109 million usd,,,,,,,,,doll_1.499 m
doll_6.97 m,doll_2.14,,doll_5.69 b,"doll_424,299",,-199 million usd,,,,,,,,,doll_1.724 m
doll_37.61 m,doll_5.52,,doll_5.71 b,"doll_436,728",,195 million usd,,,,,,,,,doll_1.943 m
