07-silvestri-employees_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,04-iGMM-world_rank__jan_07_2022,04-iGMM-world_rank__jan_2020
,"5,112",,"7,472",5777.0
,"1,319",,"7,473",2695.0
,,,"7,474",8047.0
,,,"7,475",
,,,"7,477",6807.0
,"1,808",,"7,478",6380.0
,,,"7,479",14742.0
,"52,599","2,091","7,480",9086.0
,,"7,740","7,481",5354.0
,,,"7,482",6237.0
,,,"7,483",9404.0
,,,"7,484",14289.0
,,,"7,485",9706.0
,,,"7,486",6033.0
,,,"7,487",7574.0
,,,"7,488",5881.0
,"2,091",,"7,489",6385.0
,,,"7,490",
,,,"7,491",10334.0
,,,"7,492",
,,,"7,493",7493.0
,,,"7,493",
,,"1,776","7,494",7980.0
,,,"7,494",
,,,"7,495",6201.0
,,,"7,496",6646.0
,"7,740",,"7,497",13432.0
,,,"7,498",6842.0
,,"4,700","7,499",5936.0
,,,"7,500",11419.0
,,,"7,501",
,,,"7,502",
,"1,776",,"7,503",10465.0
,,,"7,504",16477.0
,,,"7,505",9304.0
,,,"7,506",
,,,"7,507",8674.0
,,64,"7,508",
,,,"7,509",6523.0
,,"9,247","7,510",5352.0
,,"16,779","7,511",5116.0
,,,"7,512",5552.0
,,,"7,513",9478.0
,,,"7,514",
,,"15,700","7,515",6064.0
,,,"7,516",6311.0
,"4,700",,"7,517",6386.0
,64,,"7,518",
,,,"7,519",7519.0
,,"1,844","7,519",8841.0
,"15,700",,"7,520",
,,"2,900","7,522",6065.0
,,"6,500","7,522",7187.0
,,,"7,523",12952.0
,"16,779",,"7,524",
,"9,247",,"7,525",7846.0
,,"4,271","7,526",6915.0
,,,"7,527",8043.0
,"4,271",,"7,528",6144.0
,,,"7,529",6846.0
,,,"7,530",6107.0
,,,"7,531",5687.0
,"6,500",,"7,531",7531.0
,"2,900",,"7,532",8789.0
,,,"7,533",10770.0
,"1,844",,"7,534",14762.0
,,,"7,535",
,,185,"7,536",7095.0
,,,"7,537",
,,,"7,538",
,,,"7,539",4535.0
,,,"7,540",8651.0
,,,"7,541",6685.0
,,,"7,542",8305.0
,,,"7,543",
,,,"7,544",7814.0
,,,"7,545",12412.0
,185,"2,889","7,546",6873.0
,,,"7,547",5878.0
,,,"7,548",6792.0
,,,"7,549",
,,,"7,550",8017.0
,,,"7,551",
,,,"7,552",6021.0
,,,"7,553",7564.0
,,,"7,554",8788.0
,,,"7,555",8627.0
,"2,889","6,800","7,556",6447.0
,,,"7,557",10040.0
,,,"7,558",13834.0
,,,"7,559",4349.0
,,514,"7,560",5158.0
,,544,"7,561",
,,,"7,562",
,,"4,900","7,563",7711.0
,,,"7,564",
,,"4,939","7,565",6369.0
,"6,800",,"7,566",
,"4,939",,"7,567",7803.0
,,,"7,568",8919.0
,"4,900",,"7,569",6720.0
,,,"7,570",5502.0
,544,642,"7,571",5425.0
,514,,"7,572",8124.0
,,,"7,573",7070.0
,,,"7,574",9609.0
,,,"7,575",6116.0
,,,"7,576",11635.0
,,,"7,577",13835.0
,,"12,155","7,578",7453.0
,,,"7,579",5779.0
,,,"7,580",8449.0
,642,,"7,581",7384.0
,,,"7,582",11269.0
,,,"7,583",6826.0
,,,"7,584",7018.0
,,,"7,584",14380.0
,,"1,247","7,585",7355.0
,,,"7,585",8794.0
,,,"7,586",7881.0
,,,"7,587",9824.0
,,,"7,588",
,,,"7,589",7979.0
,,,"7,590",6250.0
,,,"7,591",
,"12,155",,"7,592",7418.0
,,"2,100","7,593",4435.0
,"1,247",,"7,594",9395.0
,"2,100",,"7,595",
,,"2,621","7,596",
,,"2,663","7,597",4235.0
,,,"7,598",5101.0
,,"3,742","7,599",3505.0
,,,"7,600",15243.0
,,"15,216","7,601",5589.0
,,,"7,602",6310.0
,,,"7,602",
,,,"7,603",6832.0
,,,"7,604",5230.0
,,,"7,605",
,"15,216",,"7,606",5676.0
,,"5,367","7,606",6994.0
,"3,742",,"7,606",7606.0
,,,"7,607",9650.0
,"2,663",,"7,608",10596.0
,"2,621",107,"7,609",5594.0
,,"7,971","7,610",5935.0
,,"1,480","7,611",
,"7,971",290,"7,612",16230.0
,107,"8,143","7,613",5068.0
,,,"7,614",13861.0
,,337,"7,615",
,,,"7,616",6063.0
,"5,367",,"7,617",6362.0
,,,"7,618",12583.0
,,"1,229","7,619",7036.0
,,,"7,620",10239.0
,"1,480",150,"7,621",
,,,"7,622",
,"1,229",,"7,623",7398.0
,,,"7,624",4584.0
,,,"7,625",6296.0
,,,"7,625",12313.0
,337,"8,973","7,626",7517.0
,,"30,860","7,627",7708.0
,"8,143",,"7,628",7443.0
,290,"3,453","7,629",7304.0
,150,,"7,630",
,"3,453",,"7,631",6719.0
,,,"7,632",7038.0
,"30,860",,"7,633",
,"8,973",,"7,634",6783.0
,,,"7,635",6458.0
,,,"7,636",9876.0
,,,"7,637",
,,,"7,638",7607.0
,,,"7,639",6716.0
,,,"7,640",6817.0
,,,"7,641",7637.0
,,,"7,642",
,,,"7,643",7511.0
,,936,"7,644",7644.0
,,,"7,644",9476.0
,,,"7,645",6093.0
,,,"7,646",9345.0
,,,"7,647",7203.0
,,"3,939","7,648",13245.0
,,,"7,649",
,"3,939",980,"7,650",
,,"3,982","7,651",6092.0
,,,"7,652",3654.0
,,,"7,653",4832.0
,,,"7,654",
,936,,"7,655",11279.0
,,,"7,656",
,,,"7,657",5990.0
,,,"7,658",
,,,"7,659",8513.0
,,,"7,660",6393.0
,,"3,812","7,661",5685.0
,,,"7,662",8375.0
,,,"7,663",4950.0
,,,"7,664",5673.0
,,31,"7,665",6418.0
,,,"7,666",5646.0
,"3,982",,"7,667",8426.0
,980,,"7,668",8853.0
,,,"7,669",10744.0
,,,"7,670",
,,,"7,671",7595.0
,,,"7,672",12067.0
,31,481,"7,673",10430.0
,,,"7,674",8333.0
,,,"7,675",8723.0
,,,"7,676",
,"3,812",,"7,677",6173.0
,,,"7,678",
,,"1,370","7,679",
,,"1,545","7,680",4259.0
,,,"7,681",
,,883,"7,682",
,,,"7,683",13473.0
,,,"7,684",
,481,,"7,685",
,,,"7,686",4518.0
,,,"7,687",
,,,"7,688",8460.0
,"1,370","17,000","7,689",
,,"4,248","7,690",6573.0
,,,"7,691",6730.0
,,,"7,692",9209.0
,,,"7,693",9353.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,883,,"7,693",7693.0
,,,"7,693",7693.0
,"1,545",,"7,693",7693.0
,"17,000",,"7,693",7693.0
,,,"7,693",7693.0
,,417,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,351,"7,693",7693.0
,,939,"7,693",7693.0
,,612,"7,693",7693.0
,,,"7,693",7693.0
,"4,248",,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,612,800,"7,693",7693.0
,939,,"7,693",7693.0
,351,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,417,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,"271,025","7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,318,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,800,,"7,693",7693.0
,,,"7,693",7693.0
,,468,"7,693",7693.0
,,680,"7,693",7693.0
,468,"1,234","7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,"1,661","7,693",7693.0
,,,"7,693",7693.0
,318,,"7,693",7693.0
,,581,"7,693",7693.0
,,,"7,693",7693.0
,"271,025",,"7,693",7693.0
,680,,"7,693",7693.0
,,,"7,693",7693.0
,,"1,148","7,693",7693.0
,581,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,"1,661",,"7,693",7693.0
,,568,"7,693",7693.0
,,467,"7,693",7693.0
,"1,234",,"7,693",7693.0
,,"1,403","7,693",7693.0
,,,"7,693",7693.0
,467,,"7,693",7693.0
,568,,"7,693",7693.0
,,473,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,"1,148",,"7,693",7693.0
,,,"7,693",7693.0
,"1,403",,"7,693",7693.0
,,"1,008","7,693",7693.0
,,499,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,473,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,850,"7,693",7693.0
,,,"7,693",7693.0
,,"2,136","7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,499,545,"7,693",7693.0
,"1,008",53,"7,693",7693.0
,,,"7,693",7693.0
,53,,"7,693",7693.0
,545,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,"2,136",,"7,693",7693.0
,,"1,756","7,693",7693.0
,850,"1,642","7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,"1,642",,"7,693",7693.0
,"1,756",,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,859,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,288,"7,693",7693.0
,,,"7,693",7693.0
,,404,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,859,556,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,912,"7,693",7693.0
,,,"7,693",7693.0
,404,,"7,693",7693.0
,,,"7,693",7693.0
,288,,"7,693",7693.0
,,,"7,693",7693.0
,,"1,450","7,693",7693.0
,556,,"7,693",7693.0
,"1,450",,"7,693",7693.0
,,,"7,693",7693.0
,,"1,040","7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,912,"3,139","7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,758,"7,693",7693.0
,,13,"7,693",7693.0
,"3,139",,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,310,"7,693",7693.0
,"1,040",,"7,693",7693.0
,,852,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,700,"7,693",7693.0
,852,"1,422","7,693",7693.0
,,759,"7,693",7693.0
,310,,"7,693",7693.0
,,692,"7,693",7693.0
,,,"7,693",7693.0
,,"1,500","7,693",7693.0
,13,,"7,693",7693.0
,758,191,"7,693",7693.0
,,,"7,693",7693.0
,191,742,"7,693",7693.0
,,,"7,693",7693.0
,"1,500",,"7,693",7693.0
,,"2,138","7,693",7693.0
,692,,"7,693",7693.0
,,,"7,693",7693.0
,759,"6,500","7,693",7693.0
,"1,422",368,"7,693",7693.0
,700,,"7,693",7693.0
,,,"7,693",7693.0
,,"1,442","7,693",7693.0
,368,,"7,693",7693.0
,"6,500",,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,"2,138",,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,742,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,693",7693.0
,,"1,434","7,693",7693.0
,,450,"7,693",7693.0
,,,"7,693",7693.0
,,,"7,694",9032.0
,,,"7,695",5622.0
,"1,442",,"7,696",5175.0
,,"18,000","7,697",7140.0
,450,"6,300","7,698",10707.0
,"1,434",22,"7,699",5460.0
,,,"7,700",
,,917,"7,701",6679.0
,,"3,175","7,702",9274.0
,,578,"7,703",8128.0
,,,"7,704",11401.0
,,,"7,705",5349.0
,,,"7,706",10438.0
,"18,000",,"7,707",9735.0
,,,"7,708",7076.0
,,,"7,709",9603.0
,,,"7,710",8085.0
,578,,"7,711",7764.0
,"3,175",,"7,712",7619.0
,917,,"7,713",9399.0
,,"2,350","7,714",
,22,"32,000","7,715",4942.0
,"6,300",,"7,716",
,,,"7,717",10597.0
,,,"7,718",6202.0
,"32,000","6,500","7,719",7274.0
,"2,350",,"7,720",7107.0
,,,"7,720",7720.0
,,,"7,721",4887.0
,,"3,550","7,722",5980.0
,,159,"7,723",6810.0
,,"4,958","7,724",5791.0
,,"7,451","7,725",5506.0
,,,"7,725",9170.0
,"7,451",,"7,726",5877.0
,"4,958",,"7,727",6497.0
,159,,"7,727",7727.0
,"3,550","2,645","7,728",8408.0
,,,"7,729",6823.0
,,,"7,730",5598.0
,,,"7,731",
,"6,500","1,577","7,732",7106.0
,,200,"7,733",9058.0
,,781,"7,734",7409.0
,200,,"7,735",5440.0
,"1,577",,"7,736",4957.0
,,,"7,737",9205.0
,,,"7,738",7738.0
,,"1,721","7,738",
,"2,645",,"7,739",9666.0
,,,"7,740",
,,,"7,741",
,,,"7,742",6305.0
,781,,"7,743",8002.0
,,,"7,744",6661.0
,,115,"7,745",
,,,"7,746",8448.0
,,,"7,747",7060.0
,,"3,300","7,748",7196.0
,,155,"7,749",6872.0
,"1,721","1,091","7,750",9183.0
,,,"7,751",10147.0
,,,"7,752",15787.0
,,,"7,753",
,,621,"7,754",
,,"2,049","7,755",
,"1,091",799,"7,756",10565.0
,155,,"7,757",
,"3,300",,"7,758",5911.0
,,,"7,759",7632.0
,,,"7,760",7340.0
,115,,"7,761",5870.0
,,"22,062","7,762",5472.0
,,,"7,763",5435.0
,"22,062",,"7,764",
,,,"7,765",
,,,"7,766",5290.0
,,,"7,767",6541.0
,,"1,363","7,768",5003.0
,,,"7,769",
,799,,"7,770",7590.0
,"2,049",,"7,771",6498.0
,621,,"7,772",7505.0
,,"4,007","7,773",6920.0
,,,"7,774",9143.0
,,"1,252","7,775",6075.0
,,,"7,776",6300.0
,,"2,651","7,777",7952.0
,"1,363",,"7,778",10610.0
,,,"7,779",9821.0
,,"24,600","7,780",7271.0
,,,"7,781",
,,,"7,782",10704.0
,"4,007",,"7,783",6746.0
,,,"7,784",7668.0
,,,"7,784",7822.0
,"24,600",,"7,785",7740.0
,,,"7,786",12437.0
,,,"7,787",9992.0
,"2,651",,"7,788",9961.0
,,,"7,789",
,"1,252",,"7,790",17811.0
,,,"7,791",4603.0
,,749,"7,792",
,,224,"7,793",6756.0
,,482,"7,794",10848.0
,,"5,478","7,795",4588.0
,,,"7,796",
,,,"7,797",6199.0
,,"49,577","7,798",5748.0
,,,"7,799",7054.0
,,,"7,800",10202.0
,,,"7,801",7768.0
,749,,"7,802",13772.0
,,,"7,803",
,,,"7,804",11923.0
,,,"7,805",6279.0
,"49,577",,"7,806",5653.0
,,,"7,807",12545.0
,,,"7,808",6985.0
,"5,478",,"7,809",8975.0
,482,,"7,810",5124.0
,224,"20,000","7,811",6283.0
,,,"7,812",7100.0
,"20,000",,"7,813",9649.0
,,,"7,814",9668.0
,,,"7,815",6814.0
,,,"7,816",8349.0
,,,"7,817",13173.0
,,,"7,818",10981.0
,,72,"7,819",
,,,"7,820",
,,,"7,821",5165.0
,,,"7,822",6072.0
,,,"7,823",7800.0
,,,"7,824",
,72,,"7,825",6668.0
,,"57,228","7,826",6958.0
,,,"7,827",
,,,"7,828",7658.0
,,,"7,829",5322.0
,,,"7,830",5223.0
,,257,"7,831",12029.0
,,,"7,832",5269.0
,257,713,"7,833",
,,,"7,834",7628.0
,,120,"7,835",22044.0
,,"31,915","7,836",6121.0
,,,"7,837",6740.0
,"57,228",,"7,838",
,,,"7,839",8454.0
,,,"7,840",9662.0
,,,"7,841",5562.0
,,"1,021","7,842",5231.0
,,"4,044","7,843",7887.0
,,"10,810","7,844",7298.0
,,,"7,845",9197.0
,,"3,885","7,846",6906.0
,,,"7,847",8843.0
,"31,915",215,"7,848",
,120,,"7,849",6739.0
,,,"7,850",8947.0
,713,,"7,851",6943.0
,"1,021",,"7,852",7426.0
,,,"7,853",9659.0
,,,"7,854",8395.0
,,,"7,855",6485.0
,215,,"7,856",13594.0
,,,"7,857",6633.0
,"3,885",,"7,858",7394.0
,,,"7,859",6193.0
,"10,810",,"7,859",9886.0
,"4,044",,"7,860",6836.0
,,,"7,861",7064.0
,,,"7,862",
,,,"7,863",6710.0
,,,"7,864",7339.0
,,,"7,865",
,,,"7,866",7570.0
,,,"7,867",
,,,"7,868",4171.0
,,,"7,869",
,,759,"7,870",
,,,"7,871",9199.0
,759,"1,268","7,872",4895.0
,,"6,313","7,873",4980.0
,,,"7,874",17827.0
,,,"7,875",6395.0
,,,"7,876",6979.0
,,,"7,877",9184.0
,,,"7,878",6003.0
,,,"7,879",6514.0
,,,"7,880",8709.0
,,"26,696","7,881",5854.0
,,,"7,882",
,,,"7,883",7553.0
,,65,"7,884",5338.0
,,,"7,885",
,,,"7,886",7134.0
,,,"7,887",
,,,"7,888",5241.0
,"6,313",,"7,889",7108.0
,"1,268","3,167","7,890",10180.0
,"26,696",,"7,891",8100.0
,"3,167",,"7,892",11415.0
,,,"7,893",14018.0
,,,"7,894",6682.0
,,,"7,895",16225.0
,,,"7,896",11068.0
,,,"7,897",
,65,826,"7,898",6537.0
,,,"7,899",8704.0
,,,"7,900",10404.0
,,,"7,901",8465.0
,,,"7,902",9349.0
,,,"7,903",8798.0
,826,,"7,904",13946.0
,,"3,915","7,905",5862.0
,,320,"7,906",4108.0
,,,"7,907",
,,,"7,908",8290.0
,,"3,529","7,909",6163.0
,,,"7,910",
,,,"7,911",5301.0
,,,"7,912",5787.0
,"3,529",,"7,913",6097.0
,,,"7,914",5449.0
,,191,"7,914",7914.0
,320,,"7,915",6610.0
,"3,915",,"7,916",8533.0
,,,"7,917",5411.0
,,,"7,918",8106.0
,,,"7,919",5566.0
,,,"7,920",14274.0
,,,"7,921",
,,,"7,922",7062.0
,,,"7,923",
,,"3,900","7,924",7700.0
,,,"7,925",
,191,,"7,926",10787.0
,,,"7,927",6917.0
,,,"7,928",11058.0
,,,"7,929",14929.0
,,,"7,930",
,,,"7,931",9314.0
,,,"7,932",7431.0
,,,"7,933",
,,,"7,934",11924.0
,,,"7,935",10818.0
,"3,900",,"7,936",
,,,"7,937",
,,"2,696","7,938",6384.0
,,,"7,939",6511.0
,,"21,121","7,940",5423.0
,,,"7,941",6363.0
,"2,696",,"7,942",11351.0
,,"11,100","7,943",4583.0
,,,"7,944",28833.0
,,,"7,945",13195.0
,,,"7,946",5752.0
,,,"7,947",6181.0
,,,"7,948",
,,,"7,949",12166.0
,"21,121",,"7,950",9266.0
,,,"7,951",8267.0
,,,"7,952",8912.0
,,,"7,953",7512.0
,,"3,242","7,953",7953.0
,,,"7,954",7225.0
,,,"7,955",
,"11,100",,"7,956",10995.0
,,,"7,957",10821.0
,,,"7,958",9483.0
,,,"7,959",9112.0
,,"6,041","7,960",6694.0
,,,"7,961",5958.0
,,,"7,961",7961.0
,,"2,200","7,962",8142.0
,,"1,094","7,963",6794.0
,"3,242","38,625","7,964",5160.0
,,,"7,965",10959.0
,,,"7,965",
,,,"7,966",
,,,"7,967",6784.0
,,,"7,968",7756.0
,,,"7,969",6743.0
,,,"7,970",7270.0
,"38,625",,"7,971",10768.0
,"1,094",,"7,972",10605.0
,"2,200",,"7,973",11070.0
,,"1,807","7,974",
,,,"7,975",
,"6,041",369,"7,976",5206.0
,,,"7,977",8394.0
,369,,"7,978",6182.0
,,,"7,979",8583.0
,"1,807","16,300","7,980",8862.0
,,,"7,981",
,,164,"7,982",7323.0
,,"1,356","7,983",
,,,"7,984",
,,"1,745","7,985",6004.0
,,,"7,986",6491.0
,,"3,300","7,987",5844.0
,,,"7,988",
,"1,745",,"7,989",
,,,"7,990",6302.0
,"1,356",,"7,991",5627.0
,164,,"7,992",
,,"2,172","7,993",6238.0
,"16,300",,"7,994",5823.0
,,,"7,995",
,,,"7,996",9631.0
,"3,300",,"7,997",6339.0
,,,"7,998",9368.0
,,,"7,999",5917.0
,,,"8,000",5790.0
,"2,172",,"8,001",6248.0
,,,"8,001",8001.0
,,,"8,002",6125.0
,,"1,900","8,003",8003.0
,,,"8,003",8744.0
,,,"8,004",7023.0
,,"1,160","8,005",5867.0
,,,"8,006",7116.0
,,,"8,007",13561.0
,"1,900",,"8,008",
,,,"8,009",9248.0
,,,"8,010",8285.0
,,,"8,011",10693.0
,,,"8,012",
,,"3,340","8,013",6200.0
,,,"8,014",6643.0
,"1,160",,"8,015",9892.0
,,151,"8,016",6693.0
,"3,340","1,520","8,017",4688.0
,,,"8,018",6580.0
,,"40,000","8,019",5503.0
,,121,"8,020",
,,,"8,021",
,,225,"8,022",6744.0
,,,"8,023",6844.0
,,180,"8,024",6652.0
,,,"8,025",8351.0
,180,,"8,026",
,,,"8,027",6788.0
,225,,"8,028",5848.0
,,,"8,029",7847.0
,121,"3,008","8,030",6180.0
,"40,000","21,725","8,031",5818.0
,,,"8,032",7838.0
,"1,520",,"8,033",6507.0
,151,71,"8,034",6357.0
,,"2,084","8,035",7518.0
,71,"3,159","8,036",6102.0
,,,"8,037",8960.0
,,,"8,038",7837.0
,"21,725",,"8,039",8758.0
,"3,008",,"8,040",
,,252,"8,041",5900.0
,,,"8,041",8041.0
,,"2,000","8,042",7329.0
,,,"8,043",6500.0
,"2,084",,"8,044",9460.0
,,,"8,045",8734.0
,"2,000",,"8,046",6998.0
,,,"8,047",8254.0
,252,,"8,048",12712.0
,,,"8,049",8263.0
,,,"8,050",8531.0
,,"4,477","8,051",6254.0
,,,"8,052",
,"3,159",,"8,053",15346.0
,,,"8,054",11212.0
,,,"8,055",8257.0
,,,"8,056",6142.0
,"4,477","1,302","8,057",
,,,"8,058",
,,,"8,059",
,,,"8,060",
,,,"8,061",
,,,"8,062",
,,55,"8,063",
,,,"8,064",
,55,,"8,065",
,,,"8,066",7805.0
,,460,"8,067",10128.0
,,,"8,068",
,,,"8,069",11353.0
,,"1,405","8,070",12677.0
,"1,302",,"8,071",6455.0
,,,"8,072",9253.0
,,"2,185","8,073",12751.0
,,,"8,074",
,"2,185",,"8,075",6874.0
,,,"8,076",10238.0
,,,"8,077",9108.0
,"1,405",,"8,078",7041.0
,,,"8,079",7864.0
,,,"8,080",10104.0
,460,482,"8,081",16186.0
,,,"8,082",7344.0
,,,"8,083",6778.0
,,"1,203","8,084",7698.0
,,,"8,085",6568.0
,,"1,029","8,086",4989.0
,482,,"8,087",19051.0
,,"10,500","8,088",5437.0
,,,"8,089",6217.0
,,,"8,090",
,,"4,470","8,091",7444.0
,,,"8,092",7110.0
,,,"8,093",
,"1,203",,"8,094",5712.0
,,41,"8,094",5732.0
,,,"8,095",6433.0
,"4,470",,"8,096",5766.0
,,,"8,097",
,,,"8,098",
,"10,500",,"8,099",6911.0
,,,"8,100",9463.0
,"1,029",,"8,101",8316.0
,,,"8,102",5679.0
,,,"8,103",7545.0
,,,"8,104",6185.0
,,552,"8,105",6243.0
,,,"8,106",6768.0
,,,"8,107",10905.0
,,,"8,108",7324.0
,,918,"8,109",6504.0
,,,"8,110",9015.0
,,,"8,110",
,41,,"8,111",
,,"1,130","8,112",6544.0
,,,"8,113",6388.0
,,,"8,115",9374.0
,,,"8,116",
,918,,"8,117",9921.0
,,,"8,118",
,,,"8,119",12172.0
,,,"8,120",6374.0
,552,,"8,121",6487.0
,,965,"8,122",1833.0
,"1,130",,"8,123",
,965,,"8,124",8459.0
,,,"8,125",5919.0
,,,"8,126",4904.0
,,,"8,127",
,,,"8,128",6399.0
,,"4,050","8,129",5639.0
,,,"8,130",7647.0
,,"5,408","8,131",5372.0
,,,"8,132",
,,,"8,133",
,,,"8,134",5788.0
,"5,408",,"8,135",8068.0
,,,"8,136",12541.0
,"4,050",,"8,137",9549.0
,,,"8,138",
,,,"8,139",7244.0
,,,"8,140",9845.0
,,,"8,141",8108.0
,,,"8,142",9763.0
,,,"8,143",5970.0
,,,"8,144",8638.0
,,763,"8,145",8169.0
,,,"8,146",8958.0
,,,"8,147",8673.0
,,,"8,148",13574.0
,,,"8,149",10287.0
,,,"8,150",9755.0
,,,"8,151",13600.0
,,437,"8,152",13333.0
,,,"8,153",
,437,"1,106","8,154",6227.0
,,,"8,155",7423.0
,,"2,684","8,156",6735.0
,,,"8,156",8156.0
,,,"8,157",9295.0
,,140,"8,157",9564.0
,,,"8,158",6332.0
,763,,"8,159",
,,,"8,160",6007.0
,,,"8,161",
,,,"8,162",9202.0
,,,"8,163",6803.0
,,,"8,164",6838.0
,140,,"8,164",
,,,"8,165",4850.0
,,,"8,166",7133.0
,"2,684",,"8,167",5789.0
,,,"8,168",5238.0
,"1,106",,"8,169",6435.0
,,,"8,170",6135.0
,,,"8,171",6494.0
,,"8,500","8,172",6108.0
,,,"8,173",8248.0
,,,"8,174",5765.0
,,,"8,175",7839.0
,,,"8,176",5925.0
,,,"8,177",8661.0
,,,"8,178",12211.0
,,,"8,179",15486.0
,,,"8,180",11050.0
,,,"8,181",6952.0
,,,"8,182",8697.0
,,"11,647","8,183",5845.0
,,,"8,184",
,,"1,375","8,185",10558.0
,,,"8,186",14403.0
,,,"8,187",5173.0
,"8,500",,"8,188",11106.0
,,,"8,189",11982.0
,,,"8,190",8588.0
,,,"8,191",10928.0
,,,"8,192",10317.0
,,,"8,193",10797.0
,,700,"8,194",
,"1,375","3,162","8,195",8570.0
,,,"8,196",2945.0
,"11,647","1,477","8,197",10936.0
,,,"8,198",8167.0
,,,"8,199",5903.0
,,97,"8,200",4578.0
,,,"8,200",11199.0
,,"2,477","8,201",6141.0
,"1,477",,"8,202",10476.0
,"3,162","3,600","8,203",5683.0
,,,"8,203",8203.0
,,,"8,204",10513.0
,700,"1,014","8,205",5624.0
,,,"8,206",6745.0
,,"8,191","8,207",4639.0
,97,"6,259","8,208",5479.0
,"8,191",,"8,209",
,,,"8,210",
,"1,014",,"8,211",10259.0
,,,"8,212",7749.0
,,,"8,213",8430.0
,"3,600",,"8,214",6411.0
,,"1,074","8,215",6401.0
,"2,477",,"8,216",7024.0
,,,"8,217",9569.0
,"6,259","2,630","8,218",
,,,"8,219",
,,,"8,220",13281.0
,"1,074",,"8,221",6976.0
,,,"8,222",8344.0
,,,"8,223",
,,,"8,224",13132.0
,,,"8,225",7676.0
,,,"8,226",10347.0
,,527,"8,227",
,"2,630",,"8,228",4484.0
,527,,"8,228",
,,,"8,229",4162.0
,,,"8,230",7147.0
,,"5,229","8,231",5096.0
,,,"8,232",7072.0
,,"60,000","8,233",6538.0
,,,"8,234",
,,"2,217","8,235",6612.0
,,,"8,236",
,,,"8,237",
,,,"8,238",9902.0
,"2,217",,"8,239",7475.0
,,,"8,240",13169.0
,"60,000",89,"8,241",
,,,"8,242",6658.0
,"5,229",,"8,243",6026.0
,,"2,451","8,244",6797.0
,,,"8,245",6244.0
,,,"8,246",7843.0
,,"3,312","8,247",4466.0
,,,"8,248",
,,,"8,249",7087.0
,"2,451","4,581","8,250",5620.0
,,,"8,251",14406.0
,,"1,100","8,252",5981.0
,89,,"8,253",9145.0
,,,"8,254",
,,,"8,255",
,,,"8,256",9667.0
,"3,312",,"8,257",7175.0
,,"9,460","8,258",8258.0
,,,"8,258",10945.0
,,,"8,259",7179.0
,,,"8,260",7748.0
,"1,100",,"8,261",9528.0
,,,"8,262",8526.0
,"4,581",,"8,263",
,,,"8,264",6825.0
,,,"8,265",8265.0
,,,"8,265",
,,,"8,266",6518.0
,,,"8,267",8732.0
,,,"8,268",6240.0
,,,"8,269",12588.0
,,,"8,270",20131.0
,,,"8,271",9242.0
,,,"8,272",
,,460,"8,273",9681.0
,"9,460","2,105","8,274",5199.0
,,,"8,275",5436.0
,"2,105",,"8,276",4676.0
,460,,"8,277",5914.0
,,,"8,278",15264.0
,,,"8,279",
,,,"8,280",6222.0
,,,"8,281",11349.0
,,106,"8,282",7448.0
,,,"8,283",6988.0
