07-silvestri-employees_2022,00-avengers-number_of_employees,04-iGMM-number_of_employees,03-gren-employees_number
,,"2,195",2054.0
,,"8,959",5125.0
,630,,
,"1,900",,1900.0
,,"1,934",630.0
,"5,125","29,676",
,"2,054","70,000",
,"1,203",954,
,"2,195",,2195.0
,"3,695","3,695",8959.0
,,,
,954,"1,983",
,"70,000",,1934.0
,"29,676","4,900",29676.0
,"1,934",,70000.0
,,"146,683",954.0
,,"20,935",
,"8,959","3,100",3695.0
,,,
,"7,821","7,821",1983.0
,,870,
,"3,100","7,981",4900.0
,"20,935",221,
,"146,683","3,000",146683.0
,,"4,409",20935.0
,"4,900","1,271",3100.0
,,650,
,"1,983","3,872",7821.0
,870,,870.0
,"3,245","3,245",7981.0
,,412,221.0
,"3,872",150,3000.0
,650,,4409.0
,"1,271","40,141",1271.0
,"4,409","32,000",650.0
,"3,000",,3872.0
,221,"12,160",
,"7,981","6,341",3245.0
,412,"2,671",412.0
,"10,500","10,500",150.0
,"2,671",,
,"6,341",,40141.0
,"12,160","50,500",32000.0
,,"7,698",
,"32,000",650,12160.0
,"40,141",,6341.0
,,"2,450",2671.0
,150,,10500.0
,,"27,163",
,"2,641","2,641",
,"27,163","6,929",50500.0
,,"3,593",7698.0
,,713,650.0
,"2,450","6,504",
,650,,2450.0
,"7,698",,
,"50,500","5,000",27163.0
,,85,2641.0
,"6,929","4,500",6929.0
,"1,771","1,771",3593.0
,"4,500","10,086",713.0
,85,864,6504.0
,"5,000","6,519",
,,"8,012",
,,"1,878",5000.0
,"6,504","4,000",85.0
,713,"42,244",4500.0
,"3,593",,1771.0
,"10,086","7,736",10086.0
,,,864.0
,"7,736",,6519.0
,,"1,566",8012.0
,"42,244","8,191",1878.0
,"4,000","27,984",4000.0
,"1,878","1,448",42244.0
,"8,012","1,143",
,"6,519",,7736.0
,864,,
,,"14,066",
,174,174,1566.0
,"14,066","4,926",8191.0
,,"4,993",27984.0
,,"10,494",1448.0
,"1,143","6,588",1143.0
,"1,448","5,416",
,"27,984",900,
,"8,191","1,699",14066.0
,"1,566","16,464",174.0
,"4,926",,4926.0
,"6,500","6,500",4993.0
,,,10494.0
,"16,464",118,6588.0
,"1,699","7,874",5416.0
,900,,900.0
,"5,416","5,179",1699.0
,"6,588",292,16464.0
,"10,494",438,
,"4,993","62,000",6500.0
,,"1,346",
,"5,900","5,900",118.0
,"1,346",,7874.0
,"62,000","30,130",
,438,"2,907",5179.0
,292,"13,900",292.0
,"5,179","2,600",438.0
,,"14,000",62000.0
,"7,874","7,988",1346.0
,118,"28,786",5900.0
,,"14,000",
,"14,100","14,100",30130.0
,"14,000","2,637",2907.0
,"28,786","4,259",13900.0
,"7,988","20,284",2600.0
,"14,000",409,14000.0
,"2,600",,7988.0
,"13,900",,28786.0
,"2,907",,14000.0
,"30,130",233,14100.0
,"2,637","20,200",2637.0
,540,540,4259.0
,"20,200","3,262",20284.0
,233,,409.0
,,"8,331",
,,"3,270",
,,"5,903",
,409,"1,097",233.0
,"20,284",,20200.0
,"4,259","5,000",540.0
,"3,262","2,000",3262.0
,,,
,"2,000",,8331.0
,"5,000","6,500",3270.0
,,"11,624",5903.0
,"1,097","8,833",1097.0
,"5,903",,
,"3,270",,5000.0
,"8,331","8,613",2000.0
,,"1,219",
,,"7,048",
,,,6500.0
,"7,048","2,389",11624.0
,"1,219","15,000",8833.0
,"8,613",,
,,"3,328",
,,"1,266",8613.0
,"8,833","1,782",1219.0
,"11,624","1,525",7048.0
,"6,500",295,
,"2,389",280,2389.0
,53,53,15000.0
,280,"2,056",
,295,"1,863",3328.0
,"1,525",,1266.0
,"1,266",,1782.0
,"1,782","2,822",1525.0
,"3,328","1,366",295.0
,,,280.0
,"15,000","3,678",53.0
,"2,056",817,2056.0
,,,1863.0
,817,"9,356",
,"3,678","23,632",
,,"2,544",2822.0
,"1,366","1,100",1366.0
,"2,822","1,148",
,,,3678.0
,,"3,651",817.0
,"1,863","15,322",
,"9,356",514,9356.0
,491,491,23632.0
,514,,2544.0
,"15,322",,1100.0
,"3,651","7,000",1148.0
,,,
,"1,148","8,954",3651.0
,"1,100","10,471",15322.0
,"2,544","2,853",514.0
,"23,632",,491.0
,,192,
,"2,080","2,080",
,192,,7000.0
,,,
,"2,853","5,139",8954.0
,"10,471",,10471.0
,"8,954",,2853.0
,,,
,"7,000",264,192.0
,,"1,073",2080.0
,,"1,839",
,61,61,
,"1,839",500,5139.0
,"1,073","6,047",
,264,224,
,,487,
,,"23,632",264.0
,,"30,747",1073.0
,"5,139",,1839.0
,,,61.0
,500,"3,600",500.0
,"3,215","3,215",6047.0
,"3,600","1,300",224.0
,,545,487.0
,,"2,732",23632.0
,"30,747",,30747.0
,"23,632","22,000",
,487,,
,224,"6,618",3600.0
,"6,047","7,000",3215.0
,"1,300",750,1300.0
,"1,165","1,165",545.0
,750,,2732.0
,"7,000","6,631",
,"6,618",,22000.0
,,"13,300",
,"22,000","16,300",6618.0
,,"4,330",7000.0
,"2,732","11,400",750.0
,545,"1,227",1165.0
,,"8,500",
,"4,249","4,249",6631.0
,"8,500","4,123",
,"1,227",,13300.0
,"11,400",500,16300.0
,"4,330","8,000",4330.0
,"16,300","2,601",11400.0
,"13,300","17,000",1227.0
,,,8500.0
,"6,631","5,000",4249.0
,"4,123","3,500",4123.0
,"5,357","5,357",
,"3,500","1,156",500.0
,"5,000",,8000.0
,,"6,369",2601.0
,"17,000","46,000",17000.0
,"2,601","11,187",
,"8,000","8,005",5000.0
,500,41,3500.0
,,,5357.0
,"1,156","1,207",1156.0
,287,287,
,"1,207","6,200",6369.0
,,"1,259",46000.0
,41,"18,636",11187.0
,"11,187",,8005.0
,"8,005","5,974",41.0
,"46,000",,
,"6,369","6,737",1207.0
,,"1,365",287.0
,"6,200",,6200.0
,735,735,1259.0
,,"13,735",18636.0
,"1,365","471,056",
,"6,737","14,402",5974.0
,,,
,"5,974","5,622",6737.0
,,"17,626",1365.0
,"18,636","5,667",
,"1,259",,735.0
,"13,735","3,303",13735.0
,848,848,471056.0
,"3,303",,14402.0
,,,
,"5,667",,5622.0
,"17,626","14,297",17626.0
,"5,622","18,634",5667.0
,,,
,"14,402",,3303.0
,"471,056",,848.0
,,,
,,,
,,,
,,714,14297.0
,,,18634.0
,,"8,316",
,"18,634","7,618",
,"14,297",353,
,,,
,,"10,929",
,,,
,"37,075","37,075",714.0
,,"4,213",
,"10,929","2,909",8316.0
,,"1,480",7618.0
,353,"1,272",353.0
,"7,618",,
,"8,316",512,10929.0
,,"7,721",
,714,"6,485",37075.0
,"4,213","6,000",4213.0
,,,2909.0
,"6,000","3,732",1480.0
,"6,485",,1272.0
,"7,721","25,032",
,512,"13,424",512.0
,,"50,490",7721.0
,"1,272",,6485.0
,"1,480","57,000",6000.0
,"2,909","1,783",
,"3,732",,3732.0
,86,86,
,,,25032.0
,"1,783","3,343",13424.0
,"57,000","4,625",50490.0
,,,
,"50,490","18,211",57000.0
,"13,424","20,968",1783.0
,"25,032","11,644",
,,"4,790",86.0
,,"2,244",
,,,3343.0
,"2,244","14,470",4625.0
,"4,790",703,
,"11,644",473,18211.0
,"20,968","1,317",20968.0
,"18,211","10,000",11644.0
,,,4790.0
,"4,625","5,779",2244.0
,"3,343","6,134",
,"14,470",970,14470.0
,"17,796","17,796",703.0
,970,,473.0
,"6,134","5,216",1317.0
,"5,779","2,345",10000.0
,,"2,500",
,"10,000","4,327",5779.0
,"1,317","13,711",6134.0
,473,219,970.0
,703,"13,200",17796.0
,,"1,343",
,"2,000","2,000",5216.0
,"1,343","210,067",2345.0
,"13,200","5,800",2500.0
,219,,4327.0
,"13,711","40,200",13711.0
,"4,327",,219.0
,"2,500","11,900",13200.0
,"2,345",,1343.0
,"5,216",,2000.0
,"210,067",986,210067.0
,"25,214","25,214",5800.0
,986,,
,,,40200.0
,,"7,315",
,"11,900",37,11900.0
,,75,
,"40,200","3,710",
,,"3,029",986.0
,"5,800","12,890",25214.0
,,"4,300",
,"3,500","3,500",
,"4,300",,7315.0
,"12,890","4,586",37.0
,"3,029","26,286",75.0
,"3,710","2,049",3710.0
,75,,3029.0
,37,"4,325",12890.0
,"7,315",,4300.0
,,,3500.0
,,"101,002",
,"5,198","5,198",4586.0
,"101,002","4,836",26286.0
,,"3,805",2049.0
,,"2,370",
,"4,325",690,4325.0
,,,
,"2,049","478,070",
,"26,286","2,989",101002.0
,"4,586","5,329",5198.0
,"4,836","4,800",4836.0
,"3,677","3,677",3805.0
,"4,800","4,460",2370.0
,"5,329",,690.0
,"2,989",,
,"478,070","4,004",478070.0
,,,2989.0
,690,"24,298",5329.0
,"2,370",,4800.0
,"3,805","5,337",3677.0
,"4,460",,4460.0
,200,200,
,,,
,"5,337","1,055",4004.0
,,"1,319",
,"24,298",,24298.0
,,"12,416",
,"4,004","66,000",5337.0
,,"1,279",
,,,200.0
,,,
,,,1055.0
,,242,1319.0
,,"6,900",
,"1,279",,12416.0
,"66,000","13,602",66000.0
,"12,416",652,1279.0
,,"15,500",
,"1,319",,
,"1,055","6,148",
,242,361,242.0
,"4,800","4,800",6900.0
,361,"7,657",
,"6,148","1,116",13602.0
,,"31,000",652.0
,"15,500","10,000",15500.0
,652,"2,900",
,"13,602",,6148.0
,,"5,643",361.0
,"6,900","1,719",4800.0
,"7,657","2,900",7657.0
,"5,934","5,934",1116.0
,"2,900",95,31000.0
,"1,719","3,681",10000.0
,"5,643","42,710",2900.0
,,"3,154",
,"2,900",964,5643.0
,"10,000","25,000",1719.0
,"31,000",,2900.0
,"1,116","11,552",5934.0
,95,"4,000",95.0
,220,220,3681.0
,"4,000",,42710.0
,"11,552",,3154.0
,,,964.0
,"25,000",,25000.0
,964,"40,582",
,"3,154",,11552.0
,"42,710",,4000.0
,"3,681","121,953",220.0
,,,
,,,
,,"4,434",
,"121,953",973,
,,"1,761",40582.0
,,600,
,"40,582","1,081",
,,"2,056",121953.0
,,"2,289",
,,50,
,"4,434",288,4434.0
,"2,944","2,944",973.0
,50,"2,900",1761.0
,288,"2,200",600.0
,"2,289",,1081.0
,"2,056","1,283",2056.0
,"1,081","1,828",2289.0
,600,553,50.0
,"1,761","15,837",288.0
,973,230,2944.0
,"2,900","6,446",2900.0
,,,2200.0
,"6,446","11,377",
,230,"60,000",1283.0
,"15,837","1,751",1828.0
,553,,553.0
,"1,828",,15837.0
,"1,283","15,986",230.0
,,,6446.0
,"2,200","1,699",
,"11,377",174,11377.0
,"16,745","16,745",60000.0
,174,,1751.0
,"1,699",,
,,"33,140",
,"15,986","4,500",15986.0
,,239,
,,,1699.0
,"1,751",,174.0
,"60,000",,16745.0
,,"8,956",
,,,
,"8,956",,33140.0
,,"5,110",4500.0
,,"2,293",239.0
,,"1,500",
,239,117,
,"4,500",,
,"33,140",,8956.0
,,236,
,,"9,600",
,"11,400","11,400",5110.0
,"9,600","1,001",2293.0
,236,495,1500.0
,,"13,676",117.0
,,"1,543",
,117,"8,808",
,"1,500",,236.0
,"2,293",,9600.0
,"5,110",250,11400.0
,"1,001",299,1001.0
,,,495.0
,299,567,13676.0
,250,,1543.0
,,"4,960",8808.0
,,,
,"8,808","2,817",
,"1,543",,250.0
,"13,676","188,327",299.0
,495,"2,368",
,567,"11,000",567.0
,"7,028","7,028",
,"11,000","21,475",4960.0
,"2,368",394,
,"188,327","68,000",2817.0
,,"10,300",
,"2,817",,188327.0
,,"7,228",2368.0
,"4,960","1,665",11000.0
,,858,7028.0
,"21,475",,21475.0
,39,39,394.0
,,,68000.0
,858,"90,003",10300.0
,"1,665",,
,"7,228",,7228.0
,,34,1665.0
,"10,300",,858.0
,"68,000","17,415",
,394,"15,497",39.0
,,,
,"120,000","120,000",90003.0
,,,
,"15,497","3,146",
,"17,415","7,054",34.0
,,,
,34,"1,138",17415.0
,,"15,054",15497.0
,,,
,,"20,000",120000.0
,"90,003",,
,,,3146.0
,,"12,000",7054.0
,"20,000",,
,,"22,708",1138.0
,"15,054","2,374",15054.0
,"1,138","3,075",
,,"3,970",20000.0
,"7,054",,
,"3,146",857,
,"12,000",350,12000.0
,,,
,350,"3,327",22708.0
,857,,2374.0
,,377,3075.0
,"3,970","2,921",3970.0
,"3,075",852,
,"2,374",,857.0
,"22,708",,350.0
,,,
,"3,327","5,317",3327.0
,,,
,"5,317","1,115",377.0
,,,2921.0
,,143,852.0
,,,
,852,"3,010",
,"2,921","9,300",
,377,"3,015",5317.0
,,"2,507",
,"1,115",,1115.0
,25,25,
,,"4,546",143.0
,"2,507","4,182",
,"3,015",,3010.0
,"9,300","3,011",9300.0
,"3,010",467,3015.0
,,"4,733",2507.0
,143,"17,155",
,,,25.0
,"4,546",,4546.0
,"9,762","9,762",4182.0
,,"4,562",
,,,3011.0
,"17,155","10,000",467.0
,"4,733","5,767",4733.0
,467,"6,229",17155.0
,"3,011",804,
,,"18,195",
,"4,182",,9762.0
,"4,562",,4562.0
,"70,000","70,000",
,,"1,895",10000.0
,,369,5767.0
,"18,195",,6229.0
,804,"1,754",804.0
,"6,229","6,856",18195.0
,"5,767",,
,"10,000",,
,,"5,000",70000.0
,"1,895","2,384",1895.0
,,,369.0
,"2,384","26,659",
,"5,000","4,800",1754.0
,,,6856.0
,,,
,"6,856","21,398",
,"1,754","1,650",5000.0
,,,2384.0
,369,"20,129",
,"26,659","1,483",26659.0
,,,4800.0
,"1,483",735,
,"20,129",,
,,,21398.0
,"1,650","12,556",1650.0
,"21,398",,
,,"1,249",20129.0
,,420,1483.0
,"4,800",,
,735,322,735.0
,,,
,322,228,
,,"17,450",12556.0
,420,,
,"1,249","23,635",1249.0
,,496,420.0
,"12,556","3,891",
,,"1,237",322.0
,,"7,166",
,228,,228.0
,"8,600","8,600",17450.0
,,"6,957",
,"7,166",,23635.0
,"1,237",,496.0
,"3,891","49,933",3891.0
,496,,1237.0
,"23,635",,7166.0
,,,
,"17,450","8,245",8600.0
,"6,957",952,6957.0
,,,
,952,"2,661",
,"8,245",723,49933.0
,,"11,856",
,,467,
,,,
,"49,933",,8245.0
,,"8,100",952.0
,,,
,"2,661",,2661.0
,"3,136","3,136",723.0
,,,11856.0
,,62,467.0
,"8,100","4,600",
,,"2,996",
,,131,8100.0
,467,"2,000",
,"11,856",,
,723,628,3136.0
,,"60,663",
,"2,631","2,631",62.0
,"60,663",,4600.0
,628,"8,200",2996.0
,,,131.0
,"2,000",,2000.0
,131,"9,800",
,"2,996","2,190",628.0
,"4,600",,60663.0
,62,"3,006",2631.0
,,"6,672",
,"7,400","7,400",8200.0
,"6,672","24,054",
,"3,006","3,350",
,,325,9800.0
,"2,190","5,000",2190.0
,"9,800",693,
,,"9,565",3006.0
,,"6,482",6672.0
,"8,200",,7400.0
,"24,054","3,963",24054.0
,,,3350.0
,"3,963",51,325.0
,,"1,883",5000.0
,"6,482","6,601",693.0
,"9,565",,9565.0
,693,"11,679",6482.0
,"5,000",31,
,325,,3963.0
,"3,350","3,860",
,51,"18,125",51.0
,902,902,1883.0
,"18,125","3,068",6601.0
,"3,860","6,100",
,,,11679.0
,31,"9,107",31.0
,"11,679",,
,,"1,643",3860.0
,"6,601","1,200",18125.0
,"1,883","4,300",902.0
,"3,068","23,100",3068.0
,58,58,6100.0
,"23,100","1,609",
,"4,300",,9107.0
,"1,200",,
,"1,643",,1643.0
,,"1,648",1200.0
,"9,107","28,964",4300.0
,,39,23100.0
,"6,100","1,353",58.0
,"1,609","33,498",1609.0
,"7,111","7,111",
,"33,498","14,000",
,"1,353",,
,39,,1648.0
,"28,964","22,800",28964.0
,"1,648","5,030",39.0
,,,1353.0
,,"82,132",33498.0
,,,7111.0
,"14,000",585,14000.0
,"1,862","1,862",
,585,,
,,"14,500",22800.0
,,"1,700",5030.0
,"5,030",,
,"22,800","5,241",82132.0
,"82,132","11,193",
,,630,585.0
,,,1862.0
,"8,635",,
,,"8,635",14500.0
,,,1700.0
,630,"37,966",
,"11,193",382,5241.0
,"5,241",58,11193.0
,,"2,926",630.0
,"1,700",,
,"14,500",55,
,,441,8635.0
,,"4,362",
,,,37966.0
,"4,362",,382.0
,441,190,58.0
,55,,2926.0
,,,
,"2,926",,55.0
,58,"7,645",441.0
,382,"29,576",4362.0
,"37,966",,
,,"7,550",
,"5,396","5,396",190.0
,"7,550","9,988",
,,250,
,"29,576",,
,"7,645","1,115",7645.0
,,"25,000",29576.0
,,,
,,"4,500",7550.0
,190,,5396.0
,"9,988",,9988.0
,,,250.0
,,,
,,,1115.0
,"4,500","5,382",25000.0
,,,
,"25,000","38,063",4500.0
,"1,115",,
,,"8,650",
,250,"5,766",
,,425,
,,,
,425,"15,824",5382.0
,"5,766",,
,"8,650","4,974",38063.0
,,"4,894",
,"38,063","9,000",8650.0
,,850,5766.0
,"5,382","13,550",425.0
,,67,
,"15,824","22,482",15824.0
,,,
,"22,482","1,030",4974.0
,67,"2,258",4894.0
,"13,550","7,500",9000.0
,850,,850.0
,"9,000","17,330",13550.0
,"4,894",,67.0
,"4,974",333,22482.0
,,"3,110",
,"1,030",613,1030.0
,"10,528","10,528",2258.0
,613,"42,187",7500.0
,"3,110","2,490",
,333,"2,489",17330.0
,,"2,848",
,"17,330",,333.0
,,238,3110.0
,"7,500","16,003",613.0
,"2,258","4,691",10528.0
,"42,187",,42187.0
,,,2490.0
,,"1,809",2489.0
,"4,691",,2848.0
,"16,003","6,218",
,238,"1,610",238.0
,,"2,436",16003.0
,"2,848",,4691.0
,"2,489",,
,"2,490",,
,"1,809","3,601",1809.0
,728,728,
,"3,601",,6218.0
,,,1610.0
,,,2436.0
,,,
,"1,610","4,300",
,"2,436","3,378",
,"6,218",,3601.0
,,,728.0
,,"1,137",
,"5,767","5,767",
,"1,137","8,500",
,,"13,513",
,,"9,800",4300.0
,"3,378","4,469",3378.0
,"4,300",,
,,,
,,505,1137.0
,,,5767.0
,"8,500",,8500.0
,"1,009","1,009",13513.0
,,"7,583",9800.0
,,,4469.0
,505,"8,213",
,,,
,,690,505.0
,"4,469",,
,"9,800","17,000",
,"13,513",,1009.0
,"7,583",,7583.0
,"9,915","9,915",
,,,8213.0
,,"1,081",
,"17,000","5,444",690.0
,,,
,690,"2,003",17000.0
,,,
,"8,213",,
,,"1,251",9915.0
,,"1,700",
,,,1081.0
,"1,700","46,492",5444.0
,"1,251","13,220",
,,523,2003.0
,,,
,"2,003",,
,,,1251.0
,"5,444","5,868",1700.0
,"1,081",,
,"46,492","80,000",46492.0
,363,363,13220.0
,"80,000",,523.0
,,,
,"5,868","5,799",
,,"4,500",
,,,5868.0
,,"3,824",
,523,,80000.0
,"13,220","9,051",363.0
,,651,
,361,361,
,651,"2,349",5799.0
,"9,051",,4500.0
,,,
,"3,824",,3824.0
,,,
,"4,500","1,476",9051.0
,"5,799",,651.0
,,,361.0
,"2,349","7,769",2349.0
,,,
,"7,769","1,230",
,,"6,037",
,,,
,"1,476",,1476.0
,,"3,980",
,,"39,403",
,,253,7769.0
,,654,
,"1,230",,1230.0
,"33,797","33,797",6037.0
,,"7,622",
,654,,
,253,,3980.0
,"39,403","13,257",39403.0
,"3,980",,253.0
,,,654.0
,,,
,"6,037",,33797.0
,"7,622",,7622.0
,,,
,,"4,497",
,,"27,909",13257.0
,,,
,,,
,,,
,"13,257","23,504",
,,"1,043",
,,"4,609",
,"4,497","3,000",4497.0
,,,27909.0
,"3,000",,
,"4,609",,
,"1,043",,
,"23,504","1,556",23504.0
,,"4,900",1043.0
,,"3,200",4609.0
,,,3000.0
,"27,909",,
,,,
,,,
,,,
,,"3,090",1556.0
,,,4900.0
,"3,200","10,700",3200.0
,"4,900",,
,"1,556","21,500",
,,"1,791",
,,925,
,,"133,000",
,"6,065","6,065",3090.0
,"133,000","12,580",
,925,,10700.0
,"1,791","9,588",
,"21,500",,21500.0
,,319,1791.0
,"10,700",,925.0
,,"16,000",133000.0
,"3,090","9,000",6065.0
,"12,580","5,950",12580.0
,"1,173","1,173",
,"5,950","6,864",9588.0
,"9,000",,
,"16,000",,319.0
,,,
,319,9,16000.0
,,,9000.0
,"9,588",,5950.0
,,,1173.0
,,706,6864.0
,"6,864",,
,,,
,706,"2,840",
,,,9.0
,,"3,500",
,,,
,9,"1,275",
,,"3,184",706.0
,,"6,570",
,,"1,110",
,"80,000","80,000",2840.0
,"1,110",,
,"6,570","1,218",3500.0
,"3,184",,
,"1,275",582,1275.0
,,"13,163",3184.0
,"3,500","124,000",6570.0
,,"29,400",1110.0
,"2,840",,80000.0
,,"14,000",
,"6,316","6,316",1218.0
,"14,000","23,000",
,,245,582.0
,"29,400","3,544",13163.0
,"124,000","1,046",124000.0
,"13,163",,29400.0
,582,"2,433",
,,,14000.0
,"1,218",,6316.0
,"23,000",,23000.0
,"19,832","19,832",245.0
,,"124,000",3544.0
,,"48,480",1046.0
,,"1,850",
,"2,433",,2433.0
,,"8,999",
,"1,046",,
,"3,544",,
,245,865,19832.0
,"124,000","4,100",124000.0
,"4,200","4,200",48480.0
,"4,100",,1850.0
,865,"2,028",
,,,8999.0
,,,
,"8,999","1,283",
,,"10,100",865.0
,"1,850",,4100.0
,"48,480",,4200.0
,,,
,"2,521","2,521",2028.0
,,,
,,"4,507",
,,"2,745",1283.0
,"10,100",,10100.0
,"1,283",,
,,900,
,,,
,"2,028",,2521.0
,,,
,,,4507.0
,,,2745.0
,,,
,,,
,900,206,900.0
,,"1,725",
,,,
,"2,745","2,419",
,"4,507",,
,,,
,"4,626","4,626",
,,250,
,,"1,004",206.0
,"2,419",,1725.0
,,80,
,"1,725","1,837",2419.0
,206,"7,800",
,,,
,,"10,474",4626.0
,250,"2,254",250.0
,"6,370","6,370",1004.0
,"2,254",,
,"10,474","22,000",80.0
,,,1837.0
,"7,800",,7800.0
,"1,837","9,872",
,80,"13,793",10474.0
,,,2254.0
,"1,004",,6370.0
,,875,
,,,22000.0
,875,,
,,,
,,,9872.0
,"13,793",,13793.0
,"9,872","3,973",
,,"3,000",
,,,875.0
,"22,000",639,
,,,
,,,
,,746,
,639,,
,,,3973.0
,"3,000",,3000.0
,"3,973",,
,,,639.0
,,670,
,,,
,746,,746.0
,,,
,,875,
,,,
,670,,
,,,
,,,670.0
,,,
,,"2,162",
,,"4,877",
,875,,875.0
,,,
,,600,
,"4,877",,
,,"5,246",
,"2,162",,
,,"1,929",2162.0
,,,4877.0
,,"14,321",
,,"1,390",
,600,579,600.0
,,,
,579,,5246.0
,"1,390","2,487",
,"14,321",,1929.0
,,,
,"1,929","2,600",14321.0
,,,1390.0
,"5,246","19,000",579.0
,,,
,,,
,,,2487.0
,,"7,597",
,"19,000",,
,,,2600.0
,,,
,"2,600",,19000.0
,,,
,,"3,540",
,"2,487",,
,"7,597","19,985",7597.0
,,,
,"19,985","16,844",
,,,
,"3,540","4,000",
,,,
,,"5,900",3540.0
,,"5,709",
,,17,19985.0
,,,
,"16,844",,16844.0
,,,
,,,4000.0
,,"2,905",
,17,,5900.0
,"5,709","39,549",5709.0
,"5,900","1,600",17.0
,,,
,"4,000",,
,,,
,,"1,910",
,,,2905.0
,"1,910","6,600",
,,,39549.0
,,"11,500",1600.0
,,"39,821",
,"1,600",,
,"39,549","4,500",
,,,1910.0
,"2,905",,
,"6,600",,6600.0
,120,120,
,,,11500.0
,,,39821.0
,,,
,"4,500",,4500.0
,,339,
,"39,821","2,267",
,"11,500","4,484",
,,"14,500",120.0
,,,
,,,
,,,
,"14,500","3,609",
,"4,484","5,700",339.0
,"2,267","2,330",2267.0
,339,,4484.0
,,,14500.0
,,,
,,,
,,894,
,"6,496","6,496",3609.0
,894,342,5700.0
,,,2330.0
,,"28,300",
,,,
,,,
,"2,330",945,
,"5,700",176,894.0
,"3,609",842,6496.0
,342,"1,700",342.0
,"2,000","2,000",
,"1,700",,28300.0
,842,,
,176,,
,945,"2,439",945.0
,,"8,714",176.0
,,,842.0
,"28,300",,1700.0
,,745,2000.0
,,,
,,,
,,,
,745,"5,500",2439.0
,,,8714.0
,,970,
,"8,714","2,300",
,"2,439",,745.0
,,,
,,,
,,,
,"2,505","2,505",5500.0
,,"6,500",
,,,970.0
,,,2300.0
,,,
,"2,300",,
,970,"6,198",
,,,
,"5,500",,2505.0
,"6,500",950,6500.0
,,,
,950,,
,,,
,,,
,"6,198","3,992",6198.0
,,"5,200",
,,,
,,,950.0
,,,
,,,
,,,
,,,
,,"1,564",3992.0
,,,5200.0
,,,
,"5,200","36,650",
,"3,992",,
,,"6,988",
,,"5,395",
,,"14,000",
,,,1564.0
,"14,000","46,000",
,"5,395",,
,"6,988",,36650.0
,,,
,"36,650","9,695",6988.0
,,"9,034",5395.0
,,,14000.0
,"1,564","32,335",
,"46,000",693,46000.0
,,,
,693,"6,110",
,"32,335",,
,,,9695.0
,"9,034",662,9034.0
,"9,695","2,826",
,,"7,035",32335.0
,,,693.0
,,,
,"6,110",,6110.0
,"6,000","6,000",
,,,
,,"14,276",662.0
,,,2826.0
,"7,035","1,517",7035.0
,"2,826",,
,662,,
,,"2,900",
,,"34,034",6000.0
,,,
,,,14276.0
,,,
,"34,034",,1517.0
,"2,900",,
,,,
,,,2900.0
,"1,517",,34034.0
,,736,
,"14,276","319,000",
,,,
,"2,708","2,708",
,,"12,656",
,"319,000","1,177",
,736,,
,,,
,,,736.0
,,"1,082",319000.0
,,,
,,500,2708.0
,"12,656",,12656.0
,,,1177.0
,,,
,500,,
,,"2,149",
,"1,082",,1082.0
,,,
,,,500.0
,,"1,134",
,"1,177",870,
,,946,
,"5,900","5,900",
,946,"1,839",2149.0
,870,,
,"1,134",,
,,216,
,,,1134.0
,,,870.0
,"2,149",,946.0
,,,5900.0
,"1,839","7,167",1839.0
,,,
,"7,167","1,352",
,,,216.0
,,697,
,,"4,600",
,,"4,864",
,216,,
,,,7167.0
,,,
,"1,352",,1352.0
,"1,750","1,750",
,,"9,000",697.0
,,,4600.0
,,,4864.0
,,400,
,"4,864","7,830",
,"4,600",354,
,697,,
,,,1750.0
,"9,000",,9000.0
,,,
,,,
,,,400.0
,,"6,900",7830.0
,354,,354.0
,"7,830",,
,400,,
,,,
,,,
,,,
,201,201,
,,,6900.0
,,"5,000",
,,,
,,,
,,,
,,58,
,"6,900",606,
,,,201.0
,,,
,,,5000.0
,,,
,,"2,323",
,606,"42,974",
,58,,58.0
,,48,606.0
,,,
,,,
,"5,000",,
,,,
,,,2323.0
,,,42974.0
,,"5,543",
,,"1,175",48.0
,,,
,48,,
,,"35,000",
,"42,974",,
,"2,323",,
,,366,
,,,5543.0
,366,"1,200",1175.0
,,,
,,"2,416",
,"35,000",,35000.0
,,,
,,"15,500",
,"1,175",,366.0
,"5,543",,
,"1,200",,1200.0
,"1,355","1,355",
,,,2416.0
,,,
,,,
,"15,500",,15500.0
,,527,
,,,
,"2,416","9,122",
,,,1355.0
,,,
,"1,670","1,670",
,,,
,,,
,"9,122",,527.0
,,,
,527,,9122.0
,,"1,440",
,,,
,,"1,700",1670.0
,,776,
,,,
,776,,
,"1,700",,
,,,
,"1,440","19,200",1440.0
,,"4,700",
,,,1700.0
,,,776.0
,,"5,334",
,,146,
,,,
,146,,
,"5,334","2,302",19200.0
,,,4700.0
,,"3,100",
,"4,700",,
,"19,200",,5334.0
,,,146.0
,,,
,,,
,,,2302.0
,,"1,600",
,,,3100.0
,,,
,,788,
,,,
,"3,100","4,400",
,,,
,"2,302",,
,"1,600","7,000",1600.0
,"6,532","6,532",
,"7,000",,
,,,788.0
,,"1,716",
,"4,400",,4400.0
,,131,
,788,,
,,,7000.0
,,,6532.0
,,,
,"8,720","8,720",
,,"16,860",1716.0
,,,
,,,131.0
,,,
,131,86,
,,,
,"1,716",,
,,"14,000",8720.0
,"16,860",127,16860.0
,,,
,127,,
,"14,000","9,823",
,,"3,900",86.0
,,474,
,86,"9,116",
