03-gren-market_capitalization_2022,02-GioPonSpiz-marketcap
2454000000.0,2.758 billion usd
,1.956 billion usd
2453000000.0,2.691 billion usd
2445000000.0,2.666 billion usd
2449000000.0,2.463 billion usd
2448000000.0,2.297 billion usd
2448000000.0,2.252 billion usd
2453000000.0,2.164 billion usd
2452000000.0,2.029 billion usd
2447000000.0,1.964 billion usd
2445000000.0,1.770 billion usd
2453000000.0,1.598 billion usd
2439000000.0,3.840 billion usd
2442000000.0,2.987 billion usd
2441000000.0,2.963 billion usd
2441000000.0,2.645 billion usd
2438000000.0,2.361 billion usd
2438000000.0,2.316 billion usd
2442000000.0,2.301 billion usd
2441000000.0,2.246 billion usd
2442000000.0,2.223 billion usd
2438000000.0,2.170 billion usd
2438000000.0,2.131 billion usd
2443000000.0,2.090 billion usd
2435000000.0,1.198 billion usd
2427000000.0,4.067 billion usd
,"5,558"
2434000000.0,2.739 billion usd
2429000000.0,2.530 billion usd
2426000000.0,2.443 billion usd
2427000000.0,2.411 billion usd
2431000000.0,2.399 billion usd
2428000000.0,2.382 billion usd
2434000000.0,2.289 billion usd
2432000000.0,2.164 billion usd
2425000000.0,2.067 billion usd
2425000000.0,2.047 billion usd
2429000000.0,2.029 billion usd
2434000000.0,
2424000000.0,2.694 billion usd
2420000000.0,2.535 billion usd
2421000000.0,2.364 billion usd
2420000000.0,2.300 billion usd
2423000000.0,2.214 billion usd
2417000000.0,2.206 billion usd
2419000000.0,1.854 billion usd
2422000000.0,1.341 billion usd
,"5,579"
2415000000.0,
2408000000.0,4.069 billion usd
2409000000.0,3.103 billion usd
2407000000.0,3.007 billion usd
2412000000.0,2.903 billion usd
2406000000.0,2.809 billion usd
2411000000.0,2.790 billion usd
2410000000.0,2.602 billion usd
2411000000.0,2.520 billion usd
2405000000.0,2.486 billion usd
2412000000.0,2.411 billion usd
2413000000.0,2.407 billion usd
2408000000.0,2.257 billion usd
2409000000.0,2.211 billion usd
2406000000.0,2.042 billion usd
2412000000.0,1.280 billion usd
2402000000.0,4.508 billion usd
,1.921 billion usd
2398000000.0,3.152 billion usd
2399000000.0,3.083 billion usd
2399000000.0,2.935 billion usd
2400000000.0,2.912 billion usd
2401000000.0,2.770 billion usd
2395000000.0,2.683 billion usd
2396000000.0,2.377 billion usd
2403000000.0,2.224 billion usd
2397000000.0,2.190 billion usd
2400000000.0,2.104 billion usd
2398000000.0,2.095 billion usd
2388000000.0,3.593 billion usd
2386000000.0,3.409 billion usd
2389000000.0,2.922 billion usd
2389000000.0,2.915 billion usd
2393000000.0,2.894 billion usd
2389000000.0,2.597 billion usd
2393000000.0,2.525 billion usd
2390000000.0,2.503 billion usd
2391000000.0,2.495 billion usd
2392000000.0,2.468 billion usd
2393000000.0,2.367 billion usd
2392000000.0,2.352 billion usd
2386000000.0,2.312 billion usd
2387000000.0,1.553 billion usd
2380000000.0,2.758 billion usd
2380000000.0,2.628 billion usd
2381000000.0,2.621 billion usd
2376000000.0,2.612 billion usd
2379000000.0,2.411 billion usd
2378000000.0,2.362 billion usd
2378000000.0,2.316 billion usd
2380000000.0,2.292 billion usd
2378000000.0,2.113 billion usd
2378000000.0,0.575 billion usd
2374000000.0,3.581 billion usd
2365000000.0,3.140 billion usd
2371000000.0,2.584 billion usd
2369000000.0,2.482 billion usd
2371000000.0,2.472 billion usd
2367000000.0,2.358 billion usd
,"5,637"
2366000000.0,2.337 billion usd
2372000000.0,2.249 billion usd
2374000000.0,2.202 billion usd
2374000000.0,2.145 billion usd
2373000000.0,1.867 billion usd
2368000000.0,1.762 billion usd
2368000000.0,1.743 billion usd
2371000000.0,1.460 billion usd
2355000000.0,4.472 billion usd
2357000000.0,3.363 billion usd
2355000000.0,2.928 billion usd
2359000000.0,2.487 billion usd
2358000000.0,2.413 billion usd
2358000000.0,2.064 billion usd
2362000000.0,2.030 billion usd
2360000000.0,1.844 billion usd
2357000000.0,
2352000000.0,3.298 billion usd
2349000000.0,3.063 billion usd
2348000000.0,2.793 billion usd
2348000000.0,2.607 billion usd
2346000000.0,2.572 billion usd
2351000000.0,2.403 billion usd
2350000000.0,2.400 billion usd
2346000000.0,2.342 billion usd
2354000000.0,2.332 billion usd
2349000000.0,2.263 billion usd
2347000000.0,2.079 billion usd
2351000000.0,2.001 billion usd
2347000000.0,1.752 billion usd
2345000000.0,1.741 billion usd
2349000000.0,1.723 billion usd
2353000000.0,1.634 billion usd
2339000000.0,4.234 billion usd
2339000000.0,3.142 billion usd
2340000000.0,2.845 billion usd
2338000000.0,2.439 billion usd
2338000000.0,2.316 billion usd
2340000000.0,2.204 billion usd
2342000000.0,2.127 billion usd
2335000000.0,1.985 billion usd
2340000000.0,1.814 billion usd
2337000000.0,1.808 billion usd
2339000000.0,1.686 billion usd
2338000000.0,1.666 billion usd
2326000000.0,4.152 billion usd
2332000000.0,2.775 billion usd
,
2334000000.0,2.408 billion usd
2331000000.0,2.384 billion usd
2330000000.0,2.360 billion usd
2330000000.0,2.317 billion usd
2327000000.0,2.263 billion usd
2329000000.0,2.190 billion usd
2334000000.0,2.114 billion usd
2331000000.0,2.086 billion usd
2327000000.0,2.058 billion usd
2329000000.0,2.058 billion usd
2325000000.0,2.008 billion usd
2329000000.0,1.800 billion usd
2326000000.0,1.751 billion usd
2327000000.0,1.228 billion usd
2317000000.0,2.925 billion usd
2320000000.0,2.875 billion usd
2316000000.0,2.760 billion usd
2320000000.0,2.626 billion usd
2316000000.0,2.616 billion usd
2324000000.0,2.547 billion usd
2319000000.0,2.308 billion usd
2324000000.0,2.273 billion usd
2316000000.0,2.199 billion usd
2319000000.0,2.177 billion usd
2322000000.0,2.129 billion usd
2323000000.0,2.115 billion usd
2321000000.0,1.915 billion usd
2320000000.0,1.312 billion usd
2318000000.0,
2314000000.0,6.025 billion usd
2314000000.0,3.230 billion usd
2312000000.0,3.224 billion usd
,1.856 billion usd
2310000000.0,2.802 billion usd
2309000000.0,2.799 billion usd
2310000000.0,2.692 billion usd
2310000000.0,2.643 billion usd
2308000000.0,2.560 billion usd
2308000000.0,2.359 billion usd
2308000000.0,2.160 billion usd
2314000000.0,2.031 billion usd
2311000000.0,1.851 billion usd
2307000000.0,1.813 billion usd
2308000000.0,1.623 billion usd
2312000000.0,1.431 billion usd
2301000000.0,3.329 billion usd
2295000000.0,3.064 billion usd
2295000000.0,2.771 billion usd
,"5,731"
2302000000.0,2.687 billion usd
2299000000.0,2.621 billion usd
2298000000.0,2.563 billion usd
2299000000.0,2.548 billion usd
2299000000.0,2.544 billion usd
2301000000.0,2.500 billion usd
2304000000.0,2.464 billion usd
2297000000.0,2.448 billion usd
2302000000.0,2.432 billion usd
2301000000.0,2.349 billion usd
2302000000.0,2.306 billion usd
2302000000.0,2.291 billion usd
2295000000.0,2.254 billion usd
2297000000.0,2.237 billion usd
2304000000.0,2.096 billion usd
2299000000.0,2.072 billion usd
2299000000.0,2.004 billion usd
2299000000.0,2.003 billion usd
2299000000.0,1.382 billion usd
2286000000.0,7.618 billion usd
2294000000.0,5.723 billion usd
2289000000.0,4.650 billion usd
2287000000.0,3.274 billion usd
2291000000.0,2.923 billion usd
2290000000.0,2.852 billion usd
2287000000.0,2.837 billion usd
2291000000.0,2.605 billion usd
2289000000.0,2.537 billion usd
2288000000.0,2.530 billion usd
2286000000.0,2.527 billion usd
2292000000.0,2.363 billion usd
2294000000.0,2.354 billion usd
2288000000.0,2.287 billion usd
2293000000.0,2.282 billion usd
2294000000.0,2.254 billion usd
2294000000.0,2.210 billion usd
2287000000.0,2.208 billion usd
2286000000.0,2.076 billion usd
2293000000.0,2.031 billion usd
2288000000.0,1.931 billion usd
2290000000.0,1.925 billion usd
2288000000.0,1.669 billion usd
2278000000.0,5.427 billion usd
2278000000.0,2.993 billion usd
2275000000.0,2.862 billion usd
2275000000.0,2.745 billion usd
2276000000.0,2.507 billion usd
2276000000.0,2.220 billion usd
2278000000.0,2.192 billion usd
2282000000.0,2.158 billion usd
2276000000.0,2.090 billion usd
2278000000.0,2.041 billion usd
2284000000.0,1.901 billion usd
2283000000.0,1.899 billion usd
2268000000.0,2.740 billion usd
2272000000.0,2.564 billion usd
2272000000.0,2.289 billion usd
2274000000.0,2.273 billion usd
2271000000.0,2.207 billion usd
2266000000.0,2.194 billion usd
2274000000.0,2.084 billion usd
2273000000.0,2.045 billion usd
2269000000.0,1.543 billion usd
2269000000.0,1.077 billion usd
2272000000.0,0.799 billion usd
2264000000.0,4.153 billion usd
,1.810 billion usd
2262000000.0,3.227 billion usd
2263000000.0,
2260000000.0,2.656 billion usd
2264000000.0,2.469 billion usd
2259000000.0,2.401 billion usd
2264000000.0,2.310 billion usd
2261000000.0,2.073 billion usd
2255000000.0,1.994 billion usd
2260000000.0,1.987 billion usd
2256000000.0,1.841 billion usd
2264000000.0,1.637 billion usd
2251000000.0,3.475 billion usd
2249000000.0,3.008 billion usd
2251000000.0,2.659 billion usd
2254000000.0,2.509 billion usd
2251000000.0,2.436 billion usd
2245000000.0,2.342 billion usd
2249000000.0,2.287 billion usd
2249000000.0,2.222 billion usd
2254000000.0,2.162 billion usd
,1.797 billion usd
2250000000.0,2.130 billion usd
,1.796 billion usd
2246000000.0,2.098 billion usd
2251000000.0,2.035 billion usd
2249000000.0,1.978 billion usd
2251000000.0,1.849 billion usd
2251000000.0,1.800 billion usd
2235000000.0,4.130 billion usd
2242000000.0,3.253 billion usd
2240000000.0,3.063 billion usd
2238000000.0,2.948 billion usd
2243000000.0,2.821 billion usd
2235000000.0,2.814 billion usd
2239000000.0,2.500 billion usd
2235000000.0,2.399 billion usd
2241000000.0,2.282 billion usd
2236000000.0,2.273 billion usd
2238000000.0,2.244 billion usd
2238000000.0,2.177 billion usd
2237000000.0,2.166 billion usd
2239000000.0,2.158 billion usd
,"5,836"
2236000000.0,2.131 billion usd
2237000000.0,2.058 billion usd
2239000000.0,1.723 billion usd
2243000000.0,1.582 billion usd
2244000000.0,1.456 billion usd
2228000000.0,3.153 billion usd
2226000000.0,3.096 billion usd
2234000000.0,2.993 billion usd
2231000000.0,2.926 billion usd
2230000000.0,2.776 billion usd
2234000000.0,2.697 billion usd
2228000000.0,2.603 billion usd
2227000000.0,2.520 billion usd
2232000000.0,2.365 billion usd
2226000000.0,1.952 billion usd
2227000000.0,1.856 billion usd
2233000000.0,1.841 billion usd
2232000000.0,1.829 billion usd
2232000000.0,1.779 billion usd
2231000000.0,1.645 billion usd
2233000000.0,1.627 billion usd
2216000000.0,3.321 billion usd
2217000000.0,3.226 billion usd
2216000000.0,2.651 billion usd
2219000000.0,2.626 billion usd
2219000000.0,2.513 billion usd
2221000000.0,2.497 billion usd
2221000000.0,2.453 billion usd
,"5,864"
2216000000.0,2.375 billion usd
2216000000.0,2.254 billion usd
2222000000.0,2.250 billion usd
2218000000.0,2.230 billion usd
2219000000.0,2.194 billion usd
2224000000.0,2.178 billion usd
2220000000.0,2.016 billion usd
2217000000.0,2.003 billion usd
2222000000.0,2.003 billion usd
2223000000.0,1.976 billion usd
2221000000.0,1.975 billion usd
2215000000.0,1.951 billion usd
2220000000.0,1.932 billion usd
2221000000.0,1.805 billion usd
2222000000.0,1.760 billion usd
2219000000.0,1.660 billion usd
2224000000.0,1.598 billion usd
2207000000.0,4.367 billion usd
2207000000.0,3.848 billion usd
2205000000.0,3.431 billion usd
2207000000.0,3.362 billion usd
2209000000.0,2.702 billion usd
2208000000.0,2.663 billion usd
2211000000.0,2.415 billion usd
,"5,888"
,"5,889"
2208000000.0,2.218 billion usd
2210000000.0,2.187 billion usd
2210000000.0,2.125 billion usd
2206000000.0,1.936 billion usd
2209000000.0,1.808 billion usd
2206000000.0,1.783 billion usd
2212000000.0,1.770 billion usd
2199000000.0,4.481 billion usd
2200000000.0,3.002 billion usd
2202000000.0,2.897 billion usd
,
2195000000.0,2.601 billion usd
2197000000.0,2.467 billion usd
2195000000.0,2.464 billion usd
2201000000.0,2.393 billion usd
,"5,902"
,"5,902"
2203000000.0,2.383 billion usd
2198000000.0,2.376 billion usd
2197000000.0,2.350 billion usd
2202000000.0,2.336 billion usd
2195000000.0,2.290 billion usd
2204000000.0,2.260 billion usd
2196000000.0,2.227 billion usd
2202000000.0,2.198 billion usd
2199000000.0,2.135 billion usd
2198000000.0,2.088 billion usd
2204000000.0,1.977 billion usd
2197000000.0,1.958 billion usd
2197000000.0,1.897 billion usd
2203000000.0,1.815 billion usd
2204000000.0,1.715 billion usd
2192000000.0,3.475 billion usd
2188000000.0,2.608 billion usd
2190000000.0,2.489 billion usd
2188000000.0,2.474 billion usd
2187000000.0,2.322 billion usd
2191000000.0,2.224 billion usd
2191000000.0,2.149 billion usd
2189000000.0,2.059 billion usd
2193000000.0,1.979 billion usd
2188000000.0,1.975 billion usd
,1.730 billion usd
2189000000.0,1.968 billion usd
2188000000.0,1.920 billion usd
2188000000.0,1.912 billion usd
2188000000.0,1.682 billion usd
2189000000.0,1.515 billion usd
2183000000.0,5.181 billion usd
2182000000.0,2.653 billion usd
2177000000.0,2.635 billion usd
2177000000.0,2.547 billion usd
2178000000.0,2.492 billion usd
2178000000.0,2.367 billion usd
2179000000.0,2.289 billion usd
2182000000.0,2.250 billion usd
2184000000.0,2.249 billion usd
2179000000.0,2.212 billion usd
2184000000.0,2.132 billion usd
,"5,944"
2178000000.0,2.084 billion usd
,"5,945"
2180000000.0,2.002 billion usd
,"5,946"
2179000000.0,1.787 billion usd
2184000000.0,1.590 billion usd
2169000000.0,2.864 billion usd
2171000000.0,2.617 billion usd
2168000000.0,2.517 billion usd
2170000000.0,2.318 billion usd
2172000000.0,2.316 billion usd
,"5,953"
2169000000.0,2.212 billion usd
2168000000.0,2.139 billion usd
2173000000.0,2.125 billion usd
2172000000.0,2.106 billion usd
2322000000.0,2.400 billion usd
2166000000.0,2.104 billion usd
2171000000.0,1.836 billion usd
2171000000.0,1.731 billion usd
,"5,960"
2167000000.0,1.606 billion usd
2172000000.0,1.211 billion usd
2156000000.0,7.505 billion usd
,"5,963"
2156000000.0,2.910 billion usd
2160000000.0,2.776 billion usd
2162000000.0,2.718 billion usd
2163000000.0,2.532 billion usd
2161000000.0,2.462 billion usd
2155000000.0,2.355 billion usd
2162000000.0,2.348 billion usd
2160000000.0,2.323 billion usd
2158000000.0,2.305 billion usd
2162000000.0,2.290 billion usd
2156000000.0,2.244 billion usd
2162000000.0,2.129 billion usd
2163000000.0,1.943 billion usd
2163000000.0,1.920 billion usd
2161000000.0,1.903 billion usd
2158000000.0,1.850 billion usd
2159000000.0,1.807 billion usd
2156000000.0,1.760 billion usd
2161000000.0,1.642 billion usd
2162000000.0,1.456 billion usd
2162000000.0,1.293 billion usd
2162000000.0,1.278 billion usd
2151000000.0,3.213 billion usd
2154000000.0,2.823 billion usd
2146000000.0,2.805 billion usd
2154000000.0,2.698 billion usd
2148000000.0,2.563 billion usd
2149000000.0,2.516 billion usd
2150000000.0,2.468 billion usd
2148000000.0,2.443 billion usd
2154000000.0,2.416 billion usd
2151000000.0,2.273 billion usd
2146000000.0,2.236 billion usd
2146000000.0,2.220 billion usd
2150000000.0,2.215 billion usd
2146000000.0,2.208 billion usd
2148000000.0,2.105 billion usd
2151000000.0,2.098 billion usd
,1.695 billion usd
2147000000.0,2.084 billion usd
2150000000.0,1.840 billion usd
2146000000.0,1.779 billion usd
2148000000.0,1.691 billion usd
2153000000.0,1.619 billion usd
2154000000.0,1.591 billion usd
2139000000.0,3.332 billion usd
2139000000.0,2.657 billion usd
2139000000.0,2.551 billion usd
2143000000.0,2.550 billion usd
2136000000.0,2.510 billion usd
2140000000.0,2.461 billion usd
2138000000.0,2.383 billion usd
2144000000.0,2.358 billion usd
2135000000.0,2.335 billion usd
2139000000.0,2.312 billion usd
2141000000.0,2.236 billion usd
2142000000.0,2.190 billion usd
2136000000.0,2.181 billion usd
2138000000.0,2.128 billion usd
2142000000.0,2.109 billion usd
2137000000.0,2.104 billion usd
2135000000.0,2.073 billion usd
2138000000.0,2.071 billion usd
2139000000.0,2.027 billion usd
2138000000.0,1.974 billion usd
2139000000.0,1.967 billion usd
2139000000.0,1.948 billion usd
2135000000.0,1.652 billion usd
2136000000.0,1.490 billion usd
,1.680 billion usd
2135000000.0,1.397 billion usd
2137000000.0,0.607 billion usd
2125000000.0,3.805 billion usd
2133000000.0,
2133000000.0,2.974 billion usd
2132000000.0,2.828 billion usd
2126000000.0,2.614 billion usd
2125000000.0,2.580 billion usd
2130000000.0,2.556 billion usd
2130000000.0,2.433 billion usd
2131000000.0,2.425 billion usd
2128000000.0,2.312 billion usd
2126000000.0,2.246 billion usd
2131000000.0,2.215 billion usd
2129000000.0,2.156 billion usd
2134000000.0,2.125 billion usd
2125000000.0,2.078 billion usd
2133000000.0,1.925 billion usd
2133000000.0,1.247 billion usd
2121000000.0,2.899 billion usd
,
2118000000.0,2.459 billion usd
2115000000.0,2.441 billion usd
,1.669 billion usd
2121000000.0,2.363 billion usd
2118000000.0,2.345 billion usd
2120000000.0,2.321 billion usd
2116000000.0,2.309 billion usd
2122000000.0,2.214 billion usd
2119000000.0,2.193 billion usd
2120000000.0,2.186 billion usd
2121000000.0,2.170 billion usd
2121000000.0,1.917 billion usd
2120000000.0,1.895 billion usd
2115000000.0,1.875 billion usd
2116000000.0,1.766 billion usd
2115000000.0,1.678 billion usd
2123000000.0,1.642 billion usd
2117000000.0,1.502 billion usd
2120000000.0,1.235 billion usd
2111000000.0,3.000 billion usd
2112000000.0,2.946 billion usd
2112000000.0,2.858 billion usd
2109000000.0,2.832 billion usd
2114000000.0,2.587 billion usd
2108000000.0,2.545 billion usd
2106000000.0,2.450 billion usd
2114000000.0,2.387 billion usd
2113000000.0,2.374 billion usd
2110000000.0,2.248 billion usd
2111000000.0,2.246 billion usd
2108000000.0,2.243 billion usd
2113000000.0,2.192 billion usd
,"6,080"
,"6,080"
,"6,080"
2110000000.0,2.187 billion usd
2106000000.0,2.177 billion usd
2112000000.0,2.089 billion usd
2113000000.0,1.955 billion usd
2109000000.0,1.932 billion usd
2110000000.0,1.680 billion usd
2112000000.0,1.663 billion usd
2107000000.0,1.446 billion usd
2105000000.0,1.226 billion usd
2106000000.0,1.198 billion usd
2099000000.0,3.277 billion usd
2102000000.0,2.559 billion usd
2103000000.0,2.515 billion usd
2097000000.0,2.482 billion usd
2100000000.0,2.460 billion usd
2098000000.0,2.439 billion usd
2098000000.0,2.438 billion usd
2096000000.0,2.379 billion usd
2103000000.0,2.066 billion usd
2102000000.0,2.055 billion usd
2104000000.0,2.004 billion usd
2097000000.0,1.986 billion usd
2098000000.0,1.968 billion usd
2104000000.0,1.670 billion usd
2102000000.0,1.637 billion usd
