00-avengers-total_liabilities_in_usd
949 million usd
""
""
360 million usd
"1,876 million usd"
"3,472 million usd"
""
""
""
""
""
71 million usd
"3,570 million usd"
""
"74,698 million usd"
935 million usd
"4,181,800 million usd"
897 million usd
""
"1,065 million usd"
114 million usd
""
891 million usd
""
""
""
46 million usd
""
"7,174 million usd"
"1,069 million usd"
""
"10,196 million usd"
""
"6,825 million usd"
""
""
491 million usd
"2,913 million usd"
""
""
""
""
62 million usd
""
""
""
""
""
"1,167 million usd"
"2,495 million usd"
479 million usd
84 million usd
""
""
"24,268 million usd"
""
57 million usd
""
"7,371 million usd"
41 million usd
""
""
"2,588 million usd"
""
762 million usd
""
""
""
72 million usd
165 million usd
"1,060 million usd"
"131,660 million usd"
160 million usd
388 million usd
530 million usd
"1,423 million usd"
240 million usd
38 million usd
"10,100 million usd"
""
"1,077 million usd"
""
""
91 million usd
""
403 million usd
""
"2,340 million usd"
786 million usd
77 million usd
"3,495 million usd"
123 million usd
262 million usd
240 million usd
234 million usd
""
533 million usd
625 million usd
"1,191 million usd"
673 million usd
"1,602 million usd"
""
91 million usd
"2,039 million usd"
"3,083 million usd"
""
""
66 million usd
513 million usd
""
"10,911 million usd"
873 million usd
12 million usd
""
""
870 million usd
""
""
""
""
""
"7,103 million usd"
24 million usd
93 million usd
""
""
420 million usd
""
"1,940 million usd"
""
""
""
""
463 million usd
79 million usd
""
""
""
""
95 million usd
"1,118 million usd"
"1,181 million usd"
745 million usd
"4,062 million usd"
"1,616 million usd"
""
500 million usd
"1,814 million usd"
""
43 million usd
""
""
37 million usd
""
"1,471 million usd"
""
888 million usd
598 million usd
""
278 million usd
471 million usd
636 million usd
14 million usd
""
""
541 million usd
""
57 million usd
"3,872 million usd"
""
646 million usd
""
233 million usd
781 million usd
""
""
514 million usd
""
""
""
"1,821 million usd"
""
""
546 million usd
""
806 million usd
""
""
800 million usd
""
""
18 million usd
98 million usd
48 million usd
""
878 million usd
38 million usd
"1,809 million usd"
73 million usd
336 million usd
""
""
"27,874 million usd"
716 million usd
912 million usd
426 million usd
263 million usd
770 million usd
""
""
52 million usd
"1,878 million usd"
193 million usd
997 million usd
""
600 million usd
""
211 million usd
"24,110 million usd"
159 million usd
"1,085 million usd"
"91,922 million usd"
""
""
""
394 million usd
"3,853 million usd"
""
""
""
""
"6,006 million usd"
460 million usd
""
"1,688 million usd"
""
280 million usd
127 million usd
4 million usd
8 million usd
258 million usd
339 million usd
""
""
""
767 million usd
753 million usd
""
""
""
""
""
520 million usd
538 million usd
346 million usd
""
8 million usd
50 million usd
165 million usd
""
""
222 million usd
508 million usd
""
""
""
""
""
585 million usd
""
559 million usd
425 million usd
641 million usd
""
263 million usd
"2,013 million usd"
""
388 million usd
789 million usd
618 million usd
""
"1,460 million usd"
657 million usd
""
""
""
""
""
727 million usd
""
78 million usd
""
""
435 million usd
""
""
""
""
""
51 million usd
136 million usd
234 million usd
313 million usd
""
420 million usd
""
""
""
22 million usd
252 million usd
34 million usd
""
"1,059 million usd"
""
""
""
13 million usd
2 million usd
4 million usd
"1,186 million usd"
14 million usd
651 million usd
442 million usd
288 million usd
"2,943 million usd"
221 million usd
601 million usd
"2,651 million usd"
""
"7,452 million usd"
""
"3,753 million usd"
""
"2,247 million usd"
""
159 million usd
114 million usd
""
1 million usd
"1,626 million usd"
"3,562 million usd"
""
""
""
""
""
"3,550 million usd"
""
""
""
""
899 million usd
"3,352 million usd"
""
""
"1,617 million usd"
""
""
""
""
""
""
"5,710 million usd"
173 million usd
61 million usd
20 million usd
96 million usd
849 million usd
""
""
""
"1,212 million usd"
"1,022 million usd"
124 million usd
"1,489 million usd"
""
225 million usd
311 million usd
""
"2,620 million usd"
""
759 million usd
540 million usd
335 million usd
55 million usd
51 million usd
54 million usd
"1,911 million usd"
""
""
207 million usd
""
1 million usd
""
554 million usd
""
""
""
370 million usd
""
930 million usd
""
""
455 million usd
"1,050 million usd"
157 million usd
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
93 million usd
""
88 million usd
659 million usd
"1,228 million usd"
12 million usd
397 million usd
"1,176 million usd"
""
""
"1,650 million usd"
332 million usd
104 million usd
503 million usd
""
516 million usd
6 million usd
752 million usd
""
272 million usd
150 million usd
""
550 million usd
358 million usd
214 million usd
""
""
""
""
689 million usd
""
"3,851 million usd"
""
""
""
""
110 million usd
164 million usd
235 million usd
""
"1,158 million usd"
325 million usd
272 million usd
""
""
351 million usd
862 million usd
737 million usd
""
""
""
""
""
""
134 million usd
""
""
""
""
"2,732 million usd"
145 million usd
"1,865 million usd"
404 million usd
""
"2,274 million usd"
489 million usd
"1,022 million usd"
9 million usd
752 million usd
""
932 million usd
""
""
""
""
""
""
""
370 million usd
""
"1,107 million usd"
""
""
930 million usd
"4,018 million usd"
""
""
""
""
320 million usd
13 million usd
""
""
""
988 million usd
""
""
""
"1,167 million usd"
""
""
""
177 million usd
""
"6,651 million usd"
""
""
""
392 million usd
""
""
""
"6,218 million usd"
""
""
""
"2,541 million usd"
""
80 million usd
965 million usd
""
47 million usd
153 million usd
10 million usd
333 million usd
65 million usd
""
""
""
26 million usd
369 million usd
719 million usd
110 million usd
""
59 million usd
1 million usd
"1,211 million usd"
""
"1,450 million usd"
""
165 million usd
""
30 million usd
"1,082 million usd"
"1,199 million usd"
154 million usd
"3,661 million usd"
""
622 million usd
"1,080 million usd"
""
261 million usd
508 million usd
273 million usd
888 million usd
""
137 million usd
""
65 million usd
"1,723 million usd"
768 million usd
""
"1,737 million usd"
91 million usd
""
873 million usd
""
""
667 million usd
""
""
""
75 million usd
""
""
42 million usd
"1,264 million usd"
""
""
"51,617 million usd"
341 million usd
""
"22,663 million usd"
""
""
""
""
""
""
443 million usd
""
""
""
215 million usd
175 million usd
210 million usd
"1,901 million usd"
""
""
830 million usd
52 million usd
707 million usd
133 million usd
""
51 million usd
"1,185 million usd"
"15,042 million usd"
"3,175 million usd"
""
701 million usd
""
""
""
""
""
"7,041 million usd"
"2,847 million usd"
""
368 million usd
55 million usd
222 million usd
""
""
""
""
""
"1,216 million usd"
""
284 million usd
""
""
""
""
""
784 million usd
"1,672 million usd"
""
""
172 million usd
561 million usd
101 million usd
"4,455 million usd"
"1,302 million usd"
""
517 million usd
53 million usd
666 million usd
"11,720 million usd"
"6,505 million usd"
65 million usd
626 million usd
586 million usd
913 million usd
""
""
""
505 million usd
""
45 million usd
"1,313 million usd"
""
""
""
"1,791 million usd"
""
136 million usd
52 million usd
"6,577 million usd"
156 million usd
"1,688 million usd"
289 million usd
""
125 million usd
""
673 million usd
""
145 million usd
940 million usd
""
"9,827 million usd"
"1,158 million usd"
811 million usd
245 million usd
""
""
""
""
"1,423 million usd"
"6,348 million usd"
"5,419 million usd"
""
""
""
""
""
""
""
703 million usd
""
""
21 million usd
188 million usd
"3,923 million usd"
143 million usd
128 million usd
262 million usd
96 million usd
"2,681 million usd"
95 million usd
57 million usd
52 million usd
820 million usd
""
685 million usd
343 million usd
""
"3,307 million usd"
179 million usd
701 million usd
""
408 million usd
68 million usd
45 million usd
159 million usd
561 million usd
293 million usd
""
""
""
"12,457 million usd"
""
162 million usd
"1,090 million usd"
797 million usd
537 million usd
""
""
""
150 million usd
357 million usd
419 million usd
""
""
222 million usd
""
""
""
""
""
"1,091 million usd"
286 million usd
411 million usd
672 million usd
52 million usd
""
""
""
""
""
""
""
""
""
""
""
""
213 million usd
""
164 million usd
""
696 million usd
262 million usd
796 million usd
""
742 million usd
""
681 million usd
633 million usd
711 million usd
"1,651 million usd"
"2,006 million usd"
""
