10-DeBiGa-industry,10-DeBiGa-website,10-DeBiGa-headquarters
consumer packaged goods,www.redbull.com,austria
transport and logistics,www.csscholdings.com,china
technology and communications,www.computacenter.com/uk,united kingdom
financial services,www.bajajfinserv.in,india
metals and mining,www.south32.net,australia
medical equipment,www.bbraun.com,germany
financial services,www.lseg.com,united kingdom
pharmaceuticals and healthcare,www.daiichisankyo.co.jp,japan
paper and packaging,www.nipponpapergroup.com,japan
financial services,koreanre.co.kr,south korea
transport and logistics,avisbudgetgroup.com,united states of america
wholesale,www.paltac.co.jp,japan
retailing,www.burlington.com,united states of america
business and consumer services,www.secom.co.jp,japan
aerospace and defense,www.avichina.com,china
technology and communications,www.americantower.com,united states of america
consumer packaged goods,www.yamazakipan.co.jp,japan
industrial goods and machinery,www.adanienterprises.com,india
energy and utilities,cqpir.cheniere.com,united states of america
retailing,www.7-11.com.tw,taiwan
technology and communications,www.insight.com/en_us/home.html,united states of america
retailing,www.grupopaodeacucar.com.br,brazil
business and consumer services,www.persol-group.co.jp,japan
financial services,www.berkley.com,united states of america
retailing,www.fnacdarty.com,france
industrial goods and machinery,www.tbea.com,china
chemicals,www.univarsolutions.com,united states of america
aerospace and defense,www.huntingtoningalls.com,united states of america
industrial goods and machinery,www.skf.com,sweden
consumer packaged goods,www.groupeseb.com,france
consumer packaged goods,www.carlsberggroup.com,denmark
automotive,www.gestamp.com/es,spain
leisure and arts,www.caesars.com,united states of america
financial services,www.maybank.com,malaysia
leisure and arts,www.darden.com,united states of america
financial services,www.cinfin.com,united states of america
construction,www.stec.net,china
power,www.jpower.co.jp,japan
transport and logistics,ryder.com,united states of america
consumer packaged goods,electronics.tcl.com/en/global/home.php,china
industrial goods and machinery,www.acciona.com,spain
media,www.group.dentsu.com,japan
nuclear energy,www.cnnp.com.cn,china
metals and mining,www.suek.ru,russia
medical equipment,www.owens-minor.com,united states of america
leisure and arts,www.mgmresorts.com,united states of america
power,corporate.pseg.com,united states of america
business and consumer services,www.unitedrentals.com,united states of america
chemicals,www.zthx.com,china
chemicals,www.fpc.com.tw,taiwan
construction,www.aoyuan.com.cn,china
chemicals,www.yyth.com.cn,china
automotive,www.asburyauto.com,united states of america
industrial goods and machinery,www.doosanenerbility.com,south korea
agriculture and forestry,www.tongwei.com.cn,china
leisure and arts,www.yumchina.com,china
financial services,www.baloise.com,switzerland
construction,www.emcorgroup.com,united states of america
pharmaceuticals and healthcare,www.ramsayhealth.com,australia
financial services,www.rbcwealthmanagement.com,canada
construction,www.csci.com.hk,hong kong
technology and communications,www.sea.com,singapore
power,www.agl.com.au,australia
power,www.eversource.com,united states of america
wholesale,www.bidcorpgroup.com,south africa
construction,www.balfourbeatty.com,united kingdom
construction,www.sinooceangroup.com,china
paper and packaging,www.dssmith.com,united kingdom
construction,www.shkp.com,hong kong
industrial goods and machinery,www.home.sandvik/en,sweden
industrial goods and machinery,www.minebeamitsumi.com,japan
transport and logistics,www.iairgroup.com/es,united kingdom
paper and packaging,www.ndpaper.com,hong kong
business and consumer services,www.relx.com,united kingdom
energy and utilities,www.mplx.com,united states of america
technology and communications,www.telkom.co.id,indonesia
energy and utilities,www.crcgas.com,hong kong
technology and communications,www.epson.jp,japan
financial services,www.yapikredi.com.tr,turkey
agriculture and forestry,www.wens.com.cn,china
technology and communications,www.alticeusa.com,united states of america
energy and utilities,www.ugicorp.com,united states of america
power,www.energia.co.jp,japan
chemicals,www.sika.com,switzerland
financial services,www.bankmandiri.co.id,indonesia
agriculture and forestry,www.goldenagri.com.sg,singapore
financial services,www.assurant.com,united states of america
construction,www.weyerhaeuser.com,united states of america
energy and utilities,www.saras.it/it,italy
alternative energy,www.hydroquebec.com,canada
financial services,www.vakifbank.com.tr,turkey
media,www.interpublic.com,united states of america
consumer packaged goods,www.ajinomoto.co.jp,japan
financial services,www.gazprombank.ru,russia
automotive,www.faw.com,china
automotive,www.simedarby.com,malaysia
consumer packaged goods,www.wuliangye.com.cn,china
technology and communications,www.cgi.com/en,canada
financial services,www.pzu.pl,poland
consumer packaged goods,www.molsoncoors.com,united states of america
construction,www.tollbrothers.com,united states of america
technology and communications,www.teliacompany.com,sweden
financial services,www.hsbank.com.cn,china
financial services,www.cinda.com.cn,china
chemicals,www.sekisui.co.jp,japan
technology and communications,www.libertyglobal.com,united kingdom
financial services,www.pfcindia.com,india
energy and utilities,www.behl.com.hk,hong kong
power,www.cez.cz,czech republic
transport and logistics,www.ceair.com,china
industrial goods and machinery,en.zoomlion.com,china
media,newscorp.com,united states of america
retailing,www.ebayinc.com,united states of america
industrial goods and machinery,www.ihi.co.jp,japan
financial services,www.iag.com.au,australia
consumer packaged goods,www.nipponham.co.jp,japan
chemicals,www.eastman.com,united states of america
power,www.tva.com,united states of america
leisure and arts,www.ctgdutyfree.com.cn,china
retailing,www.steinhoffinternational.com,south africa
technology and communications,www.jio.com,india
automotive,www.inchcape.com,united kingdom
agriculture and forestry,www.westfraser.com,canada
construction,www.bouygues-construction.com,france
financial services,securities.miraeasset.com,south korea
pharmaceuticals and healthcare,www.csl.com,australia
energy and utilities,www.williams.com,united states of america
retailing,finance.hermes.com/en,france
consumer packaged goods,www.newellbrands.com,united states of america
financial services,www.cbhb.com.cn,china
financial services,www.emiratesnbd.com/en,united arab emirates
energy and utilities,www.delekus.com,united states of america
financial services,www.garantibbva.com.tr,turkey
energy and utilities,www.tcenergy.com,canada
transport and logistics,www.turkishairlines.com,turkey
financial services,www.ally.com,united states of america
pharmaceuticals and healthcare,www.gybys.com.cn,china
energy and utilities,www.dcpmidstream.com,united states of america
technology and communications,www.wipro.com,india
transport and logistics,www.zim.com,israel
metals and mining,www.teck.com,canada
financial services,www.banorte.com,mexico
transport and logistics,www.sbb.ch,switzerland
energy and utilities,ssc.sinopec.com,china
medical equipment,www.questdiagnostics.com,united states of america
retailing,www.wegmans.com,united states of america
power,www.clpgroup.com,hong kong
energy and utilities,www.thaioilgroup.com,thailand
power,www.originenergy.com.au,australia
technology and communications,www.amphenol.com,united states of america
chemicals,www.dsm.com,netherlands
transport and logistics,www.eascs.com,china
technology and communications,sistema.ru,russia
metals and mining,southerncoppercorp.com,united states of america
energy and utilities,www.helpe.gr,greece
retailing,www.mckesson.eu,germany
leisure and arts,www.bookingholdings.com,united states of america
business and consumer services,www.bcg.com,united states of america
technology and communications,www.tpv-tech.com,china
pharmaceuticals and healthcare,www.biogen.com,united states of america
automotive,shop.advanceautoparts.com,united states of america
power,www.zzepc.com.cn,china
construction,www.aceg.com.cn,china
technology and communications,www.nxp.com,netherlands
energy and utilities,www.inpex.co.jp,japan
construction,www.assaabloy.com,sweden
financial services,www.unionbankofindia.co.in,india
power,www.firstenergycorp.com,united states of america
financial services,www.nbc.ca,canada
conglomerate,www.ielp.com,united states of america
industrial goods and machinery,www.agcocorp.com,united states of america
power,www.aes.com,united states of america
transport and logistics,www.nscorp.com,united states of america
financial services,asrnederland.nl,netherlands
financial services,www.firstrand.co.za,south africa
metals and mining,www.ssab.com,sweden
construction,mohawkind.com,united states of america
metals and mining,www.smm.co.jp,japan
financial services,www.sbilife.co.in,india
chemicals,www.arkema.com,france
financial services,www.nochubank.or.jp,japan
wholesale,www.tohohd.co.jp,japan
technology and communications,www.deltaww.com,taiwan
clean technology,www.republicservices.com,united states of america
consumer packaged goods,www.suntory.co.jp/softdrink,japan
transport and logistics,www.mol.co.jp,japan
financial services,www.raymondjames.com,united states of america
media,www.vivendi.com,france
business and consumer services,www.issworld.com,denmark
chemicals,www.akzonobel.com,netherlands
construction,www.agile.com.cn,china
financial services,www.tokyocentury.co.jp,japan
energy and utilities,www.chinagasholdings.com.hk,hong kong
wholesale,www.metcash.com,australia
paper and packaging,www.crowncork.com,united states of america
technology and communications,www.singtel.com,singapore
consumer packaged goods,www.masterkong.com.cn,china
construction,www.mideadc.com,china
industrial goods and machinery,www.lsholdings.com,south korea
technology and communications,www.acer.com,taiwan
media,www.spotify.com,luxembourg
construction,bip.brookfield.com/en,bermuda
consumer packaged goods,www.conagrabrands.com,united states of america
pharmaceuticals and healthcare,www.astellas.com/jp,japan
conglomerate,www.doosan.com,south korea
power,www.cr-power.com,hong kong
metals and mining,www.salzgitter-ag.com/de,germany
transport and logistics,www.cn.ca/en,canada
transport and logistics,www.airchina.com.cn,china
energy and utilities,www.bashneft.ru,russia
technology and communications,www.hcltech.com,india
alternative energy,www.siemensgamesa.com/es-es,spain
paper and packaging,www.upm.com,finland
metals and mining,www.sibanyestillwater.com,south africa
metals and mining,severstal.com/global,russia
consumer packaged goods,www.iff.com,united states of america
pharmaceuticals and healthcare,www.davita.com,united states of america
energy and utilities,www.mrpl.co.in,india
technology and communications,investors.seagate.com/overview/default.aspx,ireland
financial services,www.axisbank.com,india
construction,www.swirepacific.com,hong kong
technology and communications,www.rogers.com,canada
financial services,www.isbank.com.tr,turkey
automotive,www.gac.com.cn,china
metals and mining,www.vedantaresources.com,united kingdom
power,www.entergy.com,united states of america
retailing,www.jdsports.co.uk,united kingdom
business and consumer services,www.bdo.global,belgium
construction,www.rfchina.com,china
power,www.sse.com,united kingdom
financial services,www.erstegroup.com,austria
technology and communications,www.samsungsdi.co.kr,south korea
financial services,www.everestre.com,bermuda
metals and mining,www.mmk.ru,russia
consumer packaged goods,www.vfc.com,united states of america
retailing,www.colruytgroup.com,belgium
retailing,www.elcorteingles.com,spain
financial services,www.bankofbaroda.com,india
financial services,www.chinalife.com.tw,taiwan
medical equipment,www.bostonscientific.com,united states of america
financial services,www.cna.com,united states of america
technology and communications,www.samsungsds.com,south korea
paper and packaging,www.smurfitkappa.com,ireland
transport and logistics,www.yangming.com,taiwan
financial services,www.pnbindia.in,india
automotive,www.marutisuzuki.com,india
media,www.dnp.co.jp,japan
metals and mining,www.barrick.com,canada
metals and mining,rusal.ru,russia
consumer packaged goods,www.saputo.com,canada
financial services,www.unum.com,united states of america
financial services,www.alleghany.com,united states of america
technology and communications,www.analog.com,united states of america
construction,www.mec.co.jp,japan
paper and packaging,www.storaenso.com,finland
transport and logistics,www.hmm21.com,south korea
financial services,www.statestreet.com/home.html,united states of america
power,www.vistracorp.com,united states of america
technology and communications,www.lguplus.com,south korea
consumer packaged goods,www.goertek.com,china
construction,www.loganestate.com,china
financial services,www.suncorpgroup.com.au,australia
energy and utilities,www.moh.gr,greece
business and consumer services,www.dksh.com,switzerland
automotive,corp.canadiantire.ca,canada
metals and mining,www.alcoa.com/global/en/home.asp,united states of america
transport and logistics,www.jbhunt.com,united states of america
leisure and arts,www.carnivalcorp.com,united states of america
chemicals,www.petrorabigh.com,saudi arabia
industrial goods and machinery,www.kiongroup.com,germany
media,corporate.discovery.com,united states of america
energy and utilities,www.devonenergy.com,united states of america
financial services,www.aon.com,ireland
automotive,www.mahindra.com,india
technology and communications,www.swisscom.ch,switzerland
metals and mining,newmont.com,united states of america
retailing,www.zalando.de,germany
construction,www.zhongnangroup.cn,china
retailing,www.dickssportinggoods.com,united states of america
industrial goods and machinery,www.schindler.com,switzerland
technology and communications,www.mtn.co.za/home,south africa
construction,www.ighd.co.jp,japan
agriculture and forestry,sfc.jp,japan
power,www.orsted.com,denmark
chemicals,www.mosaicco.com,united states of america
financial services,www.bri.co.id,indonesia
pharmaceuticals and healthcare,www.chs.net,united states of america
transport and logistics,www.aldautomotive.com,france
aerospace and defense,www.textron.com,united states of america
automotive,www.sonicautomotive.com,united states of america
power,www.eskom.co.za,south africa
medical equipment,www.henryschein.com,united states of america
financial services,www.woorifg.com,south korea
industrial goods and machinery,www.kone.com,finland
power,www.taqa.com,united arab emirates
retailing,www.shopriteholdings.co.za,south africa
construction,www.fluor.com,united states of america
consumer packaged goods,www.hormelfoods.com,united states of america
financial services,www.smth.jp,japan
automotive,www.mahle.com,germany
energy and utilities,www.gruppohera.it,italy
construction,www.kiewit.com,united states of america
financial services,www.dbs.com.sg/index/default.page,singapore
chemicals,www.sinochemintl.com,china
nuclear energy,www.cgnp.com.cn,china
financial services,www.njcb.com.cn,china
transport and logistics,www.csx.com,united states of america
technology and communications,www.innolux.com,taiwan
power,www.longi.com,china
business and consumer services,www.securitas.com,sweden
financial services,www.vig.com,austria
technology and communications,www.hikvision.com/en,china
energy and utilities,gailonline.com/rank_,india
chemicals,www.sdk.co.jp,japan
consumer packaged goods,www.kao.com/jp,japan
pharmaceuticals and healthcare,www.uhs.com,united states of america
consumer packaged goods,www.pernod-ricard.com,france
automotive,www.toyota-boshoku.com/jp,japan
consumer packaged goods,www.keurigdrpepper.com,united states of america
power,www.tnb.com.my,malaysia
chemicals,www.airproducts.com,united states of america
construction,www.lixil.com/jp,japan
automotive,www.jtekt.co.jp,japan
technology and communications,www.intuit.com,united states of america
consumer packaged goods,www.ctfjewellerygroup.com,hong kong
retailing,www.tractorsupply.com,united states of america
industrial goods and machinery,www.ecolab.com,united states of america
financial services,www.canarabank.com/english,india
technology and communications,www.st.com,switzerland
transport and logistics,www.xpo.com,united states of america
automotive,www.carvana.com,united states of america
medical equipment,www.baxter.com,united states of america
technology and communications,atos.net,france
technology and communications,www.telenor.com,norway
energy and utilities,www.sempra.com,united states of america
technology and communications,www.vmware.com,united states of america
financial services,www.markel.com,united states of america
construction,www.grasim.com,india
industrial goods and machinery,www.atlascopco.com,sweden
retailing,www.caseys.com,united states of america
construction,www.quantaservices.com,united states of america
automotive,www.hino.co.jp,japan
financial services,www.bochk.com/sc/aboutus/ir/factsheet.html,hong kong
technology and communications,www.lginnotek.com,south korea
industrial goods and machinery,www.grainger.com,united states of america
paper and packaging,www.ojiholdings.co.jp,japan
chemicals,www.fcfc.com.tw,taiwan
construction,www.networkrail.co.uk,united kingdom
construction,aecom.com,united states of america
paper and packaging,www.tetrapak.com,switzerland
construction,www.scrbc.com.cn,china
industrial goods and machinery,en.xcmg.com,china
automotive,www.lkqcorp.com,united states of america
construction,www.shimz.co.jp,japan
financial services,www.discover.com,united states of america
energy and utilities,www.globalp.com,united states of america
consumer packaged goods,www.arla.com,denmark
automotive,corporate.oreillyauto.com/corporate,united states of america
automotive,www.tianneng.com.hk,hong kong
industrial goods and machinery,www.ttigroup.com,hong kong
technology and communications,auo.com,taiwan
energy and utilities,www.transneft.ru,russia
pharmaceuticals and healthcare,www.otsuka.com/jp,japan
financial services,ia.ca/investorrelations,canada
industrial goods and machinery,www.khi.co.jp,japan
retailing,www.kesko.fi,finland
business and consumer services,www.allegisgroup.com,united states of america
energy and utilities,www.ypf.com,argentina
alternative energy,www.xcelenergy.com,united states of america
construction,www.vonovia.de,germany
technology and communications,www.telus.com,canada
financial services,www.ameriprise.com,united states of america
automotive,www.group1auto.com,united states of america
financial services,www.bayernlb.com,germany
metals and mining,www.evraz.com,united kingdom
financial services,www.storebrand.no,norway
consumer packaged goods,www.ambev.com.br,brazil
chemicals,www.solvay.com/en,belgium
transport and logistics,www.ksoe.co.kr,south korea
financial services,www.sanlam.co.za,south africa
transport and logistics,www.logista.com/en,spain
technology and communications,ir.netease.com,china
automotive,www.scania.com,sweden
retailing,www.lotteshoppingir.com,south korea
power,www.interrao.ru,russia
power,www.a2a.eu/it,italy
retailing,www.sunartretail.com,china
power,www.gkpge.pl,poland
consumer packaged goods,www.mengniuir.com,hong kong
power,www.conedison.com,united states of america
retailing,www.wayfair.com,united states of america
aerospace and defense,www.leidos.com,united states of america
construction,www.taisei.co.jp,japan
financial services,www.halkbank.com.tr,turkey
construction,www.liebherr.com,switzerland
media,www.toppan.co.jp,japan
financial services,www.helvetia.com,switzerland
technology and communications,www.byd-electronics.com,china
business and consumer services,www.linkedin.com,united states of america
paper and packaging,www.ball.com,united states of america
chemicals,www.spc.com.cn,china
power,www.mrsk-1.ru/en/,russia
leisure and arts,www.marriott.com,united states of america
business and consumer services,ir.iqvia.com,united states of america
financial services,www.fisglobal.com,united states of america
media,www.publicisgroupe.com,france
financial services,www.cdfholding.com,taiwan
pharmaceuticals and healthcare,www.mayoclinic.org,united states of america
financial services,www.nordea.fi,finland
construction,www.pultegroupinc.com,united states of america
technology and communications,www.z-holdings.co.jp,japan
retailing,www.currysplc.com,united kingdom
construction,www.chinajinmao.cn,hong kong
media,www.foxcorporation.com,united states of america
power,www.dominionenergy.com,united states of america
metals and mining,www.sail.co.in,india
retailing,www.qurateretail.com,united states of america
construction,www.kentaku.co.jp,japan
pharmaceuticals and healthcare,www.advocateaurorahealth.org,united states of america
technology and communications,www.corning.com,united states of america
power,www.fpl.com,united states of america
automotive,www.adient.com,ireland
metals and mining,www.rsac.com,united states of america
metals and mining,www.enplusgroup.com,russia
energy and utilities,www.osakagas.co.jp,japan
financial services,www.nbcb.com.cn,china
transport and logistics,www.sg-hldgs.co.jp,japan
industrial goods and machinery,www.tranetechnologies.com,ireland
financial services,www.intactfc.com,canada
wholesale,www.bunzl.com,united kingdom
consumer packaged goods,www.kelloggcompany.com/en_us/home.html,united states of america
financial services,www.abnamro.com,netherlands
financial services,www.nomuraholdings.com,japan
consumer packaged goods,www.essity.com,sweden
financial services,www.principal.com,united states of america
metals and mining,www.bluescope.com,australia
media,www.omnicomgroup.com,united states of america
industrial goods and machinery,www.otis.com,united states of america
retailing,www.coop.co.uk,united kingdom
chemicals,www.mitsuichem.com,japan
retailing,www.yamada-denki.jp,japan
financial services,www.qnb.com,qatar
energy and utilities,www.ennenergy.com,china
industrial goods and machinery,www.itw.com,united states of america
automotive,www.sinotruk.com,china
media,www.coxenterprises.com,united states of america
paper and packaging,www.berryglobal.com,united states of america
metals and mining,www.angloamericanplatinum.com,south africa
metals and mining,www.gerdau.com,brazil
metals and mining,www.gerdau.com/br/pt,brazil
technology and communications,eand.com,united arab emirates
paper and packaging,www.amcor.com,united kingdom
construction,www.cemex.com,mexico
retailing,www.pinduoduo.com,china
technology and communications,www.sktelecom.com,south korea
technology and communications,www.synnex-grp.com,taiwan
consumer packaged goods,www.electroluxgroup.com,sweden
chemicals,www.indoramaventures.com,thailand
technology and communications,www.also.com,switzerland
chemicals,www.pttgcgroup.com,thailand
financial services,www.loews.com,united states of america
media,www.skygroup.sky,united kingdom
chemicals,www.npc.com.tw,taiwan
metals and mining,www.gmexico.com,mexico
consumer packaged goods,www.pilgrims.com,united states of america
retailing,investor.nordstrom.com,united states of america
financial services,www.kbc.com,belgium
financial services,www.greateasternlife.com,singapore
financial services,www.macquarie.com/au/en.html,australia
power,www.sce.com,united states of america
metals and mining,www.coalindia.in,india
automotive,www.borgwarner.com,united states of america
energy and utilities,www.surgutneftegas.ru,russia
power,www.edison.com,united states of america
retailing,www.johnlewispartnership.co.uk,united kingdom
retailing,www.icagruppen.se,sweden
technology and communications,www.jacobs.com,united states of america
retailing,corporate.marksandspencer.com,united kingdom
power,www.newlook.dteenergy.com,united states of america
retailing,corp.rakuten.co.jp,japan
retailing,investors.falabella.com/spanish/inicio/default.asp,chile
financial services,www.skfh.com.tw,taiwan
power,www.prysmiangroup.com,italy
retailing,www.metro.ca/en,canada
metals and mining,www.citicsteel.com,china
technology and communications,www.nintendo.co.jp,japan
financial services,www.ibk.co.kr,south korea
consumer packaged goods,www.agc.com,japan
chemicals,www.alfa.com.mx,mexico
financial services,www.ctbcholding.com,taiwan
energy and utilities,www.halliburton.com/en-us/default.html,united states of america
transport and logistics,www.united.com,united states of america
financial services,www.commerzbank.de,germany
financial services,www.ageas.com,belgium
construction,en.gemdale.com,china
aerospace and defense,www.rolls-royce.com/investors.aspx,united kingdom
financial services,www.hi.co.kr,south korea
consumer packaged goods,www.changhong.com,china
retailing,www.cencosud.com,chile
financial services,equitable.com,united states of america
power,www.kyuden.co.jp,japan
construction,www.greentownchina.com,china
industrial goods and machinery,www.stanleyblackanddecker.com,united states of america
automotive,www.aptiv.com,ireland
energy and utilities,www.psopk.com,pakistan
construction,www.colas.com,france
financial services,fnf.com,united states of america
chemicals,www.corteva.com,united states of america
technology and communications,www.ricoh.co.jp,japan
power,www.hdpi.com.cn,china
energy and utilities,www.novatek.ru,russia
automotive,www.geelyauto.com.hk,hong kong
financial services,www.synchrony.com,united states of america
transport and logistics,www.csair.com/cn/index.shtml,china
technology and communications,www.airtel.in,india
transport and logistics,www.southwest.com,united states of america
construction,www.hdec.kr,south korea
consumer packaged goods,www.marfrig.com.br,brazil
industrial goods and machinery,www.parker.com/portal/site/parker/menuitem.b90576e,united states of america
energy and utilities,www.cheniere.com,united states of america
transport and logistics,www.theemiratesgroup.com,united arab emirates
pharmaceuticals and healthcare,www.tevapharm.com,israel
leisure and arts,www.octholding.com,china
transport and logistics,www.yamato-hd.co.jp,japan
technology and communications,www.telstra.com.au/aboutus,australia
power,www.dtpower.com,china
financial services,www.idbins.com,south korea
pharmaceuticals and healthcare,www.regeneron.com,united states of america
metals and mining,www.ternium.com,luxembourg
agriculture and forestry,www.cpfworldwide.com,thailand
financial services,www.isyatirim.com.tr,turkey
metals and mining,www.mmc.co.jp,japan
medical equipment,www.labcorp.com,united states of america
automotive,global.yamaha-motor.com/jp,japan
technology and communications,www.murata.com,japan
financial services,www.sampo.com,finland
financial services,www.bnymellon.com,united states of america
alternative energy,www.ctg.com.cn,china
power,www.enelamericas.com,chile
metals and mining,nlmk.com,russia
consumer packaged goods,www.kirinholdings.co.jp,japan
technology and communications,www.fiserv.com,united states of america
energy and utilities,www.ampol.com.au,australia
consumer packaged goods,www.fonterra.com,new zealand
automotive,www.autozone.com,united states of america
technology and communications,www.dxc.com/us/en,united states of america
metals and mining,www.xinsteel.com.cn,china
paper and packaging,www.tetralaval.com,switzerland
technology and communications,www.te.com,switzerland
financial services,www.lbbw.de,germany
automotive,www.changan.com.cn,china
automotive,www.thorindustries.com,united states of america
retailing,ppi-hd.co.jp,japan
construction,www.cggc.cn,china
automotive,www.astra.co.id,indonesia
power,www.egat.co.th,thailand
business and consumer services,www.aramark.com,united states of america
financial services,www.czbank.com/cn/index.shtml,china
technology and communications,www.kyocera.co.jp,japan
technology and communications,www.amd.com/en,united states of america
financial services,www.rgare.com,united states of america
automotive,www.schaeffler.com,germany
technology and communications,www.infosys.com,india
transport and logistics,www.expeditors.com,united states of america
technology and communications,www.adp.com,united states of america
financial services,www.oldmutual.com,south africa
financial services,www.cathayholdings.com,taiwan
energy and utilities,www.oneok.com,united states of america
construction,www.sanyhi.com,china
construction,www.scg.com,thailand
energy and utilities,www.kindermorgan.com,united states of america
chemicals,www.yara.com,norway
metals and mining,www.nst.nipponsteel.com,japan
financial services,www.standardbank.com,south africa
retailing,www.gapinc.com,united states of america
aerospace and defense,www.leonardo.com,italy
chemicals,www.dupont.com,united states of america
financial services,ir.kkr.com,united states of america
construction,www.cifi.com.cn,china
construction,www.skanska.com,sweden
metals and mining,www.csc.com.tw,taiwan
power,www.aep.com,united states of america
technology and communications,www.infineon.com,germany
transport and logistics,www.ooilgroup.com,hong kong
chemicals,www.ppg.com,united states of america
metals and mining,www.yanzhoucoal.com.cn,china
transport and logistics,www.airfranceklm.com/fr,france
technology and communications,www.stc.com.sa,saudi arabia
technology and communications,www.jp.tdk.com,japan
energy and utilities,www.targaresources.com,united states of america
energy and utilities,www.targaresources.com,united states of america
consumer packaged goods,www.moutaichina.com,china
consumer packaged goods,https://www.core-mark.com/,united states of america
consumer packaged goods,www.uni-president.com.tw,taiwan
power,www.nexteraenergy.com,united states of america
energy and utilities,www.tupras.com.tr,turkey
chemicals,www.brenntag.com,germany
industrial goods and machinery,www.nidec.com,japan
medical equipment,www.stryker.com,united states of america
construction,www.obayashi.co.jp,japan
energy and utilities,www.parkland.ca/en,canada
consumer packaged goods,www.yili.com,china
technology and communications,www.lamresearch.com,united states of america
consumer packaged goods,www.grupobimbo.com,mexico
financial services,www.qbe.com,australia
financial services,www.bosc.cn,china
financial services,www.unipolsai.com/it,italy
retailing,www.murphyusa.com,united states of america
financial services,www.unipol.it/it,italy
wholesale,www.rexel.com,france
power,www.evn.com.vn,vietnam
metals and mining,www.fmgl.com.au,australia
energy and utilities,www.tatneft.ru,russia
wholesale,www.mitsubishi-shokuhin.com,japan
metals and mining,www.hydro.com,norway
consumer packaged goods,www.colgatepalmolive.com,united states of america
transport and logistics,www.uber.com,united states of america
automotive,www.goodyear.com,united states of america
automotive,www.dfmg.com.cn,china
construction,www.bechtel.com,united states of america
transport and logistics,www.royalmailgroup.com,united kingdom
transport and logistics,www.evergreen-marine.com,taiwan
energy and utilities,www.sunocolp.com,united states of america
technology and communications,www.adobe.com,united states of america
transport and logistics,www.jreast.co.jp,japan
energy and utilities,www.caosco.com,singapore
metals and mining,www.voestalpine.com/group,austria
media,www.wpp.com,united kingdom
metals and mining,www.magang.com.cn,china
technology and communications,squareup.com,united states of america
financial services,www.jp-bank.japanpost.jp,japan
technology and communications,www.mediatek.com,taiwan
automotive,www.jcclgroup.com,singapore
chemicals,corporate.evonik.com,germany
power,www.gs.co.kr,south korea
retailing,www.cpall.co.th,thailand
medical equipment,www.gehealthcare.com,united states of america
power,www.edp.com,portugal
consumer packaged goods,www.elcompanies.com,united states of america
metals and mining,hongqiaochina.com,china
technology and communications,www.zte.com.cn,china
aerospace and defense,www.l3harris.com,united states of america
energy and utilities,www.pxd.com,united states of america
technology and communications,www.tel.co.jp,japan
metals and mining,www.nornickel.ru,russia
financial services,www.blackrock.com,united states of america
media,ir.dish.com,united states of america
pharmaceuticals and healthcare,www.viatris.com/en,united states of america
energy and utilities,www.neste.com,finland
financial services,www.natwestgroup.com,united kingdom
aerospace and defense,www.safran-group.com,france
environmental and waste management services,www.wm.com,united states of america
power,www.ntpc.co.in,india
metals and mining,www.vedantalimited.com,india
metals and mining,www.metinvestholding.com,netherlands
automotive,www.tenneco.com,united states of america
construction,www.strabag.com,austria
technology and communications,www.gruppotim.it/it.html,italy
energy and utilities,pgnig.pl,poland
retailing,kingfisher.com/en/index.html,united kingdom
retailing,www.vipshop.com,china
automotive,www.mitsubishi-motors.com,japan
consumer packaged goods,www.reckitt.com,united kingdom
industrial goods and machinery,www.wesco.com,united states of america
metals and mining,stld.steeldynamics.com,united states of america
energy and utilities,www.hfsinclair.com,united states of america
technology and communications,www.ti.com,united states of america
transport and logistics,www.alstom.com,france
alternative energy,www.vestas.com,denmark
financial services,www.hdfc.com,india
automotive,www.faurecia.com,france
chemicals,www.shinetsu.co.jp,japan
pharmaceuticals and healthcare,www.modernatx.com,united states of america
transport and logistics,www.nipponexpress-holdings.com,japan
power,www.se.com.sa,saudi arabia
technology and communications,www.cognizant.com,united states of america
technology and communications,www.inventec.com,taiwan
metals and mining,www.kobelco.co.jp,japan
construction,www.kajima.co.jp,japan
energy and utilities,www.eogresources.com,united states of america
chemicals,www.sasol.com,south africa
technology and communications,www.bce.ca,canada
general business,www.sojitz.com/jp,japan
construction,www.mitsuifudosan.co.jp,japan
power,www.tohoku-epco.co.jp,japan
technology and communications,www.westerndigital.com,united states of america
chemicals,www.covestro.de,germany
medical equipment,www.bd.com,united states of america
automotive,www.genpt.com,united states of america
financial services,investor.mastercard.com/investor-relations/default,united states of america
technology and communications,www.digitalchina.com,china
retailing,www.rossstores.com,united states of america
financial services,www.morganstanley.com/wealth/default.asp,united states of america
retailing,www.ottogroup.com,germany
retailing,www.jztey.com,china
financial services,www.schwab.com,united states of america
transport and logistics,www.glovis.net,south korea
consumer packaged goods,www.generalmills.com,united states of america
financial services,www.sc.com/en,united kingdom
energy and utilities,www.tokyo-gas.co.jp,japan
consumer packaged goods,www.topfrontier.com.ph,philippines
consumer packaged goods,www.sanmiguel.com.ph,philippines
aerospace and defense,www.thalesgroup.com,france
construction,bbmg-umb.azurewebsites.net,china
financial services,www.lfg.com,united states of america
technology and communications,www.asus.com,taiwan
financial services,www.jsbchina.cn,china
financial services,www.santander.com.br,brazil
automotive,www.lear.com,united states of america
transport and logistics,www.sinotrans.com,china
paper and packaging,www.internationalpaper.com,united states of america
