foundation_year,headquarter,industry,name,ownership
1989,"bangalore, india",it services & consulting,microland,public
1985,"noida, uttar pradesh, india",packaging,uflex,public
1983,"chennai, tamil nadu, india",fmcg,cavinkare,private
1994,"mumbai, maharashtra, india",financial services,kotak securities,private
2012,"seattle, washington, united states (usa)",logistics,amazon transportation services,private
2001,"mountain view, california, united states (usa)",it services & consulting,harman connected services,private
1971,"moon township, united states (usa)",logistics,fedex express,private
1979,"hopkinton, unitedstates",it services & consulting,dell emc,private
1999,"zurich,zurich, switzerland",recruitment,adecco group,private
1910,"chennai, tamil nadu, india",engineering & construction,kone,private
1974,"noida, uttar pradesh, india",food processing,mother dairy fruit & vegetable,private
1930,"amsterdam, netherlands",healthcare,philips,private
2014,"abu dhabi, united arab emirates (uae)",healthcare,max fashion,private
1908,"vadodara/baroda, gujrat, india",banking,bank of baroda,private
1997,"mumbai, maharashtra, india",financial services,citicorp,private
1997,"singapore, singapore",it services & consulting,quest global,private
0,,consumer electronics & appliances,samsung india electronics,
1987,"mumbai, maharashtra, india",financial services,motilal oswal financial services,public
1975,"kolkata, west bengal, india",hospitality,itc hotels,public
2007,"bangalore, india",nbfc,fincare small finance bank,
2004,"mumbai, maharashtra, india",recruitment,innovsource services,private
1999,"gurgaon/gurugram, haryana, india",telecom,aircel,private
0,,financial services,angel one,
1958,"bhopal, madhya pradesh, india",printing & publishing,dainik bhaskar group of publication,public
1978,"marseille, marseille, france",other,cma cgm,private
2000,"new york city,new york, united states",telecom,verizon,private
1957,"new delhi, india",it services & consulting,exl india,
1977,"kochi/cochin, kerala, india",electrical equipment,v-guard industries,public
1997,"delhi/ncr, delhi, india",logistics,safexpress,private
2007,"london, united kingdom (uk)",it services & consulting,barclays shared services,private
1884,"atlanta,georgia, united states",software product,ncr corporation,private
1996,"east moline, illinois, united states (usa)",it services & consulting,yash technologies,private
1987,"mumbai,maharashtra, india",analytics & kpo,crisil,public
2000,"noida, uttar pradesh, india",it services & consulting,aforeserve,private
1957,"new brunswick, new jersey, united states (usa)",pharma,johnson & johnson,private
2015,"hyderabad/secunderabad, telangana, india",banking,dbs bank,private
1926,"mumbai, maharashtra, india",engineering & construction,hindustan construction company,public
1979,"bonn, germany",logistics,dhl express,private
0,,pharma,novartis,
1994,"bangalore/bengaluru, karnataka, india",defence & aerospace,honeywell technology solutions,private
1934,"gurgaon/gurugram, haryana, india",consumer electronics & appliances,usha international,public
1961,"mumbai, maharashtra, india",pharma,usv,private
1953,"hyderabad/secunderabad, telangana, india",pharma,biological e,private
2007,"mumbai, india",financial services,aditya birla capital,public
2000,"london, united kingdom (uk)",it services & consulting,bt global services,private
1995,"mumbai, india",healthcare,srl diagnostics,private
1999,"mumbai, maharashtra, india",media & entertainment,inox leisure,public
1994,"delhi/ncr, delhi, india",consumer electronics & appliances,sony,public
1991,"delhi, india",nbfc,hero fincorp,private
2009,"gurgaon, india",healthcare,medanta the medicity,private
1999,"noida, uttar pradesh, india",consumer electronics & appliances,kent ro systems,private
2015,"bangalore,karnataka, india",it services & consulting,phonepe,private
1962,"mumbai, maharashtra, india",engineering & construction,tce,private
1983,"evanston, illinois, united states (usa)",management consulting,zs,private
1997,"noida, india",auto components,motherson automotive technologies and engineering,private
2000,"bangalore,karnataka, india",healthcare,medi assist india,private
2006,"paris, france",it services & consulting,orange business services,private
2015,"bangalore,karnataka, india",edtech,unacademy,private
2009,"chennai, tamil nadu, india",it services & consulting,iopex technologies,private
2000,"noida, india",bpo,hcl technologies bpo services,private
2000,"mumbai, maharashtra, india",financial services,hdfc securities,public
1918,"kadoma, osaka, japan",consumer electronics & appliances,panasonic,private
1978,"norwalk,connecticut, united states",analytics & kpo,factset,private
1996,"bengaluru/bangalore, karnataka, india",automobile,mercedes-benz research & development india,public
1996,"aurangabad, maharashtra, india",auto components,badve engineering,private
1985,"miami, florida, united states (usa)",bpo,sitel,private
1919,"hertfordshire, england",it services & consulting,tesco,private
1996,"ahmedabad, gujrat, india",power,torrent power,public
1952,"louisville, kentucky, united states (usa)",hospitality,kfc,private
1889,"santa ana, california, united states (usa)",it services & consulting,first american corporation,private
1985,"hyderabad/secunderabad, telangana, india",education & training,narayana educational society,private
1974,"mumbai, maharashtra, india",oil & gas,hindustan petroleum,government
1988,"west palm beach, florida, united states (usa)",financial services,ocwen financial solutions,private
1927,"bethesda, maryland, united states (usa)",hospitality,marriott international,private
1988,"aurangabad, india",auto components,varroc group,public
1980,"singapore, singapore",edtech,straive,private
1975,"delhi/ncr, delhi, india",power,ntpc,private
1997,"nanterre, france",auto components,faurecia,private
1974,"kolkata, west bengal, india",fmcg,emami,public
1937,"coimbatore, tamil nadu, india",industrial machinery,l.g.balakrishnan & bros,public
2014,"bangalore,karnataka, india",internet,nobroker,private
1990,"gurgaon/gurugram, haryana, india",nbfc,satin creditcare network,public
1933,"noida, uttar pradesh, india",industrial machinery,isgec,public
2007,"mumbai, maharashtra, india",it services & consulting,iksula,llp
1969,"bonn, germany",logistics,dhl supply chain,private
1981,,education & training,niit,public
1989,"mumbai, maharashtra, india",oil & gas,nayara energy,private
1997,"bangalore/bengaluru, karnataka, india",automobile,toyota kirloskar motor,private
2005,"copenhagen, denmark",facility management services,iss facility services,private
1985,"delhi/ncr, delhi, india",bpo,security and intelligence services (india),public
1989,"delhi/ncr, new delhi, india",fmcg,vlcc,private
1980,"mumbai, maharashtra, india",engineering & construction,j. kumar infraprojects,public
2009,"mumbai, maharashtra, india",oil & gas,l&t energy hydrocarbon,private
1998,"mumbai, maharashtra, india",retail,trent,public
2005,"santa clara,california, united states",it services & consulting,chegg,private
2001,"winnipeg, manitoba, canada",bpo,24-7 intouch,private
2009,"mumbai, india",internet,videocon d2h,public
1945,"new york, new york, united states (usa)",analytics & kpo,mercer,private
2017,"gurgaon,haryana, india",edtech,planet spark,private
1939,"amsterdam, netherlands",chemicals,akzo nobel india,public
2015,"bangalore,karnataka, india",internet,meesho,private
2017,"mumbai, maharashtra, india",financial services,edelweiss,public
1931,"lausanne, switzerland",fashion & textile,bata,public
1990,"ludhiana, punjab, india",fashion & textile,trident group,public
2009,"mumbai, maharashtra, india",insurance,sbi general insurance,jv
1976,"new delhi, delhi, india",fashion & textile,relaxo footwear,public
0,,analytics & kpo,capgemini engineering,
0,,analytics & kpo,capgemini engineering,
1984,"delhi/ncr, new delhi, india",building material,jindal saw,public
0,,automobile,honda cars,
1996,"gurgaon/gurugram, haryana, india",healthcare,fortis healthcare,public
1998,"hyderabad, india",financial services,bharat financial inclusion,public
1945,"pune, maharashtra, india",auto components,lumax industries,public
1928,"saint-ouen, france",engineering & construction,alstom transportation,private
1962,"mumbai, maharashtra, india",automobile,swaraj tractors,
2016,"thrissur/trichur, kerala, india",financial services,esaf microfinance & investments (p),private
1990,"mumbai, maharashtra, india",fmcg,marico,public
1958,"delhi/ncr, delhi, india",fashion & textile,fabindia,private
2014,"gurgaon/gurugram, haryana, india",fintech,paisabazaar.com,private
1982,"gurgaon/gurugram, haryana, india",engineering & construction,punj lloyd,public
1994,"mumbai, maharashtra, india",nbfc,indiabulls consumer finance,public
1979,"noida, uttar pradesh, india",engineering & construction,the jaypee group,public
1863,"monheim am rhein,north rhine-westphalia, germany",other,bayer,public
1886,"chennai, tamil nadu, india",automobile,daimler india commercial vehicles,private
1984,"coimbatore, tamil nadu, india",food processing,suguna foods,private
1997,"mumbai, maharashtra, india",fashion & textile,pantaloons,public
1985,"mumbai, india",fashion & textile,welspun,private
2004,"qingdao, china",consumer electronics & appliances,haier appliances india,private
2006,"mumbai, maharashtra, india",financial services,sbicap securities,government
1961,"pune, maharashtra, india",iron & steel,bharat forge,public
1971,"morelia, mexico",retail,cinépolis,
2006,"ahmedabad, gujrat, india",power,adani power,public
1990,"mumbai, india",it services & consulting,oracle financial services software,public
1986,"blue bell, pennsylvania, united states (usa)",it services & consulting,unisys,private
1991,"basking ridge, new jersey, united states (usa)",it services & consulting,collabera technologies,private
2012,"bangalore/bengaluru, karnataka, india",it services & consulting,allstate,private
2005,"gurgaon/gurugram, haryana, india",nbfc,indiabulls home loans,
2001,"mumbai, maharashtra, india",bpo,vfs global services,private
1947,"gurgaon/gurugram, haryana, india",agro chemicals,pi industries,public
1993,"gurgaon/gurugram, haryana, india",education & training,frankfinn institute of air hostess training,private
1988,"falls church, virginia, united states (usa)",printing & publishing,aptara,private
2000,"mumbai,maharashtra, india",fintech,sharekhan,public
2005,"bangalore/bengaluru, karnataka, india",financial services,northern trust operating services,private
2000,"osaka city, osaka, japan",consumer electronics & appliances,daikin,private
1952,"marousi, alger, greece",engineering & construction,consolidated contractors,public
1978,"delhi/ncr, new delhi, india",engineering & construction,gmr group,public
1975,"sunnyvale, united states (usa)",software product,microsoft corporation,private
2007,"gurgaon, india",it services & consulting,vvdn technologies,private
2001,"chennai, india",it services & consulting,standard chartered global business services,private
2008,"delhi/ncr, new delhi, india",financial services,max bupa health insurance company,private
0,,it services & consulting,optum global solutions,
1911,"mumbai, maharashtra, india",power,tata power,public
1999,"delhi/ncr, delhi, india",it services & consulting,sysnet global technologies,private
1986,"windsor locks,connecticut, united states",software product,ss&c technologies,private
2011,"las vegas, nevada, united states (usa)",it services & consulting,xcelserv solutions,private
