name,headquarters,founded,industry,sector,notes,founders,key_people,number_of_employees,operating_income,revenue,services,total_assets,type,website,area_served
bure equity,stockholm,1992,financials,investment services,,,,,,,,,,,
camfil,stockholm,1963,industrials,industrial machinery,,,,,,,,,,,
carnegie investment bank,stockholm,1803,financials,investment services,,,,,,,,,,,
casino cosmopol,stockholm,1999,consumer services,gambling,,,,,,,,,,,
cederroth,upplands väsby,1895,health care,health care providers,,,,,,,,,,,
cheap monday,stockholm,2000,consumer goods,clothing & accessories,,,,,,,,,,,
clas ohlson,insjön,1918,consumer services,home improvement retailers,,,,,,,,,,,
clavia,stockholm,1983,consumer goods,recreational products,,,,,,,,,,,
cloetta,stockholm,1862,consumer goods,food products,,,,,,,,,,,
columbitech,stockholm,2000,technology,software,,,,,,,,,,,
com hem,stockholm,1983,telecommunications,fixed line telecommunications,,,,,,,,,,,
comviq,stockholm,1981,telecommunications,fixed line telecommunications,,,,,,,,,,,
coop norden,stockholm,2001,consumer services,food retailers & wholesalers,,,,,,,,,,,
danir ab,malmö,1986,financials,investment services,,,,,,,,,,,
dataphone,stockholm,2001,telecommunications,mobile telecommunications,,,,,,,,,,,
datasaab,linköping,1954,industrials,business support services,,,,,,,,,,,
delaval,tumba,1883,industrials,commercial vehicles & trucks,,,,,,,,,,,
destination gotland,visby,1998,consumer services,travel & tourism,,,,,,,,,,,
diamyd medical,stockholm,1994,health care,biotechnology,,,,,,,,,,,
dockstavarvet,docksta,1905,industrials,commercial vehicles & trucks,,,,,,,,,,,
domnarvet,borlänge,1872,basic materials,iron & steel,,,,,,,,,,,
doro,malmö,1974,technology,telecommunications equipment,,,,,,,,,,,
draim,nacka,2003,technology,software,,,,,,,,,,,
ea dice,stockholm,1992,technology,software,,,,,,,,,,,
elanders,mölnlycke,1908,industrials,business support services,,,,,,,,,,,
electrolux,stockholm,1919,consumer goods,durable household products,,,,,,,,,,,
elekta,stockholm,1972,health care,health care providers,,,,,,,,,,,
elektron,gothenburg,1998,consumer goods,recreational products,,,,,,,,,,,
elfa international,malmö,1948,consumer goods,furnishings,,,,,,,,,,,
ellos,borås,1947,consumer services,broadline retailers,,,,,,,,,,,
enea ab,kista,1968,technology,software,,,,,,,,,,,
eniro,stockholm,2000,technology,internet,,,,,,,,,,,
epidemic sound,stockholm,2009,technology,internet,,,,,,,,,,,
ericsson,stockholm,1876,technology,telecommunications equipment,,,,,,,,,,,
esab,gothenburg,1904,industrials,business support services,,,,,,,,,,,
eskilstuna energy and environment,eskilstuna,1993,utilities,conventional electricity,,,,,,,,,,,
esselte,stockholm,1913,industrials,industrial suppliers,,,,,,,,,,,
european spallation source,lund,2013,industrials,business support services,,,,,,,,,,,
fagerhult group,habo,1945,industrials,building materials & fixtures,,,,,,,,,,,
fatshark,stockholm,2008,technology,software,,,,,,,,,,,
fjällräven,örnsköldsvik,1960,consumer goods,clothing & accessories,,,,,,,,,,,
fkab,uddevalla,1961,industrials,business support services,,,,,,,,,,,
föreningsbanken,stockholm,1992,financials,banks,,,,,,,,,,,
forex bank,stockholm,1927,financials,investment services,,,,,,,,,,,
frictional games,helsingborg,2007,technology,software,,,,,,,,,,,
galvin green,växjö,1990,consumer goods,clothing & accessories,,,,,,,,,,,
gb glace,stockholm,1942,consumer goods,food products,,,,,,,,,,,
gekås,falkenberg,1963,consumer services,broadline retailers,,,,,,,,,,,
getinge group,gothenburg,1904,health care,medical equipment,,,,,,,,,,,
göinge mekaniska,hässleholm,1946,industrials,heavy construction,,,,,,,,,,,
green cargo,solna,2001,industrials,delivery services,,,,,,,,,,,
grimaldi industri,stockholm,1970,conglomerates,-,,,,,,,,,,,
gunnebo group,gothenburg,1889,industrials,business support services,,,,,,,,,,,
h&m,stockholm,1947,consumer services,apparel retailers,,,,,,,,,,,
haglöfs,torsång,1914,consumer goods,recreational products,,,,,,,,,,,
hagström,älvdalen,1925,consumer goods,recreational products,,,,,,,,,,,
haldex,landskrona,1887,consumer goods,auto parts,,,,,,,,,,,
hallberg-rassy,ellös,1943,consumer goods,recreational products,,,,,,,,,,,
handelsbanken,stockholm,1871,financials,banks,,,,,,,,,,,
hasselblad,gothenburg,1841,consumer goods,recreational products,,,,,,,,,,,
hästens,köping,1852,consumer services,specialty retailers,,,,,,,,,,,
hestra,hestra,1936,consumer goods,clothing & accessories,,,,,,,,,,,
hexagon ab,stockholm,1992,industrials,business support services,,,,,,,,,,,
hms industrial networks,halmstad,1988,telecommunications,fixed line telecommunications,,,,,,,,,,,
höganäs ab,höganäs,1797,basic materials,iron & steel,,,,,,,,,,,
holmen,stockholm,1875,basic materials,paper,,,,,,,,,,,
husaberg,mattighofen,1988,consumer goods,automobiles,,,,,,,,,,,
husqvarna group,stockholm,1689,industrials,industrial suppliers,,,,,,,,,,,
hydrauliska industri ab,hudiksvall,1944,industrials,commercial vehicles & trucks,,,,,,,,,,,
iar systems,uppsala,1983,technology,software,,,,,,,,,,,
ica gruppen,stockholm,1938,consumer services,broadline retailers,,,,,,,,,,,
ifs ab,linköping,1983,technology,software,,,,,,,,,,,
ikano bank,malmö,1995,financials,banks,,,,,,,,,,,
imint image intelligence ab,uppsala,2007,technology,software,,,,,,,,,,,
infranord,solna,2010,industrials,railroads,,,,,,,,,,,
ingate systems,stockholm,2001,technology,software,,,,,,,,,,,
intertex,stockholm,2001,technology,computer hardware,,,,,,,,,,,
investment ab latour,gothenburg,1984,financials,investment services,,,,,,,,,,,
investment ab öresund,stockholm,1961,financials,investment services,,,,,,,,,,,
investor ab,stockholm,1916,financials,investment services,,,,,,,,,,,
isadora,malmö,1983,consumer goods,personal products,,,,,,,,,,,
izettle,stockholm,2011,technology,software,,,,,,,,,,,
j.lindeberg,stockholm,1997,consumer goods,clothing & accessories,,,,,,,,,,,
jeeves,stockholm,1992,technology,software,,,,,,,,,,,
jernhusen,stockholm,2001,industrials,railroads,,,,,,,,,,,
jofa,malung,1926,consumer goods,recreational products,,,,,,,,,,,
jonsereds fabrikers ab,jonsered,1832,industrials,industrial machinery,,,,,,,,,,,
kinnevik ab,stockholm,1936,financials,investment services,,,,,,,,,,,
klarna,stockholm,2005,consumer services,broadline retailers,,,,,,,,,,,
kockums naval solutions,malmö,1840,industrials,commercial vehicles & trucks,,,,,,,,,,,
koenigsegg,ängelholm,1994,consumer goods,automobiles,,,,,,,,,,,
kooperativa förbundet,stockholm,1899,consumer services,consumer co-operatives,,,,,,,,,,,
kopparbergs brewery,kopparberg,1882,consumer goods,brewers,,,,,,,,,,,
kosta glasbruk,kosta,1742,industrials,building materials & fixtures,,,,,,,,,,,
krönleins,halmstad,1836,consumer goods,brewers,,,,,,,,,,,
kungsörnen,järna,1929,consumer goods,food products,,,,,,,,,,,
l e lundbergföretagen,stockholm,1944,financials,investment services,,,,,,,,,,,
länsförsäkringar,stockholm,1801,financials,full line insurance,,,,,,,,,,,
länsförsäkringar bank,stockholm,1996,financials,banks,,,,,,,,,,,
lantmännen,stockholm,2001,consumer goods,farming & fishing,,,,,,,,,,,
leovegas,stockholm,2011,consumer services,gambling,,,,,,,,,,,
lindex,gothenburg,1954,consumer services,apparel retailers,,,,,,,,,,,
linjeflyg,stockholm,1957,consumer services,airlines,,,,,,,,,,,
lkab,luleå,1890,basic materials,general mining,,,,,,,,,,,
loomis,stockholm,1997,industrials,business support services,,,,,,,,,,,
lundin petroleum,stockholm,2001,oil & gas,exploration & production,,,,,,,,,,,
luxor ab,motala,1923,consumer goods,consumer electronics,,,,,,,,,,,
machinegames,uppsala,2009,technology,software,,,,,,,,,,,
mälarenergi,västerås,1861,utilities,conventional electricity,,,,,,,,,,,
maratone studios,stockholm,2001,consumer services,broadcasting & entertainment,,,,,,,,,,,
massive entertainment,malmö,1997,technology,software,,,,,,,,,,,
mecel,gothenburg,1982,technology,software,,,,,,,,,,,
meda ab,solna,1954,health care,pharmaceuticals,,,,,,,,,,,
micromy,täby,2009,basic materials,specialty chemicals,,,,,,,,,,,
modern times group,stockholm,1987,consumer services,broadcasting & entertainment,,,,,,,,,,,
mojang,stockholm,2009,technology,software,,,,,,,,,,,
mölnlycke health care,gothenburg,1849,health care,medical equipment,,,,,,,,,,,
monark,vansbro,1908,consumer goods,recreational products,,,,,,,,,,,
mysql ab,uppsala,1995,technology,software,,,,,,,,,,,
najad yachts,henån,1971,consumer goods,recreational products,,,,,,,,,,,
nanoradio,kista,2004,technology,semiconductors,,,,,,,,,,,
nasdaq nordic,stockholm,2003,financials,investment services,,,,,,,,,,,
ncc ab,solna,1988,industrials,heavy construction,,,,,,,,,,,
neogames,gothenburg,2006,consumer services,publishing,,,,,,,,,,,
neonode,stockholm,2001,telecommunications,computer hardware,,,,,,,,,,,
nextjet,stockholm,2002,consumer services,airlines,,,,,,,,,,,
nobia,stockholm,1996,consumer goods,durable household products,,,,,,,,,,,
nobina,stockholm,1999,consumer services,travel & tourism,,,,,,,,,,,
nohab,trollhättan,1916,industrials,diversified industrials,,,,,,,,,,,
nordiska kompaniet,stockholm,1864,consumer services,broadline retailers,,,,,,,,,,,
nordstjernan,stockholm,1890,conglomerates,-,,,,,,,,,,,
northstar,stockholm,2000,industrials,general industries,,,,,,,,,,,
nudie jeans,gothenburg,2001,consumer goods,clothing & accessories,,,,,,,,,,,
nyby bruk,torshälla,1829,basic materials,iron & steel,,,,,,,,,,,
nyfors,stockholm,1987,technology,telecommunications equipment,,,,,,,,,,,
nynas,stockholm,1928,oil & gas,exploration & production,,,,,,,,,,,
odd molly,stockholm,2002,consumer goods,clothing & accessories,,,,,,,,,,,
öhlins,upplands väsby,1976,consumer goods,auto parts,,,,,,,,,,,
onoff,upplands väsby,1971,consumer services,broadline retailers,,,,,,,,,,,
orexo,uppsala,1995,health care,pharmaceuticals,,,,,,,,,,,
oriflame,stockholm,1967,consumer goods,personal products,,,,,,,,,,,
orrefors glassworks,orrefors,1898,industrials,building materials & fixtures,,,,,,,,,,,
oskarshamn shipyard,oskarshamn,1863,industrials,commercial vehicles & trucks,,,,,,,,,,,
ovako,stockholm,1969,basic materials,iron & steel,,,,,,,,,,,
pågen,malmö,1878,consumer goods,food products,,,,,,,,,,,
paradox interactive,stockholm,1999,technology,software,,,,,,,,,,,
peab,förslöv,1959,industrials,heavy construction,,,,,,,,,,,
peltarion,stockholm,2004,technology,software,,,,,,,,,,,
phadia,uppsala,1971,health care,medical equipment,,,,,,,,,,,
pharmacia,stockholm,1911,health care,pharmaceuticals,,,,,,,,,,,
polarbröd,älvsbyn,1972,consumer goods,food products,,,,,,,,,,,
postnord,solna,2009,industrials,delivery services,,,,,,,,,,,
postnord sverige,solna,1636,industrials,delivery services,,,,,,,,,,,
primus ab,stockholm,1892,consumer goods,household goods,,,,,,,,,,,
pripps,gothenburg,1828,consumer goods,brewers,,,,,,,,,,,
profoto,stockholm,1968,industrials,building materials & fixtures,,,,,,,,,,,
ps communication,stockholm,1997,industrials,business support services,,,,,,,,,,,
ratos,stockholm,1933,financials,real estate holding & development,,,,,,,,,,,
readsoft,helsingborg,1991,technology,software,,,,,,,,,,,
recipharm,haninge,1995,health care,pharmaceuticals,,,,,,,,,,,
rederi ab slite,gothenburg,1947,consumer services,travel & tourism,,,,,,,,,,,
remograph,linköping,2005,technology,software,,,,,,,,,,,
resurs holding,helsingborg,2001,financials,banks,,,,,,,,,,,
saab automobile,trollhättan,1945,consumer goods,automobiles,,,,,,,,,,,
saab group,stockholm,1937,industrials,aerospace,,,,,,,,,,,
samlogic,stockholm,1992,technology,software,,,,,,,,,,,
sandvik,stockholm,1862,industrials,industrial engineering,,,,,,,,,,,
sas group,solna,1946,consumer services,airlines,,,,,,,,,,,
sca,stockholm,1929,basic materials,paper,,,,,,,,,,,
scalado,lund,2000,technology,software,,,,,,,,,,,
scandic hotels,stockholm,1963,consumer services,hotels,,,,,,,,,,,
scania ab,södertälje,1891,consumer goods,automobiles,,,,,,,,,,,
seavus,malmö,1999,technology,software,,,,,,,,,,,
seb group,stockholm,1972,financials,investment services,,,,,,,,,,,
sector3 studios,lidköping,2003,technology,software,,,,,,,,,,,
securitas,stockholm,1934,industrials,business support services,,,,,,,,,,,
securitas direct,malmö,1988,industrials,business support services,,,,,,,,,,,
semcon,gothenburg,1980,industrials,business support services,,,,,,,,,,,
sf studios,stockholm,1919,consumer services,broadcasting & entertainment,,,,,,,,,,,
siba,gothenburg,1951,consumer services,specialty retailers,,,,,,,,,,,
silva compass,stockholm,1932,consumer goods,recreational products,,,,,,,,,,,
simogo,malmö,2010,technology,software,,,,,,,,,,,
sj ab,stockholm,2001,consumer services,travel & tourism,,,,,,,,,,,
skandia,stockholm,1855,financials,investment services,,,,,,,,,,,
skandinaviska banken,gothenburg,1864,financials,banks,,,,,,,,,,,
skanska,stockholm,1887,industrials,heavy construction,,,,,,,,,,,
skellefteå kraft,skellefteå,1906,utilities,conventional electricity,,,,,,,,,,,
skf,gothenburg,1907,industrials,industrial suppliers,,,,,,,,,,,
skygoblin,gothenburg,2005,technology,software,,,,,,,,,,,
smart eye,gothenburg,1999,technology,software,,,,,,,,,,,
södra,växjö,1938,basic materials,paper,,,,,,,,,,,
specma,gothenburg,1918,industrial,industrial engineering,,,,,,,,,,,
spendrups,stockholm,1897,consumer goods,brewers,,,,,,,,,,,
spotify,stockholm,2006,technology,internet,,,,,,,,,,,
sr international – radio sweden,stockholm,1938,consumer services,broadcasting & entertainment,,,,,,,,,,,
ssab,stockholm,1978,basic materials,iron & steel,,,,,,,,,,,
starbreeze studios,stockholm,1998,technology,software,,,,,,,,,,,
stena line,gothenburg,1962,consumer services,travel & tourism,,,,,,,,,,,
stena sphere,gothenburg,1939,conglomerates,-,,,,,,,,,,,
stiga,eskilstuna,1934,consumer goods,durable household products,,,,,,,,,,,
stockholm stock exchange,stockholm,1863,financials,investment services,,,,,,,,,,,
stockholms enskilda bank,stockholm,1856,financials,banks,,,,,,,,,,,
studsvik,nyköping,1947,utilities,conventional electricity,,,,,,,,,,,
sveriges television,stockholm,1956,consumer services,broadcasting & entertainment,,,,,,,,,,,
sweco,stockholm,1997,industrials,business support services,,,,,,,,,,,
swedbank,stockholm,1820,financials,banks,,,,,,,,,,,
swedish match,stockholm,1915,consumer goods,tobacco,,,,,,,,,,,
swedish meats,stockholm,,livestock,meat,,,,,,,,,,,
swedish orphan biovitrum,stockholm,2001,health care,health care providers,,,,,,,,,,,
swedish space corporation,solna,1972,industrials,aerospace,,,,,,,,,,,
swegon,gothenburg,2005,industrials,industrial machinery,,,,,,,,,,,
symsoft,stockholm,1989,telecommunications,mobile telecommunications,,,,,,,,,,,
syncron international ab,stockholm,1990,technology,software,,,,,,,,,,,
tarsier studios,malmö,2004,technology,software,,,,,,,,,,,
tele2,stockholm,1993,telecommunications,fixed line telecommunications,,,,,,,,,,,
telelogic,malmö,1983,technology,software,,,,,,,,,,,
telia company,stockholm,2003,telecommunications,mobile telecommunications,,,,,,,,,,,
teracom,stockholm,1992,consumer services,broadcasting & entertainment,,,,,,,,,,,
terranet ab,lund,2004,telecommunications,mobile telecommunications,,,,,,,,,,,
tetra pak,lund,1951,industrials,containers & packaging,,,,,,,,,,,
thule group,hillerstorp,1942,consumer goods,automobiles,,,,,,,,,,,
tradedoubler,stockholm,1999,technology,internet,,,,,,,,,,,
transmode,stockholm,2000,telecommunications,fixed line telecommunications,,,,,,,,,,,
trelleborg,trelleborg,1905,industrials,business support services,,,,,,,,,,,
truecaller,stockholm,2009,technology,software,,,,,,,,,,,
trustly,stockholm,2008,financials,banks,,,,,,,,,,,
tv4 group,stockholm,1984,consumer services,broadcasting & entertainment,,,,,,,,,,,
uddeholms ab,hagfors,1668,basic materials,iron & steel,,,,,,,,,,,
umeå energi,umeå,1887,utilities,conventional electricity,,,,,,,,,,,
urbanears,stockholm,2009,consumer goods,recreational products,,,,,,,,,,,
v&s group,stockholm,1917,consumer goods,soft drinks,,,,,,,,,,,
vabis,södertälje,1891,industrials,diversified industrials,,,,,,,,,,,
vattenfall,stockholm,1909,utilities,conventional electricity,,,,,,,,,,,
vida ab,alvesta,1969,basic materials,forestry,,,,,,,,,,,
volvo,gothenburg,1927,industrials,commercial vehicles & trucks,,,,,,,,,,,
volvo buses,gothenburg,1968,industrials,commercial vehicles & trucks,,,,,,,,,,,
volvo financial services,gothenburg,2001,financials,investment services,,,,,,,,,,,
volvo penta,skövde,1907,consumer goods,auto parts,,,,,,,,,,,
volvo trucks,gothenburg,1928,industrials,commercial vehicles & trucks,,,,,,,,,,,
vsm group,huskvarna,1872,consumer goods,durable household products,,,,,,,,,,,
wallenius lines,stockholm,1934,industrials,marine transportation,,,,,,,,,,,
wasabröd,skellefteå,1919,consumer goods,food products,,,,,,,,,,,
wayne's coffee,stockholm,1994,consumer services,restaurants & bars,,,,,,,,,,,
wesc,stockholm,1999,consumer goods,clothing & accessories,,,,,,,,,,,
wg film,malmö,1994,consumer services,broadcasting & entertainment,,,,,,,,,,,
wm-data,stockholm,1969,technology,software,,,,,,,,,,,
x5 music group,stockholm,2003,consumer services,broadcasting & entertainment,,,,,,,,,,,
3scale,barcelona,2007,technology,software,,,,,,,,,,,
abengoa,seville,1941,conglomerates,-,,,,,,,,,,,
abertis,barcelona,2003,conglomerates,-,,,,,,,,,,,
acciona,alcobendas,1997,industrials,heavy construction,,,,,,,,,,,
acerinox,madrid,1970,basic materials,iron & steel,,,,,,,,,,,
acs group,madrid,1997,industrials,heavy construction,,,,,,,,,,,
afinsa,madrid,1980,consumer services,specialty retailers,,,,,,,,,,,
akamon entertainment,barcelona,2011,technology,software,,,,,,,,,,,
almirall,barcelona,1943,health care,pharmaceuticals,,,,,,,,,,,
amadeus it group,madrid,1987,technology,software,,,,,,,,,,,
astilleros y talleres del noroeste,fene,1944,industrials,shipbuilding,,,,,,,,,,,
atresmedia,san sebastián de los reyes,1988,consumer services,broadcasting & entertainment,,,,,,,,,,,
balay,zaragoza,1947,consumer goods,durable household products,,,,,,,,,,,
banco bilbao vizcaya argentaria,bilbao,1857,financials,banks,,,,,,,,,,,
banco popular español,madrid,1926,financials,banks,,,,,,,,,,,
banco sabadell,sabadell,1881,financials,banks,,,,,,,,,,,
banco santander,santander,1857,financials,banks,,,,,,,,,,,
banesto,madrid,1902,financials,banks,,,,,,,,,,,
bankinter,madrid,1965,financials,banks,,,,,,,,,,,
bassols 1790,vic,1790,consumer goods,textiles,,,,,,,,,,,
bolsas y mercados españoles,madrid,1831,financials,banks,,,,,,,,,,,
brb internacional,alcobendas,1972,consumer services,broadcasting & entertainment,,,,,,,,,,,
budgetplaces,barcelona,2003,consumer services,travel & tourism,,,,,,,,,,,
calidad pascual,madrid,1969,consumer goods,food & beverage,,,,,,,,,,,
catuav,moià,2007,industrials,aerospace,,,,,,,,,,,
chupa chups,barcelona,1958,consumer goods,food products,,,,,,,,,,,
cie automotive,bilbao,2002,consumer goods,auto parts,,,,,,,,,,,
cintra,madrid,1998,industrials,heavy construction,,,,,,,,,,,
cepsa,madrid,1929,oil & gas,exploration & production,,,,,,,,,,,
compañía logística de hidrocarburos,madrid,1927,utilities,oil & gas distribution,,,,,,,,,,,
construcciones aeronáuticas sa,madrid,1923,industrials,aerospace,,,,,,,,,,,
construcciones y auxiliar de ferrocarriles,beasain,1917,industrials,commercial vehicles & trucks,,,,,,,,,,,
copisa,barcelona,1959,industrials,heavy construction,,,,,,,,,,,
correos,madrid,1716,industrials,delivery services,,,,,,,,,,,
cortefiel,madrid,1880,consumer services,apparel retailers,,,,,,,,,,,
cupra,martorell,2018,consumer goods,automobiles,,,,,,,,,,,
curaxys,cádiz,2009,health care,biotechnology,,,,,,,,,,,
deoleo,córdoba,1955,consumer goods,food products,,,,,,,,,,,
dia,las rozas,1979,consumer services,food retailers & wholesalers,,,,,,,,,,,
ebro foods,madrid,1998,consumer goods,food products,,,,,,,,,,,
ebro trucks,barcelona,1954,consumer goods,automobiles,,,,,,,,,,,
el corte inglés,madrid,1940,consumer services,food retailers & wholesalers,,,,,,,,,,,
enagás,madrid,1972,utilities,oil & gas distribution,,,,,,,,,,,
endesa,madrid,1944,utilities,conventional electricity,,,,,,,,,,,
eroski,elorrio,1969,consumer services,food retailers & wholesalers,,,,,,,,,,,
euskaltel,derio,1995,telecommunications,fixed line telecommunications,,,,,,,,,,,
fagor,mondragón,1956,consumer goods,durable household products,,,,,,,,,,,
ferrovial,madrid,1952,industrials,heavy construction,,,,,,,,,,,
festina,barcelona,1902,consumer goods,clothing & accessories,,,,,,,,,,,
fierro group,madrid,1961,conglomerates,-,,,,,,,,,,,
fomento de construcciones y contratas,barcelona,1900,industrials,heavy construction,,,,,,,,,,,
gamesa,zamudio,1976,oil & gas,renewable energy equipment,,,,,,,,,,,
naturgy,madrid,1991,utilities,oil & gas distribution,,,,,,,,,,,
gmv innovating solutions,tres cantos,1984,conglomerates,-,,,,,,,,,,,
grundig mobile,málaga,2005,technology,telecommunications equipment,,,,,,,,,,,
grupo agbar,barcelona,1867,utilities,water,,,,,,,,,,,
grupo antolin,burgos,1950,consumer goods,auto parts,,,,,,,,,,,
grupo calvo,carballo,1940,consumer goods,food products,,,,,,,,,,,
grupo gea perona,murcia,1927,utilities,oil & gas distribution,,,,,,,,,,,
grupo lo monaco,granada,1996,consumer goods,furnishings,,,,,,,,,,,
grupo puma,madrid,1985,industrials,building materials & fixtures,,,,,,,,,,,
hijos de rivera,a coruña,1906,consumer goods,brewers,,,,,,,,,,,
hipercor,madrid,1979,consumer services,food retailers & wholesalers,,,,,,,,,,,
iberdrola,bilbao,1992,utilities,conventional electricity,,,,,,,,,,,
iberia,madrid,1927,consumer services,airlines,,,,,,,,,,,
idilia foods,barcelona,1940,consumer goods,food products,,,,,,,,,,,
inditex,arteixo,1985,consumer services,apparel retailers,,,,,,,,,,,
indra sistemas,madrid,1993,industrials,aerospace,,,,,,,,,,,
inmobiliaria colonial,madrid,1946,financials,real estate holding & development,,,,,,,,,,,
irizar,ormaiztegi,1889,industrials,commercial vehicles & trucks,,,,,,,,,,,
joma,portillo de toledo,1965,consumer goods,clothing & accessories,,,,,,,,,,,
kelme,elche,1977,consumer services,apparel retailers,,,,,,,,,,,
la caixa,valencia,1990,financials,banks,,,,,,,,,,,
la casera,madrid,1949,consumer services,food retailers & wholesalers,,,,,,,,,,,
lacasa,zaragoza,1852,consumer goods,food products,,,,,,,,,,,
lladró,tavernes blanques,1953,consumer goods,recreational products,,,,,,,,,,,
llaollao,murcia,2009,consumer goods,food products,,,,,,,,,,,
mahou san miguel,madrid,1890,consumer goods,brewers,,,,,,,,,,,
majorica,palma,1890,consumer goods,clothing & accessories,,,,,,,,,,,
mango,palau-solità i plegamans,1984,consumer services,apparel retailers,,,,,,,,,,,
mapfre,majadahonda,1933,financials,full line insurance,,,,,,,,,,,
marfeel,barcelona,2011,technology,software,,,,,,,,,,,
mediaset españa comunicación,madrid,1989,consumer services,broadcasting & entertainment,,,,,,,,,,,
meliá hotels international,palma,1956,consumer services,hotels,,,,,,,,,,,
mercadona,tavernes blanques,1977,consumer services,food retailers & wholesalers,,,,,,,,,,,
mondragon corporation,mondragón,1956,conglomerates,-,,,,,,,,,,,
mutua madrileña,madrid,1930,financials,full line insurance,,,,,,,,,,,
naipes heraclio fournier,vitoria-gasteiz,1868,industrials,recreational products,,,,,,,,,,,
natra,valencia,1943,conglomerates,-,,,,,,,,,,,
navantia,madrid,2005,industrials,shipbuilding,,,,,,,,,,,
nh hotel group,madrid,1978,consumer services,hotels,,,,,,,,,,,
nodosa shipyard,bueu,1982,industrials,shipbuilding,,,,,,,,,,,
obrascón huarte lain,madrid,1999,industrials,heavy construction,,,,,,,,,,,
orbea,mallabia,1931,consumer goods,recreational products,,,,,,,,,,,
pacha group,ibiza,1967,consumer services,travel & tourism,,,,,,,,,,,
pescanova,redondela,1960,consumer goods,food products,,,,,,,,,,,
planeta group,barcelona,1949,consumer services,publishing,,,,,,,,,,,
porcelanosa,villarreal,1973,industrials,building materials & fixtures,,,,,,,,,,,
prisa tv,tres cantos,1989,consumer services,broadcasting & entertainment,,,,,,,,,,,
private media group,barcelona,1965,consumer services,broadcasting & entertainment,,,,,,,,,,,
prosegur,madrid,1976,industrials,business support services,,,,,,,,,,,
pyro studios,alcobendas,1996,technology,software,,,,,,,,,,,
red eléctrica de españa,alcobendas,1985,utilities,conventional electricity,,,,,,,,,,,
renfe,madrid,2005,consumer services,travel & tourism,,,,,,,,,,,
repsol,madrid,1987,oil & gas,integrated oil & gas,,,,,,,,,,,
rtve,madrid,2007,consumer services,broadcasting & entertainment,,,,,,,,,,,
riu hotels,majorca,1953,consumer services,hotels,,,,,,,,,,,
sacyr,madrid,1999,industrials,heavy construction,,,,,,,,,,,
santana motor,linares,1956,consumer goods,automobiles,,,,,,,,,,,
seat,martorell,1950,consumer goods,automobiles,,,,,,,,,,,
sener,getxo,1956,industrials,heavy construction,,,,,,,,,,,
sener aeronáutica,getxo,1956,industrials,aerospace,,,,,,,,,,,
talgo,las rozas de madrid,1942,industrials,commercial vehicles & trucks,,,,,,,,,,,
técnicas reunidas,madrid,1959,oil & gas,oil equipment & services,,,,,,,,,,,
telefónica,madrid,1924,telecommunications,fixed line telecommunications,,,,,,,,,,,
telepizza,madrid,1987,consumer services,restaurants & bars,,,,,,,,,,,
terra,madrid,1999,technology,internet,,,,,,,,,,,
uralita group,madrid,1907,industrials,building materials & fixtures,,,,,,,,,,,
vidal,molina de segura,1963,consumer goods,food products,,,,,,,,,,,
vitelcom,málaga,2001,consumer goods,consumer electronics,,,,,,,,,,,
vodafone spain,madrid,2000,telecommunications,mobile telecommunications,,,,,,,,,,,
vueling,barcelona,2004,consumer services,airlines,,,,,,,,,,,
zara,arteixo,1974,consumer services,apparel retailers,,,,,,,,,,,
zinkia entertainment,madrid,2001,consumer services,broadcasting & entertainment,,,,,,,,,,,
academa,ljubljana,1992,technology,software,,,,,,,,,,,
adria airways,zgornji brnik,1961,consumer services,airlines,,,,,,,,,,,
adria mobil,novo mesto,1965,consumer goods,automobiles,,,,,,,,,,,
akrapovič,ivančna gorica,1990,consumer goods,automobiles,,,,,,,,,,,
alpina žiri,žiri,1948,consumer goods,footwear,,,,,,,,,,,
amebis,kamnik,2012,technology,software,,,,,,,,,,,
amis,maribor,1995,telecommunications,fixed line telecommunications,,,,,,,,,,,
btc,ljubljana,1954,consumer services,broadline retailers,,,,,,,,,,,
elan,begunje na gorenjskem,1945,consumer goods,recreational products,,,,,,,,,,,
goodyear dunlop sava tires,kranj,1998,consumer goods,automobiles,,,,,,,,,,,
gorenje,velenje,1950,consumer goods,durable household products,,,,,,,,,,,
iskra (company),kranj,1946,industrials,diversified industrials,,,,,,,,,,,
istrabenz,koper,1948,conglomerates,-,,,,,,,,,,,
krka,novo mesto,1954,health care,pharmaceuticals,,,,,,,,,,,
litostroj,ljubljana,1946,industrials,industrial machinery,,,,,,,,,,,
ljubljana jože pučnik airport,ljubljana,1963,industrials,transportation services,,,,,,,,,,,
mercator,ljubljana,1949,consumer services,food retailers & wholesalers,,,,,,,,,,,
mobitel,ljubljana,1991,telecommunications,mobile telecommunications,,,,,,,,,,,
petrol group,ljubljana,1947,consumer services,specialty retailers,,,,,,,,,,,
port of koper,koper,1957,industrials,transportation services,,,,,,,,,,,
post of slovenia,maribor,1995,industrials,delivery services,,,,,,,,,,,
slovenian railways,ljubljana,1991,industrials,railroads,,,,,,,,,,,
slovenija ceste tehnika,ljubljana,1943,industrials,construction & materials,,,,,,,,,,,
solinair,ljubljana,1991,consumer services,airlines,,,,,,,,,,,
tomos,koper,1954,consumer goods,automobiles,,,,,,,,,,,
xlab d.o.o,ljubljana,2001,technology,software,,,,,,,,,,,
zootfly,ljubljana,2002,technology,software,,,,,,,,,,,
