,index,foundation_year,headquarter,industry,name,ownership
9570,9570,1964,"kolkata, west bengal, india",engineering & construction,tantia constructions,public
9571,9571,2002,"delhi/ncr, delhi, india",it services & consulting,srijan technologies,private
9572,9572,2014,"bangalore/bengaluru, karnataka, india",it services & consulting,nineleaps technology solutions,private
9573,9573,1981,"faridabad, india",power,svam power plants,private
9574,9574,1936,"new delhi, india",consumer electronics & appliances,eta general,
9575,9575,1966,"lucknow, india",engineering & construction,encardio rite electronics,private
9576,9576,1995,"gurgaon, india",engineering & construction,sai construction,private
9577,9577,2000,"noida, india",telecom,acl mobile,private
9578,9578,1998,"hyderabad/secunderabad, telangana, india",printing & publishing,nisc export services,private
9579,9579,1997,"burlington, massachusetts, united states",it services & consulting,endurance international group,private
9580,9580,2006,"ashford, united kingdom",recruitment,hr+,private
9581,9581,2002,"santa clara, california, united states (usa)",hardware & networking,aruba networks,private
9582,9582,1999,"bangalore/bengaluru, karnataka, india",electronics manufacturing,coreel technologies,private
9583,9583,2000,"faridabad, india",consulting,srs group,
9584,9584,2008,"new delhi, india",healthcare,ayushman hospital & health services,
9585,9585,1994,"hyderabad, india",,analogics group,private
9586,9586,2014,"mumbai, india",financial services,edelweiss agri value chain,
9587,9587,2011,"ahmedabad, india",pharma,ratnatris pharmaceuticals private limited,
9588,9588,1972,"pune, india",manufacturing,proto-d engineering,
9589,9589,2005,"new delhi, india",auto components,hirotec,
9590,9590,2009,"mumbai, india",nbfc,volkswagen finance,private
9591,9591,2003,"mangaluru, india",oil & gas,m.r.p.l,
9592,9592,1906,"statesville, united states",furniture & furnishing,kewaunee labway,
9593,9593,1981,"abu dhabi, united arab emirates",petrochemicals,petrofac emirates llc,
9594,9594,2009,"troy, united states",it services & consulting,tekshapers software solutions,private
9595,9595,1952,"new delhi, india",insurance,employees state insurance corporation,public
9596,9596,1996,"chennai, india",healthcare,fortis malar hospital,public
9597,9597,2002,"chicago, united states (usa)",it services & consulting,pagetraffic web-tech,private
9598,9598,1985,"delhi/ncr, delhi, india",education & training,indira gandhi national open university,public
9599,9599,2005,"ahmedabad, india",pharma,abaris healthcare,
9600,9600,2017,"ahmedabad, india",fashion & textile,vishal fabricators,private
9601,9601,1964,"mumbai, india",waste management,ion exchange services,public
9602,9602,1979,"ludhiana, india",auto components,happy forging,public
9603,9603,1989,"pune, india",auto components,automotive research association of india,private
9604,9604,2003,"mumbai suburban, maharashtra, india",petrochemicals,damati plastics,
9605,9605,1990,"faridabad, india",fashion & textile,gupta exim,private
9606,9606,2001,"bengaluru, india",software product,domex e-data,
9607,9607,1989,"nagpur, maharashtra, india",industrial machinery,shree enterprises,private
9608,9608,1992,"noida, india",recruitment,pacific it consulting,
9609,9609,1979,"al jubail, saudi arabia",iron & steel,saudi iron and steel,
9610,9610,2012,"gurgaon/gurugram, haryana, india",logistics,apollo fiege integrated logistics,private
9611,9611,2005,"greater noida, india",auto components,sunstar precision forge,
9612,9612,1993,"new delhi, india",building material,biltech building elements,private
9613,9613,1958,"pune, india",industrial machinery,chromewell engineering,private
9614,9614,1995,"new delhi, india",printing & publishing,rachna sagar,private
9615,9615,0,,,hpcl mumbai refinery,
9616,9616,2010,"kolkata, india",automobile,premier carworld,private
9617,9617,2012,"silvassa,",,ascent meditech,private
9618,9618,1985,"new delhi, india",government,special protection group,private
9619,9619,2009,"jalandhar, punjab, india",food processing,foodcoast international,llp
9620,9620,2013,"boston, usa",analytics & kpo,phronesis partners,
9621,9621,1997,"sydney, nsw, australia",it services & consulting,planit testing india,private
9622,9622,1993,"new delhi, india",healthcare,indian spinal injuries centre,private
9623,9623,2006,"newark, ca,",it services & consulting,kpi partners,private
9624,9624,1981,"kolkata, india",automobile,topsel toyota,private
9625,9625,1995,"chandigarh, india",it services & consulting,access infotech,private
9626,9626,1980,"zahirabad, india",auto components,mg automotives,
9627,9627,2013,"hyderabad/secunderabad, telangana, india",it services & consulting,tekfriday processing solutions,private
9628,9628,1999,"mumbai, maharashtra, india",jewellery,firestar diamond,private
9629,9629,2009,"pune, india",industrial machinery,cranedge,private
9630,9630,2014,"jumeirah lakes towers, dubai, united arab emirates (uae)",analytics & kpo,future market insights,private
9631,9631,2004,"pleasanton, united states",edtech,ucertify,private
9632,9632,1967,"atlanta,georgia, united states",fintech,global payments,private
9633,9633,2007,"ahmedabad, india",metals & mining,sona alloys,private
9634,9634,2009,"mumbai, india",financial services,axis mutual fund,public
9635,9635,0,,manufacturing,leoni,
9636,9636,2008,"chennai,tamil nadu, india",it services & consulting,zifo rnd solutions,private
9637,9637,1877,"bremen, germany",logistics,blg logistics,private
9638,9638,1985,"saint-laurent, canada",clinical research,jss medical research,
9639,9639,1991,"new delhi, india",retail,lilliput kidswear,private
9640,9640,1994,"delhi/ncr, new delhi, india",fmcg,intec capital,public
9641,9641,2006,"gurgaon/gurugram, haryana, india",travel & tourism,travel boutique online,private
9642,9642,1981,"mumbai, maharashtra, india",logistics,arshiya international,public
9643,9643,2014,"new delhi, india",it services & consulting,nexus business solutions,private
9644,9644,1984,"bengaluru, india",industrial machinery,maini materials movement,private
9645,9645,1986,"noida, india",fashion & textile,shree bharat international,private
9646,9646,2003,"sriperumbudur, india",petrochemicals,unitech plasto components,
9647,9647,2018,"paris, france",auto components,reydel automotive,
9648,9648,2002,"faridabad, india",industrial machinery,shubham flexible packaging machine pvt. ltd. faridabad,
9649,9649,1985,"kolkata, west bengal, india",education & training,chhaya prakashani,private
9650,9650,1963,"marcy i'etoile, france",biotechnology,biomerieux,
9651,9651,1998,"surat, india",hospitality,sugar n spice,
9652,9652,2015,"mumbai,maharashtra, india",packaging,bizongo,private
9653,9653,2011,"mumbai, india",pharma,lloyd healthcare,private
9654,9654,2010,"hyderabad/secunderabad, telangana, india",engineering & construction,mantena group,private
9655,9655,0,,,salcomp,
9656,9656,2009,"hyderabad, india",it services & consulting,ilensys technologies,private
9657,9657,1987,"bengaluru, india",real estate,bhartiya city developers,
9658,9658,1985,"chennai, india",hospitality,the residency group of hotels,
9659,9659,2009,"udaipur, india",engineering & construction,ravi infrabuild projects,private
9660,9660,2011,"new york, united states",it services & consulting,supportmart,private
9661,9661,1964,"pune, india",education & training,bharati vidyapeeth university,private
9662,9662,2009,"patna, india",oil & gas,hpcl biofuels,
9663,9663,1985,"lucknow, india",beverage,brindavan bottlers,
9664,9664,0,,financial services,digamber finance,
9665,9665,2015,"bangalore/bengaluru, karnataka, india",financial services,finwizard technology,private
9666,9666,2005,"mumbai, india",power,maharashtra state power generation company,
9667,9667,1992,"dubai, uae",retail,majid al futtaim retail,private
9668,9668,1931,"ahmedabad, gujarat, india",fashion & textile,arvind textile mills,
9669,9669,0,,industrial machinery,gainwell cat,
9670,9670,0,,,tata communications payment solutions,
9671,9671,2006,"new delhi, india",fashion & textile,ikon retail,private
9672,9672,2010,"new delhi, india",,ads spirits,
9673,9673,1982,"gurugram, india",printing & publishing,mtg learning media,private
9674,9674,1986,"vadodara, india",engineering & construction,akshar elecinfra,private
9675,9675,2013,"noida,uttar pradesh, india",it services & consulting,em3 agri services,private
9676,9676,1995,"hyderabad, india",pharma,srini pharmaceuticals,private
9677,9677,1963,"sulzbach, germany",industrial machinery,hydac,
9678,9678,2015,"hazaribagh, india",metals & mining,thriveni sainik mining,private
9679,9679,1996,"noida, india",industrial automation,mnc automation,
9680,9680,1990,"new delhi, india",real estate,smc real estate advisors,
9681,9681,1987,"london, united kingdom",internet,crystal travel,
9682,9682,2016,"bengaluru, india",auto components,autosense,private
9683,9683,1948,"delhi, india",logistics,jaipur golden transport,private
9684,9684,1999,"chiyoda city, tokyo, japan",telecom,ntt communications,private
9685,9685,2004,"mystic, connecticut, us",it services & consulting,mresult services,private
9686,9686,1993,"milan,milan, italy",analytics & kpo,isagro (asia) agrochemicals,private
9687,9687,1970,"strangnas , sweden",industrial automation,spm instrument,private
9688,9688,2010,"ludhiana,",auto components,chopra industries,private
9689,9689,1995,"mumbai, maharashtra, india",financial services,india ratings & research,private
9690,9690,0,,financial services,digamber finance,
9691,9691,2014,"noida, uttar pradesh, india",it services & consulting,appsquadz software,private
9692,9692,2015,"mumbai,maharashtra, india",packaging,bizongo,private
9693,9693,1998,"surat, india",hospitality,sugar n spice,
9694,9694,2011,"raipur, india",education & training,academic world school,
9695,9695,1963,"sulzbach, germany",industrial machinery,hydac,
9696,9696,1986,"bengaluru, india",management consulting,an prakash construction project management consultants,private
9697,9697,2004,"hyderabad/secunderabad, telangana, india",engineering & construction,sri sreenivasa constructions,private
9698,9698,0,,education & training,institute of medical sciences and sum hospital,
9699,9699,1992,"dubai, uae",retail,majid al futtaim retail,private
9700,9700,1984,"kolkata, west bengal, india",real estate,r.k. group,private
9701,9701,2015,"bangalore/bengaluru, karnataka, india",financial services,finwizard technology,private
9702,9702,2005,"mumbai, india",power,maharashtra state power generation company,
9703,9703,0,,education & training,st. andrews institute of technology and management,
9704,9704,1931,"ahmedabad, gujarat, india",fashion & textile,arvind textile mills,
9705,9705,0,,industrial machinery,gainwell cat,
9706,9706,0,,,tata communications payment solutions,
9707,9707,0,"mumbai, maharashtra, india",it services & consulting,colgate global business services,
9708,9708,0,,financial services,sbi credit card collection,
9709,9709,0,,power,tp central odisha distribution,
9710,9710,2019,"bangalore,karnataka, india",software product,pagarbook,private
9711,9711,0,,,wheels india - tvs group,
9712,9712,0,,,competition team technology,
9713,9713,2017,"bangalore,karnataka, india",internet,phablecare,
9714,9714,2015,"bangalore,karnataka, india",financial services,niyo solutions,private
9715,9715,2018,"kolkata, india",retail,winds e world,public
9716,9716,1982,"saint quentin en yvelines, ile-de-france, france",it services & consulting,expleo india infosystems,
9717,9717,0,,,dhl it services,
9718,9718,0,,,efficiently,
9719,9719,0,,it services & consulting,fx abs software solutions,
9720,9720,0,,,learnbay,
9721,9721,0,,,uv infratech systems,
9722,9722,1979,"pune, maharashtra, india",industrial machinery,electromech material handling systems,private
9723,9723,0,"leesburg,",real estate,jp associates,private
9724,9724,1972,"southampton, united kingdom",sports & recreation,carnival uk,
9725,9725,2002,"chennai, tamil nadu, india",healthcare,vasan health care,private
9726,9726,1991,"pune, india",industrial automation,renu electronics,private
9727,9727,2008,"secunderabad, india",recruitment,hucon solutions,private
9728,9728,1995,"mumbai, maharashtra, india",,emkay global financial services,public
9729,9729,1991,"leatherhead, united kingdom",it services & consulting,hh global,
9730,9730,2006,"gurgaon,haryana, india",it services & consulting,ginesys,private
