name,codice,pricecap,price,country
Postal Realty Trust,PSTL,$0.35 B,$15.10,USA
Shore Bancshares,SHBI,$0.35 B,$17.75,USA
ReneSola,SOL,$0.35 B,$5.25,USA
Astronics Corporation,ATRO,$0.35 B,$10.99,USA
Allbirds,BIRD,$0.37 B,$2.51,USA
OraSure Technologies,OSUR,$0.37 B,$5.16,USA
LSI Industries,LYTS,$0.37 B,$13.49,USA
Sanara MedTech,SMTI,$0.37 B,$45.09,USA
Comtech Telecommunications,CMTL,$0.37 B,$13.48,USA
North American Construction Group,NOA,$0.37 B,$14.17,Canada
Farmers & Merchants Bancorp,FMAO,$0.37 B,$27.50,USA
Karyopharm Therapeutics,KPTI,$0.37 B,$3.30,USA
Meta Materials,MMAT,$0.37 B,$1.03,Canada
City Office REIT,CIO,$0.37 B,$9.38,Canada
Adicet Bio,ACET,$0.37 B,$8.69,USA
Tucows,TCX,$0.37 B,$34.38,Canada
Strides Pharma,STAR.NS,$0.37 B,$4.11,India
JCI Hitachi India,JCHAC.NS,$0.37 B,$13.64,India
Southern First Bancshares,SFST,$0.35 B,$43.99,USA
Arizona Metals,AMC.V,$0.35 B,$2.92,Canada
Mirza International,MIRZAINT.NS,$0.35 B,$2.92,India
Satellogic,SATL,$0.35 B,$3.94,USA
Ooma,OOMA,$0.35 B,$14.13,USA
Nilkamal,NILKAMAL.NS,$0.35 B,$23.46,India
Centessa Pharmaceuticals,CNTA,$0.35 B,$3.70,UK
Inspired Entertainment,INSE,$0.34 B,$13.52,USA
Weave Communications,WEAV,$0.34 B,$5.32,USA
Belpointe OZ,OZ,$0.34 B,$98.00,USA
Gilat Telecom,GILT,$0.34 B,$6.15,Israel
Arlo Technologies,ARLO,$0.34 B,$3.93,USA
Corby Spirit and Wine,CSW-A.TO,$0.34 B,$12.32,Canada
Quotient Technology,QUOT,$0.34 B,$3.57,USA
Phathom Pharmaceuticals,PHAT,$0.34 B,$8.27,USA
Telos,TLS,$0.34 B,$5.12,USA
Vicarious Surgical,RBOT,$0.34 B,$2.81,USA
Torrid,CURV,$0.37 B,$3.56,USA
Priority Technology Holdings,PRTH,$0.36 B,$4.86,USA
Penseco Financial Services,PFIS,$0.36 B,$51.56,USA
Atara Biotherapeutics,ATRA,$0.36 B,$3.89,USA
Aeva Technologies,AEVA,$0.36 B,$1.69,USA
Hailiang Education,HLG,$0.36 B,$14.30,China
Regal Hotels International,0078.HK,$0.36 B,$0.41,Hong Kong
Black Rifle Coffee (BRC),BRCC,$0.36 B,$6.75,USA
NL Industries,NL,$0.36 B,$7.53,USA
Inox Wind,INOXWIND.NS,$0.36 B,$1.32,India
Arctic Paper,ARP.ST,$0.34 B,$4.94,Poland
Outlook Therapeutics,OTLK,$0.34 B,$1.35,USA
Gannett,GCI,$0.34 B,$2.35,USA
Village Super Market,VLGEA,$0.34 B,$23.66,USA
Forge Global,FRGE,$0.34 B,$1.99,USA
Marathon Gold,MOZ.TO,$0.34 B,$0.87,Canada
Vasta Platform,VSTA,$0.34 B,$4.15,Brazil
HBL Power Systems,HBLPOWER.NS,$0.34 B,$1.24,India
Orient Cement,ORIENTCEM.NS,$0.34 B,$1.67,India
The Original BARK Company,BARK,$0.34 B,$1.93,USA
Amplify Energy,AMPY,$0.34 B,$8.86,USA
Organogenesis,ORGO,$0.33 B,$2.59,USA
AFC Gamma,AFCG,$0.33 B,$16.65,USA
MeiraGTx,MGTX,$0.33 B,$6.99,USA
Arqit Quantum,ARQQ,$0.33 B,$2.76,UK
Loop Media,LPTV,$0.33 B,$6.00,USA
Concert Pharmaceuticals,CNCE,$0.33 B,$7.05,USA
McEwen Mining,MUX,$0.33 B,$7.12,Canada
Skillsoft,SKIL,$0.33 B,$2.05,USA
Happinet,7552.T,$0.33 B,$15.25,Japan
Aurora Cannabis,ACB,$0.33 B,$1.03,Canada
Home Bancorp,HBCP,$0.33 B,$40.50,USA
Gran Tierra Energy,GTE,$0.33 B,$0.93,Canada
Maiden Holdings,MHLD,$0.33 B,$2.34,Bermuda
Pulmonx,LUNG,$0.33 B,$8.92,USA
Pizza Pizza,PZA.TO,$0.33 B,$10.37,Canada
Workhorse Group,WKHS,$0.33 B,$2.03,USA
PTC India,PTC.NS,$0.33 B,$1.12,India
PetIQ,PETQ,$0.33 B,$11.07,USA
Rani Therapeutics,RANI,$0.33 B,$6.54,USA
Miller Industries,MLR,$0.33 B,$28.94,USA
American Battery Technology Company,ABML,$0.33 B,$0.51,USA
The Pennant Group,PNTG,$0.32 B,$11.09,USA
American Realty Investors,ARL,$0.32 B,$20.31,USA
First Bancorp,FNLC,$0.32 B,$29.69,USA
Cosmo Films,COSMOFILMS.NS,$0.32 B,$12.01,India
Remedy Entertainment,REMEDY.HE,$0.32 B,$24.33,Finland
Utah Medical Products,UTMD,$0.32 B,$90.11,USA
CVRx,CVRX,$0.32 B,$15.87,USA
Red Violet,RDVT,$0.32 B,$23.50,USA
Marksans Pharma,MARKSANS.NS,$0.32 B,$0.81,India
Annexon,ANNX,$0.32 B,$6.84,USA
Seer,SEER,$0.32 B,$5.20,USA
Summit Financial Group,SMMF,$0.32 B,$25.44,USA
ACNB Corporation,ACNB,$0.32 B,$38.11,USA
Velocity Financial,VEL,$0.32 B,$10.00,USA
Gabriel India,GABRIEL.NS,$0.32 B,$2.26,India
Granite Point Mortgage Trust,GPMT,$0.32 B,$6.19,USA
Sierra Bancorp,BSRR,$0.32 B,$21.45,USA
Sudarshan Chemical,SUDARSCHEM.NS,$0.32 B,$4.65,India
Northeast Bank,NBN,$0.32 B,$43.25,USA
Saratoga Investment,SAR,$0.32 B,$27.05,USA
Franklin Street Properties,FSP,$0.32 B,$3.11,USA
Hallador Energy Company,HNRG,$0.32 B,$9.73,USA
Columbia Care,CCHWF,$0.32 B,$0.78,USA
Soft-World International,5478.TWO,$0.32 B,$2.64,Taiwan
Silicom,SILC,$0.32 B,$48.15,Israel
Vuzix,VUZI,$0.31 B,$5.02,USA
G1 Therapeutics,GTHX,$0.31 B,$6.32,USA
Cue Health,HLTH,$0.31 B,$2.14,USA
Alpha Tau Medical,DRTS,$0.31 B,$4.63,Israel
Greenlight Reinsurance,GLRE,$0.31 B,$9.17,Cayman Islands
NextNav,NN,$0.31 B,$3.00,USA
Focus Entertainment,ALFOC.PA,$0.31 B,$51.10,France
WhiteHorse Finance,WHF,$0.31 B,$13.71,USA
Richardson Electronics,RELL,$0.31 B,$22.59,USA
OptimizeRx,OPRX,$0.31 B,$18.52,USA
Voltamp Transformers,VOLTAMP.NS,$0.31 B,$31.17,India
Aadi Bioscience,AADI,$0.31 B,$12.95,USA
ASA Gold and Precious Metals,ASA,$0.31 B,$16.37,USA
11 bit studios,11B.WA,$0.31 B,$132.66,Poland
Marvelous,7844.T,$0.31 B,$5.23,Japan
eGain,EGAN,$0.31 B,$9.87,USA
Casa Systems,CASA,$0.31 B,$3.33,USA
Diana Shipping,DSX,$0.31 B,$3.65,Greece
Siyaram Silk Mills,SIYSIL.NS,$0.31 B,$6.70,India
NeoGames,NGMS,$0.31 B,$12.26,Israel
Gravity Co.,GRVY,$0.31 B,$45.05,S. Korea
Weight Watchers,WW,$0.31 B,$4.42,USA
Sterling Bancorp,SBT,$0.31 B,$6.14,USA
MBM Resources,5983.KL,$0.31 B,$0.80,Malaysia
OrganiGram Holdings,OGI,$0.31 B,$0.99,Canada
Skillz,SKLZ,$0.31 B,$0.74,USA
Hut 8 Mining,HUT,$0.31 B,$1.58,Canada
Aeroporto G. Marconi Bologna,ADB.MI,$0.30 B,$8.58,Italy
Green Plains Partners,GPP,$0.30 B,$13.32,USA
Northrim BanCorp,NRIM,$0.30 B,$54.45,USA
Regional Management,RM,$0.30 B,$32.29,USA
Kyokuyo,1301.T,$0.30 B,$28.72,Japan
BCB Bancorp,BCBP,$0.30 B,$18.30,USA
Quantum-Si,QSI,$0.30 B,$2.21,USA
Qiwi,QIWI.ME,$0.30 B,$4.95,Cyprus
Ocular Therapeutix,OCUL,$0.30 B,$4.00,USA
Trean Insurance Group,TIG,$0.30 B,$6.01,USA
DBV Technologies,DBVT,$0.30 B,$1.56,France
enCore Energy,EU.V,$0.30 B,$2.83,Canada
Adaptimmune Therapeutics,ADAP,$0.30 B,$1.87,UK
Rigel Pharmaceuticals,RIGL,$0.30 B,$1.77,USA
Media and Games Invest,M8G.DE,$0.30 B,$1.92,Malta
Pharvaris,PHVS,$0.30 B,$9.04,Netherlands
Rubicon Technologies,RBT,$0.30 B,$1.89,USA
Zengame Technology,2660.HK,$0.30 B,$0.30,China
Astra Microwave,ASTRAMICRO.NS,$0.30 B,$3.51,India
Full House Resorts,FLL,$0.30 B,$8.83,USA
Karat Packaging,KRT,$0.30 B,$15.25,USA
BigBear.ai,BBAI,$0.30 B,$2.39,USA
Investors Title Company,ITIC,$0.30 B,$159.76,USA
Generation Bio,GBIO,$0.30 B,$5.10,USA
Holley,HLLY,$0.30 B,$2.56,USA
Ashoka Buildcon,ASHOKA.NS,$0.30 B,$1.08,India
Luna Innovations,LUNA,$0.30 B,$9.17,USA
Innate Pharma,IPHA,$0.30 B,$3.57,France
Bakhu Holdings,BKUH,$0.30 B,$1.00,USA
Overseas Shipholding Group,OSG,$0.30 B,$3.56,USA
First Business Financial Services,FBIZ,$0.29 B,$35.57,USA
PDS Biotechnology,PDSB,$0.29 B,$10.38,USA
Oyster Point Pharma,OYST,$0.29 B,$11.17,USA
Faraday Future,FFIE,$0.29 B,$0.50,USA
Viemed Healthcare,VMD,$0.29 B,$7.87,USA
Atai Life Sciences,ATAI,$0.29 B,$1.80,Germany
Hovnanian Enterprises,HOV,$0.29 B,$51.09,USA
Clipper Realty,CLPR,$0.29 B,$7.03,USA
Western Copper and Gold,WRN,$0.29 B,$1.95,Canada
Forum Energy Technologies,FET,$0.29 B,$29.08,USA
Betterware de Mexico,BWMX,$0.29 B,$7.93,Mexico
Air Busan,298690.KS,$0.29 B,$2.54,S. Korea
F45 Training,FXLV,$0.29 B,$3.04,USA
Tidewater Renewables,LCFS.TO,$0.29 B,$8.51,Canada
Jaypee Group,JPASSOCIAT.NS,$0.29 B,$0.12,India
Cerberus Cyber Sentinel,CISO,$0.29 B,$2.02,USA
eMudhra,EMUDHRA.NS,$0.29 B,$3.74,India
Cabaletta Bio,CABA,$0.29 B,$10.02,USA
PCSB Financial,PCSB,$0.29 B,$19.04,USA
Devolver Digital,DEVO.L,$0.29 B,$0.65,USA
Zevia,ZVIA,$0.29 B,$4.50,USA
Nouveau Monde Graphite,NMG,$0.28 B,$5.17,Canada
FriendTimes,6820.HK,$0.28 B,$0.13,China
Prelude Therapeutics,PRLD,$0.28 B,$6.01,USA
OneConnect,OCFT,$0.28 B,$7.20,China
Noodles & Company,NDLS,$0.28 B,$6.23,USA
Arbe Robotics,ARBE,$0.28 B,$4.54,Israel
Eastman Kodak Company,KODK,$0.28 B,$3.62,USA
Ethos Watches,ETHOSLTD.NS,$0.28 B,$12.21,India
Park Aerospace,PKE,$0.28 B,$13.91,USA
Ocugen,OCGN,$0.28 B,$1.30,USA
LumiraDx,LMDX,$0.28 B,$0.89,UK
GrowGeneration,GRWG,$0.28 B,$4.66,USA
Sonder Holdings,SOND,$0.28 B,$1.30,USA
Ranger Energy Services,RNGR,$0.28 B,$11.50,USA
Unity Bancorp,UNTY,$0.28 B,$27.12,USA
Grindrod Shipping,GRIN,$0.28 B,$15.05,Singapore
Qudian,QD,$0.28 B,$1.12,China
Genie Energy,GNE,$0.28 B,$10.92,USA
Kinnate Biopharma,KNTE,$0.28 B,$6.40,USA
NI Holdings,NODK,$0.28 B,$13.38,USA
India Glycols,INDIAGLYCO.NS,$0.28 B,$9.12,India
SRA Holdings,3817.T,$0.28 B,$22.85,Japan
Gritstone bio,GRTS,$0.28 B,$3.38,USA
The Honest Company,HNST,$0.28 B,$3.04,USA
Arvind,ARVIND.NS,$0.28 B,$1.08,India
MVB Financial,MVBF,$0.28 B,$22.32,USA
Ur Energy,URG,$0.28 B,$1.26,USA
Honda Siel Power Products,HONDAPOWER.NS,$0.28 B,$27.67,India
Lands' End,LE,$0.28 B,$8.29,USA
908 Devices,MASS,$0.28 B,$8.83,USA
AirSculpt Technologies,AIRS,$0.27 B,$4.98,USA
NACCO Industries,NC,$0.27 B,$37.94,USA
Chicago Atlantic Real Estate Finance,REFI,$0.27 B,$15.77,USA
Accelya,ACCELYA.NS,$0.27 B,$18.58,India
AMMO,POWW,$0.27 B,$2.36,USA
Timberland Bancorp,TSBK,$0.27 B,$33.52,USA
HireQuest,HQI,$0.27 B,$19.90,USA
PolyMet,PLM,$0.27 B,$2.72,Canada
Focus Universal,FCUV,$0.27 B,$6.34,USA
Kaltura,KLTR,$0.27 B,$2.07,USA
Fire Rock,1909.HK,$0.27 B,$0.07000,China
Transphorm,TGAN,$0.27 B,$4.86,USA
Cipher Mining,CIFR,$0.27 B,$1.11,USA
SpiceJet,SPICEJET.NS,$0.27 B,$0.46,India
People Can Fly,PCF.WA,$0.27 B,$9.15,Poland
Rupa Company,RUPA.NS,$0.27 B,$3.44,India
SmileDirectClub,SDC,$0.27 B,$0.70,USA
Prime Focus,PFOCUS.NS,$0.27 B,$0.91,India
Electrosteel Castings,ELECTCAST.NS,$0.27 B,$0.46,India
Upland Software,UPLD,$0.27 B,$8.60,USA
Confidence Petroleum,CONFIPET.NS,$0.27 B,$0.96,India
Nkarta,NKTX,$0.27 B,$5.57,USA
Daseke,DSKE,$0.27 B,$6.04,USA
Semler Scientific,SMLR,$0.27 B,$39.61,USA
TrueCar,TRUE,$0.27 B,$3.07,USA
Stellus Capital,SCM,$0.26 B,$13.80,USA
Sequent Scientific,SEQUENT.NS,$0.26 B,$1.08,India
Motorcar Parts of America,MPAA,$0.26 B,$13.81,USA
Babylon Holdings,BBLN,$0.26 B,$10.81,UK
Markforged,MKFG,$0.26 B,$1.38,USA
Performant Financial,PFMT,$0.26 B,$3.60,USA
Somany Ceramics,SOMANYCERA.NS,$0.26 B,$6.29,India
The Joint Corp.,JYNT,$0.26 B,$18.37,USA
Caledonia Mining,CMCL,$0.26 B,$15.44,Jersey
Tactile Medical,TCMD,$0.26 B,$13.24,USA
Orange County Bancorp,OBT,$0.26 B,$47.28,USA
Dakota Gold,DC,$0.26 B,$3.64,USA
Absci,ABSI,$0.26 B,$2.88,USA
Kimball International,KBAL,$0.26 B,$7.26,USA
The Container Store,TCS,$0.26 B,$5.24,USA
MSTC Limited,MSTCLTD.NS,$0.26 B,$3.76,India
Blade Air Mobility,BLDE,$0.26 B,$3.70,USA
Hyderabad Industries Limited,HIL.NS,$0.26 B,$35.12,India
Addiko Bank,ZYE1.F,$0.26 B,$13.09,Austria
Lordstown Motors,RIDE,$0.26 B,$1.15,USA
RattanIndia Power,RTNPOWER.NS,$0.26 B,$0.05000,India
Cantabil Retail India,CANTABIL.NS,$0.26 B,$16.07,India
Terran Orbital,LLAP,$0.26 B,$1.85,USA
Frontier Developments,FDEV.L,$0.26 B,$6.19,UK
LiveVox,LVOX,$0.26 B,$2.63,USA
Neuland Laboratories,NEULANDLAB.NS,$0.26 B,$20.49,India
Solo Brands,DTC,$0.26 B,$4.13,USA
DHI Group,DHX,$0.26 B,$5.48,USA
Groupon,GRPN,$0.26 B,$8.57,USA
Pangaea Logistics Solutions,PANL,$0.26 B,$5.68,USA
Innovid,CTV,$0.26 B,$1.95,USA
Landsea Homes,LSEA,$0.26 B,$6.35,USA
HIVE Blockchain Technologies,HIVE,$0.25 B,$3.13,Canada
Asiasoft,AS.BK,$0.25 B,$0.51,Thailand
Alpine Income Property Trust,PINE,$0.25 B,$19.75,USA
Puravankara,PURVA.NS,$0.25 B,$1.09,India
Acrivon Therapeutics,ACRV,$0.25 B,$12.42,USA
Tillys,TLYS,$0.25 B,$8.69,USA
Landec,LNDC,$0.25 B,$8.76,USA
Orrstown Financial Services,ORRF,$0.25 B,$24.24,USA
SEACOR Marine,SMHI,$0.25 B,$9.69,USA
Actinium Pharmaceuticals,ATNM,$0.25 B,$10.15,USA
Selecta Biosciences,SELB,$0.25 B,$1.69,USA
NACL Industries,NACLIND.NS,$0.25 B,$1.30,India
Lineage Cell Therapeutics,LCTX,$0.25 B,$1.52,USA
Homeland Interactive Technology,3798.HK,$0.25 B,$0.20,China
Cognyte Software,CGNT,$0.25 B,$3.78,Israel
Humacyte,HUMA,$0.25 B,$2.50,USA
Central Valley Community Bancorp,CVCY,$0.25 B,$21.97,USA
First Western Financial,MYFW,$0.25 B,$27.15,USA
Rent the Runway,RENT,$0.25 B,$3.96,USA
XOMA,XOMA,$0.25 B,$22.47,USA
Ocwen,OCN,$0.25 B,$33.89,USA
Nautilus Biotechnology,NAUT,$0.25 B,$2.06,USA
Willdan Group,WLDN,$0.25 B,$19.32,USA
Azure Power,AZRE,$0.25 B,$4.00,India
GigaCloud Technology,GCT,$0.25 B,$6.30,China
Enad Global 7,EG7.ST,$0.25 B,$2.89,Sweden
Acumen Pharmaceuticals,ABOS,$0.25 B,$6.24,USA
Backblaze,BLZE,$0.25 B,$7.82,USA
Lesaka Technologies,LSAK,$0.25 B,$4.30,South Africa
BayCom (United Business Bank),BCML,$0.25 B,$19.61,USA
Vaxxinity,VAXX,$0.25 B,$2.02,USA
Uranium Royalty,UROY,$0.25 B,$2.55,Canada
Nacon,NACON.PA,$0.25 B,$2.66,France
Third Coast Bancshares,TCBX,$0.25 B,$18.79,USA
Radiant Logistics,RLGT,$0.25 B,$5.26,USA
VA Tech Wabag,WABAG.NS,$0.25 B,$4.08,India
Subros,SUBROS.NS,$0.25 B,$3.88,India
Nerdy,NRDY,$0.25 B,$2.72,USA
First Guaranty Bancshares,FGBI,$0.25 B,$23.65,USA
MM Forgings,MMFL.NS,$0.25 B,$10.48,India
Aenza,AENZ,$0.25 B,$3.17,Peru
Fathom Digital Manufacturing,FATH,$0.25 B,$1.86,USA
J.Jill,JILL,$0.25 B,$24.85,USA
Oil-Dri Corporation Of America,ODC,$0.25 B,$35.21,USA
Force Motors,FORCEMOT.NS,$0.25 B,$19.10,India
Jain Irrigation Systems,JISLDVREQS.NS,$0.25 B,$0.23,India
Opthea,OPT,$0.25 B,$4.96,Australia
Gulf Oil Lubricants,GULFOILLUB.NS,$0.25 B,$5.14,India
LianBio,LIAN,$0.25 B,$2.32,USA
Filatex India,FILATEX.NS,$0.25 B,$0.57,India
Fabasoft,FAA.DE,$0.25 B,$22.81,Austria
Weyco Group,WEYS,$0.25 B,$26.06,USA
Information Services Group,III,$0.24 B,$5.20,USA
Parke Bancorp,PKBK,$0.24 B,$20.91,USA
TransGlobe Energy,TGA,$0.24 B,$3.72,Canada
Sundaram Finance,SUNDARMHLD.NS,$0.24 B,$1.11,India
Jagran Prakashan,JAGRAN.NS,$0.24 B,$0.94,India
Time Technoplast,TIMETECHNO.NS,$0.24 B,$1.10,India
Yiren Digital,YRD,$0.24 B,$2.91,China
Brightcove,BCOV,$0.24 B,$5.89,USA
Commercial Vehicle Group (CVG),CVGI,$0.24 B,$7.40,USA
Veritone,VERI,$0.24 B,$6.82,USA
Ten Square Games,1HQ.F,$0.24 B,$33.73,Poland
IsoEnergy,ISO.V,$0.24 B,$2.24,Canada
Ponce Financial Group,PDLB,$0.24 B,$9.98,USA
Urban One,UONE,$0.24 B,$5.72,USA
Bank7,BSVN,$0.24 B,$27.00,USA
SKYX Platforms,SKYX,$0.24 B,$2.97,USA
Immersion Corporation,IMMR,$0.24 B,$7.60,USA
Southern States Bancshares,SSBK,$0.24 B,$28.19,USA
Molecular Partners,MOLN,$0.24 B,$6.80,Switzerland
Marinus Pharmaceuticals,MRNS,$0.24 B,$4.94,USA
Apollo Pipes,APOLLOPIPE.NS,$0.24 B,$6.23,India
ProQR,PRQR,$0.24 B,$3.43,Netherlands
Zomedica Pharmaceuticals,ZOM,$0.24 B,$0.25,USA
Hindustan Sanitaryware & Industries,HSIL.NS,$0.24 B,$3.77,India
tinyBuild,8Z3.F,$0.24 B,$1.17,USA
Troops,TROO,$0.24 B,$2.40,Hong Kong
Gati,GATI.NS,$0.24 B,$1.87,India
Emerald Holding,EEX,$0.24 B,$3.60,USA
Voxx International,VOXX,$0.24 B,$10.29,USA
Alto Ingredients,ALTO,$0.24 B,$3.23,USA
Conn's,CONN,$0.24 B,$10.12,USA
Atlas Technical Consultants,ATCX,$0.24 B,$6.42,USA
KalVista Pharmaceuticals,KALV,$0.24 B,$7.10,USA
Invivyd,IVVD,$0.24 B,$2.22,USA
Vst Tillers Tractors,VSTTILLERS.NS,$0.24 B,$27.94,India
American Public Education,APEI,$0.24 B,$12.78,USA
Porch Group,PRCH,$0.24 B,$2.40,USA
SWK Holdings,SWKH,$0.24 B,$18.74,USA
Appen,APX.AX,$0.23 B,$1.94,Australia
Nordic Paper,NPAPER.ST,$0.23 B,$3.56,Sweden
Velodyne Lidar,VLDR,$0.23 B,$1.01,USA
SoundHound AI,SOUN,$0.23 B,$1.21,USA
Vizsla Silver,VZLA,$0.23 B,$1.33,Canada
The ONE Group Hospitality,STKS,$0.23 B,$7.40,USA
Homepoint,HMPT,$0.23 B,$1.72,USA
Century Casinos,CNTY,$0.23 B,$7.97,USA
Cian,CIAN,$0.23 B,$3.40,Russia
ZimVie,ZIMV,$0.23 B,$9.08,USA
Eurobio Scientific,ALERS.PA,$0.23 B,$20.83,France
Pure Cycle (water),PCYO,$0.23 B,$9.84,USA
Vadilal Industries,VADILALIND.NS,$0.23 B,$32.82,India
CARE's Ratings,CARERATING.NS,$0.23 B,$7.93,India
First Internet Bancorp,INBK,$0.23 B,$25.48,USA
Sanghi Industries,SANGHIIND.NS,$0.23 B,$0.91,India
Texmaco Rail & Engineering,TEXRAIL.NS,$0.23 B,$0.73,India
ORIC Pharmaceuticals,ORIC,$0.23 B,$5.92,USA
Limoneira,LMNR,$0.23 B,$13.24,USA
EMX Royalty,EMX,$0.23 B,$2.11,Canada
Bitfarms,BITF,$0.23 B,$1.07,Canada
Bankwell Financial Group,BWFG,$0.23 B,$30.19,USA
Absa Bank,ABSP.JO,$0.23 B,$51.92,South Africa
22nd Century Group,XXII,$0.23 B,$1.08,USA
Aveanna Healthcare,AVAH,$0.23 B,$1.25,USA
Hooker Furniture,HOFT,$0.23 B,$20.40,USA
GEOX,GEO.MI,$0.23 B,$0.90,Italy
1stdibs.Com,DIBS,$0.23 B,$5.93,USA
RGC Resources,RGCO,$0.23 B,$23.42,USA
Eargo,EAR,$0.23 B,$0.56,USA
Consolidated Water,CWCO,$0.23 B,$14.69,Cayman Islands
AXT Inc,AXTI,$0.22 B,$5.28,USA
Akatsuki Inc,3932.T,$0.22 B,$16.95,Japan
Quad,QUAD,$0.22 B,$4.36,USA
Rallybio,RLYB,$0.22 B,$6.17,USA
Greenhill,GHL,$0.22 B,$12.70,USA
Kamada,KMDA,$0.22 B,$5.08,Israel
Rocky Brands,RCKY,$0.22 B,$31.19,USA
Vidhi Specialty Food,VIDHIING.NS,$0.22 B,$4.57,India
Territorial Bancorp,TBNK,$0.22 B,$25.06,USA
Codorus Valley Bancorp,CVLY,$0.22 B,$23.85,USA
Community Financial Corporation,TCFC,$0.22 B,$40.26,USA
CompX International,CIX,$0.22 B,$18.45,USA
Big 5 Sporting Goods,BGFV,$0.22 B,$10.20,USA
Maruzen,5982.T,$0.22 B,$13.94,Japan
BlackSky Technology,BKSY,$0.22 B,$1.86,USA
TMC the metals company,TMC,$0.22 B,$0.85,Canada
Caesarstone,CSTE,$0.22 B,$6.49,Israel
Ouster,OUST,$0.22 B,$1.21,USA
Bank of Innovation,4393.T,$0.22 B,$55.82,Japan
Accuray,ARAY,$0.22 B,$2.38,USA
Alembic Limited,ALEMBICLTD.NS,$0.22 B,$0.87,India
Greenply,GREENPLY.NS,$0.22 B,$1.80,India
HF Foods Group,HFFG,$0.22 B,$4.14,USA
Gallantt Ispat,GALLISPAT.NS,$0.22 B,$0.78,India
Gossamer Bio,GOSS,$0.22 B,$2.34,USA
Matrix Service,MTRX,$0.22 B,$8.17,USA
Planet13,PLTH.CN,$0.22 B,$1.00,USA
Genius Brands,GNUS,$0.22 B,$0.69,USA
Limestone Bancorp,LMST,$0.21 B,$25.38,USA
Ames National Corp.,ATLO,$0.21 B,$24.34,USA
Portman Ridge,PTMN,$0.21 B,$22.77,USA
Plumas Bancorp,PLBC,$0.21 B,$37.28,USA
Danimer Scientific,DNMR,$0.21 B,$2.15,USA
Hindustan Oil Exploration Company,HINDOILEXP.NS,$0.21 B,$1.65,India
TELA Bio,TELA,$0.21 B,$11.36,USA
Evans Bancorp,EVBN,$0.21 B,$39.34,USA
Cazoo,CZOO,$0.21 B,$0.28,UK
Middlefield Banc,MBCN,$0.21 B,$27.21,USA
Western New England Bancorp,WNEB,$0.21 B,$9.74,USA
scPharmaceuticals,SCPH,$0.21 B,$6.34,USA
"PLAID,Inc.",4165.T,$0.21 B,$5.52,Japan
Kandi Technologies Group,KNDI,$0.21 B,$2.90,China
UBM Development,UBS.VI,$0.21 B,$28.78,Austria
Akoustis Technologies,AKTS,$0.21 B,$3.70,USA
Cato Fashion,CATO,$0.21 B,$10.28,USA
The Beachbody Company,BODY,$0.21 B,$0.69,USA
ESSA Bancorp,ESSA,$0.21 B,$20.62,USA
Duluth Holdings,DLTH,$0.21 B,$6.39,USA
Tide Water Oil,TIDEWATER.NS,$0.21 B,$12.24,India
Investar Holding,ISTR,$0.21 B,$21.55,USA
Perpetua Resources,PPTA,$0.21 B,$3.37,USA
FuRyu,6238.T,$0.21 B,$7.98,Japan
Ashford Hospitality Trust,AHT,$0.21 B,$5.83,USA
Ellomay Capital,ELLO,$0.21 B,$16.38,Israel
Cooper Standard,CPS,$0.21 B,$12.30,USA
Prenetics,PRE,$0.21 B,$1.77,Hong Kong
Fiesta Restaurant Group,FRGI,$0.20 B,$8.05,USA
Savara Pharmaceuticals,SVRA,$0.20 B,$1.83,USA
Y-mAbs Therapeutics,YMAB,$0.20 B,$4.77,USA
MainStreet Bancshares,MNSB,$0.20 B,$27.98,USA
LCNB,LCNB,$0.20 B,$18.46,USA
Inotiv,NOTV,$0.20 B,$8.12,USA
Federal-Mogul Goetze,FMGOETZE.NS,$0.20 B,$3.73,India
Incannex Healthcare,IXHL,$0.20 B,$3.40,Australia
VersaBank,VBNK,$0.20 B,$7.62,Canada
Shalby,SHALBY.NS,$0.20 B,$1.91,India
AN2 Therapeutics,ANTX,$0.20 B,$10.66,USA
Potbelly Corporation,PBPB,$0.20 B,$7.14,USA
gumi,3903.T,$0.20 B,$7.04,Japan
Beyond Air,XAIR,$0.20 B,$6.87,USA
AC Immune,ACIU,$0.20 B,$2.45,Switzerland
INNOVATE Corp.,VATE,$0.20 B,$2.60,USA
Tamil Nadu Newsprint and Papers Limited,TNPL.NS,$0.20 B,$2.93,India
Lumax Industries,LUMAXIND.NS,$0.20 B,$21.72,India
Bannerman Energy,BMN.AX,$0.20 B,$1.35,Australia
Tupperware Brands,TUP,$0.20 B,$4.56,USA
AgileThought,AGIL,$0.20 B,$4.20,USA
NGL Energy Partners,NGL,$0.20 B,$1.55,USA
Assertio Therapeutics,ASRT,$0.20 B,$4.19,USA
Vintage Wine Estates,VWE,$0.20 B,$3.28,USA
Applied Blockchain,APLD,$0.20 B,$2.14,USA
KVH Industries,KVHI,$0.20 B,$10.52,USA
AppHarvest,APPH,$0.20 B,$1.87,USA
C&F Financial Corporation,CFFI,$0.20 B,$57.95,USA
Jakks Pacific,JAKK,$0.20 B,$20.68,USA
SOPHiA GENETICS,SOPH,$0.20 B,$3.13,Switzerland
Quipt Home Medical,QIPT,$0.20 B,$5.64,USA
OptiNose,OPTN,$0.20 B,$1.80,USA
China Automotive Systems,CAAS,$0.20 B,$6.63,China
