07-silvestri-revenue_2020,08-slytherin-revenue,01-DDD-revenue_2017_euro,01-DDD-revenue_2020_euro,03-gren-revenue_2020_eu
,doll_6.78 m,,,
,doll_3.7 m,,,
,doll_33.80 m,,,
,doll_12.45 m,,,
,doll_6.01 m,,,
,doll_2.24 m,,,
,doll_3.06 m,,,
,doll_3.57 m,,,
,doll_9.0 m,,,
,doll_5.98 m,,,
,doll_18.52 m,,,
,doll_6.2 m,,,
,doll_3.56 m,,,
,doll_15.74 m,,,
,doll_6.7 m,,,
,doll_357.76 m,,,
,doll_9.78 m,,,
,doll_2.36 m,,,
,doll_3.19 m,,,
,doll_55.94 m,,,
,doll_54.1 m,,,
,doll_6.3 m,,,
,doll_3.79 m,,,
,doll_14.55 m,,,
,doll_92.8 m,,,
,doll_2.43 m,,,
,doll_319.3 m,,,
,doll_311.69 m,,,
,doll_4.97 m,,,
,doll_16.69 m,,,
,doll_3.09 m,,,
,doll_4.8 m,,,
,doll_17.01 m,,,
,doll_3.35 m,,,
,doll_4.02 m,,,
,doll_2.6 m,,,
,doll_5.7 m,,,
,doll_4.44 m,,,
,doll_78.77 m,,,
,doll_5.39 m,,,
,doll_3.53 m,,,
,doll_5.9 m,,,
,doll_3.1 m,,,
,doll_13.21 m,,,
,doll_5.54 m,,,
,doll_5.19 m,,,
,doll_18.62 m,,,
,doll_24.34 m,,,
,doll_28.06 m,,,
,doll_16.3 m,,,
,doll_19.65 m,,,
,doll_6.97 m,,,
,doll_37.61 m,,,
,doll_9.51 m,,,
,doll_2.49 m,,,
,doll_1.6 m,,,
,doll_7.60 m,,,
,doll_4.65 m,,,
,doll_3.07 m,,,
,doll_2.5 m,,,
,doll_7.54 m,,,
,doll_20.39 m,,,
,doll_1.76 m,,,
,doll_2.77 m,,,
,doll_9.33 m,,,
,doll_10.9 m,,,
,doll_4.55 m,,,
,doll_2.73 m,,,
,doll_14.11 m,,,
,doll_2.38 m,,,
,doll_8.33 m,,,
,doll_14.81 m,,,
,doll_101.6 m,,,
,doll_3.78 m,,,
,doll_8.70 m,,,
,doll_2.13 m,,,
,doll_1.88 m,,,
,doll_3.07 m,,,
,doll_13.9 m,,,
,doll_2.34 m,,,
,doll_13.44 m,,,
,doll_13.62 m,,,
,doll_5.53 m,,,
,doll_9.5 m,,,
,doll_6.40 m,,,
,doll_2.00 m,,,
,doll_1.88 m,,,
,doll_3.2 m,,,
,doll_2.7 m,,,
,doll_2.05 m,,,
,doll_2.36 m,,,
,doll_22.84 m,,,
,doll_6.67 m,,,
,doll_39.51 m,,,
,doll_4.6 m,,,
,doll_8.9 m,,,
,doll_1.51 m,,,
,doll_15.6 m,,,
,doll_2.63 m,,,
,doll_23.04 m,,,
,doll_3.5 m,,,
,doll_11.6 m,,,
,doll_32.09 m,,,
,doll_4.64 m,,,
,doll_1.8 m,,,
,doll_5.06 m,,,
,doll_6.3 m,,,
,doll_4.42 m,,,
,doll_3.91 m,,,
,doll_9.25 m,,,
,doll_3.51 m,,,
,doll_22.51 m,,,
,doll_19.5 m,,,
,doll_1.66 m,,,
,doll_5.74 m,,,
,doll_29.08 m,,,
,doll_9.7 m,,,
,doll_17.0 m,,,
,doll_1.69 m,,,
,doll_12.73 m,,,
,doll_38.96 m,,,
,doll_89.5 m,,,
,doll_39.8 m,,,
,doll_1.75 m,,,
,doll_3.09 m,,,
,doll_18.04 m,,,
,doll_25.2 m,,,
,doll_21.3 m,,,
,doll_2.8 m,,,
,doll_8.07 m,,,
,doll_23.95 m,,,
,doll_36.96 m,,,
,doll_10.98 m,,,
,doll_2.8 m,,,
,doll_4.58 m,,,
,doll_4.41 m,,,
,doll_6.3 m,,,
,doll_7.47 m,,,
,doll_13.6 m,,,
,doll_3.79 m,,,
,doll_3.25 m,,,
,doll_2.67 m,,,
,doll_3.5 m,,,
,doll_2.62 m,,,
,doll_2.41 m,,,
,doll_2.15 m,,,
,doll_7.2 m,,,
,doll_5.33 m,,,
,doll_2.69 m,,,
,doll_31.52 m,,,
,doll_61.1 m,,,
,doll_4.21 m,,,
,doll_5.76 m,,,
,doll_1.76 m,,,
,doll_4.5 m,,,
,doll_2.37 m,,,
,doll_7.45 m,,,
,doll_2.64 m,,,
,doll_3.0 m,,,
,doll_5.29 m,,,
,doll_4.61 m,,,
,doll_16.85 m,,,
,doll_34.6 m,,,
,doll_23.3 m,,,
,doll_3.33 m,,,
,doll_2.06 m,,,
,doll_3.07 m,,,
,doll_20.5 m,,,
,doll_7.9 m,,,
,doll_11.59 m,,,
,doll_6.38 m,,,
,doll_38.98 m,,,
,doll_19.1 m,,,
,doll_5.90 m,,,
,doll_42.0 m,,,
,doll_11.65 m,,,
,doll_7.98 m,,,
,doll_3.44 m,,,
,doll_4.7 m,,,
,doll_224.93 m,,,
,doll_13.38 m,,,
,doll_2.8 m,,,
,doll_1.77 m,,,
,doll_2.56 m,,,
,doll_5.0 m,,,
,doll_1.69 m,,,
,doll_23.58 m,,,
,doll_6.3 m,,,
,doll_22.77 m,,,
,doll_2.7 m,,,
,doll_3.91 m,,,
,doll_2.83 m,,,
,doll_4.97 m,,,
,doll_4.85 m,,,
,doll_9.79 m,,,
,doll_1.9 m,,,
,doll_6.02 m,,,
,doll_3.91 m,,,
,doll_1.67 m,,,
,doll_24.87 m,,,
,doll_3.91 m,,,
,doll_34.5 m,,,
,doll_6.42 m,,,
,doll_33.14 m,,,
,doll_44.53 m,,,
,doll_2.7 m,,,
,doll_54.00 m,,,
,doll_10.70 m,,,
,doll_10.75 m,,,
,doll_194.06 m,,,
,doll_15.1 m,,,
,doll_10.0 m,,,
,doll_2.37 m,,,
,doll_2.63 m,,,
,doll_37.39 m,,,
,doll_2.83 m,,,
,doll_3.3 m,,,
,doll_24.53 m,,,
,doll_16.06 m,,,
,doll_74.72 m,,,
,doll_23.83 m,,,
,doll_14.5 m,,,
,doll_6.00 m,,,
,doll_5.68 m,,,
,doll_5.61 m,,,
,doll_6.7 m,,,
,doll_12.12 m,,,
,doll_1.55 m,,,
,doll_3.98 m,,,
,doll_3.4 m,,,
,doll_16.04 m,,,
,doll_16.2 m,,,
,doll_7.8 m,,,
,doll_3.3 m,,,
,doll_30.32 m,,,
,doll_7.7 m,,,
,doll_4.32 m,,,
,doll_3.0 m,,,
,doll_3.52 m,,,
,doll_3.40 m,,,
,doll_2.59 m,,,
,doll_4.32 m,,,
,doll_5.6 m,,,
,doll_4.05 m,,,
,doll_4.59 m,,,
,doll_8.86 m,,,
,doll_5.08 m,,,
,doll_3.4 m,,,
,doll_1.99 m,,,
,doll_3.00 m,,,
,doll_62.95 m,,,
,doll_1.71 m,,,
,doll_13.53 m,,,
,doll_74.3 m,,,
,doll_30.68 m,,,
,doll_3.18 m,,,
,doll_2.6 m,,,
,doll_23.67 m,,,
,doll_2.39 m,,,
,doll_2.4 m,,,
,doll_21.62 m,,,
,doll_4.63 m,,,
,doll_9.41 m,,,
,doll_11.67 m,,,
,doll_5.26 m,,,
,doll_11.4 m,,,
,doll_27.45 m,,,
,doll_2.7 m,,,
,doll_23.45 m,,,
,doll_27.91 m,,,
,doll_2.4 m,,,
,doll_30.74 m,,,
,doll_36.84 m,,,
,doll_3.36 m,,,
,doll_17.29 m,,,
,doll_44.47 m,,,
,doll_18.56 m,,,
,doll_4.9 m,,,
,doll_2.50 m,,,
,doll_5.3 m,,,
,doll_13.22 m,,,
,doll_12.49 m,,,
,doll_29.0 m,,,
,doll_3.82 m,,,
,doll_50.74 m,,,
,doll_2.35 m,,,
,doll_2.96 m,,,
,doll_32.3 m,,,
,doll_2.17 m,,,
,doll_56.05 m,,,
,doll_14.86 m,,,
,doll_2.1 m,,,
,doll_60.5 m,,,
,doll_9.01 m,,,
,doll_3.41 m,,,
,doll_19.3 m,,,
,doll_5.05 m,,,
,doll_2.95 m,,,
,doll_4.1 m,,,
,doll_130.06 m,,,
,doll_11.04 m,,,
,doll_21.9 m,,,
,doll_2.32 m,,,
,doll_2.0 m,,,
,doll_31.22 m,,,
,doll_3.53 m,,,
,doll_114.0 m,,,
,doll_2.1 m,,,
,doll_5.55 m,,,
,doll_2.74 m,,,
,doll_7.6 m,,,
,doll_10.5 m,,,
,doll_2.79 m,,,
,doll_58.14 m,,,
,doll_1.63 m,,,
,doll_1.8 m,,,
,doll_5.35 m,,,
,doll_2.09 m,,,
,doll_9.27 m,,,
,doll_3.9 m,,,
,doll_11.16 m,,,
,doll_1.73 m,,,
,doll_18.53 m,,,
,doll_1.8 m,,,
,doll_2.74 m,,,
,doll_30.97 m,,,
,doll_4.0 m,,,
,doll_9.7 m,,,
,doll_6.79 m,,,
,doll_18.85 m,,,
,doll_24.74 m,,,
,doll_18.64 m,,,
,doll_14.4 m,,,
,doll_7.62 m,,,
,doll_6.02 m,,,
,doll_5.37 m,,,
,doll_2.1 m,,,
,doll_27.3 m,,,
,doll_33.24 m,,,
,doll_4.91 m,,,
,doll_2.27 m,,,
,doll_11.0 m,,,
,doll_3.38 m,,,
,doll_2.04 m,,,
,doll_9.84 m,,,
,doll_12.8 m,,,
,doll_23.64 m,,,
,doll_1.72 m,,,
,doll_3.3 m,,,
,doll_19.38 m,,,
,doll_39.85 m,,,
,doll_7.0 m,,,
,doll_1.85 m,,,
,doll_55.1 m,,,
,doll_16.0 m,,,
,doll_3.35 m,,,
,doll_10.87 m,,,
,doll_3.8 m,,,
,doll_1.74 m,,,
,doll_18.38 m,,,
,doll_10.92 m,,,
,doll_54.68 m,,,
,doll_2.3 m,,,
,doll_24.30 m,,,
,doll_72.95 m,,,
,doll_9.23 m,,,
,doll_2.54 m,,,
,doll_6.4 m,,,
,doll_1.8 m,,,
,doll_4.80 m,,,
,doll_2.93 m,,,
,doll_3.75 m,,,
,doll_1.9 m,,,
,doll_15.93 m,,,
,doll_66.62 m,,,
,doll_4.96 m,,,
,doll_19.3 m,,,
,doll_20.40 m,,,
,doll_86.30 m,,,
,doll_2.66 m,,,
,doll_7.0 m,,,
,doll_1.52 m,,,
,doll_12.23 m,,,
,doll_2.81 m,,,
,doll_12.88 m,,,
,doll_2.0 m,,,
,doll_13.27 m,,,
,doll_7.76 m,,,
,doll_129.81 m,,,
,doll_8.79 m,,,
,doll_25.8 m,,,
,doll_5.7 m,,,
,doll_31.96 m,,,
,doll_11.68 m,,,
,doll_31.31 m,,,
,doll_5.96 m,,,
,doll_4.6 m,,,
,doll_4.35 m,,,
,doll_5.25 m,,,
,doll_2.64 m,,,
,doll_4.34 m,,,
,doll_3.7 m,,,
,doll_141.63 m,,,
,doll_5.39 m,,,
,doll_7.53 m,,,
,doll_4.3 m,,,
,doll_16.6 m,,,
,doll_2.01 m,,,
,doll_3.96 m,,,
,doll_16.24 m,,,
,doll_17.3 m,,,
,doll_3.39 m,,,
,doll_14.42 m,,,
,doll_4.56 m,,,
,doll_35.21 m,,,
,doll_6.6 m,,,
,doll_2.32 m,,,
,doll_69.43 m,,,
,doll_2.1 m,,,
,doll_6.20 m,,,
,doll_16.14 m,,,
,doll_6.5 m,,,
,doll_47.40 m,,,
,doll_2.85 m,,,
,doll_12.33 m,,,
,doll_28.94 m,,,
,doll_3.3 m,,,
,doll_3.41 m,,,
,doll_45.91 m,,,
,doll_13.44 m,,,
,doll_10.0 m,,,
,doll_20.42 m,,,
,doll_5.90 m,,,
,doll_4.91 m,,,
,doll_6.2 m,,,
,doll_1.9 m,,,
,doll_26.24 m,,,
,doll_30.14 m,,,
,doll_72.8 m,,,
,doll_25.73 m,,,
,doll_1.6 m,,,
,doll_3.4 m,,,
,doll_52.13 m,,,
,doll_11.96 m,,,
,doll_1.7 m,,,
,doll_43.00 m,,,
,doll_3.67 m,,,
,doll_16.1 m,,,
,doll_2.71 m,,,
,doll_26.89 m,,,
,doll_7.5 m,,,
,doll_4.48 m,,,
,doll_1.84 m,,,
,doll_2.7 m,,,
,doll_36.88 m,,,
,doll_2.87 m,,,
,doll_321.9 m,,,
,doll_7.47 m,,,
,doll_5.3 m,,,
,doll_10.4 m,,,
,doll_1.89 m,,,
,doll_11.21 m,,,
,doll_59.27 m,,,
,doll_2.6 m,,,
,doll_1.85 m,,,
,doll_5.70 m,,,
,doll_13.08 m,,,
,doll_2.9 m,,,
,doll_2.60 m,,,
,doll_6.84 m,,,
,doll_15.4 m,,,
,doll_3.0 m,,,
,doll_9.63 m,,,
,doll_17.39 m,,,
,doll_2.15 m,,,
,doll_3.4 m,,,
,doll_14.0 m,,,
,doll_2.23 m,,,
,doll_37.4 m,,,
,doll_7.2 m,,,
,doll_11.06 m,,,
,doll_8.73 m,,,
,doll_2.0 m,,,
,doll_4.65 m,,,
,doll_9.14 m,,,
,doll_19.0 m,,,
,doll_2.26 m,,,
,doll_46.35 m,,,
,doll_35.8 m,,,
,doll_32.38 m,,,
,doll_10.09 m,,,
,doll_2.9 m,,,
,doll_1.86 m,,,
,doll_2.1 m,,,
,doll_7.34 m,,,
,doll_3.3 m,,,
,doll_7.85 m,,,
,doll_14.7 m,,,
,doll_4.34 m,,,
,doll_2.1 m,,,
,doll_3.22 m,,,
,doll_1.73 m,,,
,doll_2.7 m,,,
,doll_3.0 m,,,
,doll_2.12 m,,,
,doll_7.0 m,,,
,doll_4.6 m,,,
,doll_2.26 m,,,
,doll_55.07 m,,,
,doll_10.9 m,,,
,doll_26.24 m,,,
,doll_4.1 m,,,
,doll_17.96 m,,,
,doll_11.5 m,,,
,doll_3.2 m,,,
,doll_9.46 m,,,
,doll_34.9 m,,,
,doll_9.3 m,,,
,doll_55.46 m,,,
,doll_2.13 m,,,
,doll_8.0 m,,,
,doll_6.32 m,,,
,doll_6.52 m,,,
,doll_6.0 m,,,
,doll_21.54 m,,,
,doll_3.3 m,,,
,doll_6.91 m,,,
,doll_164.1 m,,,
,doll_6.23 m,,,
,doll_5.1 m,,,
,doll_6.85 m,,,
,doll_30.9 m,,,
,doll_16.61 m,,,
,doll_5.3 m,,,
,doll_10.84 m,,,
,doll_3.2 m,,,
,doll_9.8 m,,,
,doll_13.81 m,,,
,doll_4.8 m,,,
,doll_3.31 m,,,
,doll_2.8 m,,,
,doll_8.1 m,,,
,doll_37.4 m,,,
,doll_80.2 m,,,
,doll_1.9 m,,,
,doll_6.37 m,,,
,doll_11.5 m,,,
,doll_22.04 m,,,
,doll_2.54 m,,,
,doll_7.9 m,,,
,doll_10.02 m,,,
,doll_7.6 m,,,
,doll_2.98 m,,,
,doll_123.86 m,,,
,doll_18.6 m,,,
,doll_3.58 m,,,
,doll_11.8 m,,,
,doll_18.57 m,,,
,doll_3.9 m,,,
,doll_38.0 m,,,
,doll_20.33 m,,,
,doll_2.5 m,,,
,doll_3.45 m,,,
,doll_1.9 m,,,
,doll_17.22 m,,,
,doll_4.3 m,,,
,doll_2.72 m,,,
,doll_11.6 m,,,
,doll_1.83 m,,,
,doll_7.5 m,,,
,doll_2.82 m,,,
,doll_2.5 m,,,
,doll_3.51 m,,,
,doll_12.2 m,,,
,doll_3.43 m,,,
,doll_1.9 m,,,
,doll_5.98 m,,,
,doll_2.8 m,,,
,doll_21.3 m,,,
,doll_6.1 m,,,
,doll_2.27 m,,,
,doll_2.3 m,,,
,doll_4.04 m,,,
,doll_30.5 m,,,
,doll_4.55 m,,,
,doll_42.4 m,,,
,doll_3.48 m,,,
,doll_9.5 m,,,
,doll_8.0 m,,,
,doll_32.9 m,,,
,doll_1.86 m,,,
,doll_10.8 m,,,
,doll_5.0 m,,,
,doll_13.31 m,,,
,doll_3.2 m,,,
,doll_2.0 m,,,
,doll_101.59 m,,,
,doll_3.2 m,,,
,doll_5.53 m,,,
,doll_3.45 m,,,
,doll_17.8 m,,,
,doll_9.8 m,,,
,doll_19.7 m,,,
,doll_3.0 m,,,
,doll_7.37 m,,,
,doll_6.6 m,,,
,doll_83.84 m,,,
,doll_2.28 m,,,
,doll_9.2 m,,,
,doll_34.24 m,,,
,doll_58.7 m,,,
,doll_1.6 m,,,
,doll_4.07 m,,,
,doll_4.7 m,,,
,doll_5.36 m,,,
,doll_10.5 m,,,
,doll_76.9 m,,,
,doll_2.9 m,,,
,doll_1.7 m,,,
,doll_75.34 m,,,
,doll_2.0 m,,,
,doll_78.46 m,,,
,doll_15.9 m,,,
,doll_2.6 m,,,
,doll_40.47 m,,,
,doll_5.2 m,,,
,doll_7.48 m,,,
,doll_62.1 m,,,
,doll_9.63 m,,,
,doll_3.1 m,,,
,doll_2.38 m,,,
,doll_1.9 m,,,
,doll_8.84 m,,,
,doll_8.1 m,,,
,doll_34.9 m,,,
,doll_1.8 m,,,
,doll_63.1 m,,,
,doll_3.7 m,,,
,doll_1.77 m,,,
,doll_3.4 m,,,
,doll_1.84 m,,,
,doll_2.9 m,,,
,doll_4.95 m,,,
,doll_20.69 m,,,
,doll_11.1 m,,,
,doll_14.96 m,,,
,doll_4.5 m,,,
,doll_11.84 m,,,
,doll_16.03 m,,,
,doll_4.4 m,,,
,doll_96.07 m,,,
,doll_8.38 m,,,
,doll_11.5 m,,,
,doll_24.82 m,,,
,doll_2.23 m,,,
,doll_58.1 m,,,
,doll_23.8 m,,,
,doll_16.12 m,,,
,doll_4.3 m,,,
,doll_4.89 m,,,
,doll_4.16 m,,,
,doll_1.8 m,,,
,doll_36.85 m,,,
,doll_5.6 m,,,
,doll_5.0 m,,,
,doll_7.28 m,,,
,doll_4.12 m,,,
,doll_3.3 m,,,
,doll_11.38 m,,,
,doll_2.2 m,,,
,doll_3.9 m,,,
,doll_1.71 m,,,
,doll_8.6 m,,,
,doll_8.42 m,,,
,doll_2.3 m,,,
,doll_37.72 m,,,
,doll_7.3 m,,,
,doll_1.55 m,,,
,doll_3.4 m,,,
,doll_5.24 m,,,
,doll_3.0 m,,,
,doll_110.6 m,,,
,doll_3.0 m,,,
,doll_4.23 m,,,
,doll_11.8 m,,,
,doll_2.62 m,,,
,doll_4.4 m,,,
,doll_7.71 m,,,
,doll_2.1 m,,,
,doll_20.86 m,,,
,doll_9.9 m,,,
,doll_48.61 m,,,
,doll_4.2 m,,,
,doll_10.33 m,,,
,doll_7.5 m,,,
,doll_4.02 m,,,
,doll_6.3 m,,,
,doll_2.8 m,,,
,doll_2.02 m,,,
,doll_26.7 m,,,
,doll_5.46 m,,,
,doll_2.86 m,,,
,doll_3.1 m,,,
,doll_11.0 m,,,
,doll_3.8 m,,,
,doll_45.5 m,,,
,doll_17.5 m,,,
,doll_2.0 m,,,
,doll_6.16 m,,,
,doll_1.9 m,,,
,doll_3.08 m,,,
,doll_3.1 m,,,
,doll_7.63 m,,,
,doll_4.9 m,,,
,doll_73.31 m,,,
,doll_11.1 m,,,
,doll_5.3 m,,,
,doll_16.2 m,,,
,doll_18.68 m,,,
,doll_60.9 m,,,
,doll_2.71 m,,,
,doll_5.2 m,,,
,doll_33.21 m,,,
,doll_4.45 m,,,
,doll_6.9 m,,,
,doll_6.81 m,,,
,doll_3.0 m,,,
,doll_13.6 m,,,
,doll_2.51 m,,,
,doll_5.6 m,,,
,doll_3.57 m,,,
,doll_7.9 m,,,
,doll_5.63 m,,,
,doll_4.2 m,,,
,doll_3.0 m,,,
,doll_2.9 m,,,
,doll_1.67 m,,,
,doll_2.8 m,,,
,doll_2.37 m,,,
,doll_3.4 m,,,
,doll_2.54 m,,,
,doll_12.3 m,,,
,doll_2.57 m,,,
,doll_5.9 m,,,
,doll_7.4 m,,,
,doll_10.6 m,,,
,doll_4.0 m,,,
,doll_1.8 m,,,
,doll_3.9 m,,,
,doll_11.4 m,,,
,doll_282.4 m,,,
,doll_25.2 m,,,
,doll_6.5 m,,,
,doll_12.0 m,,,
,doll_3.4 m,,,
,doll_1.8 m,,,
,doll_1.7 m,,,
,doll_13.5 m,,,
,doll_10.0 m,,,
,doll_2.2 m,,,
,doll_6.5 m,,,
,doll_8.0 m,,,
,doll_3.6 m,,,
,doll_4.3 m,,,
,doll_1.7 m,,,
,doll_27.7 m,,,
,doll_3.5 m,,,
,doll_4.4 m,,,
,doll_20.7 m,,,
,doll_9.4 m,,,
,doll_1.8 m,,,
,doll_2.0 m,,,
,doll_13.4 m,,,
,doll_4.2 m,,,
,doll_3.3 m,,,
,doll_1.7 m,,,
,doll_11.0 m,,,
,doll_163.2 m,,,
,doll_5.2 m,,,
,doll_40.3 m,,,
,doll_3.6 m,,,
,doll_2.6 m,,,
,doll_4.1 m,,,
,doll_68.0 m,,,
,doll_2.3 m,,,
,doll_4.3 m,,,
,doll_58.7 m,,,
,doll_3.2 m,,,
,doll_3.1 m,,,
,doll_2.3 m,,,
,doll_9.4 m,,,
,doll_7.5 m,,,
,doll_3.5 m,,,
,doll_1.8 m,,,
,doll_1.8 m,,,
,doll_46.3 m,,,
,doll_10.0 m,,,
,doll_3.4 m,,,
,doll_3.0 m,,,
,doll_19.4 m,,,
,doll_1.8 m,,,
,doll_2.6 m,,,
,doll_3.7 m,,,
,doll_8.0 m,,,
,doll_3.6 m,,,
,doll_6.1 m,,,
,doll_15.3 m,,,
,doll_45.0 m,,,
,doll_160.6 m,,,
,doll_2.3 m,,,
,doll_2.7 m,,,
,doll_5.4 m,,,
,doll_28.0 m,,,
,doll_36.5 m,,,
,doll_351.6 m,,,
,doll_202.3 m,,,
,doll_3.7 m,,,
,doll_1.9 m,,,
,doll_7.1 m,,,
,doll_30.2 m,,,
,doll_4.6 m,,,
,doll_10.1 m,,,
,doll_4.5 m,,,
,doll_11.0 m,,,
,doll_5.9 m,,,
,doll_1.6 m,,,
,doll_2.1 m,,,
,doll_1.8 m,,,
,doll_4.3 m,,,
,doll_15.6 m,,,
,doll_2.4 m,,,
,doll_2.2 m,,,
,doll_21.4 m,,,
,doll_11.1 m,,,
,doll_3.3 m,,,
,doll_10.7 m,,,
