revenue_2017_eu,revenue_2017,revenue_2017_euro,name,number_of_employees_2020,employees,employees_number_2020,employees_2020,founding_year,founded,compound_annual_growth_rate_cagr_pct,revenue_2020_euro,revenue,revenue_2020,revenue_2020_eu,sector,industry,absolute_growth_rate_pct,country,number_of_employees_2017,employees_2017,employees_number_2017
19351090,,,filoblu,,,,,2009,,,,,,,management consulting,,,italy,,,
685567,,,tribus digital,,,,,2016,,,,,,,technology,,,uk,,,
1060000,,,doit,,,,,2014,,,,,,,technology,,,italy,,,
2329522,,,global perspectives,,,,,2009,,,,,,,health,,,uk,,,
527910,,,pirene,,,,,1999,,,,,,,support services,,,italy,,,
36995102,,,ipulse,,,,,2012,,,,,,,personal & household goods,,,uk,,,
2322241,,,blue networks,,,,,2002,,,,,,,technology,,,germany,,,
3686000,,,n. schwegler,,,,,2009,,,,,,,construction,,,germany,,,
659402,,,marcus lutz bau,,,,,2002,,,,,,,construction,,,germany,,,
2462478,,,hkr-technik,,,,,2008,,,,,,,retail,,,germany,,,
1424633,,,licht + strom,,,,,2007,,,,,,,technology,,,germany,,,
5915499,,,die autowelt,,,,,2009,,,,,,,automobiles,,,germany,,,
3977562,,,artheau aviation,,,,,2012,,,,,,,aerospace & defence,,,france,,,
1592170,,,cepo,,,,,2000,,,,,,,industrial goods,,,italy,,,
1022714,,,sneakers & jackets,,,,,2013,,,,,,,financial services,,,france,,,
647020,,,89up,,,,,2009,,,,,,,advertising,,,uk,,,
2281929,,,luxury & performance selection,,,,,2016,,,,,,,automobiles,,,france,,,
6381674,,,grayce group,,,,,2012,,,,,,,management consulting,,,uk,,,
581520,,,nemesi italia,,,,,1993,,,,,,,technology,,,italy,,,
1799189,,,halo service solutions,,,,,1994,,,,,,,technology,,,uk,,,
28668484,,,raspberry pi,,,,,2012,,,,,,,technology,,,uk,,,
1944000,,,giopato & coombes,,,,,2010,,,,,,,interiors,,,italy,,,
1207009,,,ship it,,,,,2016,,,,,,,retail,,,germany,,,
29564866,,,rheinische scheidestätte,,,,,2012,,,,,,,retail,,,germany,,,
1586246,,,whites agency,,,,,2011,,,,,,,advertising,,,poland,,,
867960,,,casa di riposo medicalizzata sempione*,,,,,2017,,,,,,,health,,,italy,,,
4608343,,,cshark,,,,,2014,,,,,,,technology,,,poland,,,
2269510,,,zinox laser,,,,,2015,,,,,,,interiors,,,italy,,,
1778890,,,tera automation,,,,,2013,,,,,,,industrial goods,,,italy,,,
3137630,,,innova hts,,,,,2014,,,,,,,health,,,italy,,,
554004,,,kentigen,,,,,2013,,,,,,,technology,,,czech republic,,,
1386701,,,teal partners,,,,,2015,,,,,,,technology,,,belgium,,,
4040060,,,lm medical division,,,,,2010,,,,,,,health,,,italy,,,
2809036,,,bec,,,,,2003,,,,,,,technology,,,germany,,,
1610149,,,xylon,,,,,1995,,,,,,,technology,,,croatia,,,
1083821,,,spedition kai rindert,,,,,2017,,,,,,,transport,,,germany,,,
1241760,,,co.ge.sa. costruzioni generali saba,,,,,2009,,,,,,,construction,,,italy,,,
5547537,,,skärgårdstunnan/skargards,,,,,2010,,,,,,,ecommerce,,,sweden,,,
1006280,,,autonova milano,,,,,2015,,,,,,,automobiles,,,italy,,,
10925375,,,polarstern,,,,,2011,,,,,,,energy,,,germany,,,
11207566,,,halsdorfer + ingenieure projekt,,,,,2013,,,,,,,property,,,germany,,,
838200,,,opna,,,,,2015,,,,,,,support services,,,france,,,
3372820,,,stikets,,,,,2010,,,,,,,ecommerce,,,spain,,,
12479120,,,campustore,,,,,1994,,,,,,,education,,,italy,,,
574487,,,ars futura,,,,,2013,,,,,,,technology,,,croatia,,,
1028730,,,cemir security,,,,,2015,,,,,,,support services,,,italy,,,
8362568,,,borgy cz,,,,,2009,,,,,,,personal & household goods,,,czech republic,,,
5908517,,,groupe zephyr,,,,,2007,,,,,,,health,,,france,,,
1438184,,,dernier cri,,,,,2015,,,,,,,technology,,,france,,,
800000,,,yes!devs,,,,,2016,,,,,,,technology,,,germany,,,
4788000,,,hydroflex group,,,,,2009,,,,,,,retail,,,germany,,,
2003540,,,proteko service,,,,,2016,,,,,,,support services,,,italy,,,
944107,,,minicrm,,,,,2012,,,,,,,technology,,,hungary,,,
783460,,,cnq consorzio nazionale qualità,,,,,2001,,,,,,,waste management & recycling,,,italy,,,
31477723,,,accolade,,,,,2010,,,,,,,property,,,czech republic,,,
3517519,,,panel sandwich,,,,,2009,,,,,,,construction,,,spain,,,
12074454,,,symbiose informatique,,,,,1991,,,,,,,technology,,,france,,,
6024830,,,g.engineering,,,,,2012,,,,,,,industrial goods,,,italy,,,
1488875,,,i-particuliers,,,,,2011,,,,,,,property,,,france,,,
2550263,,,henco,,,,,2012,,,,,,,retail,,,germany,,,
9283620,,,giglio.com,,,,,2007,,,,,,,ecommerce,,,italy,,,
1699234,,,alphaspel,,,,,2013,,,,,,,retail,,,sweden,,,
579436,,,sapiegos klinika,,,,,2014,,,,,,,health,,,lithuania,,,
1010498,,,opencorporates,,,,,2010,,,,,,,technology,,,uk,,,
3811605,,,be cloud,,,,,2012,,,,,,,support services,,,france,,,
1632988,,,drukarnia piga.pl,,,,,2014,,,,,,,ecommerce,,,poland,,,
25003047,,,groupe mister menuiserie,,,,,2010,,,,,,,ecommerce,,,france,,,
2210651,,,insetto,,,,,1999,,,,,,,retail,,,germany,,,
823381,,,technophage,,,,,2005,,,,,,,pharmaceuticals,,,portugal,,,
2287420,,,skalis portage salarial,,,,,2008,,,,,,,support services,,,france,,,
1314806,,,peoplegrapher,,,,,2016,,,,,,,advertising,,,germany,,,
870070,,,reveg fruit,,,,,2016,,,,,,,food & beverage,,,italy,,,
1178653,,,sciant,,,,,2016,,,,,,,technology,,,bulgaria,,,
5376347,,,boender & beutel,,,,,2012,,,,,,,industrial goods,,,germany,,,
34291000,,,ekinops,,,,,2003,,,,,,,telecoms,,,france,,,
1838120,,,sano-técnica,,,,,1938,,,,,,,health,,,portugal,,,
6170577,,,möbelando,,,,,2013,,,,,,,retail,,,germany,,,
1238210,,,democom,,,,,2011,,,,,,,telecoms,,,italy,,,
1490280,,,erbagil,,,,,2009,,,,,,,pharmaceuticals,,,italy,,,
29247774,,,axopar boats,,,,,2014,,,,,,,travel & leisure,,,finland,,,
2006100,,,advanced composites solutions,,,,,2012,,,,,,,automobiles,,,italy,,,
1932580,,,spartivento yachts & charter,,,,,2000,,,,,,,travel & leisure,,,italy,,,
7576080,,,seargin,,,,,2014,,,,,,,technology,,,poland,,,
13997000,,,ttp holding,,,,,2009,,,,,,,support services,,,germany,,,
3620585,,,sweef furniture,,,,,2011,,,,,,,retail,,,sweden,,,
2009719,,,sonic tanácsadó és szolgáltató kft,,,,,2008,,,,,,,technology,,,hungary,,,
7606472,,,spotit,,,,,2014,,,,,,,cyber security,,,belgium,,,
655366,,,label experience,,,,,2016,,,,,,,financial services,,,france,,,
5268390,,,lmm logistics,,,,,2015,,,,,,,transport,,,italy,,,
888395,,,medicalfit,,,,,2008,,,,,,,health,,,spain,,,
794770,,,nuova mg,,,,,2017,,,,,,,industrial goods,,,italy,,,
702609,,,innov and co handicap,,,,,2016,,,,,,,technology,,,france,,,
5023015,,,alma entreprise,,,,,2003,,,,,,,construction,,,france,,,
703190,,,radit,,,,,2016,,,,,,,support services,,,italy,,,
8552857,,,regional express,,,,,2013,,,,,,,transport,,,france,,,
2500644,,,aravati,,,,,2004,,,,,,,support services,,,france,,,
5851000,,,pöhner hamburg,,,,,2013,,,,,,,retail,,,germany,,,
986286,,,schreinerei huber,,,,,2010,,,,,,,construction,,,germany,,,
1741112,,,isr,,,,,1996,,,,,,,technology,,,france,,,
676431,,,kinga mathe,,,,,2008,,,,,,,retail,,,germany,,,
1467195,,,rivile,,,,,1992,,,,,,,technology,,,lithuania,,,
3477788,,,magarantie5ans,,,,,2016,,,,,,,retail,,,france,,,
10944325,,,bebeboutik,,,,,2012,,,,,,,retail,,,france,,,
4794822,,,radar cyber security,,,,,2011,,,,,,,technology,,,austria,,,
14683064,,,clair group,,,,,2004,,,,,,,aerospace & defence,,,france,,,
6801966,,,appsfactory,,,,,2009,,,,,,,technology,,,germany,,,
14051407,,,stiltz homelifts,,,,,2010,,,,,,,interiors,,,uk,,,
1729707,,,star stone,,,,,2012,,,,,,,construction,,,romania,,,
2395445,,,coptrz,,,,,2016,,,,,,,aerospace & defence,,,uk,,,
1236098,,,nurole,,,,,2014,,,,,,,technology,,,uk,,,
910386,,,abao energy,,,,,2016,,,,,,,construction,,,germany,,,
1017320,,,welol next,,,,,2011,,,,,,,technology,,,italy,,,
2199126,,,intent hq,,,,,2010,,,,,,,technology,,,uk,,,
2826571,,,café du cycliste,,,,,2009,,,,,,,ecommerce,,,france,,,
1749794,,,langer lüftungs- und klimaanlagen,,,,,2016,,,,,,,construction,,,germany,,,
6398583,,,formind,,,,,2010,,,,,,,cyber security,,,france,,,
1167000,,,oasis smart sim europe**,,,,,2010,,,,,,,telecoms,,,france,,,
2429230,,,aferetica,,,,,2013,,,,,,,health,,,italy,,,
16000000,,,zero,,,,,2014,,,,,,,energy,,,italy,,,
4443710,,,skills,,,,,2011,,,,,,,support services,,,france,,,
1071090,,,3e studio,,,,,2015,,,,,,,support services,,,italy,,,
675645,,,pannonia steel,,,,,2013,,,,,,,construction,,,slovakia,,,
9009270,,,kronos,,,,,2009,,,,,,,fashion,,,italy,,,
2409730,,,lasaponaria,,,,,2007,,,,,,,beauty,,,italy,,,
1900000,,,die wuhlewanderer,,,,,2013,,,,,,,health,,,germany,,,
1897113,,,imint vidhance,,,,,2007,,,,,,,technology,,,sweden,,,
639410,,,arte e passione,,,,,2016,,,,,,,restaurants,,,italy,,,
9515000,,,paul marius,,,,,2011,,,,,,,retail,,,france,,,
12686177,,,scalefocus,,,,,2012,,,,,,,technology,,,bulgaria,,,
4117340,,,whiskyzone,,,,,2014,,,,,,,retail,,,germany,,,
14327610,,,targa telematics,,,,,2002,,,,,,,technology,,,italy,,,
28939861,,,sian wholesale ltd,,,,,2003,,,,,,,transport,,,uk,,,
2233448,,,visage technologies,,,,,2002,,,,,,,technology,,,sweden,,,
596906,,,riotloc,,,,,2016,,,,,,,games industry,,,lithuania,,,
6278456,,,bullionvault,,,,,2003,,,,,,,precious metals,,,uk,,,
2968892,,,3a antioxidants,,,,,2000,,,,,,,chemicals & pharmaceuticals,,,spain,,,
997518,,,on metall,,,,,2016,,,,,,,industrial goods,,,germany,,,
3417536,,,scribbr,,,,,2012,,,,,,,education,,,the netherlands,,,
24320734,,,selectra,,,,,2007,,,,,,,energy,,,france,,,
661860,,,energetic,,,,,2010,,,,,,,energy,,,italy,,,
1005658,,,faveod,,,,,2007,,,,,,,support services,,,france,,,
9161867,,,cye energia,,,,,2013,,,,,,,energy,,,spain,,,
3647000,,,integrata oy,,,,,2008,,,,,,,financial services,,,finland,,,
4526000,,,regular trade,,,,,2010,,,,,,,retail,,,germany,,,
900686,,,expleo,,,,,2011,,,,,,,energy,,,hungary,,,
1302640,,,confezioni velvet,,,,,2015,,,,,,,fashion,,,italy,,,
6712146,,,activ bilanz,,,,,1998,,,,,,,property,,,germany,,,
2059190,,,family nation,,,,,2011,,,,,,,ecommerce,,,italy,,,
5144442,,,majar – matzaridis bros,,,,,1994,,,,,,,technology,,,greece,,,
19753150,,,izertis,,,,,1996,,,,,,,technology,,,spain,,,
916000,,,fashion commerce,,,,,2016,,,,,,,ecommerce,,,italy,,,
21717432,,,bulk tainer logistics limited,,,,,2009,,,,,,,transport,,,uk,,,
1332330,,,wingeco,,,,,2016,,,,,,,industrial goods,,,italy,,,
6909799,,,meblobranie.pl,,,,,2021,,,,,,,ecommerce,,,poland,,,
8575344,,,queraltó,,,,,1898,,,,,,,ecommerce,,,spain,,,
1382844,,,phobos,,,,,1993,,,,,,,automobiles,,,slovakia,,,
1074130,,,archita engineering,,,,,2013,,,,,,,support services,,,italy,,,
22805398,,,celeritas,,,,,2006,,,,,,,transport,,,spain,,,
818658,,,peopleforecast,,,,,2014,,,,,,,technology,,,germany,,,
679440,,,digitalpa,,,,,2014,,,,,,,management consulting,,,italy,,,
12153143,,,faktenkontor,,,,,2003,,,,,,,advertising,,,germany,,,
7399729,,,clareo,,,,,2012,,,,,,,retail,,,france,,,
9717860,,,laca trade,,,,,2013,,,,,,,property,,,italy,,,
,,,swappie,,,,,2016,,,,,,,technology,,,finland,,,
,,,kilo health,,,,,2013,,,,,,,health,,,lithuania,,,
,,,oci,,,,,2012,,,,,,,financial services,,,uk,,,
,,,onlyfans,,,,,2016,,,,,,,technology,,,uk,,,
,,,enpal,,,,,2017,,,,,,,energy,,,germany,,,
,,,mr consulting,,,,,2017,,,,,,,waste management & recycling,,,germany,,,
,,,thriva,,,,,2015,,,,,,,health,,,uk,,,
,,,exotec,,,,,2015,,,,,,,industrial goods,,,france,,,
,,,winelivery,,,,,2015,,,,,,,ecommerce,,,italy,,,
,,,instabox,,,,,2015,,,,,,,technology,,,sweden,,,
,,,waterdrop,,,,,2016,,,,,,,food & beverage,,,austria,,,
,,,one lease,,,,,2016,,,,,,,support services,,,france,,,
,,,datlas*,,,,,2017,,,,,,,technology,,,italy,,,
,,,zego,,,,,2016,,,,,,,fintech,,,uk,,,
,,,hcl-logistics,,,,,2017,,,,,,,transport,,,germany,,,
,,,popsa,,,,,2016,,,,,,,technology,,,uk,,,
,,,unit8,,,,,2017,,,,,,,technology,,,switzerland,,,
,,,luoto company,,,,,2016,,,,,,,technology,,,finland,,,
,,,journi print,,,,,2014,,,,,,,ecommerce,,,austria,,,
,,,portify,,,,,2017,,,,,,,support services,,,france,,,
,,,tibber,,,,,2015,,,,,,,energy,,,norway,,,
,,,rascal industry,,,,,2013,,,,,,,fashion,,,poland,,,
,,,pegaso security,,,,,2017,,,,,,,support services,,,italy,,,
,,,tide,,,,,2016,,,,,,,fintech,,,uk,,,
,,,euro top brand,,,,,2017,,,,,,,retail,,,italy,,,
,,,bold security group,,,,,2011,,,,,,,support services,,,uk,,,
,,,play magnus group,,,,,2013,,,,,,,games industry,,,norway,,,
,,,blue whale growth fund,,,,,2016,,,,,,,financial services,,,uk,,,
,,,kazidomi,,,,,2016,,,,,,,ecommerce,,,belgium,,,
,,,sun finance,,,,,2012,,,,,,,fintech,,,latvia,,,
,,,credimi,,,,,2015,,,,,,,financial services,,,italy,,,
,,,sirplus,,,,,2017,,,,,,,retail,,,germany,,,
,,,aihr | academy to innovate hr,,,,,2016,,,,,,,education,,,the netherlands,,,
,,,logistics capital partners (lcp),,,,,2015,,,,,,,property,,,luxembourg,,,
,,,sã¼dwest invest,,,,,2017,,,,,,,property,,,germany,,,
,,,corade (plurimmo),,,,,2000,,,,,,,property,,,france,,,
,,,carranco,,,,,2006,,,,,,,food & beverage,,,spain,,,
,,,telemedi,,,,,2014,,,,,,,health,,,poland,,,
,,,inkitt,,,,,2014,,,,,,,technology,,,germany,,,
,,,h.k.trading,,,,,2016,,,,,,,retail,,,italy,,,
,,,attest,,,,,2015,,,,,,,technology,,,uk,,,
,,,lgm immobilier,,,,,2016,,,,,,,property,,,france,,,
,,,wolfram chain*,,,,,2017,,,,,,,management consulting,,,the netherlands,,,
,,,rightnow,,,,,2017,,,,,,,technology,,,germany,,,
,,,eo charging,,,,,2014,,,,,,,technology,,,uk,,,
,,,chetariffa.it,,,,,2013,,,,,,,support services,,,italy,,,
,,,simply,,,,,2017,,,,,,,financial services,,,uk,,,
,,,salary finance,,,,,2015,,,,,,,fintech,,,uk,,,
,,,dbt,,,,,2017,,,,,,,fintech,,,sweden,,,
,,,tutlo,,,,,2016,,,,,,,education,,,poland,,,
,,,ponera,,,,,2013,,,,,,,ecommerce,,,france,,,
,,,active energy solutions,,,,,2014,,,,,,,energy,,,greece,,,
,,,acteam enr,,,,,2012,,,,,,,energy,,,france,,,
,,,everflow,,,,,2015,,,,,,,technology,,,uk,,,
,,,azure prism,,,,,2016,,,,,,,retail,,,uk,,,
,,,wr logistics,,,,,2017,,,,,,,transport,,,germany,,,
,,,iproov,,,,,2011,,,,,,,technology,,,uk,,,
,,,spin up,,,,,2017,,,,,,,advertising,,,italy,,,
,,,begreat,,,,,2012,,,,,,,retail,,,germany,,,
,,,tsunami nutrition*,,,,,2017,,,,,,,ecommerce,,,italy,,,
,,,matt sleeps,,,,,2016,,,,,,,interiors,,,the netherlands,,,
,,,tessian,,,,,2013,,,,,,,technology,,,uk,,,
,,,solarisbank,,,,,2016,,,,,,,financial services,,,germany,,,
,,,m2dg (myflexoffice),,,,,2016,,,,,,,support services,,,france,,,
,,,eukon,,,,,2004,,,,,,,health,,,italy,,,
,,,evolution adv,,,,,2016,,,,,,,advertising,,,italy,,,
,,,making science,,,,,2001,,,,,,,technology,,,spain,,,
,,,everli,,,,,2014,,,,,,,ecommerce,,,italy,,,
,,,appfollow,,,,,2014,,,,,,,technology,,,finland,,,
,,,synerise,,,,,2013,,,,,,,technology,,,poland,,,
,,,chaikola,,,,,2010,,,,,,,food & beverage,,,poland,,,
,,,scolution,,,,,2015,,,,,,,technology,,,germany,,,
,,,jl&p,,,,,2017,,,,,,,energy,,,france,,,
,,,efarma.com,,,,,2017,,,,,,,pharmaceuticals,,,italy,,,
,,,elvie,,,,,2013,,,,,,,technology,,,uk,,,
,,,farmarelax,,,,,2010,,,,,,,personal & household goods,,,italy,,,
,,,omnisend,,,,,2008,,,,,,,technology,,,uk,,,
,,,world trade group,,,,,2017,,,,,,,fashion,,,italy,,,
,,,besteam conseil,,,,,2016,,,,,,,technology,,,france,,,
,,,motorway,,,,,2016,,,,,,,automobiles,,,uk,,,
,,,iso public services,,,,,2014,,,,,,,technology,,,germany,,,
,,,octopus energy,,,,,2015,,,,,,,energy,,,uk,,,
,,,cyberiam*,,,,,2017,,,,,,,cyber security,,,uk,,,
,,,cbweed*,,,,,2017,,,,,,,personal & household goods,,,italy,,,
,,,catraport,,,,,2015,,,,,,,automobiles,,,portugal,,,
,,,ouihelp,,,,,2016,,,,,,,support services,,,france,,,
,,,inpay,,,,,2013,,,,,,,fintech,,,denmark,,,
,,,m.g.i. meccaniche generali irpine,,,,,2017,,,,,,,industrial goods,,,italy,,,
,,,glencar construction,,,,,2016,,,,,,,construction,,,uk,,,
,,,qmee,,,,,2010,,,,,,,technology,,,uk,,,
,,,myappfree,,,,,2015,,,,,,,advertising,,,italy,,,
,,,investa dienstleistungen,,,,,2014,,,,,,,support services,,,germany,,,
,,,polarium energy solutions,,,,,2014,,,,,,,batteries,,,sweden,,,
,,,baroni home,,,,,2016,,,,,,,ecommerce,,,italy,,,
,,,dayshape,,,,,2013,,,,,,,technology,,,uk,,,
,,,marketers company,,,,,2016,,,,,,,advertising,,,italy,,,
,,,easo magno,,,,,2017,,,,,,,beauty,,,spain,,,
,,,greyfood,,,,,2016,,,,,,,retail,,,germany,,,
,,,misfits health,,,,,2016,,,,,,,food & beverage,,,uk,,,
,,,meilleursbiens.com,,,,,2010,,,,,,,property,,,france,,,
,,,fasanara capital,,,,,2011,,,,,,,financial services,,,uk,,,
,,,ntechlab,,,,,2015,,,,,,,technology,,,cyprus,,,
,,,babylino sensitive,,,,,2016,,,,,,,personal & household goods,,,italy,,,
,,,fastned,,,,,2012,,,,,,,technology,,,the netherlands,,,
,,,oxray,,,,,2009,,,,,,,health,,,portugal,,,
,,,zega invest,,,,,2017,,,,,,,property,,,germany,,,
,,,abylon consulting,,,,,2016,,,,,,,technology,,,hungary,,,
,,,milrab,,,,,2005,,,,,,,ecommerce,,,norway,,,
,,,urbantz,,,,,2015,,,,,,,technology,,,belgium,,,
,,,tricas construction,,,,,2017,,,,,,,construction,,,uk,,,
,,,florence one,,,,,2017,,,,,,,technology,,,italy,,,
,,,ergotopia,,,,,2014,,,,,,,retail,,,germany,,,
,,,mcule.com kft.,,,,,2011,,,,,,,chemicals & pharmaceuticals,,,hungary,,,
,,,filo,,,,,2014,,,,,,,technology,,,italy,,,
,,,homepal,,,,,2014,,,,,,,property,,,italy,,,
,,,staffbase,,,,,2014,,,,,,,technology,,,germany,,,
,,,ilon materiel,,,,,2016,,,,,,,construction,,,france,,,
,,,bio-marine,,,,,2014,,,,,,,personal & household goods,,,ireland,,,
,,,isodeco,,,,,2016,,,,,,,construction,,,france,,,
,,,treedom,,,,,2010,,,,,,,support services,,,italy,,,
,,,fenstermaxx24,,,,,2016,,,,,,,retail,,,germany,,,
,,,pohl & sã¶hne gerã¼stbau,,,,,2017,,,,,,,construction,,,germany,,,
,,,yso corp,,,,,2013,,,,,,,media,,,france,,,
,,,gyada cosmetics,,,,,2017,,,,,,,beauty,,,italy,,,
,,,privitar,,,,,2014,,,,,,,technology,,,uk,,,
,,,delineate,,,,,2015,,,,,,,technology,,,uk,,,
,,,spyrosoft,,,,,2016,,,,,,,technology,,,poland,,,
,,,bio energy solutions,,,,,2014,,,,,,,waste management & recycling,,,slovakia,,,
,,,increso,,,,,2015,,,,,,,management consulting,,,italy,,,
,,,lsg - logistic & service group,,,,,2016,,,,,,,transport,,,italy,,,
,,,energihem,,,,,2015,,,,,,,construction,,,sweden,,,
,,,amity,,,,,2012,,,,,,,technology,,,uk,,,
,,,goyago,,,,,2014,,,,,,,retail,,,germany,,,
,,,la regie de portage salarial,,,,,2016,,,,,,,support services,,,france,,,
,,,dall energy,,,,,2007,,,,,,,energy,,,denmark,,,
,,,appinio,,,,,2014,,,,,,,technology,,,germany,,,
,,,pinsami,,,,,2015,,,,,,,food & beverage,,,italy,,,
,,,aer trading,,,,,2013,,,,,,,retail,,,france,,,
,,,valumen,,,,,2014,,,,,,,support services,,,france,,,
,,,follow,,,,,2016,,,,,,,advertising,,,france,,,
,,,darpdecade,,,,,2016,,,,,,,retail,,,germany,,,
,,,bolt,,,,,2013,,,,,,,technology,,,estonia,,,
,,,kiteworldshop.com,,,,,2014,,,,,,,ecommerce,,,italy,,,
,,,peter kenkel,,,,,2006,,,,,,,retail,,,germany,,,
,,,templafy,,,,,2014,,,,,,,technology,,,denmark,,,
,,,comservice,,,,,2014,,,,,,,support services,,,italy,,,
,,,falcor presse,,,,,2017,,,,,,,industrial goods,,,italy,,,
,,,roomraccoon,,,,,2017,,,,,,,technology,,,the netherlands,,,
,,,signaturit,,,,,2013,,,,,,,technology,,,spain,,,
,,,modulr,,,,,2015,,,,,,,fintech,,,uk,,,
,,,profishop,,,,,2012,,,,,,,ecommerce,,,germany,,,
,,,floer,,,,,2015,,,,,,,interiors,,,the netherlands,,,
,,,audiosalus,,,,,2011,,,,,,,retail,,,italy,,,
,,,statsbomb,,,,,2016,,,,,,,technology,,,uk,,,
,,,theras biocare,,,,,2013,,,,,,,pharmaceuticals,,,italy,,,
,,,stenn,,,,,2016,,,,,,,fintech,,,uk,,,
,,,nanushka,,,,,2012,,,,,,,fashion,,,hungary,,,
,,,dpm - deutsches personal management,,,,,2016,,,,,,,support services,,,germany,,,
,,,monese,,,,,2013,,,,,,,fintech,,,uk,,,
,,,arquimea,,,,,2005,,,,,,,technology,,,spain,,,
,,,groupe perspective,,,,,2013,,,,,,,education,,,france,,,
,,,funnel,,,,,2014,,,,,,,technology,,,sweden,,,
,,,living quarter,,,,,2015,,,,,,,health,,,germany,,,
,,,svea solar,,,,,2013,,,,,,,energy,,,sweden,,,
,,,bevcraft group,,,,,2016,,,,,,,food & beverage,,,ireland,,,
,,,learning technologies group,,,,,2013,,,,,,,technology,,,uk,,,
,,,cura farma,,,,,2014,,,,,,,health,,,italy,,,
,,,kamado bono,,,,,2013,,,,,,,personal & household goods,,,lithuania,,,
,,,sipadan,,,,,2007,,,,,,,management consulting,,,spain,,,
,,,dateio,,,,,2013,,,,,,,fintech,,,czech republic,,,
,,,crest investment,,,,,2016,,,,,,,property,,,germany,,,
,,,componenti digitali,,,,,2017,,,,,,,retail,,,italy,,,
,,,immo-konzepte,,,,,2006,,,,,,,property,,,germany,,,
,,,swipbox,,,,,2014,,,,,,,technology,,,denmark,,,
,,,nextory,,,,,2015,,,,,,,media,,,sweden,,,
,,,itds polska,,,,,2016,,,,,,,technology,,,poland,,,
,,,savait,,,,,2015,,,,,,,ecommerce,,,italy,,,
,,,adpone,,,,,2015,,,,,,,advertising,,,spain,,,
,,,nord security,,,,,2012,,,,,,,cyber security,,,lithuania,,,
,,,mews,,,,,2012,,,,,,,technology,,,the netherlands,,,
,,,titulae,,,,,2015,,,,,,,education,,,spain,,,
,,,systeme.io,,,,,2016,,,,,,,ecommerce,,,ireland,,,
,,,eodh sa,,,,,2003,,,,,,,aerospace & defence,,,greece,,,
,,,multix solutions,,,,,2015,,,,,,,health,,,italy,,,
,,,b2digit,,,,,2016,,,,,,,technology,,,france,,,
,,,a million ads,,,,,2015,,,,,,,advertising,,,uk,,,
,,,woodwatch,,,,,2013,,,,,,,retail,,,the netherlands,,,
,,,fenãªtres du doubs,,,,,2010,,,,,,,construction,,,france,,,
,,,koesea,,,,,2016,,,,,,,construction,,,germany,,,
,,,podium advanced technologies,,,,,2011,,,,,,,automobiles,,,italy,,,
,,,spegra,,,,,2010,,,,,,,construction,,,croatia,,,
,,,gpainnova,,,,,2013,,,,,,,industrial goods,,,spain,,,
,,,soluzione tasse,,,,,2016,,,,,,,management consulting,,,italy,,,
,,,velocultour,,,,,2016,,,,,,,retail,,,germany,,,
,,,butorpiac.hu,,,,,2011,,,,,,,ecommerce,,,hungary,,,
,,,success solutions,,,,,2016,,,,,,,technology,,,czech republic,,,
,,,bug bite thing europe,,,,,1989,,,,,,,health,,,denmark,,,
,,,dexatel,,,,,2015,,,,,,,technology,,,estonia,,,
,,,gemco,,,,,2015,,,,,,,construction,,,italy,,,
,,,lyonnaise de construction et renovation,,,,,2015,,,,,,,construction,,,france,,,
,,,gousto,,,,,2012,,,,,,,food & beverage,,,uk,,,
,,,winter in venice,,,,,2010,,,,,,,beauty,,,uk,,,
,,,infratech bau,,,,,2007,,,,,,,construction,,,germany,,,
,,,4streets building innovation tunnels bridges roads,,,,,2016,,,,,,,construction,,,italy,,,
,,,landbay,,,,,2013,,,,,,,fintech,,,uk,,,
,,,degoo,,,,,2012,,,,,,,technology,,,sweden,,,
,,,franco fresco,,,,,2016,,,,,,,food & beverage,,,germany,,,
,,,lendable,,,,,2014,,,,,,,fintech,,,uk,,,
,,,ulrich mã¼ller wealth academy,,,,,2014,,,,,,,education,,,germany,,,
,,,cerascreen,,,,,2012,,,,,,,health,,,germany,,,
