ceo,name,country,founded,employees,industry
,kakao,south korea,,,
,ashtead group,united kingdom,,,
,punjab national bank,india,,,
,delta electronics,taiwan,,,
,alcon,switzerland,,,
,td synnex,united states,,,
,antofagasta,united kingdom,,,
,pultegroup,united states,,,
,wan hai lines,taiwan,,,
,equinix,united states,,,
,reliance steel,united states,,,
,ptt global chemical,thailand,,,
,bankinter,spain,,,
,teva pharmaceutical,israel,,,
,c.h. robinson,united states,,,
,verbund,austria,,,
,zions bancorp,united states,,,
,bank of chengdu,china,,,
,3i group,united kingdom,,,
,alinma bank,saudi arabia,,,
,jde peet's,netherlands,,,
,cosmo energy holdings,japan,,,
,risesun real estate development,china,,,
,uni-president,taiwan,,,
,mahindra & mahindra,india,,,
,telenor,norway,,,
,ucb,belgium,,,
,interpublic group,united states,,,
,akzo nobel,netherlands,,,
,celanese,united states,,,
,avalonbay communities,united states,,,
,randstad n.v.,netherlands,,,
,sibanye stillwater,south africa,,,
,first financial holding,taiwan,,,
,microchip technology,united states,,,
,flex,singapore,,,
,liberty media corporation series a liberty formula one,united states,,,
,agilent technologies,united states,,,
,guangzhou automobile group,china,,,
,rosseti,russia,,,
,beijing shougang,china,,,
,cgi,canada,,,
,csc financial,china,,,
,thyssenkrupp group,germany,,,
,shenzhen mindray bio-medical electronics,china,,,
,hoya,japan,,,
,tongwei,china,,,
,kuwait finance house,kuwait,,,
,grupo bimbo,mexico,,,
,lkq,united states,,,
,chubu electric power,japan,,,
,lithia motors,united states,,,
,swire pacific,hong kong,,,
,unicaja banco,spain,,,
,mazda motor,japan,,,
,telecom italia,italy,,,
,china galaxy securities,china,,,
,cnpc capital,china,,,
,china southern airlines,china,,,
,dassault systemes,france,,,
,gd power development,china,,,
,paychex,united states,,,
,genworth financial,united states,,,
,monster beverage,united states,,,
,china longyuan power,china,,,
,ovintiv,united states,,,
,bdo unibank,philippines,,,
,autonation,united states,,,
,china aoyuan group,china,,,
,chesapeake energy,united states,,,
,j.b. hunt transport services,united states,,,
,mediobanca,italy,,,
,credicorp,peru,,,
,realty income,united states,,,
,beijing enterprises,hong kong,,,
,coterra energy,united states,,,
,siam commercial bank,thailand,,,
,nongfu spring,china,,,
,finatis,france,,,
,greentown china holdings,china,,,
,meritz financial group,south korea,,,
,tbea,china,,,
,rockwell automation,united states,,,
,west fraser timber co.,canada,,,
,helvetia holding,switzerland,,,
,chow tai fook jewellery,hong kong,,,
,givaudan,switzerland,,,
,polyus,russia,,,
,lululemon athletica,united states,,,
,bath & body works,united states,,,
,jabil circuit,united states,,,
,innolux,taiwan,,,
,partners group holding,switzerland,,,
,luzhou lao jiao,china,,,
,scor,france,,,
,dover,united states,,,
,east west bancorp,united states,,,
,j sainsbury,united kingdom,,,
,kaisa group holdings,china,,,
,china huarong asset management,china,,,
,au optronics,taiwan,,,
,ulta beauty,united states,,,
,korea investment holdings,south korea,,,
,itaúsa,brazil,,,
,baic motor,china,,,
,cellnex telecom,spain,,,
,aes,united states,,,
,evraz group,united kingdom,,,
,leonardo,italy,,,
,impala platinum holdings,south africa,,,
,lotte chemical,south korea,,,
,foshan haitian flavouring and food,china,,,
,rolls-royce holdings,united kingdom,,,
,sodexo,france,,,
,altice usa,united states,,,
,bank negara indonesia,indonesia,,,
,davita,united states,,,
,old mutual,south africa,,,
,yum china holdings,china,,,
,penske automotive,united states,,,
,yamaha motor,japan,,,
,kingfisher,united kingdom,,,
,storebrand,norway,,,
,darden restaurants,united states,,,
,hess,united states,,,
,cj corporation,south korea,,,
,falabella,chile,,,
,coupang,south korea,,,
,capitaland investment,singapore,,,
,fastighets balder,sweden,,,
,welltower,united states,,,
,kajima,japan,,,
,steel authority of india,india,,,
,caesars entertainment,united states,,,
,new world development,hong kong,,,
,textron,united states,,,
,cemex,mexico,,,
,hexagon,sweden,,,
,zim integrated shipping services,israel,,,
,china national chemical,china,,,
,fastenal,united states,,,
,chongqing zhifei biological products,china,,,
,secom,japan,,,
,angang steel,china,,,
,sto express,china,,,
,zoom video communications,united states,,,
,magnitogorsk iron & steel,russia,,,
,nvr,united states,,,
,evergy,united states,,,
,alpha dhabi holding,united arab emirates,,,
,kirin holdings,japan,,,
,bank of changsha,china,,,
,voestalpine,austria,,,
,china resources pharmaceutical group,hong kong,,,
,kuaishou technology,china,,,
,bbmg,china,,,
,suning.com,china,,,
,national bank of greece,greece,,,
,targa resources,united states,,,
,olympus,japan,,,
,umicore,belgium,,,
,expedia group,united states,,,
,hua nan financial,taiwan,,,
,jiangsu yanghe brewery,china,,,
,kerry group,ireland,,,
,beiersdorf,germany,,,
,leidos,united states,,,
,eastman,united states,,,
,vistra energy,united states,,,
,tohoku electric power,japan,,,
,banca mediolanum,italy,,,
,pge polska grupa energetyczna,poland,,,
,transdigm group,united states,,,
,experian,ireland,,,
,mirae asset financial group,south korea,,,
,eqt ab,sweden,,,
,gail india,india,,,
,inner mongolia baotou steel,china,,,
,towngas,hong kong,,,
,on semiconductor corp.,united states,,,
,terna,italy,,,
,carnival corporation,united states,,,
,vici properties,united states,,,
,chipotle mexican grill,united states,,,
,toppan printing,japan,,,
,shanghai electric group,china,,,
,turkish airlines,turkey,,,
,ferrari,italy,,,
,old republic international,united states,,,
,jeronimo martins,portugal,,,
,zimmer biomet,united states,,,
,alcoa,united states,,,
,santos,australia,,,
,alstom,france,,,
,kyushu electric power,japan,,,
,goodyear,united states,,,
,tenaris,luxembourg,,,
,bluescope steel,australia,,,
,petronas chemicals,malaysia,,,
,illumina,united states,,,
,synopsys,united states,,,
,datang international power,china,,,
,top frontier investment holdings,philippines,,,
,arkema,france,,,
,nippon paint,japan,,,
,kobe steel,japan,,,
,bank of greece,greece,,,
,bank of guiyang,china,,,
,hd hyundai,south korea,,,
,royal mail,united kingdom,,,
,eurofins scientific societe europeenne,luxembourg,,,
,lundbergs,sweden,,,
,guangzhou r&f,china,,,
,china gas holdings,hong kong,,,
,shanxi xinghuacun fen wine factory,china,,,
,hologic,united states,,,
,western alliance bancorp.,united states,,,
,wuchan zhongda group,china,,,
,metro,canada,,,
,raizen,brazil,,,
,old dominion freight line,united states,,,
,israel discount bank,israel,,,
,bangkok bank,thailand,,,
,akbank,turkey,,,
,mitsui chemicals,japan,,,
,midea real estate holding,china,,,
,sharp,japan,,,
,kpn,netherlands,,,
,kohl's,united states,,,
,chongqing changan auto,china,,,
,canadian tire,canada,,,
,vienna insurance group,austria,,,
,new hope liuhe,china,,,
,sichuan road & bridge,china,,,
,copart,united states,,,
,dick's sporting goods,united states,,,
,jiangsu hengrui medicine,china,,,
,universal health services,united states,,,
,grupo inbursa,mexico,,,
,dongguan rural commercial bank,china,,,
,dassault aviation,france,,,
,yara international,norway,,,
,banco de sabadell,spain,,,
,olam group,singapore,,,
,wuxi apptec,china,,,
,popular,united states,,,
,hydro one,canada,,,
,sg holdings,japan,,,
,sojitz,japan,,,
,goertek,china,,,
,frontier communications parent,united states,,,
,samhallsbyggnadsbolaget i norden,sweden,,,
,schaeffler,germany,,,
,migdal insurance,israel,,,
,inter rao,russia,,,
,nedbank,south africa,,,
,hopson development holdings,hong kong,,,
,ametek,united states,,,
,lg,south korea,,,
,skanska,sweden,,,
,hbis,china,,,
,banco bpm,italy,,,
,china fortune land development,china,,,
,adyen,netherlands,,,
,air france-klm,france,,,
,jacobs engineering,united states,,,
,china resources power,hong kong,,,
,ppl,united states,,,
,aib group,ireland,,,
,transurban group,australia,,,
,tourmaline oil,canada,,,
,arab national bank,saudi arabia,,,
,marvell technology,united states,,,
,skyworks solutions,united states,,,
,arista networks,united states,,,
,china three gorges renewables (group),china,,,
,electronic arts,united states,,,
,flutter entertainment,ireland,,,
,brighthouse financial,united states,,,
,international airlines,united kingdom,,,
,boliden,sweden,,,
,cf industries holdings,united states,,,
,krung thai bank,thailand,,,
,didi global,china,,,
,hyundai marine & fire,south korea,,,
,csn,brazil,,,
,apa,united states,,,
,ssab ab,sweden,,,
,teleperformance,france,,,
,campbell soup,united states,,,
,sofina,belgium,,,
,bunzl,united kingdom,,,
,cj cheiljedang,south korea,,,
,magnit,russia,,,
,huadian power international,china,,,
,nari technology development,china,,,
,marathon oil,united states,,,
,eurazeo,france,,,
,tokyo gas,japan,,,
,guangzhou rural commercial bank,china,,,
,heimstaden ab pref. shs,sweden,,,
,keysight technologies,united states,,,
,schroders,united kingdom,,,
,stonex group,united states,,,
,aurubis,germany,,,
,garmin,switzerland,,,
,compal electronics,taiwan,,,
,enn natural gas,china,,,
,phoenix holdings,israel,,,
,mccormick,united states,,,
,indian bank,india,,,
,idexx laboratories,united states,,,
,smurfit kappa group,ireland,,,
,xinjiang daqo new energy,china,,,
,halkbank,turkey,,,
,waste connections,canada,,,
,swatch group,switzerland,,,
,south32,australia,,,
,china overseas grand oceans group,hong kong,,,
,tokyo century,japan,,,
,japan exchange group,japan,,,
,terumo,japan,,,
,leg immobilien ag,germany,,,
,sun pharma industries,india,,,
,brown-forman,united states,,,
,assurant,united states,,,
,ajinomoto,japan,,,
,indorama ventures,thailand,,,
,taishin financial holdings,taiwan,,,
,zoomlion heavy industry,china,,,
,xcmg construction machinery,china,,,
,powerlong real estate,china,,,
,yuexiu property,hong kong,,,
,sonic healthcare,australia,,,
,netapp,united states,,,
,wolters kluwer,netherlands,,,
,galp energia,portugal,,,
,nexon,japan,,,
,royal caribbean group,united states,,,
,extra space storage,united states,,,
,shengjing bank,china,,,
,x5 retail group,russia,,,
,cadence design,united states,,,
,vakifbank,turkey,,,
,agco,united states,,,
,shanxi taigang stainless,china,,,
,grupo elektra,mexico,,,
,sdic power holdings,china,,,
,zhongliang holdings,china,,,
,wuestenrot & wuerttembergische,germany,,,
,msci,united states,,,
,bper banca,italy,,,
,obayashi,japan,,,
,bnk financial group,south korea,,,
,oji holdings,japan,,,
,spotify technology,luxembourg,,,
,coloplast,denmark,,,
,brenntag,germany,,,
,wens foodstuff group,china,,,
,first american financial,united states,,,
,euronext,netherlands,,,
,masraf al rayan,qatar,,,
,mercadolibre,uruguay,,,
,packaging corp of america,united states,,,
,mitsubishi materials,japan,,,
,wharf real estate investment,hong kong,,,
,berry global group,united states,,,
,maanshan iron & steel,china,,,
,perkinelmer,united states,,,
,navient,united states,,,
,rtl group,luxembourg,,,
,kesko,finland,,,
,samsung securities,south korea,,,
,quanta services,united states,,,
,beijing capital development,china,,,
,far east horizon,hong kong,,,
,faurecia,france,,,
,indian railway finance,india,,,
,liberty broadband,united states,,,
,xiamen international trade group,china,,,
,airbnb,united states,,,
,china grand automotive services,china,,,
,china eastern airlines,china,,,
,adecco,switzerland,,,
,agnc investment,united states,,,
,westinghouse air brake technologies,united states,,,
,kawasaki kisen kaisha,japan,,,
,empire,canada,,,
,guangdong haid group,china,,,
,shimano,japan,,,
,attijariwafa bank,morocco,,,
,chailease holding,taiwan,,,
,henry schein,united states,,,
,epiroc,sweden,,,
,suntory beverage & food,japan,,,
,mettler-toledo international,united states,,,
,wendel,france,,,
,osaka gas,japan,,,
,thor industries,united states,,,
,williams-sonoma,united states,,,
,xiamen xiangyu,china,,,
,rivian,united states,,,
,kion group,germany,,,
,sino-ocean group holding,china,,,
,olin,united states,,,
,kimco realty,united states,,,
,bank of chongqing,china,,,
,fortinet,united states,,,
,church & dwight,united states,,,
,wistron,taiwan,,,
,servicenow,united states,,,
,align technology,united states,,,
,mohawk industries,united states,,,
,ss&c technologies,united states,,,
,adani enterprises,india,,,
,advance auto parts,united states,,,
,west japan railway,japan,,,
,franco-nevada,canada,,,
,unicharm,japan,,,
,xp,brazil,,,
,duke realty,united states,,,
,valeo,france,,,
,avic capita,china,,,
,ahli united bank,bahrain,,,
,ugi,united states,,,
,teradyne,united states,,,
,avery dennison,united states,,,
,sgs,switzerland,,,
,covivio,france,,,
,first citizens bank (nc),united states,,,
,ningxia baofeng energy group,china,,,
,metalurgica gerdau,brazil,,,
,charoen pokphand foods,thailand,,,
,indusind bank,india,,,
,orient securities,china,,,
,brookfield renewable,united states,,,
,verisk analytics,united states,,,
,ventas,united states,,,
,cooper companies,united states,,,
,erdemir,turkey,,,
,gartner,united states,,,
,slm,united states,,,
,atmos energy,united states,,,
,bci-banco credito,chile,,,
,lotte shopping,south korea,,,
,china cssc holdings,china,,,
,synovus,united states,,,
,iida group holdings,japan,,,
,thai beverage,thailand,,,
,equifax,united states,,,
,kingspan group plc,ireland,,,
,newcrest mining,australia,,,
,kerry properties,hong kong,,,
,globe life,united states,,,
,bank of jinzhou,china,,,
,bank of east asia,hong kong,,,
,marfrig global foods,brazil,,,
,vipshop holdings,china,,,
,acciona,spain,,,
,hilton,united states,,,
,sinotruk hong kong,china,,,
,borgwarner,united states,,,
,nu holdings,cayman islands,,,
,adient,united states,,,
,unibail-rodamco,france,,,
,zebra technologies,united states,,,
,verisign,united states,,,
,kakaobank,south korea,,,
,hyundai glovis,south korea,,,
,a2a,italy,,,
,jm smucker,united states,,,
,incyte,united states,,,
,geberit,switzerland,,,
,zhongyuan bank,china,,,
,performance food group,united states,,,
,advanced info service,thailand,,,
,martin marietta materials,united states,,,
,boston properties,united states,,,
,kghm polska miedz,poland,,,
,agility,kuwait,,,
,fukuoka financial group,japan,,,
,wharf (holdings),hong kong,,,
,amerco,united states,,,
,gecina,france,,,
,mondi,united kingdom,,,
,halyk bank,kazakhstan,,,
,bank of india,india,,,
,rhb bank,malaysia,,,
,commercial bank of qatar,qatar,,,
,virgin money uk,united kingdom,,,
,las vegas sands,united states,,,
,us foods,united states,,,
,fleetcor technologies,united states,,,
,nitori holdings,japan,,,
,sonova holding,switzerland,,,
,keppel,singapore,,,
,crown holdings,united states,,,
,rexel,france,,,
,alliant energy,united states,,,
,sinopac financial,taiwan,,,
,b3,brazil,,,
,shiseido,japan,,,
,china nuclear engineering corporation,china,,,
,ingersoll rand,united states,,,
,mebuki financial group,japan,,,
,concordia financial group,japan,,,
,weg,brazil,,,
,wheaton precious metals,canada,,,
,aroundtown,luxembourg,,,
,medipal holdings,japan,,,
,phosagro,russia,,,
,huafa industrial,china,,,
