04-iGMM-code,02-GioPonSpiz-codice,09-wissel-company_code,05-MalPatSaj-symbol
,boy.l,6542.two,orla
,mag,6468.two,cok.f
,csh-un.to,2382.tw,rdnt
GWK3.HM,ramp,8046.tw,gbx
TMCI,sanofi.ns,5347.two,mntv
FINPIPE.NS,mtm.jo,3481.tw,dntl.to
,teg.f,3105.two,nic
,xhr,1102.tw,avid
,evz.f,6505.tw,mfa
,elgiequip.ns,5871.tw,fsly
,happstmnds.ns,2308.tw,lxu
BOY.L,rock,6770.tw,easemytrip.ns
,csvi,2615.tw,sg
UVV,lz,3086.two,forty
,btrs,2357.tw,krnt
,kn,1326.tw,ccsi
,caap,2801.tw,glp
,nbr,3034.tw,0777.hk
,sasr,2603.tw,hni
FSKRS.HE,vaias.he,1101.tw,vvx
SATS,cim,3083.two,pdm
,modn,1590.tw,ande
AFYA,stel,6482.two,mlnk
AETHER.NS,deq.f,6111.two,tnc
DEQ.F,sghc,2609.tw,uan
1773.T,cls,6626.two,ie
GSY.TO,jack,2454.tw,gbf.f
,jsl.ns,6169.two,cty1s.he
,sbh,5876.tw,mel.mc
,laur,3546.two,galaxysurf.ns
,nhh.mc,6180.two,fbrt
,get,1402.tw,peri
,infn,4994.tw,teg.f
,ato.pa,2395.tw,fae.mc
,wabc,2327.tw,trs
,hims,2207.tw,pdfs
,vbtx,3045.tw,mbuu
,comp,1301.tw,pump
HPP,lhc.jo,5478.two,vrnof
,ntb,3064.two,wnc
HBM,8869.kl,2379.tw,grbk
,skbn.ta,1303.tw,ntst
,meg,2610.tw,vist
DOKA.SW,iex.ns,3687.two,lbai
,udmy,2912.tw,swir
7846.T,rch.to,3293.two,imgn
,2400.hk,3532.tw,prim
PVR.NS,vrts,2501.tw,zntl
CAR.WA,hope,gazp.me,eig
INFN,vsto,mgnt.me,anf
,prme,sber.me,fre.nz
,hmn,sngs.me,ryi
,adtn,evz.f,002174.sz
SUM.NZ,gpor,cian,ges
,asahiindia.ns,omzzp.me,usph
SOVO,bgcp,nlmk.me,oec
SUZLON.NS,tsu.to,phor.me,var1.f
OSIS,omi,mtss.me,kfrc
TGLS,002174.sz,nvtk.me,asix
,mir,tatn.me,abc.kh
,dcp.jo,plzl.me,tmp
UNS.TO,tcp.jo,lkoh.me,bcor
UPWK,chamblfert.ns,rosn.me,mfg.ax
,fna,rsti.me,pgti
CARG,tgls,mtl,vlrs
,kmp-un.to,gmkn.me,axl
LRN,htws.l,chmf.me,vrdn
,avi.jo,pik.jo,sbgi
MLKN,gcmg,sbsw,obnk
,kec.ns,sbk.jo,zwc.wa
,mcri,imp.jo,sbsi
,brg.ol,npsny,matv
,2432.t,mei.jo,dac
CHEF,jsw.wa,omu.jo,fsm
CLFD,ster,ssl,allo
BASF.NS,evgo,rem.jo,ecpg
IDCC,hindcopper.ns,ned.jo,eqx
AVI.JO,stem,absp.jo,pro
APLLTD.NS,mnro,bid.jo,reg1v.he
TWST,codi,slm.jo,cgau
PL,jsmr.jk,mrp.jo,sptn
8869.KL,tslx,dcp.jo,euz.f
GNL,finn,mtm.jo,mtg-b.st
,fevr.l,cls.jo,rhk.de
,mygn,mtn.jo,dfin
,knt.to,cpi.jo,kro
,cjt.to,tkg.jo,c43.f
,akr,ari.jo,cyient.ns
,hpp,tbs.jo,ascl.l
,ltc,avi.jo,dcbo
,cub.ns,baw.jo,wg.l
,two,apn.jo,foi-b.st
,egbn,mcg.jo,clmt
,acva,exx.jo,bdn
EAT,gshd,tfg.jo,cffn
BVA.SI,hbh.de,gfi,qure
KAR,msex,dgh.jo,gtn
004370.KS,rna,lsak,karurvysya.ns
CNK,pas.kh,ite.jo,spns
FGEN,z25.si,n91.l,xpof
Z25.SI,sats,rdf.jo,13b.f
,patk,pph.jo,gabc
,iip-un.to,shp.jo,paya
,kntk,au,nymt
,frey,ati.jo,taro
,crsr,tcp.jo,kref
,jbi,5vd.f,ato.pa
,uctt,hmy,knsa
,swi,sap.jo,angi
,1434.tw,bvt.jo,cmre
LOMA,otly,lhc.jo,arko
,ats.vi,dsy.jo,mtl.to
RCH.TO,fskrs.he,rmi.jo,cown
,1773.t,fsra.f,lgnd
,rus.to,drd,amps
KEC.NS,sccc.bk,grt.jo,mty.to
ROCK,alex,ffa.jo,sbs.f
TSU.TO,tmci,snt.jo,mod
,evri,tscdf,mgl.ns
,000080.ks,hsbc,tnk
,a5sa.f,ids.l,acrs
,9jo.f,sbry.l,oflx
,geo,ul,rites.ns
,we,abf.l,cron
,spce,wpp,sant.f
WUW.F,zntl,aal.l,fincables.ns
UTZ,kru.wa,vod,lb.to
,lrn,bt-a.l,mpln
,centuryply.ns,bsp.f,dcph
,parr,gsk,mbin
JBI,adpt,azn,bhvn
EGO,lob,shel,jwel.to
LILA,tbk,stan.l,sumo
MNRO,and.to,kfi1.f,300113.sz
,sfl.ns,bcs,user
CENTURYPLY.NS,tgh,jd.l,0071.hk
TH,afk.ol,cnhi,atri
HMN,aroc,bp,ahh
PRM,osis,lin,dmlp
HLMN,ctkb,mks.l,sncy
,rhf.f,nwg,pay
STG.CO,mmi,lyg,iova
AGIO,mho,bti,avo
FNA,vist,aon,plab
0041.HK,cts,rio,002354.sz
KIOCL.NS,rcus,rto,000150.ks
,vivo,nex.l,morf
,ias,wtw,lmat
,prm,itrk.l,hfwa
,skin,rr.l,mgi
SFL.NS,gern,rkt.l,ccrn
,sava,svs.l,ptra
,ampl,mro.l,brkl
,ero,ferg,holi
,dht,wtb.l,tl5.mc
VRNOF,true-b.st,wg.l,pct
,posh,relx,cwh
,verv,itba.f,lzb
,modv,fras.l,west
BAJAJELEC.NS,kalu,smds.l,mvc.mc
,chef,ngg,csr
,bimb.kl,deo,camt
,041510.kq,bab.l,kahot.ol
,gsy.to,mndi.l,tuya
CDSL.NS,dice,nxt.l,jslhisar.ns
TDW,twst,grg.l,maxn
,kar,bby.l,prtc
VSTO,bluestarco.ns,ls4c.f,baly
,sovo,sspg.l,wte.to
RWS.L,stg.co,0lc.f,pfbc
,basf.ns,av.l,rgnx
FN.TO,gnl,hln,ostk
HURN,aclx,ccep,veon
,dnow,pso,borr
,glenmark.ns,tscdf,pds
,eaf,hsbc,veco
GSHD,algt,ids.l,azz
,vrdn,sbry.l,apog
,uec,ul,nwli
SKIN,road,abf.l,mcx.ns
BRG.OL,car.wa,wpp,flgt
VAIAS.HE,schl,aal.l,pbb.de
,suzlon.ns,vod,kori.pa
,pgre,bt-a.l,arqt
,wac.f,bsp.f,sph
CGC,sfb1.f,gsk,cem.mi
,amph,azn,bsli3.sa
,reta,shel,nkla
,ladr,stan.l,bhe
,repl,kfi1.f,cav1v.he
CSVI,rcii,bcs,hwx.to
,ai,jd.l,fmtx
,chco,cnhi,grnd3.sa
WABC,ttgt,bp,usna
,upst,lin,plya
TTMI,ipco.to,mks.l,mrc
SANOFI.NS,dcph,nwg,bls.ns
,dvax,lyg,naas
,epac,bti,valn
1860.T,hurn,aon,nssc
,unit,rio,2356.hk
,pl,rto,mdgl
OMI,matv,nex.l,opk
,neo,wtw,glj.f
008930.KS,co.pa,itrk.l,ite.jo
DSEY,bhlb,rr.l,kalpatpowr.ns
IEX.NS,vei.ol,rkt.l,sf.st
,praa,svs.l,pll
SEAT,nlcindia.ns,mro.l,caf.mc
SZG.F,007310.ks,ferg,tcl-a.to
,mtrn.ta,wtb.l,aste
,med,wg.l,wald
,tuya,relx,pra
DOOR,ptnr,itba.f,innv
,buse,fras.l,eat.mc
RFP,cdsl.ns,smds.l,aali.jk
CCS,spol.ol,ngg,lc
SAP.JO,angi,deo,gbg.l
HEES,ysn.f,bab.l,vrna
FTAI,rc,mndi.l,agr.vi
,dasa3.sa,nxt.l,dole
,anf,grg.l,3765.t
IDFC.NS,aof.f,bby.l,hcsg
,gwk3.hm,ls4c.f,ncc-b.st
,cgg.to,sspg.l,ddl
BLDP,avns,0lc.f,psg.mc
,ktos,av.l,iag
,alkt,hln,zh
,px,ccep,300518.sz
COMM,7846.t,pso,amsf
NMIH,2121.t,tscdf,strl
BGCP,cgau,hsbc,hlx
,vguard.ns,ids.l,cde
,aether.ns,sbry.l,vlk.as
AIR,qtcom.he,ul,rcf.ns
,ie,abf.l,open
,aris,wpp,spnt
,gama.l,aal.l,sa
,kros,vod,gdot
,ofg,bt-a.l,jindworld.ns
,eihotel.ns,bsp.f,baw.jo
,bfs,gsk,graphite.ns
,300315.sz,azn,bse.ns
,mel.mc,shel,grnd
,fcf,stan.l,fnac.pa
SVS.L,figs,kfi1.f,ulh
INT,sum.nz,bcs,umh
CSTM,amps,jd.l,rpt
,xmtr,cnhi,bcyc
BRP,md,bp,wttr
,trul.cn,lin,cutr
,svc,mks.l,
,gel,nwg,cint
004170.KS,jslhisar.ns,lyg,skyw
,aplltd.ns,bti,pfc
TNET.BR,fdp,aon,hrt
MRTN,finpipe.ns,rio,cnob
TEN,peri,rto,gic
ESTA,clmt,nex.l,matw
CTOS,002380.ks,wtw,ihrt
CNNE,sfl,itrk.l,frg
,utz,rr.l,kwipf
,krnt,rkt.l,cet
,wg.l,svs.l,pph.nz
,rsab.l,mro.l,silv
QLT.L,eqrx,ferg,rtl
,vcel,wtb.l,thg.l
BMA,iag,wg.l,hhfa.f
NS,cash,relx,uuuu
NWN,uvv,itba.f,network18.ns
OLT.OL,glog-pa,fras.l,lpsn
MEI,pep.wa,smds.l,bbdc
SCHO.CO,stba,ngg,ffa.jo
HEXAWARE.NS,song.l,deo,cars
,mgni,bab.l,cyb.to
OXM,srce,mndi.l,plrx
,cxw,nxt.l,cash.mc
BATRK,gbf.f,grg.l,banc
,cap.sn,bby.l,cvna
,borr,ls4c.f,osw
,embc,sspg.l,bynd
,ecmpa.as,0lc.f,nbg6.f
,prim,av.l,mlab
,agm,hln,cubi
,am8.f,ccep,titn
USM,dgii,pso,nhc
DATA.L,vvx,tscdf,rna
,sxi,hsbc,licy
5105.T,fcel,ids.l,ceatltd.ns
SIX,irbt,sbry.l,3632.t
HLIO,plmr,ul,amwd
,cnxn,abf.l,slca
,bbio,wpp,cbd
,ihp.l,aal.l,prdo
,afya,vod,kc
004990.KS,nkla,bt-a.l,inva
CSWI,ocfc,bsp.f,7lx.f
,cok.f,gsk,nwo.f
ATUS,tvtx,azn,pnl.as
NATIONALUM.NS,dh,shel,enta
,cnk,stan.l,tkg.jo
BRFS,htld,kfi1.f,nrc
RVNC,om,bcs,kids
,tds,jd.l,amwl
,bcor,cnhi,argo
,envx,bp,tom2.as
HTGC,ecvt,lin,nrs.ol
ENJSA.IS,rblbank.ns,mks.l,nbcc.ns
ATGE,enva,nwg,t1l.f
,auph,lyg,prg
HBM.HM,orla,bti,dnn
USAC,clne,aon,ac
,atea.ol,rio,splp
,nwc.to,rto,ptlo
ASAHIINDIA.NS,plus,nex.l,cmco
PFV.F,huya,wtw,knrcon.ns
XNCR,ben.pa,itrk.l,imax
,paya,rr.l,bgs
,dcom,rkt.l,clb
,pmt,svs.l,osk.to
AMK,nvro,mro.l,geni
IMO1.F,uponor.he,ferg,schn
MWA,grbk,wtb.l,ufpt
BFIT.AS,bhvn,wg.l,mslh.l
ETL.PA,trs,relx,recp.to
,mnkd,itba.f,do
,kro,fras.l,shen
MAXR,eqx,smds.l,cyrx
BAB.L,hni,ngg,gern
,cgc,deo,dfh
,cinc,bab.l,chct
SAFE,pvr.ns,mndi.l,lpi
,pbb.de,nxt.l,lpro
,pct.nz,grg.l,chalet.ns
,zws.f,bby.l,ichr
,avid,ls4c.f,cdmo
,saft,sspg.l,dpm.to
LEN.F,dntl.to,0lc.f,amtb
,hudco.ns,av.l,rdwr
,stc,hln,lyel
REDINGTON.NS,uns.to,ccep,hgs.ns
,sbgi,pso,6014.sr
CMP,tnc,tscdf,apps.mc
KEN,himx,hsbc,cwr.l
VCT.L,wdh,ids.l,brsp
,0777.hk,sbry.l,019170.ks
FLS.CO,skc.nz,ul,ifp.to
IRWD,pct,abf.l,wkme
,pump,wpp,gdyn
TDCX,pbfx,aal.l,kura
FORM,cvna,vod,indi
COFA.PA,glj.f,bt-a.l,fwrg
SAH,clfd,bsp.f,mrc.to
,iti.ns,gsk,jeld
WABCOINDIA.NS,erii,azn,stkl
,mlnk,shel,crnx
AAVAS.NS,ses,stan.l,plym
BRG.AX,sae.f,kfi1.f,ccf
,radi,bcs,aosl
TPH,cty1s.he,jd.l,mum.f
RKLB,oyakc.is,cnhi,jup.l
FTDR,natcopharm.ns,bp,cndt
SJVN.NS,fvrr,lin,pwsa.kh
EXPI,swtq.sw,mks.l,revg
ENTRA.OL,pdm,nwg,0797.hk
,ges,lyg,www
,allcargo.ns,bti,pfi.f
DQW1.F,dfin,aon,odpv3.sa
WRBY,kyn,rio,aoi.to
TASK,ecpg,rto,zuo
,vipind.ns,nex.l,jrvr
,tl5.mc,wtw,rskd
RSTI.ME,brkl,itrk.l,p1z.vi
BUR,ryi,rr.l,twi
,vlrs,rkt.l,avpt
EMBC,morf,svs.l,s08.si
WEBR,phm.mc,mro.l,ibulhsgfin.ns
,mfg.ax,ferg,bororenew.ns
,spns,wtb.l,inn
VCTR,nxgn,wg.l,ppgn.sw
7956.T,imgo,relx,stltech.ns
,wnc,itba.f,tse
,xpof,fras.l,cel.ta
IMVT,opk,smds.l,bfc
SANOMA.HE,7762.t,ngg,sii
,cyient.ns,deo,mye
,swir,bab.l,prvb
VRTV,mod,mndi.l,igms
,kfrc,nxt.l,wti
ARCB,ande,grg.l,ionq
BFH,dec.l,bby.l,cogt
,mtl,ls4c.f,shyf
,var1.f,sspg.l,hwkn
ESRT,lgnd,0lc.f,ttalo.he
LNN,hlx,av.l,cj.to
RDW.L,easemytrip.ns,hln,cera.ns
,oec,ccep,myte
XMTR,pgti,pso,hous
,ce2.f,tscdf,qrtea
,tanla.ns,hsbc,bcsf
,ddd,ids.l,plow
,bsli3.sa,sbry.l,save.pa
,acrs,ul,hibb
,lbai,abf.l,sae.f
HAYW,forty,wpp,iiiv
,mbuu,aal.l,wow
,pfhc,vod,anab
,amarajabat.ns,bt-a.l,rsi
,cffn,bsp.f,vray
,cmre,gsk,ggr
TMDX,kori.pa,azn,pwp
VCYT,asix,shel,1t5.f
,eidparry.ns,stan.l,tigr
CARBORUNIV.NS,byit.l,kfi1.f,crai
IIFLWAM.NS,fsly,bcs,bbtc.ns
NXE,ascl.l,jd.l,abtx
,cav1v.he,cnhi,rwt
,ddl,bp,utl
,nic,lin,rbcaa
,naas,mks.l,princepipe.ns
STRA,zyduswell.ns,nwg,blfs
,euz.f,lyg,brn.ax
,semr,bti,wina
,eig,aon,ctbi
,sbsi,rio,wash
,holi,rto,prajind.ns
,fbrt,nex.l,drq
,fae.mc,wtw,p15.si
,opal,itrk.l,wdh
SNEX,usph,rr.l,gpro
,dmlp,rkt.l,sgh
,aten,svs.l,pebo
,ssp,mro.l,dia.mc
GOGO,dcbo,ferg,amber.ns
,foi-b.st,wtb.l,agen
,obnk,wg.l,ssys
MTX,ntst,relx,ksb.ns
,do,itba.f,nx
MCY,kc,fras.l,merc
SQN.SW,taro,smds.l,efc
,psg.mc,ngg,cdre
ATRC,lzb,deo,tokman.he
,rdnt,bab.l,sana
FBC,aav.to,mndi.l,idya
WPK.TO,aiv,nxt.l,rovr
CRS,evbg,grg.l,evtl
,abc.kh,bby.l,zeal
,pdfs,ls4c.f,slp
,plrx,sspg.l,quess.ns
PD,cint,0lc.f,renn
SILK,rily,av.l,tm17.l
MVV1.F,zwc.wa,hln,capl
NUS,glp,ccep,cvg.to
CENT,gbg.l,pso,gprk
,mfa,tscdf,mcg
ELGIEQUIP.NS,un01.de,hsbc,yext
P55.F,000150.ks,ids.l,slrc
,tell,sbry.l,qcrh
,plab,ul,mgic
GEST.MC,lmnd,abf.l,vrex
,grnd3.sa,wpp,allg
,sa,aal.l,htbk
GXI.F,lb.to,vod,ysg
,wte.to,bt-a.l,jublpharma.ns
FA,ccsi,bsp.f,cepu
,zh,gsk,huya
TRUP,sbs.f,azn,rick
KMT,13b.f,shel,thrd
,olo,stan.l,also3.sa
,bdn,kfi1.f,wdo.to
PSMT,matw,bcs,aspn
,cde,jd.l,adl.de
CWK.L,plya,cnhi,cbl
CRBN.AS,atri,bp,089590.ks
FUTR.L,gabc,lin,adma
AVAV,tmp,mks.l,tmst
AAT,jwel.to,nwg,otly
EVTC,ptra,lyg,ingerrand.ns
,bonhr.ol,bti,bsig
CFP.TO,dac,aon,boc
JOE,thg.l,rio,asle
,dnn,rto,lwlg
,reg1v.he,nex.l,dwac
NUVA,nutx,wtw,hcci
,psfe,itrk.l,mttr
,300113.sz,rr.l,symphony.ns
RYM.NZ,2356.hk,rkt.l,imxi
,usna,svs.l,clbt
IFCN.SW,veon,mro.l,nas.ol
,c43.f,ferg,asts
NIACL.NS,pds,wtb.l,ax-un.to
PACB,uan,wg.l,imos
COP.DE,gden,relx,good
,me,itba.f,fdmt
,uuuu,fras.l,efxt
GMS,mty.to,smds.l,amcx
,camt,ngg,edelweiss.ns
OERL.SW,cash.mc,deo,agro
,fre.nz,bab.l,ffwm
,frg,mndi.l,lwsa3.sa
ELTR.TA,cwh,nxt.l,wlkp
,mbin,grg.l,exfy
BOWL,0071.hk,bby.l,amrk
EPC,sg,ls4c.f,pgru
,pll,sspg.l,ionr
,azz,0lc.f,fbms
SJ.TO,sncy,av.l,smp
KAI,user,hln,lpg
,nymt,ccep,alec
,cown,pso,wetf
CBRL,sptn,tscdf,orgn
MALLPLAZA.SN,mvc.mc,hsbc,mcrb
ALFEN.AS,igms,ids.l,esabindia.ns
,clb,sbry.l,phar
,nssc,ul,hstm
PCRX,mtl.to,abf.l,shcr
PTVE,odpv3.sa,wpp,stgt.bk
WAFD,ahh,aal.l,scs
,qure,vod,aktia.he
CVCO,amwl,bt-a.l,dlx
,pro,bsp.f,300052.sz
,dpm.to,gsk,arr
ODP,mntv,azn,for
,twi,shel,alp-pq
,sant.f,stan.l,scsc
BDL.NS,eh,kfi1.f,mmtc.ns
MFI.TO,nexa,bcs,uvsp
,cepu,jd.l,coll
,smmt,cnhi,cal
,eat.mc,bp,synt.l
,sclx,lin,pon1v.he
VRRM,fnac.pa,mks.l,sligr.as
PMAG.F,www,nwg,sftc.to
HBI,gtn,lyg,beml.ns
,agr.vi,bti,irs
,hhfa.f,aon,tbph
DMP.F,cem.mi,rio,aeri
,kref,rto,itos
YY,enta,nex.l,qnbfl.is
NWL.AX,rhk.de,wtw,ba.bk
ELK.OL,fsm,itrk.l,biox
,spnt,rr.l,amal
,shyf,rkt.l,idt
PRGS,pfbc,svs.l,hafc
SONO,rgnx,mro.l,vtru
IIFL.NS,nex.l,ferg,cers
KAJARIACER.NS,kty.wa,wtb.l,sparc.ns
,tejasnet.ns,wg.l,crlbf
,dao,relx,nexa
TCN,coll,itba.f,cenx
CP9.F,bbdc,fras.l,osbc
,ite.jo,smds.l,perf
,cet,ngg,ctic
,cron,deo,pfi.nz
,cubi,bab.l,0440.hk
,ptlo,mndi.l,uba
FINEORG.NS,gbx,nxt.l,nfbk
,stkl,grg.l,intr
,jeld,bby.l,020560.ks
ARNC,hrt,ls4c.f,gb
FCPT,mrc.to,sspg.l,mapmyindia.ns
,baw.jo,0lc.f,coco
KWS.F,wald,av.l,mov
,asc.l,hln,kind
,juve.mi,ccep,juve.mi
,nwo.f,pso,rocc
,lxu,tscdf,cts.to
ALHC,hfwa,hsbc,rain.ns
,open,ids.l,7200.sr
LGIH,mgi,sbry.l,cgbd
NAVI,gb,ul,imtx
,fwrg,abf.l,crnc
WDFC,bbar,wpp,pbi
ROG,nbg6.f,aal.l,ambc
,mtg-b.st,vod,gsm
TROX,ftk.de,bt-a.l,hngr
VSAT,fbms,bsp.f,ftk.de
LESL,argo,gsk,karo
REZI,apps.mc,azn,603258.ss
,amtb,shel,tgi
RCUS,pph.nz,stan.l,blx
SMWH.L,ysg,kfi1.f,rpay
,slca,bcs,deltacorp.ns
,tom2.as,jd.l,cmpr
,stgt.bk,cnhi,slam
,dfh,bp,drw8.f
MATX,splp,lin,ngd
,schn,mks.l,nrds
,t1l.f,nwg,prlb
OUT1V.HE,brsp,lyg,blte
,intr,bti,vorb
,amyt,aon,0435.hk
,kwipf,rio,psfe
KEMIRA.HE,ostk,rto,trst
,6014.sr,nex.l,vtol
TRUL.CN,wow,wtw,nmm
ALSN.SW,sumo,itrk.l,pnt
CS.TO,089590.ks,rr.l,itm.l
,1t5.f,rkt.l,pubm
,inva,svs.l,mrsn
,tse,mro.l,edit
UNFI,knrcon.ns,ferg,fpi
,save.pa,wtb.l,uht
CNU.NZ,ttalo.he,wg.l,orientelec.ns
5JB.F,hibb,relx,anip
,myte,itba.f,mahlife.ns
APAM,ulh,fras.l,vtex
,gdot,smds.l,hska
DAN,osk.to,ngg,opi
NPO,pnl.as,deo,amrx
ITRI,hwx.to,bab.l,hzo
,karurvysya.ns,mndi.l,dcgo
,mcg,nxt.l,ghld
,wttr,grg.l,sp
CJLU.SI,fincables.ns,bby.l,sxc
FNTN.F,iiiv,ls4c.f,gmre
FOCS,ihrt,sspg.l,proc
,imax,0lc.f,nat
WHIRLPOOL.NS,agro,av.l,tngx
U06.SI,hyq.f,hln,azrn.as
,1164.hk,ccep,acel
POST.VI,cenx,pso,grc
HAG.F,pwp,tscdf,ta
,graphite.ns,hsbc,arce
HEP,3632.t,ids.l,ehab
PRESTIGE.NS,cogt,sbry.l,hone
,albo,ul,olvas.he
,amrk,abf.l,riot
SJW,veco,wpp,blue
MGRC,nrc,aal.l,bjri
TTML.NS,p1z.vi,vod,srg
,nvax,bt-a.l,qnst
GGG.F,ccrn,bsp.f,bdgi.to
THRM,banc,gsk,swsolar.ns
,galaxysurf.ns,azn,wbx
ACAD,cmco,shel,avxl
,jindworld.ns,stan.l,religare.ns
DNLM.L,ggr,kfi1.f,cdna
,asts,bcs,cwc.f
SUNTV.NS,caf.mc,jd.l,jout
,sii,cnhi,bigc
,mgl.ns,bp,hyq.f
WAF.F,kids,lin,azul
ITGR,skyw,mks.l,opra
TRN,inbx,nwg,gujalkali.ns
,vlk.as,lyg,krny
,efxt,bti,egle
S58.SI,mttr,aon,003230.ks
,ufpt,rio,chs
KTB,rapt,rto,land
,arce,nex.l,asc.l
,nhc,wtw,nfgc
,asle,itrk.l,vaibhavgbl.ns
,bse.ns,rr.l,tima.f
KD,synt.l,rkt.l,1119.hk
HELE,rtl,svs.l,rxt
,shen,mro.l,iaux
ANN.AX,gsm,ferg,mbi
VIAV,ssys,wtb.l,dic.de
NVMI,pwsa.kh,wg.l,forr
,phar,relx,fmbh
DUE.F,plym,itba.f,adv
DNUT,irs,fras.l,sght
,rsi,smds.l,tbla
,geni,ngg,002425.sz
SAGE,cwr.l,deo,atni
,mye,bab.l,ecom
NHI,sana,mndi.l,ceva
,s08.si,nxt.l,accd
SPB,yca.l,grg.l,amtd
SLVM,recp.to,bby.l,blnk
EMAMILTD.NS,idya,ls4c.f,fia1s.he
,apog,sspg.l,etd
ALRM,allg,0lc.f,dao
,chct,av.l,star
,strl,hln,giii
APOLLOTYRE.NS,innv,ccep,mirm
PRMW,west,pso,clw
,pra,tscdf,hbnc
,cyrx,hsbc,kop
ENR,arko,ids.l,auph
,hcsg,sbry.l,orron.st
MRP.JO,lpro,ul,bbsi
,mrc,abf.l,sd
0010.HK,ncc-b.st,wpp,rpower.ns
GNW,allo,aal.l,boo.l
,pfi.f,vod,sunteck.ns
,aali.jk,bt-a.l,ufcs
,mlab,bsp.f,pgc
,cdmo,gsk,enfn
RRR,licy,azn,smmt
,ichr,shel,wpl.wa
,plow,stan.l,yorw
,bsig,kfi1.f,avd
,wina,bcs,ebix
MULT3.SA,indi,jd.l,5211.kl
,wlkp,cnhi,next
LTH,gprk,bp,wps.l
,dia.mc,lin,cldt
,ionq,mks.l,fc
,aste,nwg,gty.f
TAC,ccf,lyg,eras
,nrs.ol,bti,scvl
ENDURANCE.NS,rick,aon,indt
,crai,rio,mastek.ns
,rdwr,rto,band
OI,nbcc.ns,nex.l,hckt
PEL.NS,gpro,wtw,dgl.nz
,rpt,itrk.l,ha
ALLN.SW,imxi,rr.l,rgp
,scs,rkt.l,eb
CORT,020560.ks,svs.l,infibeam.ns
BB,agen,mro.l,par
,zuo,ferg,mmx
MGEE,hous,wtb.l,mrus
,rskd,wg.l,ap4.si
,prvb,relx,lvc.wa
CCOLA.IS,amwd,itba.f,base
VID.MC,ionr,fras.l,dbi
,mara,smds.l,zensartech.ns
,bynd,ngg,acre
CRISIL.NS,lmat,deo,vmeo
,cndt,bab.l,snbr
,knsa,mndi.l,nvx
,axl,nxt.l,polyplex.ns
CRVL,002354.sz,grg.l,nndm
,bhe,bby.l,vhi
NTCT,tmst,ls4c.f,181710.ks
,cj.to,sspg.l,gem.ax
INSM,gdyn,0lc.f,kelya
SAX.F,exai,av.l,avte
,019170.ks,hln,exk
,prtc,ccep,sri
7030.SR,crnc,pso,3668.t
EXTR,rwt,tscdf,edn
,vray,hsbc,tbi
,par,ids.l,syrma.ns
GRINDWELL.NS,wti,sbry.l,mcb
,aosl,ul,trda
,arqt,abf.l,arqq
,0797.hk,wpp,cara
,cera.ns,aal.l,atex
PRVA,bcsf,vod,bv
BVIC.L,ba.bk,bt-a.l,iesc
IDS.L,janx,bsp.f,invz
CNO,prdo,gsk,192080.ks
FORTIS.NS,amsf,azn,alvr
,cars,shel,rapt
,blu,stan.l,rptx
,sph,kfi1.f,rmax
,cnob,bcs,bxc
,fmtx,jd.l,thry
,maxn,cnhi,sbow
MYOV,riot,bp,aehr
,lc,lin,tci.ns
2331.T,blfs,mks.l,gpil.ns
BHC,valn,nwg,gnk
,mcx.ns,lyg,vitl
BATAINDIA.NS,iova,bti,icpt
VTY.L,csr,aon,inh.f
,imgn,rio,astl
HUBG,pay,rto,ktkbank.ns
IPCALAB.NS,edelweiss.ns,nex.l,nvts
,ffwm,wtw,bngo
LAURUSLABS.NS,mum.f,itrk.l,asc
,avo,rr.l,gcbc
AVAL,utl,rkt.l,twou
DORM,aoi.to,svs.l,vrllog.ns
,hgs.ns,mro.l,cano
,perf,ferg,hcat
IOSP,ac,wtb.l,drd
,sligr.as,wg.l,122870.kq
,qcrh,relx,krus
,rbcaa,itba.f,tile
SFNC,cal,fras.l,cac
,dcgo,smds.l,hifs
,hska,ngg,hayn
,chalet.ns,deo,cass
4100.SR,hcci,bab.l,ampx
CCOI,brn.ax,mndi.l,cvgw
010145.KS,osw,nxt.l,dx
DEA,umh,grg.l,aedas.mc
NCNO,prg,bby.l,sli
MXL,tkg.jo,ls4c.f,vvi
TNDM,bgs,sspg.l,max
000927.SZ,rites.ns,0lc.f,brog
CGCBV.HE,tcl-a.to,av.l,trtx
IQ,arr,hln,amot
5246.KL,pfc,ccep,bkuh
WOOF,nwli,pso,078340.kq
,ppgn.sw,tscdf,vcsa
PBH.TO,ffa.jo,hsbc,cion
FDR.MC,gotu,ids.l,allk
HASI,flgt,sbry.l,ke
WERN,3765.t,ul,denn
CRI,baly,abf.l,kamn
EVH,tnk,wpp,dco
,silv,aal.l,ebs
TEO,300518.sz,vod,gmdcltd.ns
WOR,0440.hk,bt-a.l,bcom.ta
OUT,for,bsp.f,bry
,wdo.to,gsk,272450.ks
WIB.F,amrn,azn,vsec
,cbl,shel,si
MIKA.JK,network18.ns,stan.l,faro
,bls.ns,kfi1.f,neu.wa
,ctbi,bcs,snpo
AMBP,aktia.he,jd.l,2501.tw
,qnst,cnhi,pdsmfl.ns
NVG.LS,lpsn,bp,hsii
MTS.AX,dic.de,lin,viia3.sa
GPI,dlx,mks.l,095660.kq
,stltech.ns,nwg,negg
,ax-un.to,lyg,csii
,edn,bti,ffic
NGVT,rcf.ns,aon,yala
GGAL,mov,rio,jbma.ns
