09-wissel-company_code,05-MalPatSaj-symbol,04-iGMM-code,02-GioPonSpiz-codice
trn.mi,exx.jo,alrs,prox.vi
monc.mi,cgas5.sa,southbank.ns,9048.t
mb.mi,vmuk.l,rmr,duol
ednr.mi,mmyt,itrn,kss
stvn,ipar,smbc,mmb.pa
race,kss,cnsl,vty.l
rec.mi,fro,mcft,mcw
cpr.mi,sgry,bhb,tv
ig.mi,mcw,ipi,coromandel.ns
srg.mi,ace.mi,espr,ambp
bmed.mi,cie.mc,wstcstpapr.ns,spt
dia.mi,gaw.l,cmps,ebc
cem.mi,strs.ta,crmt,ava
geo.mi,ncno,fubo,pfsi
tpro.mi,lfg,dgica,010145.ks
fbk.mi,prox.vi,goev,cwk
erg.mi,jxn,amswa,coop
adb.mi,jjsf,ddi,fro
juve.mi,enic,gdl.ns,pjt
dib.mi,cvi,eght,cs.to
ssl.mi,nomd,ifbind.ns,out
inw.mi,grg.l,orp.pa,plxs
601288.ss,enov,dishtv.ns,alvo
0941.hk,evo,arct,iipr
1398.hk,isee,cyh,ccoi
601857.ss,plxs,amrn,etrn
600028.ss,mmb.pa,sldp,meoh
jd,mfsl.ns,zil2.de,4912.t
601939.ss,bb.pa,rl9a.f,sgml
601668.ss,pou.to,ango,lxp
601318.ss,pagp,fnko,3mindia.ns
601988.ss,elf,lasr,enic
002594.sz,stne,wsr,gh
0728.hk,coop,gtx,inkp.jk
601186.ss,t82u.si,metc,tcbi
baba,hgty,onew,pags
002475.sz,eo.pa,amyt,011780.ks
601138.ss,evop,cco,mc
1339.hk,livn,olp,hasi
601319.ss,dixon.ns,senea,pagp
0390.hk,go,ezpw,sgkn.sw
002352.sz,lxp,barbeque.ns,vsco
601658.ss,blx.to,ecc,bill.st
3333.hk,duol,csbbank.ns,ovh.pa
1766.hk,tui1.f,calt,amrc
000333.sz,gnn.f,sohu,strs.ta
yumc,sbra,rada,vzn.sw
2202.hk,out,akus,exx.jo
002714.sz,thermax.ns,ace.ns,tbig.jk
0267.hk,lnr.to,abst,ilu.ax
0489.hk,ata.to,vln,rdn
1099.hk,cnx,big,pgny
tcehy,vet,sml.nz,chgg
601601.ss,amc,ibex,mcg.jo
0656.hk,flw1.f,avte,fss
600690.ss,wsv2.f,heg.ns,livn
3968.hk,ceqp,leu,blx.to
601628.ss,banf,jtektindia.ns,000100.ks
beke,mc,rex,wd
6862.hk,pnn.l,domo,ay
znh,szu.f,lilm,esmt
601238.ss,mxl,pgy,glpg
lu,ntco,trc,amp.ax
601328.ss,irtc,hy,twnk
3690.hk,abm,alt,nxt.ax
2338.hk,pfsi,srdx,cd
601111.ss,tv,hvt,irtc
300750.sz,sumichem.ns,mcs,stng
000651.sz,jkcement.ns,vtnr,idia.sw
cea,tex,301011.sz,rare
000876.sz,qs,tre.mc,flw1.f
000725.sz,mks.l,spandana.ns,ngvt
2007.hk,7564.t,sens,asan
601633.ss,ee,pahc,ghc
601088.ss,atul.ns,greenlam.ns,beam
000063.sz,ghc,brmk,ncno
0322.hk,nxt.ax,onl,sax.f
600000.ss,pgny,srne,sqsp
600188.ss,spen.ta,acmr,0069.hk
600887.ss,abcl,cvlg,imcr
601166.ss,fdr.mc,ldi,tatachem.ns
600016.ss,bwy.l,hmst,lnr.to
601600.ss,sitc,aort,abm
601998.ss,coforge.ns,ccne,600060.ss
600011.ss,rdn,lnd,wib.f
as7.f,ptct,6p5.f,crk
002415.sz,docn,repx,sbra
601012.ss,fwrd,bwb,eurn
0175.hk,main,ecn.to,halkb.is
ahchf,prva,relinfra.ns,stne
edu,lbrt,rbd.nz,oi
601818.ss,psec,valu,marel.as
bidu,jbt,chrs,lbrt
2319.hk,cvlt,svm,ppbi
601899.ss,qfin,agx,aciw
000625.sz,sfzn.sw,btai,4536.t
000001.sz,pm6.f,rdfn,cnx
600015.ss,wizz.l,aartidrugs.ns,sfzn.sw
0881.hk,mnv6.f,pflt,lfg
900945.ss,mrcy,abs2.f,bb.pa
rlf.f,mahabank.ns,artna,sumichem.ns
2359.hk,kansainer.ns,aveo,amot.ta
tcom,aeo,trst.l,pnn.l
601336.ss,mcg.jo,tatacoffee.ns,oil.ns
600600.ss,esab,hdsn,kbh
xiacf,aaww,mbwm,trip
ntes,skfindia.ns,anora.he,cdr.wa
jks,step,srlp,wsfs
601919.ss,evh,atai,gmrinfra.ns
600519.ss,bhc,ryam,syngene.ns
002607.sz,aartiind.ns,greenpanel.ns,ata.to
300015.sz,esmt,scwx,grt.jo
1157.hk,bcc,lqdt,epr
000858.sz,cd,trvg,4613.t
1177.hk,cnmd,nesr,pbh.to
2382.hk,ilu.ax,twou,mnv6.f
1024.hk,sqsp,tsvt,pmag.f
600276.ss,pk,nktr,jxn
didiy,vea.ax,ruth,evop
htht,mts.ax,amrs,acad
002142.sz,omu.jo,vpg,nomd
zto,relaxo.ns,yala,main
600030.ss,alta.pa,acco,ifs
600031.ss,oil.ns,cir,vis.mc
600588.ss,imcr,mcbs,jjsf
000800.sz,amed,enginersin.ns,abcl
0788.hk,iboc,bmrc,vea.ax
9633.hk,staa,gem.ax,sct.l
2128.hk,pacw,kirlfer.ns,ibp
600309.ss,tcbi,lev,dy
mkn2.f,jamf,cpf,jks
0883.hk,0053.hk,cinc,banf
2016.hk,jwn,sst,0053.hk
600060.ss,woof,heidelberg.ns,t82u.si
688599.ss,is,vinp,kxs.to
002304.sz,ndx1.f,band,brze
300124.sz,cgcbv.he,cion,rajeshexpo.ns
601169.ss,syab.de,enento.he,frpt
tal,rusha,trda,prta
600547.ss,acls,csii,pm6.f
nio,syngene.ns,turi.jk,coforge.ns
li,prta,sln,gland.ns
206g.f,smg,obe,prva
600919.ss,3333.hk,nndm,5246.kl
600104.ss,cwk,sgmo,psec
2883.hk,cbkd.il,bkd,ahco
3618.hk,pdco,frph,cnmd
601888.ss,bpmc,bfly,axsm
xpev,mac,thff,mmyt
601009.ss,5246.kl,asc,rui.pa
601229.ss,282330.ks,dm,klic
601211.ss,ccc.l,ccbg,aval
601066.ss,011780.ks,hbt,step
bili,calm,smr,pega
600999.ss,wern,philipcarb.ns,bco
601866.ss,wsfs,arow,6324.t
3692.hk,0069.hk,thch,sfnc
wxxwy,ambp,ecea.f,mxl
kc,aca,hsii,pzza
pdd,eqc,sght,thermax.ns
gotu,lichsgfin.ns,noej.f,ccc.l
601021.ss,isat.jk,kamn,go
bzun,pbh.to,095660.kq,s92.f
bgne,gpi,rna,aeo
600009.ss,olk,rapt,aaww
vips,mika.jk,janx,crt-un.to
600900.ss,devyani.ns,igti3.sa,timken.ns
yy,mbk.wa,vcsa,pacw
002602.sz,cvt,trns,flyw
3888.hk,aval,amot,delhivery.ns
ymm,pot.nz,eqbk,alb.mc
603288.ss,fult,suprajit.ns,241560.ks
wb,fss,hsc,fcr-un.to
dao,241560.ks,300533.sz,csiq
tme,gsat,ar4.de,alta.pa
iq,appn,ke,olk
9863.hk,nog,lbc,curlf
300059.sz,kbh,bcom.ta,bpmc
athm,klic,078340.kq,spen.ta
1548.hk,grt.jo,2501.tw,acx.mc
bz,pags,jout,alln.sw
sohu,ifs,ebix,rusha
0777.hk,arlp,clov,kd
holi,wib.f,kelya,vid.mc
6060.hk,tgs,cla-b.st,idea.ns
caas,6324.t,cass,efgn.sw
000927.sz,bco,fdc.ns,iboc
ddl,cri,base,jwn
002555.sz,ahco,jswhl.ns,skfindia.ns
lx,9468.t,trmr,sun.sw
yrd,insm,iiin,aca
ysg,efgn.sw,nrix,mac
ocft,byg.l,ffic,torntpower.ns
mnso,fcr-un.to,nvta,hbi
dada,alb.mc,yit.he,focs
wdh,rajeshexpo.ns,ntgr,dorm
002007.sz,pik.jo,neu.wa,arto.jk
ghg,600060.ss,siga,pk
6618.hk,kfy,vvi,goco
zh,ibrx,icpt,fult
tuya,dy,dx,atul.ns
dq,sax.f,gco,is
hlg,ccoi,hifs,hrmy
doyu,ngvt,oscr,sitc
qfin,4100.sr,gnk,vct.nz
sy,alln.sw,snpo,gpi
huya,kws.l,cvgw,cvt
momo,crt-un.to,denn,lcii
zlab,brze,jbma.ns,lac
2400.hk,hubg,opra,jet2.l
gds,marel.as,vrllog.ns,eqc
300418.sz,wd,122870.kq,pot.nz
002174.sz,glpg,sri,dea
0694.hk,nvg.ls,edn,kfy
viot,fcg.nz,vitl,elf
9990.hk,teo,181710.ks,sim.co
300113.sz,sms2.f,syrma.ns,3333.hk
002558.sz,frpt,bv,ceqp
bnr,ccola.is,cac,bcc
300315.sz,ggal,par,4100.sr
002517.sz,vct.nz,hayn,ap-un.to
mf,zgn,inh.f,ths
cd,nova,huya,pdco
api,dea,272450.ks,cert
rlx,sim.co,mxct,vsat
603258.ss,vrns,wpl.wa,yy
6820.hk,pel.ns,negg,amed
tigr,ipcalab.ns,bxc,psb.ns
300459.sz,rui.pa,vnda,woof
0302.hk,tndm,tile,jkcement.ns
1119.hk,uni.mc,thry,4506.t
cbat,vid.mc,vmeo,mrcy
688012.ss,trip,bbar,zgn
2100.hk,wire,atex,aub
300533.sz,aub,krny,byg.l
603444.ss,dorm,exai,wire
002425.sz,pgsus.is,gmdcltd.ns,mahabank.ns
qd,extr,vsec,vtsc.de
xnet,dark.l,sftc.to,fntn.f
og,hr-un.to,ceva,wor
cmcm,ugp,ebs,ugp
kndi,lazr,3668.t,kansainer.ns
niu,sun.sw,acre,nog
gct,000927.sz,cldt,crisil.ns
yj,meoh,krus,fcg.nz
aacg,iosp,smmt,282330.ks
002354.sz,bku,gty.f,wern
6633.hk,wor,192080.ks,hr-un.to
3798.hk,ulcc,rmax,bku
301011.sz,fortis.ns,qnbfl.is,hubg
300052.sz,bvic.l,tci.ns,iosp
2660.hk,vty.l,mcb,inmd
0797.hk,2331.t,sndl,hpk
1022.hk,shoo,mara,ee
renn,kos,gcbc,relaxo.ns
imab,myov,bngo,zeel.ns
300467.sz,cert,brog,bhc
6860.hk,jet2.l,lvc.wa,002558.sz
grcl,ibp,dao,vrns
can,010145.ks,snbr,sage
1909.hk,tac,mrus,grindwell.ns
eh,grindwell.ns,viia3.sa,mts.ax
0434.hk,mgee,max,ipcalab.ns
sj,focs,trssf,fwrd
zkin,prft,kop,crvl
300518.sz,gei.to,sbow,lug.to
6899.hk,lauruslabs.ns,dgl.nz,nvg.ls
2022.hk,bataindia.ns,nat,kcr.he
sos,alrm,003230.ks,waf.f
btcm,ine.to,ampx,mika.jk
8267.hk,ths,rgp,hele
atxg,sfnc,allk,almb.co
pt,arch,tima.f,lichsgfin.ns
,oi,dic.de,e5f.f
ntp,bayercrop.ns,blue,ids.l
jz,rmi.jo,nvts,rvmd
bhat,knos.l,astl,gei.to
wetg,k71u.si,polyplex.ns,tpk.l
ncty,cno,0435.hk,jblu
fami,lth,vhi,docn
6933.hk,acad,clw,safe.l
0484.hk,opce.ta,eb,gsat
kxin,urbn,avxl,ulcc
1961.hk,flnc,avd,isee
601800.ss,cca.to,hbnc,2331.t
thch,mgpi,mbi,syab.de
snal,tri.pa,iaux,pgsus.is
raya,xrx,egle,due.f
6415.tw,ap-un.to,aehr,vicr
300760.sz,cbz,star,rezi
0384.hk,safe.l,forr,tndm
001979.sz,bpt.ax,bbsi,gnw
002460.sz,bb,zensartech.ns,cno
naas,idia.sw,blnk,enr
002624.sz,vvnt,ecom,calm
lpl,gnw,cara,itri
cpng,prmw,5211.kl,insm
hymtf,nvmi,next,rmi.jo
000270.ks,toy.to,invz,aksen.is
lglg.f,tmv.de,ysg,spb
kt,ibtx,mrsn,hag.f
051910.ks,glng,ha,fortis.ns
012330.ks,shc,tbla,toy.to
373220.ks,kd,nvx,ottr
010145.ks,mrtx,srg,alrm
020560.ks,crisil.ns,dbi,joby
042660.ks,str,002425.sz,bayercrop.ns
161390.ks,niacl.ns,prlb,arlp
021240.ks,iba,fc,shoo
skm,qq.l,etd,pik.jo
090430.ks,acx.mc,bjri,urbn
011170.ks,0010.hk,ap4.si,tmv.de
034020.ks,flq.f,land,slr.mc
036460.ks,rezi,adma,mgee
034730.ks,s92.f,cvna,bava.co
035250.ks,ggg.f,edit,niacl.ns
002380.ks,jks,wps.l,hayw
007310.ks,pipr,sunteck.ns,rum
000080.ks,enr,fia1s.he,myov
004170.ks,crvl,vaibhavgbl.ns,xrx
000150.ks,trmd,vtol,dixon.ns
091810.ks,ntct,mirm,prft
003230.ks,almb.co,boo.l,nvmi
086280.ks,cmbn.sw,bdgi.to,iba
010130.ks,rrr,fmbh,mallplaza.sn
078340.kq,vtsc.de,swsolar.ns,amc
028670.ks,apollotyre.ns,ta,ekta-b.st
019170.ks,policybzr.ns,hzo,lesl
251270.ks,hcm,iesc,ann.ax
137310.ks,endurance.ns,olvas.he,vltsa.pa
grvy,ceix,religare.ns,dnlm.l
192080.ks,due.f,gmre,2778.hk
004990.ks,ann.ax,opi,ebro.mc
078340.kq,7030.sr,ghld,mrp.jo
028670.ks,flyw,mcg,bld.ax
019170.ks,spb,rptx,300418.sz
251270.ks,9506.t,pgc,smwh.l
137310.ks,trn,cers,appn
grvy,ottr,dcgo,tri.pa
192080.ks,waf.f,fdmt,alsn.sw
004990.ks,sage,hyq.f,000927.sz
shg,hag.f,si,brc
wf,bby.l,sp,flq.f
241560.ks,smwh.l,cdna,bpt.ax
001040.ks,scl,hone,vvnt
081660.ks,bnli.jk,cwc.f,9506.t
003550.ks,137310.ks,azrn.as,omcl
000660.ks,unfi,mahlife.ns,gns.l
096775.ks,ebro.mc,evtl,aartiind.ns
033780.ks,cjlu.si,vtex,pipr
009155.ks,dnut,gujalkali.ns,viav
004370.ks,rcus,amrx,ktb
009830.ks,vrnt,ctic,bby.l
pkx,suntv.ns,ufcs,ibtx
095660.kq,ids.l,itos,vet
008930.ks,kcr.he,karo,7030.sr
263750.kq,cs.to,kc,ccu
003495.ks,u06.si,mov,mdc
282330.ks,gns.l,qnst,trox
032830.ks,tpk.l,brn.ax,dct
086790.ks,xene,tbph,tac
047810.ks,vicr,cts.to,ivg.mi
377300.ks,lcii,shcr,sqn.sw
010950.ks,nex,grrr,028670.ks
352820.ks,itri,amtd,ihs
259960.ks,nhi,cchwf,rrr
122870.kq,amlx,cgbd,scl
011200.ks,sjw,slam,extr
336260.ks,cmtg,ehab,k71u.si
089590.ks,viav,rocc,ccola.is
323410.ks,prestige.ns,trst,mult3.sa
383220.ks,kind-sdb.st,ambc,9468.t
035900.kq,yy,nmm,frme
298690.ks,covh.pa,capl,cmbn.sw
112040.kq,hatsun.ns,uht,hmy
kep,s58.si,kind,kws.l
003670.ks,rnw,aspn,arch
069080.kq,kemira.he,0440.hk,rlay
181710.ks,kw,mmtc.ns,dan
005930.ks,ag,blx,3105.two
272450.ks,mgrc,hngr,mstr
kb,abr,coll,ine.to
024110.ks,sitm,nexa,un9.f
207940.ks,dnlm.l,hckt,137310.ks
068270.ks,bte.to,coco,dqw1.f
035420.ks,300418.sz,fpi,amr
006405.ks,lalpathlab.ns,aktia.he,policybzr.ns
051905.ks,6952.t,603258.ss,lgih
035720.ks,002558.sz,chs,pd
011780.ks,frme,cenx,dir-un.to
036570.ks,emamiltd.ns,gb,prmw
041510.kq,dan,acel,ax
000100.ks,aciw,pon1v.he,amlx
asii.jk,tigo,uba,apollotyre.ns
indf.jk,hele,rpay,mrtx
amrt.jk,verx,drq,pacb
byra.f,colb,cmpr,bataindia.ns
pperf,mrp.jo,mmat,0010.hk
icbp.jk,slvm,ftk.de,opce.ta
ggg.f,nxrt,atni,s58.si
uty.f,elf.to,arce,cpe
aali.jk,ltr.ax,ngd,bvic.l
bbni.jk,slg,nfbk,nex
bbca.jk,ttml.ns,perf,qq.l
bdmn.jk,ktb,hcci,cjlu.si
tlk,alsn.sw,7200.sr,unfi
hsz.f,m04.si,mapmyindia.ns,slg
aces.jk,csiq,osbc,cvlt
d7v.f,matx,azul,vrnt
inkp.jk,vsat,amcx,pom.pa
adro.jk,pd,rain.ns,mgrc
goto.jk,gri.l,pfi.nz,tigo
sms2.f,krp,lpg,sspg.l
cpin.jk,kpittech.ns,300052.sz,swon.sw
mika.jk,amr,jublpharma.ns,abr
jsmr.jk,webr,alec,glng
bnli.jk,frog,efxt,cbz
emtk.jk,3292.t,asc.l,joe
mdka.jk,ese,vtru,wly
unvr.jk,itgr,idt,5jb.f
mega.jk,cnu.nz,agen,npo
isat.jk,6789.tw,aeri,rog
ob8.f,wly,020560.ks,covh.pa
byan.jk,mdc,irs,kemira.he
turi.jk,post.vi,scsc,nova
inco.jk,dlekg.ta,hafc,ese
maya.jk,fntn.f,zuo,pel.ns
buka.jk,mult3.sa,gsm,itgr
tpia.jk,cxm,mcrb,cca.to
e5f.f,lgih,deltacorp.ns,or
towr.jk,lspd,p15.si,002517.sz
port.jk,whirlpool.ns,adl.de,sjw
tbig.jk,ekta-b.st,hstm,gest.mc
arto.jk,joby,alp-pq,hatsun.ns
poll.jk,prk,blte,hep
dnet.jk,has.l,for,krp
indo,rog,dlx,m04.si
tcs.ns,pmag.f,cogt,bnli.jk
infy,thrm,uvsp,out1v.he
m&m.ns,mstr,slp,mfi.to
wit,ffbc,beml.ns,bte.to
coalindia.ns,hpk,orgn,cort
sbin.ns,slr.mc,esabindia.ns,ifcn.sw
reliance.ns,dir-un.to,hous,gxi.f
hcltech.ns,028670.ks,revg,6952.t
techm.ns,navi,imxi,ire.mi
hdb,gtii.cn,ionr,post.vi
ibn,arnc,drw8.f,imvt
lici.ns,brc,mttr,arnc
pnb.ns,036460.ks,ba.bk,lspd
kotakbank.ns,2353.tw,wdh,matx
canbk.ns,cp9.f,anab,u06.si
bankbaroda.ns,bke,symphony.ns,2353.tw
unionbank.ns,sono,imos,nhi
ttm,ax,gprk,jamf
apollohosp.ns,bava.co,thrd,elf.to
tatasteel.ns,jblu,nwli,ag
sail.ns,fcpt,smp,thrm
bandhanbnk.ns,or,prvb,navi
bajajfinsv.ns,jbgs,scs,endurance.ns
wns,wmk,dwac,knos.l
bankindia.ns,out1v.he,cepu,wmk
lt.ns,agti,www,gri.l
motherson.ns,sspg.l,ggr,wafd
indianb.ns,elk.ol,089590.ks,cp9.f
mindtree.ns,rpd,rxt,shak
sunpharma.ns,wdfc,slrc,wdfc
hindalco.ns,tpz.to,vrex,dmp.f
bajfinance.ns,netc.co,ibulhsgfin.ns,fcpt
indusindbk.ns,fsr,sparc.ns,ashm.l
ioc.ns,npo,stgt.bk,3292.t
abcapital.ns,town,tmst,kws.f
boschltd.ns,1u1.de,fbms,cnu.nz
jublfood.ns,bld.ax,tigr,apam
iifl.ns,5jb.f,tokman.he,bowl
aubank.ns,apam,edelweiss.ns,lauruslabs.ns
idfcfirstb.ns,iifl.ns,pgru,rklb
pageind.ns,ccu,efc,alhc
ongc.ns,gbdc,amrk,1u1.de
muthootfin.ns,2778.hk,asle,akro
indigo.ns,gms,clbt,gkos
cipla.ns,sqn.sw,cdmo,kai
yesbank.ns,alhc,tse,gbdc
arvind.ns,lesl,cvg.to,emamiltd.ns
hdfclife.ns,ifcn.sw,iiiv,336260.ks
rdy,prgs,save.pa,devyani.ns
hal.ns,cort,renn,suntv.ns
itc.ns,gdrx,zeal,kpittech.ns
grasim.ns,dgh.jo,bsig,cop.de
mindaind.ns,rum,gpro,ffbc
zyduslife.ns,swon.sw,019170.ks,odp
coforge.ns,un9.f,lwlg,crbn.as
iob.ns,avav,quess.ns,cvco
ultracemco.ns,336260.ks,stltech.ns,nwl.ax
fretail.ns,nuva,ingerrand.ns,goos
tatapower.ns,mallplaza.sn,mgic,cbrl
hgs.ns,hep,nas.ol,has.l
hindunilvr.ns,dmp.f,open,webr
bhartiartl.ns,cpe,amber.ns,tpz.to
vrllog.ns,cbrl,pebo,lmp.l
bls.ns,ivg.mi,htbk,nuva
lupin.ns,omcl,1t5.f,prgs
sbilife.ns,crdo,dia.mc,bfsa.de
apollotyre.ns,kai,phar,whirlpool.ns
,hbi,cal,mvv1.f
rblbank.ns,fnmal,ksb.ns,prk
paytm.ns,bekn.sw,wash,mgpi
delhivery.ns,tcn,wina,dgh.jo
alkem.ns,lmp.l,jeld,rnw
divislab.ns,wsbc,blfs,rvnc
idbi.ns,wafd,mye,ltr.ax
fortis.ns,save,wti,colb
maruti.ns,banr,abtx,6789.tw
ntpc.ns,mfi.to,cndt,sono
icicipruli.ns,simo,utl,nxrt
auropharma.ns,nwl.ax,shyf,ntct
glenmark.ns,trup,pwp,town
ipcalab.ns,lug.to,acet,trn
indhotel.ns,fun,sf.st,tcn
biocon.ns,mfgp,crai,ttec
powermech.ns,ttec,cyrx,sitm
niacl.ns,joe,rbcaa,fls.co
varroc.ns,hmy,jrvr,bma
pel.ns,bluedart.ns,amwd,bekn.sw
jswsteel.ns,kajariacer.ns,imtx,oerl.sw
upl.ns,enlt.ta,gdyn,fun
devyani.ns,trox,princepipe.ns,dark.l
icicigi.ns,0813.hk,ssys,036460.ks
mahabank.ns,tbs.jo,igms,futr.l
torntpharm.ns,nvee,idya,elk.ol
federalbnk.ns,rvmd,sii,fsr
cyient.ns,ssu,mum.f,ng
bluedart.ns,fineorg.ns,bbtc.ns,erj
aplltd.ns,sho,jup.l,xene
policybzr.ns,kws.f,qrtea,entra.ol
dmart.ns,zim,cano,netc.co
nlcindia.ns,aefes.is,myte,bke
trent.ns,cop.de,prajind.ns,gff
zensartech.ns,gest.mc,ptlo,boot
tataelxsi.ns,ire.mi,sana,evtc
religare.ns,pacb,sae.f,save
vbl.ns,dbrg,hgs.ns,kw
bajaj-auto.ns,sj.to,eras,psm.f
ashokley.ns,ihs,cel.ta,nxe
godrejcp.ns,oerl.sw,agro,cmtg
amarajabat.ns,land.sw,apps.mc,jbgs
pfocus.ns,cvco,mslh.l,trup
southbank.ns,crr-un.to,plow,frog
heromotoco.ns,002517.sz,hwkn,sabr
cholafin.ns,rlay,rwt,crr-un.to
kec.ns,aat,s08.si,trmd
eihotel.ns,cfp.to,pwsa.kh,avav
hindpetro.ns,gkos,vorb,land.sw
prestige.ns,byw.f,lpro,wsbc
bel.ns,n91.l,cdre,b
idea.ns,ptve,hibb,pax
psb.ns,bowl,bfc,gms
himatseide.ns,vrrm,slca,agti
pvr.ns,silk,dpm.to,pmv.f
bpcl.ns,klnma.is,wow,bb
powergrid.ns,rnst,clb,iifl.ns
ktkbank.ns,3105.two,ionq,tbs.jo
jisldvreqs.ns,bdl.ns,gern,atus
spandana.ns,cpk,0797.hk,banr
tatacoffee.ns,arl.f,plym,silk
vedl.ns,vcyt,ifp.to,cpk
relaxo.ns,gxi.f,plrx,kmt
nestleind.ns,b,wdo.to,fil.to
aartiind.ns,odp,brsp,ftai
ceatltd.ns,bcrx,lpsn,six
pidilitind.ns,shak,imax,3293.two
torntpower.ns,sblk,lpi,cxm
asianpaint.ns,itcb,enta,lalpathlab.ns
titan.ns,tlry,mrc.to,enlt.ta
indoco.ns,ramcocem.ns,aosl,stra
barbeque.ns,evtc,aoi.to,inrn.sw
karurvysya.ns,akro,avpt,ggg.f
kpittech.ns,eltr.ta,dfh,cprx
srf.ns,alvo,pfi.f,mfgp
quess.ns,peb,also3.sa,sstk
shreecem.ns,ashm.l,schn,ag1.f
centuryply.ns,pom.pa,tuya,itcb
fdc.ns,crbn.as,chct,n91.l
oil.ns,epc,ccf,ftch
jindalstel.ns,alfen.as,twi,lazr
acc.ns,gff,recp.to,vrrm
astral.ns,nva.to,nbcc.ns,mtx
jublpharma.ns,nus,lwsa3.sa,prestige.ns
syngene.ns,fa,merc,nvee
jaybarmaru.ns,pax,do,psmt
jpassociat.ns,p55.f,intr,cldx
mastek.ns,evex,nwo.f,jdan.co
havells.ns,cwk.l,nhc,p55.f
moil.ns,rovi.mc,nrs.ol,crdo
beml.ns,goos,rovr,kajariacer.ns
hatsun.ns,agr.l,cwr.l,crs
nmdc.ns,atrc,titn,simo
siysil.ns,mnrl,maxn,supn
nationalum.ns,spt.l,dnn,arl.f
kitex.ns,pmv.f,t1l.f,0813.hk
cub.ns,trmk,odpv3.sa,trmk
dcmshriram.ns,kmt,amwl,cwk.l
lauruslabs.ns,glo.l,ufpt,sblk
supremeind.ns,dada,aclx,krys
aavas.ns,pdx.st,argo,carboruniv.ns
exideind.ns,9533.t,pnl.as,tfpm
tvsmotor.ns,embc,vrna,sj.to
relinfra.ns,inrn.sw,ac,esrt
dabur.ns,prok,mlab,rnst
adanitrans.ns,carboruniv.ns,inva,bvn
nhpc.ns,psmt,knrcon.ns,rdw.l
adanient.ns,sabr,pph.nz,aat
coromandel.ns,entra.ol,bcyc,res
fmgoetze.ns,mdrx,splp,slvm
3iinfoltd.ns,forg,hhfa.f,epc
spencers.ns,tfpm,kwipf,fnmal
jagran.ns,atsg,geni,momo
naukri.ns,dqw1.f,bbdc,crct
gail.ns,mvv1.f,ulh,dlekg.ta
eichermot.ns,crct,uuuu,agr.l
ambujacem.ns,arvn,plya,sho
mahindcie.ns,fbc,pro,agys
tatachem.ns,tbk.f,prdo,blmn
gland.ns,nabl,6014.sr,avdx
thermax.ns,krys,cyb.to,bluedart.ns
csbbank.ns,wpk.to,kalpatpowr.ns,mdrx
ibulhsgfin.ns,esrt,3632.t,cent
happstmnds.ns,fil.to,cet,fineorg.ns
edelweiss.ns,nxe,osk.to,spt.l
britannia.ns,bvn,graphite.ns,tfg.jo
kajariacer.ns,bfh,kids,cixx
bataindia.ns,gogo,rpt,evex
zomato.ns,stra,network18.ns,tph
lalpathlab.ns,jdan.co,mrc,bdl.ns
bharatforg.ns,hayw,amtb,idr.mc
vaibhavgbl.ns,skt,3765.t,gdrx
natcopharm.ns,cent,bse.ns,tpa1.f
redington.ns,exideind.ns,umh,tbk.f
shripiston.ns,ng,tkg.jo,ceix
crisil.ns,mtx,nrc,brg.ax
jkcement.ns,c52.si,vlk.as,play
bergepaint.ns,iiflwam.ns,prtc,ramcocem.ns
forcemot.ns,roic,cbl,hkd
tcnsbrands.ns,icfi,nssc,cbg.l
mmfl.ns,sybt,hcsg,nus
cignititec.ns,lfst,angi,eltr.ta
escorts.ns,tmdx,cars,gogo
sbicard.ns,imvt,crnx,sow.f
mtnl.ns,rklb,agr.vi,also3.sa
indiamart.ns,ptec.l,ncc-b.st,usac
sify,7956.t,ffa.jo,rely
hdfc.ns,yelp,osw,expi
abbotindia.ns,cour,cubi,dkl
endurance.ns,elgiequip.ns,lyel,cofa.pa
tci.ns,harl.ta,bls.ns,zim
patanjali.ns,3532.tw,banc,hth
agcnet.ns,idr.mc,cint,0200.hk
hindzinc.ns,rvlv,rtl,4587.t
mahlog.ns,cbg.l,gdot,len.f
lodha.ns,erj,dole,fa
suryarosni.ns,usac,matw,byw.f
mmyt,nmrk,eat.mc,safe
ramcocem.ns,crs,rgnx,ttml.ns
stltech.ns,htlf,veco,rovi.mc
balkrisind.ns,arcb,stkl,alhe.ta
nilkamal.ns,alhe.ta,valn,cswi
emamiltd.ns,rym.nz,cash.mc,glo.l
zeel.ns,pcrx,jindworld.ns,harl.ta
cumminsind.ns,supn,gic,yelp
industower.ns,tph,cutr,payo
srtransfin.ns,futr.l,amsf,wpk.to
abb.ns,mcy,tom2.as,kind-sdb.st
tiindia.ns,tpa1.f,crlbf,ptec.l
kansainer.ns,expi,cde,xpel
bbtc.ns,dkl,aste,stlc.to
piind.ns,irwd,glj.f,nva.to
kalpatpowr.ns,ctre,mcx.ns,sbcf
atul.ns,fls.co,cnob,rpd
huhtamaki.ns,snex,fnac.pa,bfit.as
nfl.ns,cldx,pfc,vctr
tataconsum.ns,insw,strl,atrc
honaut.ns,cixx,ie,iiflwam.ns
electcast.ns,drh,cem.mi,lfst
gpil.ns,aavas.ns,jslhisar.ns,enjsa.is
ubl.ns,smtc,sph,fbc
fluorochem.ns,tdcx,lb.to,nmrk
hsil.ns,sbcf,aali.jk,bur
