Name,Industry,Sector,Headquarters,Founded
LNG Hrvatska,Oil & gas,Exploration & production,Omišalj,2013
Adriatic Croatia International Club,Consumer services,Travel & tourism,Opatija,1983
Adris Grupa,Consumer goods,Tobacco,Rovinj,2003
Agrokor,Consumer goods,Food products,Zagreb,1976
Aquarius Records,Consumer services,Broadcasting & entertainment,Zagreb,1995
Atlantic Grupa,Consumer goods,Food products,Zagreb,1991
Atlantska plovidba,Industrials,Marine transportation,Dubrovnik,1955
Badel 1862,Consumer goods,Distillers & vintners,Zagreb,1862
BioGnost,Health care,Pharmaceuticals,Zagreb,1990
Blue Line International,Industrials,Marine transportation,Split,2003
Bonbon,Telecommunications,Mobile telecommunications,Zagreb,2010
Brodosplit,Industrials,Commercial vehicles & trucks,Split,1922
Čakovečki mlinovi,Consumer goods,Food products,Čakovec,1893
Carlsberg Croatia,Consumer goods,Brewers,Koprivnica,2004
Cedevita,Consumer goods,Soft drinks,Zagreb,1929
Croatia Airlines,Consumer services,Airlines,Zagreb,1989
Croatia Film,Consumer services,Broadcasting & entertainment,Zagreb,1946
Croatia osiguranje,Financials,Full line insurance,Zagreb,1884
Croatia Records,Consumer services,Broadcasting & entertainment,Zagreb,1947
Croatian National Bank,Financials,Banks,Zagreb,1990
Croatian Radiotelevision,Consumer services,Broadcasting & entertainment,Zagreb,1926
Croatian Railways,Industrials,Railroads,Zagreb,1991
Croteam,Technology,Software,Zagreb,1993
Crotram,Industrials,Commercial vehicles & trucks,Zagreb,1994
Dalekovod,Industrials,Electrical components & equipment,Zagreb,1949
Dallas Records,Consumer services,Broadcasting & entertainment,Zagreb,1994
Digitron,Industrials,Electronic equipment,Buje,1971
DOK-ING,Industrials,Diversified industrials,Zagreb,1992
Ðuro Ðaković,Industrials,Diversified industrials,Slavonski Brod,1991
Ericsson Nikola Tesla,Telecommunications,Mobile telecommunications,Zagreb,1949
European Coastal Airlines,Consumer services,Airlines,Split,2000
Fortenova Group,Consumer goods,Food products,Zagreb,2019
Franck,Consumer goods,Soft drinks,Zagreb,1892
Geofoto,Technology,Software,Zagreb,1993
Hanza Media,Consumer services,Publishing,Zagreb,1990
Hit Records,Consumer services,Broadcasting & entertainment,Zagreb,2003
Hönigsberg & Deutsch,Industrials,Business support services,Zagreb,1889
Hrvatska elektroprivreda,Utilities,Conventional electricity,Zagreb,1895
Hrvatska pošta,Industrials,Delivery services,Zagreb,1999
Hrvatska poštanska banka,Financials,Banks,Zagreb,1991
Hrvatske autoceste,Industrials,Transportation services,Zagreb,2001
Hrvatski Telekom,Telecommunications,Fixed line telecommunications,Zagreb,1998
HS Produkt,Industrials,Defense,Ozalj,1991
IN2,Technology,Software,Zagreb,1992
INA,Oil & gas,Exploration & production,Zagreb,1964
Infobip,Technology,Software,Vodnjan,2006
INGRA,Industrials,Heavy construction,Zagreb,1955
Institut IGH,Industrials,Heavy construction,Zagreb,1949
Iskon Internet,Technology,Internet,Zagreb,1997
Jadran Film,Consumer services,Broadcasting & entertainment,Zagreb,1946
Jadranski naftovod,Oil & gas,Pipelines,Zagreb,1974
Jadrolinija,Industrials,Marine transportation,Rijeka,1947
Jamnica,Consumer goods,Soft drinks,Zagreb,1828
Jugoton,Consumer services,Broadcasting & entertainment,Zagreb,1947
Karlovačka pivovara,Consumer goods,Brewers,Karlovac,1854
Kandit,Consumer goods,Food products,Osijek,1920
Koestlin,Consumer goods,Food products,Bjelovar,1905
KONČAR Group,Industrials,Electronic equipment,Zagreb,1921
Konstruktor-Split,Industrials,Heavy construction,Split,1945
Konzum,Consumer services,Food retailers & wholesalers,Zagreb,1957
Kraljevica Shipyard,Industrials,Commercial vehicles & trucks,Kraljevica,1729
Kraš,Consumer goods,Food products,Zagreb,1950
Ledo,Consumer goods,Food products,Zagreb,1958
Luka Ploče,Industrials,Transportation services,Ploče,1952
Matica hrvatska,Consumer services,Publishing,Zagreb,1842
Menart Records,Consumer services,Broadcasting & entertainment,Zagreb,1994
Narodni trgovački lanac,Consumer services,Broadline retailers,Zagreb,2008
Odašiljači i veze,Technology,Internet,Zagreb,2001
Petrokemija,Basic materials,Commodity chemicals,Kutina,1968
Pivovara Ličanka,Consumer goods,Brewers,Gospić,1997
Plinacro,Utilities,Gas distribution,Zagreb,2001
Pliva,Health care,Pharmaceuticals,Zagreb,1921
Plovput,Industrials,Transportation services,Split,1992
Podravka,Consumer goods,Food products,Koprivnica,1934
Primorska banka,Financials,Banks,Rijeka,2001
Privredna banka Zagreb,Financials,Banks,Zagreb,1966
Rimac Automobili,Consumer goods,Automobiles,Sveta Nedelja,2009
RIZ,Industrials,Electronic equipment,Zagreb,1948
Školska knjiga,Consumer services,Publishing,Zagreb,1950
Sljeme,Consumer goods,Durable household products,Zagreb,1921
Splitska banka,Financials,Banks,Split,1965
Suzy,Consumer services,Broadcasting & entertainment,Zagreb,1972
Tehnika,Industrials,Business support services,Zagreb,1947
Tomato,Telecommunications,Mobile telecommunications,Zagreb,2006
TOZ Penkala,Consumer goods,Nondurable household products,Zagreb,1937
Trade Air,Consumer services,Airlines,Zagreb,1994
TŽV Gredelj,Industrials,Commercial vehicles & trucks,Zagreb,1894
Uljanik,Industrials,Commercial vehicles & trucks,Pula,1856
V.B.Z.,Consumer services,Publishing,Zagreb,1991
Viadukt,Industrials,Transportation services,Zagreb,1947
Viktor Lenac Shipyard,Industrials,Commercial vehicles & trucks,Rijeka,1896
Vindija,Consumer goods,Food products,Varaždin,1959
Viro,Consumer goods,Food products,Virovitica,2002
Zagreb Film,Consumer services,Broadcasting & entertainment,Zagreb,1953
Zagreb Stock Exchange,Financials,Financial services,Zagreb,1991
Zagrebačka banka,Financials,Banks,Zagreb,1914
Zagrebačka pivovara,Consumer goods,Brewers,Zagreb,1892
Zagrebački električni tramvaj,Industrials,Transportation services,Zagreb,1891
Air VIA,Consumer services,Airlines,Sofia,1990
Ariana Brewery,Consumer goods,Brewers,Sofia,1884
Armimex,Industrials,Defense,Sofia,1992
Arsenal AD,Industrials,Defense,Kazanlak,1878
Asarel Medet,Basic materials,Nonferrous metals,Panagyurishte,1964
Astika Brewery,Consumer goods,Brewers,Pazardzhik,1980
Aukro.bg,Consumer services,Broadline retailers,Sofia,2007
Balkanstroy,Industrials,Construction & materials,Sofia,1994
Balkantourist,Consumer services,Travel & tourism,Sofia,1948
Balkanton,Consumer services,Record label,Sofia,1952
BH Air,Consumer services,Airlines,Sofia,2001
Black Sea Studios,Technology,Software,Sofia,2001
Blizoo,Telecommunications,Fixed line telecommunications,Sofia,2010
Bulgaria Air,Consumer services,Airlines,Sofia,2002
Bulgarian Agricultural and Commercial Bank,Financials,Banks,Sofia,1969
Bulgarian Air Charter,Consumer services,Airlines,Sofia,2000
Bulgarian Development Bank,Financials,Banks,Sofia,1999
Bulgarian Energy Holding,Oil & gas,Exploration & production,Sofia,2008
Bulgarian National Bank,Financials,Banks,Sofia,1879
Bulgarian Postbank,Financials,Banks,Sofia,1991
Bulgarian Posts,Industrials,Delivery services,Sofia,1879
Bulgarian State Railways,Industrials,Railroads,Sofia,1885
Bulgartabac,Consumer goods,Tobacco,Sofia,1947
Cargoair,Industrials,Delivery services,Sofia,2007
Central Cooperative Bank,Financials,Banks,Sofia,1991
Chimimport,Conglomerates,-,Sofia,1947
Corecom,Consumer services,Specialty retailers,Sofia,1960
Cumerio Med,Basic materials,Nonferrous metals,Pirdop,1932
Diema,Consumer services,Broadcasting & entertainment,Sofia,1999
DSK Bank,Financials,Banks,Sofia,1951
DZI,Financials,Full line insurance,Sofia,1946
Economedia,Consumer services,Publishing,Sofia,1993
Egmont Bulgaria,Consumer services,Publishing,Sofia,1991
Era,Consumer services,Publishing,Sofia,1996
Eurofootball,Consumer services,Gambling,Sofia,1990
Fantastico,Consumer services,Food retailers & wholesalers,Sofia,1991
First Investment Bank,Financials,Banks,Sofia,1993
Girdap,Financials,Banks,Ruse,1881
Haemimont Games,Technology,Software,Sofia,1997
Heli Air Services,Consumer services,Airlines,Sofia,1990
Hotel Rodina,Consumer services,Hotels,Sofia,1979
HVB Bank Biochim,Financials,Banks,Sofia,1986
Kamenitza,Consumer goods,Brewers,Plovdiv,1881
Karlsberg Bulgaria AD,Consumer goods,Brewers,Shumen,2002
Kino Nova,Consumer services,Broadcasting & entertainment,Sofia,2011
Kintex,Industrials,Defense,Sofia,1966
Kremikovtzi AD,Basic materials,Iron & steel,Sofia,1963
"M3 Communications Group, Inc",Consumer services,Broadcasting & entertainment,Sofia,1994
Maxeurope,Consumer goods,Recreational products,Plovdiv,1996
Mtel,Telecommunications,Mobile telecommunications,Sofia,1994
Multigroup,Conglomerates,-,Sofia,1989
Navibulgar,Industrials,Marine transportation,Varna,1892
LUKOIL Neftochim Burgas,Oil & gas,Exploration & production,Burgas,1961
NEK EAD,Utilities,Conventional electricity,Sofia,1991
Neterra,Telecommunications,Fixed line telecommunications,Sofia,1996
Nimero,Technology,Software,Sofia,2009
Ontotext,Technology,Software,Sofia,2000
Overgas,Oil & gas,Pipelines,Sofia,1991
Petrol AD,Oil & gas,Pipelines,Sofia,1932
Pirinsko Pivo,Consumer goods,Brewers,Blagoevgrad,1969
Prista Oil,Basic materials,Specialty chemicals,Ruse,1993
Prosveta Publishing House,Consumer services,Publishing,Sofia,1945
Raiffeisen Bulgaria,Financials,Banks,Sofia,1994
Sucreries Raffineries Bulgares,Consumer goods,Food products,Sofia,1897
Technomarket,Consumer services,Consumer electronics,Sofia,1992
Telenor Bulgaria,Telecommunications,Mobile telecommunications,Sofia,2001
TEREM,Industrials,Defense,Sofia,1963
Texim Bank,Financials,Banks,Sofia,1992
UniCredit Bulbank,Financials,Banks,Sofia,1964
Unionbank,Financials,Banks,Sofia,1991
United Bulgarian Bank,Financials,Banks,Sofia,1992
Varna shipyard,Industrials,Shipbuilding,Varna,1907
Vitta Foods,Consumer goods,Food products,Svilengrad,2006
Vivacom,Telecommunications,Fixed line telecommunications,Sofia,1992
VRZ Karlovo,Industrials,Commercial vehicles & trucks,Karlovo,1964
Abelag Aviation,Consumer services,Airlines,Zaventem,1964
Ablynx,Health care,Biotechnology,Ghent,2001
Ackermans & van Haaren,Conglomerates,-,Antwerp,1876
AF Compressors,Industrials,Industrial Engineering,Liege,1870
AG Real Estate,Financials,Real estate holding and development,Brussels,1824
Ageas,Financials,Consumer finance,Brussels,1990
Agfa-Gevaert,Technology,Computer services,Mortsel,1867
Agoria,Industrials,Business support services,Brussels,1946
AIM Productions,Technology,Computer services,Hove,1994
Alpro,Consumer goods,Food products,Ghent,1980
Anheuser-Busch InBev,Consumer goods,Brewers,Leuven,2008
Antwerp Water Works,Utilities,Water,Antwerp,1880
Aquafin,Utilities,Water,Antwerp,1990
ASL Airlines Belgium,Industrials,Delivery services,Liège,1999
Associated Weavers,Consumer goods,Clothing and accessories,Ronse,1964
Aveve,Consumer goods,Farming and fishing,Aalter,1890
Aviapartner,Industrials,Delivery services,Brussels,1949
Barco,Technology,Computer hardware,Kortrijk,1934
Base,Industrials,Business support services,Brussels,1993
Beaulieu International Group,Consumer goods,Clothing and accessories,Wielsbeke,1959
Befimmo,Financials,Real estate holding and development,Brussels,1995
Bekaert,Basic materials,Specialty chemicals,Kortrijk,1880
Belgian Beer Café,Consumer services,Restaurants and bars,Leuven,1998
Belgian Investment Company for Developing Countries,Financials,Specialty finance,Brussels,2001
Bpost,Industrials,Delivery services,Brussels,2000
Brussels Airlines,Consumer services,Airlines,Brussels,2006
Brussels Regional Investment Company,Financials,Specialty finance,Brussels,1984
Cockerill Sambre,Basic materials,Iron and steel,Seraing,1817
Carmeuse,Basic materials,General mining,Louvain-la-Neuve,1860
Cartamundi,Consumer goods,Toys,Turnhout,1970
Cavalier Chocolate,Consumer goods,Food products,Eeklo,1996
Claeys,Industrials,Commercial vehicles and trucks,Zedelgem,1906
Cofinimmo,Financials,Real estate services,Brussels,1983
Colruyt Group,Consumer services,Food retailers and wholesalers,Halle,1925
Compagnie Maritime Belge,Industrials,Marine transportation,Antwerp,1895
Confiserie Roodthooft,Consumer goods,Food products,Antwerp,1925
De Lijn,Consumer services,Travel and tourism,Mechelen,1991
Deceuninck,Basic materials,Commodity chemicals,Hooglede,1937
Delhaize Group,Consumer goods,Food products,Brussels,1867
DEME,Industrials,Heavy construction,Zwijndrecht,1991
D'Ieteren,Consumer services,Specialized consumer services,Brussels,1805
DOMO Group,Consumer goods,Clothing and accessories,Ghent,1992
Ecover,Consumer goods,Nondurable household products,Malle,1979
Effortel,Financials,Financial services,Brussels,2005
ETAP Lighting,Consumer goods,Building materials and fixtures,Malle,1949
Eurogentec,Health care,Biotechnology,Seraing,1985
EVS Broadcast Equipment,Technology,Telecommunications equipment,Liège,1994
Ferranti Computer Systems,Technology,Computer hardware,Antwerp,1976
Fluxys,Oil and gas,Exploration and production,Brussels,2001
Forrest Group,Basic materials,General mining,Wavre,1922
Gimv,Financials,Equity investment instruments,Brussels,1980
Godiva Chocolatier,Consumer goods,Food products,Brussels,1926
Group Joos,Consumer services,Publishing,Turnhout,1935
Groupe Bruxelles Lambert,Industrials,Diversified industrials,Brussels,1902
Guylian,Consumer goods,Food products,Sint-Niklaas,1960
IMEC,Technology,Computer services,Leuven,1984
Imperia Automobiles,Consumer goods,Automobiles,Liège,1906
Innogenetics,Health care,Biotechnology,Ghent,1985
Jan De Nul,Industrials,Building materials and fixtures,Aalst,1938
Janssen Pharmaceutica,Health care,Pharmaceuticals,Beerse,1953
Jonckheere,Industrials,Commercial vehicles and trucks,Roeselare,1881
Katoen Natie,Industrials,Delivery services,Antwerp,1854
KBC Bank,Financials,Banks,Brussels,1985
Keytrade Bank,Financials,Investment services,Brussels,1998
Kinepolis,Consumer services,Recreational services,Ghent,1997
Larian Studios,Technology,Software,Ghent,1996
Libeco-Lagae,Consumer goods,Clothing and accessories,Meulebeke,1997
Louis Delhaize Group,Consumer services,Food retailers and wholesalers,Charleroi,1875
Luciad NV,Technology,Computer services,Leuven,1999
Materialise NV,Technology,Computer services,Leuven,1990
Metallo-Chimique,Basic materials,Nonferrous metals,Beerse,1919
Mutoh Europe nv,Consumer goods,Consumer electronics,Ostend,1990
Namahn,Industrials,Business support services,Brussels,1987
National Railway Company of Belgium,Consumer services,Rail transport,Brussels,1926
Compagnie Nationale à Portefeuille,Industrials,Diversified industrials,Gerpinnes,1981
Nyrstar,Basic materials,General mining,Balen,2007
Option N.V.,Technology,Computer hardware,Leuven,1986
Proost,Consumer services,Publishing,Turnhout,1913
Proximus,Telecommunications,Mobile telecommunications,Brussels,1994
Proximus Group,Telecommunications,Fixed line telecommunications,Brussels,1930
Regional Investment Company of Wallonia,Financials,Investment services,Liège,1979
Reynaers Aluminium,Basic materials,Aluminum,Duffel,1965
RHJ International,Financials,Asset managers,Brussels,1786
Ridley Bikes,Consumer goods,Recreational products,Paal,1997
Saluc,Consumer goods,Recreational products,Péruwelz,1923
Septentrio,Consumer goods,Consumer electronics,Leuven,2000
Seyntex,Consumer goods,Clothing and accessories,Oostrozebeke,1908
Skytech,Industrials,Aerospace,Brussels,1989
Sofina,Financials,Equity investment instruments,Brussels,1898
Solvay S.A.,Basic materials,Specialty chemicals,Brussels,1863
Soudal,Basic materials,Specialty chemicals,Turnhout,1966
Sugar refinery of Tienen,Consumer goods,Food products,Tienen,1836
Telenet,Telecommunications,Fixed line telecommunications,Mechelen,1996
Teleroute,Industrials,Delivery services,Brussels,1985
Thermote & Vanhalst,Industrials,Commercial vehicles and trucks,Waregem,1969
Thomas Cook Airlines Belgium,Consumer services,Airlines,Zaventem,2001
Tibotec,Health care,Pharmaceuticals,Mechelen,1994
TiGenix,Health care,Biotechnology,Leuven,2000
Tractebel,Industrials,Business support services,Brussels,1986
Truvo,Industrials,Business support services,Antwerp,1968
TUIfly Belgium,Consumer services,Airlines,Zaventem,2003
UCB,Health care,Pharmaceuticals,Brussels,1928
UMedia,Consumer services,Broadcasting and entertainment,Brussels,2010
Umicore,Basic materials,General mining,Brussels,1989
Unibind,Industrials,Containers and packaging,Brussels,1939
Union Minière du Haut Katanga,Basic materials,General mining,Brussels,1906
Van Genechten Packaging,Industrials,Containers and packaging,Turnhout,1833
Van Hool,Industrials,Commercial vehicles and trucks,Koningshooikt,1947
Vanbreda International,Financials,Life insurance,Antwerp,1937
Vanparys,Consumer goods,Food products,Brussels,1889
Velleman,Industrials,Electronic equipment,Gavere,1975
Vinçotte,Industrials,Business support services,Brussels,1873
VLM Airlines,Consumer services,Airlines,Antwerp,1992
Volvo Car Gent,Consumer goods,Automobiles,Ghent,1965
Walloon SME finance and guarantee company,Financials,Specialty finance,Liège,2002
Zetes,Technology,Technology hardware,Brussels,1984
Agrana,Consumer goods,Food products,Vienna,1988
pewag group,Industrials,Industrial machinery,Klagenfurt,1479
AHT Cooling Systems,Industrials,Electronic equipment,Rottenmann,1983
Ammerer Bed Company,Consumer goods,Durable household products,Ried im Innkreis,1763
ams AG,Technology,Semiconductors,Premstätten,1981
Andritz,Industrials,Industrial machinery,Graz,1852
Atomic Skis,Consumer goods,Recreational products,Altenmarkt im Pongau,1955
Augarten porcelain,Consumer goods,Durable household products,Vienna,1923
AMAG Austria Metall AG,Industrials,Diversified industrials,Braunau am Inn,1938
Austria Wirtschaftsservice Gesellschaft,Financials,Banks,Vienna,1954
Austrian Airlines,Consumer services,Airlines,Schwechat,1957
B&R,Industrials,Electronic equipment,Eggelsberg,1979
Bank Austria,Financials,Banks,Vienna,1855
bauMax,Consumer services,Home improvement retailers,Klosterneuburg,1976
BAWAG,Financials,Banks,Vienna,1922
Bene AG,Consumer goods,Furnishings,Waidhofen an der Ybbs,1790
Bestattung Wien,Consumer services,Specialized consumer services,Vienna,1907
Billa,Consumer services,Food retailers & wholesalers,Wiener Neudorf,1953
Böhler-Uddeholm,Basic materials,Iron & steel,Vienna,1991
Borealis,Basic materials,Commodity chemicals,Vienna,1994
Bösendorfer,Consumer goods,Recreational products,Vienna,1828
Bundesimmobiliengesellschaft,Financials,Real estate holding & development,Vienna,1992
Cineplexx Cinemas,Consumer services,Recreational services,Vienna,1993
CISC Semiconductor,Technology,Semiconductors,Klagenfurt,1999
Delfortgroup,Basic materials,Paper,Traun,2006
Dependeq,Industrials,Business support services,Vienna,1999
Diamond Aircraft Industries,Consumer goods,Aerospace,Wiener Neustadt,1981
Doka Group,Industrials,Heavy construction,Amstetten,1868
Doppelmayr Garaventa Group,Consumer goods,Recreational products,Wolfurt,1892
Dorotheum,Consumer services,Specialized consumer services,Vienna,1707
Erste Bank,Financials,Banks,Vienna,2008
Fabasoft,Technology,Software,Linz,1988
Fischer,Consumer goods,Recreational products,Ried im Innkreis,1924
Frequentis,Technology,Telecommunications equipment,Vienna,1947
GE Jenbacher,Industrials,Industrial machinery,Jenbach,1959
Gericom,Technology,Computer hardware,Linz,1990
Gessler,Consumer goods,Distillers & vintners,Vienna,1777
Glock Ges.m.b.H.,Industrials,Defense,Deutsch-Wagram,1963
Goldscheider ceramics,Consumer goods,Durable household products,Vienna,1885
Julius Blum,Consumer goods,Furnishings,Höchst,1952
Julius Meinl,Consumer goods,Beverages,Vienna,1862
Kapsch,Technology,Telecommunications equipment,Vienna,1892
Kika,Consumer goods,Furnishings,Vienna,1973
Kores,Consumer goods,Nondurable household products,Vienna,1887
KTM,Consumer goods,Automobiles,Mattighofen,1934
Lenzing AG,Basic materials,Commodity chemicals,Lenzing,1938
Löblich & Co.,Industrials,Industrial machinery,Vienna,1738
Lyoness,Consumer services,Specialized consumer services,Graz,2003
Magna Steyr,Consumer goods,Automobiles,Graz,2001
Mayr-Melnhof,Industrials,Containers & packaging,Vienna,1950
Neumann International,Industrials,Business training & employment agencies,Vienna,1971
Niki,Consumer services,Airlines,Schwechat,2003
Noctua,Consumer goods,Computer hardware,Vienna,2005
ÖAF,Consumer goods,Automobiles,Floridsdorf,1907
ÖBB,Industrials,Railroads,Vienna,1923
OMV,Oil & gas,Exploration & production,Vienna,1956
Onepharm,Health care,Biotechnology,Vienna,2005
Österreichische Industrieholding AG,Financials,Asset managers,Vienna,1967
Österreichische Post,Logistics,Delivery services,Vienna,1999
Palfinger,Industrials,Commercial vehicles & trucks,Salzburg,1932
Pfanner,Consumer goods,Beverages,Lauterach,1856
Piatnik & Söhne,Consumer goods,Recreational products,Vienna,1824
Plansee Group,Basic materials,Commodity chemicals,Breitenwang,1921
Puch,Consumer goods,Automobiles,Graz,1899
Raiffeisen,Financials,Banks,Vienna,1927
Red Bull GmbH,Consumer goods,Beverages,Fuschl am See,1987
RHI AG,Industrials,Industrial suppliers,Vienna,1834
Rosenbauer,Industrials,Commercial vehicles & trucks,Leonding,1866
Rotax,Industrials,Auto components,Gunskirchen,1920
Runtastic,Technology,Software,Pasching,2009
Semperit,Basic materials,Commodity chemicals,Vienna,1824
SKIDATA,Industrials,Electronic equipment,Grödig,1977
Steyr Mannlicher,Industrials,Defense,Sankt Ulrich bei Steyr,1864
Steyr Motors GmbH,Industrials,Auto components,Sankt Ulrich bei Steyr,2001
Steyr Tractor,Consumer goods,Automobiles,Floridsdorf,1907
Strabag,Industrials,Heavy construction,Vienna,1835
Stroh,Consumer goods,Distillers & vintners,Klagenfurt,1832
Swarovski,Consumer goods,Clothing & accessories,Wattens,1895
Taurob,Robotics,Autonomous robots,Vienna,2010
Telekom Austria,Telecommunications,Fixed line telecommunications,Vienna,1998
TourRadar,Consumer services,Travel & tourism,Vienna,2010
Tushek&Spigel Supercars,Consumer goods,Automobiles,Graz,2012
Uniqa,Financials,Full line insurance,Vienna,1922
Verbund,Utilities,Alternative electricity,Vienna,1947
Vienna Insurance Group,Financials,Full line insurance,Vienna,1824
Voestalpine,Basic materials,Iron & steel,Linz,1938
Wienerberger,Industrials,Building materials & fixtures,Vienna,1819
Zumtobel Lighting Group,Industrials,Building materials & fixtures,Dornbirn,1950
