09-wissel-name,09-wissel-address_name
bridgepoint advisers group limited,5 marble arch
leoch italia srl,via tortona 25
"tigerspike, inc.",201 e 4th st ste 400
bridgepoint advisers holdings,5 marble arch
vorwerk italia sas di vorwerk management srl,via ludovico di breme 33
"sphere source, inc.",pier 38 the embarcadero
j resources gold (uk) limited,30 haymarket
energia pulita srl,via crescenzio 16
"cloudera, inc.",5470 great america pkwy
the brand group limited,one southampton row
mosaico spa,via piave 1
"berry global, inc.",101 oakley st
wmh holdings limited,impact handling gainsborough business park
yes ticket srl,via quintino sella 3
"berry global group, inc.",101 oakley st
enermech limited,enermech house howes road
repertoire culinaire italy srl,via gemona 63
"egis systems, llc",2550 meridian blvd ste 190
classic fine foods uk limited,"westway estate, 18-20 brunel road park royal"
diemme filtration srl,via lanfranco gessi 16
kensho security corp.,55 water st
unilever innovations limited,unilever house springfield drive
reply services srl,corso francia 110
s&p argentina llc,55 water st
pai uk general partner limited,10 lower grosvenor place
reply spa,via cardinale guglielmo massaia 83
s&p global market intelligence llc,55 water st fl 40
dtcc solutions (uk) limited,snowden street
technology reply srl,via cardinale guglielmo massaia 83
standard chartered international (usa) ltd.,1095 ave of the americas
ineos industries holdings limited,hawkslease chapel lane
arper spa,via lombardia 16
standard & poor's international services llc,55 water st fl 37
hadley industries holdings limited,downing street
srl rothos,via noto 6
aig global real estate investment corp.,32 old slip fl 28
the foundry visionmongers ltd.,5 golden square
rothschild & c. italia spa,passaggio centrale 3
"avalara, inc.",255 s king st ste 1800
severn glocon group limited,"staverton court, staverton"
edmond de rothschild (italia) societa' di gestione del risparmio per azioni,corso venezia 36
"ise america, inc.",795 wards hill rd
severn glocon (aberdeen) ltd,unit e badentoy avenue
sequent (italy) srl,vicolo santa maria alla porta 1
"continental autonomous mobility us, llc",1 continental dr
multos limited,350 longwater avernue green park
rothschild & c. wealth management italy societa' di intermediazio ne mobiliare s.,passaggio centrale 3
"north american bancard, llc",250 stephenson hwy
thales dis uk limited,350 longwater avenue green park
videndum media solutions spa,via valsugana 100
temecula valley unified school district school facilities corporation,31350 rancho vista rd
apec limited,"unit g2 titan road, patchway"
feralpi siderurgica spa,via carlo nicola pasini 11
lastpass us lp,333 summer st
btn turbo charger service limited,"unit g2 titan road, patchway"
dba pro. spa,via gian giacomo felissent 20/d
"globaltranz enterprises, llc",7350 n dobson rd ste 135
telefonica uk limited,260 bath road
fashion box spa,via marcoai 1
berkshire bank,4 east 39th street
meridian hotel operations limited,5 old bailey
resrei srl,piazzale luigi cadorna 6
berkshire hathaway inc.,3555 farnam st ste 1440
ashurst llp,london fruit & wool exchange 1 duval square
cambiaso risso marine spa,corso andrea podesta' 1
berkshire hathaway specialty insurance company,1314 douglas st
treasury wine estates emea limited,regal house 70 london road
cambiaso risso shipping agency srl,corso andrea podesta' 1
berkshire hathaway finance corporation,3555 farnam st ste 1140
shell international trading and shipping company limited,shell centre york road
telespazio spa,via tiburtina 965
sony pictures imageworks inc.,9050 w washington blvd
shell plc,shell centre
asset company 2 srl,piazza santa barbara 7
"twitter, inc.",1355 market st ste 900
shell company of turkey limited(the),shell centre york road
collistar spa,via giovanni battista pirelli 19
"nrg energy, inc.",910 louisiana st
magnet limited,allington way
faam research center srl,via monti 13
"entre prises usa, inc.",63085 18th st ste 101
mc fashion ltd,"st andrews house 11 dalton court, commercial road"
acciaierie d'italia spa,viale certosa 239
"eastern gas transmission and storage, inc.",120 tredegar st
bnp paribas uk limited,10 hareward avenue
interporto rivalta scrivia spa,strada comunale savonesa 12/16
saltville gas storage company l.l.c.,889 ader lane
intercontinental hotels group services company,71 alma road
twinset spa,viale del commercio 32
"epam systems, inc.",41 university dr ste 202
h.j. heinz foods uk limited,the shard 32 london bridge street
metallum metal trading srl,via arcene 2/a
"electro enterprises, inc.",3601 n i 35 service rd
h.j. heinz company limited,south building hayes park
telecom italia spa,via gaetano negri 1
pennsylvania extruded tube company,982 griffin pond rd
bp international limited,1 st james's square
bureau veritas certest srl,via risorgimento 16
"octopus industries, inc.",110 e 59th st fl 27
bp oil international limited,sunbury business park chertsey road
bureau veritas italia spa,viale monza 347
"concourse financial group securities, inc.",2801 hwy 280 s fl 4
bp chemicals limited,salt end lane saltend
scuderia ferrari club scarl,via abetone inferiore 4
new jersey natural gas company,1415 wyckoff rd
gulf oil international uk limited,16 charles the 2nd street
leasys spa,corso orbassano 367
"essilor of america, inc.",13555 n stemmons fwy
fcb health london limited,6 dukes gate acton lane
pastificio lucio garofalo spa,via dei pastai 42
doble engineering company,123 felton st
eurostar group limited,"6th floor kings place, 90 york way"
bnp paribas lease group,piazza lina bo bardi 3
"brown & brown, inc.",300 n beach st
eurostar international limited,kings place 90 york way
ilsa spa,via quinta strada 28
"brown & brown insurance services of the bay area, inc.",220 s ridgewood ave rank_ 180
aas mid-cap uk branch,3 st. james's square
daniela y srl,via di san nicola de cesarini 3
tiffany & co.,200 5th ave
premier foods wholesale limited,36 the arches new covent garden market
poste air cargo srl,viale europa 190
tiffany & co. international,200 5th ave
jost (great britain) limited,edbro house nelson street
illva saronno holding spa,via archimede 243
tiffany and company,727 5th ave
vistra trust company limited,first floor templeback 10 temple back
illva saronno spa,via archimede 243
"trammo, inc.",8 w 40th st 12 fl
vistra limited,"suite 1, 3rd floor 11-12 st. james's square"
bcs automotive interface solutions italy srl,via miraflores 20
xxvi holdings inc.,1600 amphitheatre pkwy
cls capital partners limited,16 tinworth street
motork italia srl,via ludovico d'aragona 9
"world wide technology, llc",1 world wide way
cls holdings plc,16 tinworth street
fimer spa,via john fitzgerald kennedy 26
apple inc.,1 apple park way
ineos automotive limited,38 hans crescent
fca italy s.p.a. in forma fiat chrysler automobiles e in forma abbreviato fiat group automobiles sp,corso giovanni agnelli 200
google fiber inc.,35018 avenue d
petrofac limited,44 esplanade st helier
engie italia spa,viale fulvio testi 280
verily life sciences llc,269 e grand ave
petrofac international ltd,44 esplanade st helier
suez wts italy srl,via broletto 46
hub international limited,150 n riverside plz fl 17
"amazon eu sarl, uk branch",60 holborn viaduct
universita' politecnica delle marche,piazza roma 22
savills inc.,399 park ave fl 11
swann-morton (services) ltd.,owlerton green
labware spa,via enzo ferrari 3
accenture llp,500 w madison st
swann-morton (europe) limited,owlerton green
kaak ovens & proofers srl,via enrico fermi 6/8
"beth israel lahey health, inc.",109 brookline ave ste 300
subsea 7 limited,40 brighton road
p.a.d. srl,via grazia cherchi snc
takasago international corporation (u.s.a.),4 volvo dr
subsea 7 international contracting limited,40 brighton road
carco srl,via ugo foscolo 4
"biomerieux, inc.",100 rodolphe st
subsea 7 international holdings (uk) limited,40 brighton road
zuckids srl,via legnano 24
conde nast international inc.,1313 market street
subsea 7 offshore resources (uk) limited,40 brighton road
italiana petroli spa,via salaria 1322
"cannae holdings, inc.",1701 village center cir
edf energy limited,90 whitfield street
kuwait petroleum italia spa,viale dell'oceano indiano 13
freeman decorating co.,1600 viceroy ste 100
uk power networks (operations) limited,newington house 237 southwark bridge road
advice technology petroleum srl,via giorgio perlasca 20/c 13
"haeco usa holdings, llc",623 radar rd
edf energy customers limited,90 whitfield street
gruppo torinese trasporti spa,corso filippo turati 19/6
"allied electronics, inc.",7151 jack newell blvd s
edf trading markets limited,3rd floor 80 victoria street cardinal place
gtt communications srl,piazza giovanni amendola 1
"pgim foreign investments, inc.",300 delaware ave ste 820
abysse uk ltd,c/o accountsco 47 islington park street
gtt italy srl,via cornelia 498
everest national insurance company,100 everest way
vertbaudet uk limited,highdown house yeoman way
gtt communications italy srl,via cornelia 498
everest premier insurance company,100 everest way
fortec distribution network limited,"3 newmans row lincolns inn lincoln road, cressex business park"
johnson matthey italia srl,corso trapani 16
allied world national assurance company,199 water st
cfc underwriting limited,85 gracechurch street
namirial spa,via caduti sul lavoro 4
allied world assurance company (u.s.) inc.,199 water st fl 25
sony dadc uk limited,southwater business park worthing road southwater
marcegaglia plates spa,via bresciani 16
nationwide corporation,one nationwide plz
sony interactive entertainment europe limited,10 great marlborough street
palletways italia spa,via pradazzo 7
nationwide mutual insurance company,one nationwide plz
sony corporate services europe limited,"sony b m g music entertainment (uk) ltd, bedford house"
c.o.i.m. spa - chimica organica industriale milanese,via delle azalee 19
nationwide life insurance company,1 nationwide plz
tata technologies europe limited,european innovation & development center olympus avenuetachbrook park
mecomer srl,via del tecchione 46
temptime corporation,116 the american rd
sony europe b.v.,the heights brooklands
saviola holding srl,viale lombardia 29
playworld systems incorporated,1000 buffalo rd
norbrook laboratories limited,station works camlough road
rimax technology srl,via fratelli di dio 1
country mutual insurance company,1701 towanda ave
norbrook laboratories (g.b.) limited,unit 1 saxon way east
studio boost srl,via nazionale 110/6
"wrike, inc.",70 n 2nd st
hozelock limited,midpoint park kingsbury road minworth
elifriulia spa,piazzetta luigi coloatto 1
info systems l.l.c.,590 century blvd
hozelock group limited,midpoint park kingsbury road
a. menarini diagnostics srl,via lungo l'ema 7
audiohq llc,358 5th ave rm 302
mesh digital limited,the old forge shackstead lane
sidel spa,via la spezia 241/a
mobil petroleum company inc.,22777 springwoods village pkwy
coster aerosols limited,8 lindrick way barlborough
evp ii cavallino srl,via fabio filzi 25/a
exxonmobil international holdings inc.,5959 las colinas blvd
twofour broadcast limited,3 bush park
ferrero spa,piazzale pietro ferrero 1
"futurewei technologies, inc.",2220 central expy
ps manor farm solar limited,"c/o foresight group llp the shard, 32 london bridge street"
ca indosuez wealth (italy) spa in forma abbreviato ca indosuez wealth (italy),piazza conte camillo benso di cavour 2
"dataquest, inc.",56 top gallant rd
manor farm (solar power) ltd,7th floor 33 holborn
ca indosuez fiduciaria spa,piazza conte camillo benso di cavour 2
avery dennison corporation,8080 norton pkwy
manor farm solar limited,beaufort court egg farm lane off station road
ca indosuez wealth europe,piazza cavour 2
louis dreyfus company cotton llc,7255 goodlett farms pkwy
united biscuits (uk) limited,"building 3 chiswick park 566 chiswick high road, chiswick"
hra pharma italia srl,via giorgione 59/63
university of maryland global campus,3501 university blvd e
booking.com transport limited,100 new bridge street
advanz pharma italia srl,via caldera 21
"ecom usa, llc",13760 noel rd ste 500
uml bondi limited,portland house 69-71 wembley hill road
advanz pharma specialty medicine italia srl,via giosue' carducci 24
"industrial and commercial bank of china (usa), national association",1633 broadway fl 28
cranfield university,college road cranfield
sit spa,viale alessandro volta 2
"oliver wyman, inc.",1166 avenue of the americas
red bull technology limited,"building 1 bradbourne drive, tilbrook"
aeffe spa,via delle querce 51
"applied biosystems, llc",5791 van allen way
bell truck sales limited,bellway industrial estate whitley road longbenton
moschino spa,via delle querce 51
"tire rack, inc., the",7101 vorden pkwy
odfjell technology (uk) ltd.,"bergen house crawpeel road, altens industrial estate"
in & out spa,viale donato bramante 29
northwestern memorial healthcare,251 e huron ste 3-710
elsevier limited,langford lane the boulevard
out in spa,via galvani 1
"alabama, state of",300 dexter ave
relx plc,grand buildings 1-3 strand
governo della repubblica italiana,piazza colonna 370
"opry entertainment group holdings, llc",600 opry mills dr
relx (uk) limited,tolley house 2 addiscombe road
sace bt spa,piazza poli 42
"applied cryo technologies, inc.",7150 almeda genoa rd
relx (holdings) limited,grand buildings 1-3 strand
modecor italiana srl,via gino maggi 2
"apple insurance & financial services, inc.",3010 n military trl ste 310
womad limited,"mill la, box"
ferrari - societa'per azioni esercizio fabbriche automobili e corse,via abetone inferiore 2
