03-gren-employees_number_2020,01-DDD-number_of_employees_2020,08-slytherin-employees,01-DDD-number_of_employees_2017,03-gren-employees_number_2017,07-silvestri-employees_2020,01-DDD-founding_year,03-gren-founding_year,07-silvestri-founding_year,01-DDD-compound_annual_growth_rate_cagr_pct,07-silvestri-employees_2017,08-slytherin-founded
,,34,,,,,,,,,2012
,,46,,,,,,,,,2014
,,73,,,,,,,,,2014
,,47,,,,,,,,,2012
,,13,,,,,,,,,2014
,,15,,,,,,,,,2016
,,26,,,,,,,,,2011
,,18,,,,,,,,,2010
,,21,,,,,,,,,2015
,,150,,,,,,,,,2009
,,17,,,,,,,,,2013
,,28,,,,,,,,,2015
,,3,,,,,,,,,2016
,,5,,,,,,,,,2013
,,15,,,,,,,,,2011
,,257,,,,,,,,,2006
,,16,,,,,,,,,2012
,,6,,,,,,,,,2008
,,104,,,,,,,,,2011
,,14,,,,,,,,,2012
,,70,,,,,,,,,2010
,,8,,,,,,,,,2013
,,21,,,,,,,,,1980
,,62,,,,,,,,,2013
,,22,,,,,,,,,2012
,,29,,,,,,,,,2012
,,38,,,,,,,,,2012
,,53,,,,,,,,,2014
,,21,,,,,,,,,2013
,,56,,,,,,,,,2012
,,30,,,,,,,,,2012
,,6,,,,,,,,,2014
,,18,,,,,,,,,2016
,,30,,,,,,,,,2014
,,27,,,,,,,,,2011
,,41,,,,,,,,,2011
,,220,,,,,,,,,1990
,,29,,,,,,,,,2005
,,2,,,,,,,,,2014
,,16,,,,,,,,,2014
,,110,,,,,,,,,2013
,,23,,,,,,,,,2011
,,15,,,,,,,,,2013
,,21,,,,,,,,,1992
,,28,,,,,,,,,2015
,,10,,,,,,,,,2016
,,5,,,,,,,,,2013
,,5,,,,,,,,,2014
,,6,,,,,,,,,2015
,,12,,,,,,,,,2014
,,9,,,,,,,,,2013
,,57,,,,,,,,,2013
,,80,,,,,,,,,2001
,,54,,,,,,,,,2016
,,1,,,,,,,,,2011
,,5,,,,,,,,,2014
,,55,,,,,,,,,2016
,,39,,,,,,,,,2015
,,3,,,,,,,,,2012
,,109,,,,,,,,,2012
,,13,,,,,,,,,2010
,,38,,,,,,,,,2015
,,8,,,,,,,,,2012
,,32,,,,,,,,,1972
,,29,,,,,,,,,2016
,,10,,,,,,,,,2013
,,7,,,,,,,,,2012
,,44,,,,,,,,,2013
,,27,,,,,,,,,2016
,,23,,,,,,,,,2015
,,2,,,,,,,,,2014
,,15,,,,,,,,,2011
,,7,,,,,,,,,2016
,,6,,,,,,,,,2014
,,18,,,,,,,,,2012
,,41,,,,,,,,,2004
,,45,,,,,,,,,2015
,,32,,,,,,,,,2013
,,39,,,,,,,,,2014
,,3,,,,,,,,,2015
,,5,,,,,,,,,2013
,,12,,,,,,,,,2015
,,36,,,,,,,,,2012
,,34,,,,,,,,,2012
,,41,,,,,,,,,1999
,,30,,,,,,,,,2010
,,20,,,,,,,,,2009
,,9,,,,,,,,,2012
,,275,,,,,,,,,2016
,,139,,,,,,,,,2012
,,97,,,,,,,,,2012
,,9,,,,,,,,,2002
,,37,,,,,,,,,2014
,,28,,,,,,,,,2013
,,9,,,,,,,,,1997
,,8,,,,,,,,,2008
,,78,,,,,,,,,2013
,,12,,,,,,,,,1982
,,not found,,,,,,,,,2014
,,55,,,,,,,,,2011
,,8,,,,,,,,,2013
,,33,,,,,,,,,2013
,,25,,,,,,,,,2016
,,16,,,,,,,,,2010
,,72,,,,,,,,,2003
,,6,,,,,,,,,2017
,,87,,,,,,,,,2017
,,109,,,,,,,,,2015
,,90,,,,,,,,,2013
,,13,,,,,,,,,2013
,,82,,,,,,,,,2010
,,49,,,,,,,,,2017
,,43,,,,,,,,,2013
,,100,,,,,,,,,2012
,,5,,,,,,,,,2010
,,34,,,,,,,,,2016
,,15,,,,,,,,,2010
,,3,,,,,,,,,2012
,,278,,,,,,,,,2009
,,6,,,,,,,,,2015
,,63,,,,,,,,,2014
,,24,,,,,,,,,2014
,,11,,,,,,,,,2010
,,36,,,,,,,,,2014
,,89,,,,,,,,,2009
,,6,,,,,,,,,2007
,,7,,,,,,,,,2011
,,20,,,,,,,,,2012
,,96,,,,,,,,,2006
,,8,,,,,,,,,2016
,,9,,,,,,,,,2012
,,12,,,,,,,,,2013
,,143,,,,,,,,,1991
,,10,,,,,,,,,2009
,,27,,,,,,,,,2013
,,11,,,,,,,,,2010
,,85,,,,,,,,,2015
,,7,,,,,,,,,2013
,,98,,,,,,,,,2012
,,150,,,,,,,,,2014
,,104,,,,,,,,,2016
,,19,,,,,,,,,2012
,,14,,,,,,,,,2014
,,1000,,,,,,,,,2008
,,14,,,,,,,,,2012
,,10,,,,,,,,,2014
,,21,,,,,,,,,2015
,,120,,,,,,,,,2011
,,73,,,,,,,,,2012
,,17,,,,,,,,,2013
,,7,,,,,,,,,2016
,,6,,,,,,,,,2014
,,52,,,,,,,,,2010
,,6,,,,,,,,,2011
,,12,,,,,,,,,1982
,,37,,,,,,,,,2014
,,5,,,,,,,,,1994
,,7,,,,,,,,,2003
,,10,,,,,,,,,2013
,,18,,,,,,,,,2014
,,41,,,,,,,,,2015
,,5,,,,,,,,,2012
,,32,,,,,,,,,2012
,,108,,,,,,,,,2015
,,10,,,,,,,,,2016
,,25,,,,,,,,,2013
,,16,,,,,,,,,2013
,,14,,,,,,,,,2015
,,9,,,,,,,,,2016
,,7,,,,,,,,,2012
,,65,,,,,,,,,2012
,,10,,,,,,,,,2012
,,16,,,,,,,,,2016
,,101,,,,,,,,,2013
,,90,,,,,,,,,2012
,,75,,,,,,,,,2008
,,9,,,,,,,,,2013
,,8,,,,,,,,,2016
,,20,,,,,,,,,2013
,,1,,,,,,,,,2013
,,3970,,,,,,,,,2014
,,400,,,,,,,,,2010
,,40,,,,,,,,,2014
,,4,,,,,,,,,2016
,,37,,,,,,,,,2014
,,28,,,,,,,,,2012
,,13,,,,,,,,,2014
,,92,,,,,,,,,2014
,,13,,,,,,,,,2010
,,57,,,,,,,,,2001
,,46,,,,,,,,,2012
,,50,,,,,,,,,2015
,,15,,,,,,,,,2012
,,49,,,,,,,,,2008
,,63,,,,,,,,,2010
,,130,,,,,,,,,1995
,,26,,,,,,,,,2012
,,45,,,,,,,,,2016
,,47,,,,,,,,,2013
,,7,,,,,,,,,2011
,,28,,,,,,,,,2011
,,57,,,,,,,,,2011
,,9,,,,,,,,,2012
,,2,,,,,,,,,2010
,,50,,,,,,,,,2012
,,28,,,,,,,,,2001
,,14,,,,,,,,,2013
,,2,,,,,,,,,2011
,,4,,,,,,,,,2013
,,17,,,,,,,,,2009
,,8,,,,,,,,,2004
,,57,,,,,,,,,2011
,,41,,,,,,,,,2012
,,303,,,,,,,,,2009
,,10,,,,,,,,,2011
,,40,,,,,,,,,2010
,,12,,,,,,,,,2016
,,14,,,,,,,,,2017
,,16,,,,,,,,,2013
,,493,,,,,,,,,2012
,,12,,,,,,,,,2013
,,12,,,,,,,,,2014
,,6,,,,,,,,,1996
,,7,,,,,,,,,1986
,,123,,,,,,,,,2011
,,70,,,,,,,,,2015
,,37,,,,,,,,,2016
,,38,,,,,,,,,2013
,,650,,,,,,,,,2012
,,6,,,,,,,,,2012
,,32,,,,,,,,,1998
,,4,,,,,,,,,2015
,,not found,,,,,,,,,2015
,,8,,,,,,,,,2011
,,54,,,,,,,,,2012
,,381,,,,,,,,,2000
,,13,,,,,,,,,2016
,,118,,,,,,,,,2014
,,232,,,,,,,,,2011
,,73,,,,,,,,,2011
,,153,,,,,,,,,2000
,,33,,,,,,,,,2013
,,20,,,,,,,,,2015
,,18,,,,,,,,,2012
,,108,,,,,,,,,2013
,,6,,,,,,,,,2012
,,42,,,,,,,,,2015
,,120,,,,,,,,,2015
,,16,,,,,,,,,2013
,,4,,,,,,,,,2014
,,10,,,,,,,,,2011
,,7,,,,,,,,,2010
,,2,,,,,,,,,2003
,,53,,,,,,,,,2012
,,1,,,,,,,,,2013
,,21,,,,,,,,,2013
,,134,,,,,,,,,2012
,,6,,,,,,,,,2013
,,119,,,,,,,,,2014
,,12,,,,,,,,,2016
,,57,,,,,,,,,2010
,,135,,,,,,,,,2001
,,26,,,,,,,,,2013
,,95,,,,,,,,,2012
,,10,,,,,,,,,2010
,,5,,,,,,,,,2015
,,25,,,,,,,,,2012
,,86,,,,,,,,,2008
,,18,,,,,,,,,2008
,,88,,,,,,,,,2015
,,not found,,,,,,,,,2009
,,134,,,,,,,,,2015
,,16,,,,,,,,,2012
,,1,,,,,,,,,1997
,,418,,,,,,,,,2009
,,20,,,,,,,,,2015
,,64,,,,,,,,,2010
,,9,,,,,,,,,2012
,,63,,,,,,,,,2003
,,8,,,,,,,,,2014
,,32,,,,,,,,,2012
,,31,,,,,,,,,2011
,,36,,,,,,,,,2004
,,19,,,,,,,,,2012
,,20,,,,,,,,,2014
,,44,,,,,,,,,2016
,,262,,,,,,,,,2012
,,34,,,,,,,,,2013
,,7,,,,,,,,,2014
,,14,,,,,,,,,2010
,,98,,,,,,,,,2014
,,30,,,,,,,,,2012
,,35,,,,,,,,,2008
,,16,,,,,,,,,2013
,,76,,,,,,,,,2010
,,40,,,,,,,,,2016
,,16,,,,,,,,,2014
,,30,,,,,,,,,2013
,,11,,,,,,,,,2012
,,21,,,,,,,,,2015
,,67,,,,,,,,,2008
,,14,,,,,,,,,2015
,,213,,,,,,,,,2009
,,101,,,,,,,,,2015
,,15,,,,,,,,,2012
,,2,,,,,,,,,2016
,,60,,,,,,,,,2014
,,18,,,,,,,,,2015
,,11,,,,,,,,,2013
,,146,,,,,,,,,2012
,,20,,,,,,,,,2012
,,24,,,,,,,,,2014
,,46,,,,,,,,,2008
,,504,,,,,,,,,2015
,,55,,,,,,,,,2012
,,4,,,,,,,,,2012
,,9,,,,,,,,,2012
,,4,,,,,,,,,2016
,,22,,,,,,,,,2004
,,7,,,,,,,,,2007
,,10,,,,,,,,,2002
,,7,,,,,,,,,2012
,,20,,,,,,,,,2013
,,24,,,,,,,,,2013
,,85,,,,,,,,,2013
,,51,,,,,,,,,2014
,,135,,,,,,,,,2008
,,8,,,,,,,,,2014
,,16,,,,,,,,,2015
,,234,,,,,,,,,2010
,,16,,,,,,,,,2012
,,27,,,,,,,,,1964
,,11,,,,,,,,,2013
,,32,,,,,,,,,2010
,,26,,,,,,,,,2013
,,133,,,,,,,,,2015
,,107,,,,,,,,,2014
,,2,,,,,,,,,1994
,,64,,,,,,,,,2011
,,4,,,,,,,,,2011
,,62,,,,,,,,,2016
,,92,,,,,,,,,2014
,,29,,,,,,,,,2007
,,23,,,,,,,,,2013
,,85,,,,,,,,,2012
,,10,,,,,,,,,2009
,,58,,,,,,,,,2014
,,93,,,,,,,,,2010
,,9,,,,,,,,,2013
,,40,,,,,,,,,2011
,,21,,,,,,,,,2015
,,180,,,,,,,,,2016
,,95,,,,,,,,,2015
,,15,,,,,,,,,2006
,,37,,,,,,,,,2013
,,65,,,,,,,,,2016
,,30,,,,,,,,,2015
,,206,,,,,,,,,2008
,,51,,,,,,,,,2013
,,10,,,,,,,,,2014
,,29,,,,,,,,,2015
,,197,,,,,,,,,2011
,,32,,,,,,,,,2013
,,120,,,,,,,,,2007
,,204,,,,,,,,,2013
,,3,,,,,,,,,2016
,,12,,,,,,,,,2010
,,16,,,,,,,,,2012
,,46,,,,,,,,,2013
,,25,,,,,,,,,2015
,,62,,,,,,,,,2012
,,50,,,,,,,,,2011
,,38,,,,,,,,,2011
,,74,,,,,,,,,2009
,,6,,,,,,,,,2016
,,57,,,,,,,,,2012
,,12882,,,,,,,,,2011
,,5,,,,,,,,,2011
,,59,,,,,,,,,2016
,,65,,,,,,,,,2007
,,12,,,,,,,,,2011
,,32,,,,,,,,,2012
,,210,,,,,,,,,2008
,,806,,,,,,,,,2010
,,30,,,,,,,,,2016
,,16,,,,,,,,,2012
,,12,,,,,,,,,2013
,,97,,,,,,,,,2012
,,40,,,,,,,,,2016
,,37,,,,,,,,,2012
,,32,,,,,,,,,2011
,,27,,,,,,,,,2013
,,17,,,,,,,,,2017
,,9,,,,,,,,,2013
,,110,,,,,,,,,2010
,,19,,,,,,,,,2011
,,72,,,,,,,,,2002
,,20,,,,,,,,,2008
,,6,,,,,,,,,2012
,,154,,,,,,,,,2013
,,8,,,,,,,,,2016
,,48,,,,,,,,,2015
,,16,,,,,,,,,2012
,,85,,,,,,,,,2012
,,86,,,,,,,,,2017
,,4,,,,,,,,,2010
,,73,,,,,,,,,2012
,,85,,,,,,,,,2013
,,8,,,,,,,,,2017
,,26,,,,,,,,,2016
,,5,,,,,,,,,2013
,,20,,,,,,,,,2013
,,12,,,,,,,,,2012
,,34,,,,,,,,,2016
,,40,,,,,,,,,2007
,,10,,,,,,,,,2014
,,18,,,,,,,,,2016
,,235,,,,,,,,,2014
,,133,,,,,,,,,2011
,,104,,,,,,,,,2011
,,8,,,,,,,,,2002
,,7,,,,,,,,,2000
,,1,,,,,,,,,2014
,,627,,,,,,,,,2007
,,27,,,,,,,,,2016
,,7,,,,,,,,,2014
,,7,,,,,,,,,2012
,,14,,,,,,,,,2013
,,25,,,,,,,,,2013
,,44,,,,,,,,,2010
,,169,,,,,,,,,2012
,,93,,,,,,,,,2013
,,25,,,,,,,,,2011
,,31,,,,,,,,,2011
,,70,,,,,,,,,2009
,,180,,,,,,,,,2014
,,164,,,,,,,,,2013
,,18,,,,,,,,,2011
,,305,,,,,,,,,2012
,,20,,,,,,,,,2010
,,8,,,,,,,,,2011
,,30,,,,,,,,,2011
,,18,,,,,,,,,2010
,,10,,,,,,,,,2013
,,2,,,,,,,,,2015
,,60,,,,,,,,,2000
,,21,,,,,,,,,2014
,,69,,,,,,,,,2002
,,2,,,,,,,,,2015
,,27,,,,,,,,,2015
,,21,,,,,,,,,2015
,,76,,,,,,,,,2010
,,28,,,,,,,,,2014
,,202,,,,,,,,,2013
,,12,,,,,,,,,2012
,,3,,,,,,,,,2013
,,24,,,,,,,,,2014
,,48,,,,,,,,,2011
,,14,,,,,,,,,2015
,,18,,,,,,,,,2012
,,37,,,,,,,,,2012
,,30,,,,,,,,,2014
,,121,,,,,,,,,1996
,,78,,,,,,,,,2011
,,30,,,,,,,,,2009
,,19,,,,,,,,,2013
,,49,,,,,,,,,2012
,,10,,,,,,,,,2014
,,60,,,,,,,,,2015
,,97,,,,,,,,,2014
,,7,,,,,,,,,2013
,,30,,,,,,,,,2013
,,25,,,,,,,,,2012
,,104,,,,,,,,,2007
,,37,,,,,,,,,2011
,,29,,,,,,,,,2006
,,83,,,,,,,,,2012
,,27,,,,,,,,,2001
,,2,,,,,,,,,2014
,,18,,,,,,,,,2008
,,32,,,,,,,,,2012
,,47,,,,,,,,,2015
,,31,,,,,,,,,2011
,,400,,,,,,,,,2008
,,134,,,,,,,,,2010
,,8,,,,,,,,,1986
,,136,,,,,,,,,2008
,,2,,,,,,,,,2011
,,6,,,,,,,,,2003
,,90,,,,,,,,,2006
,,37,,,,,,,,,2012
,,25,,,,,,,,,2011
,,28,,,,,,,,,2011
,,118,,,,,,,,,2012
,,31,,,,,,,,,2013
,,37,,,,,,,,,2012
,,5,,,,,,,,,2010
,,9,,,,,,,,,2006
,,76,,,,,,,,,2014
,,25,,,,,,,,,2011
,,31,,,,,,,,,2013
,,260,,,,,,,,,2015
,,21,,,,,,,,,2011
,,44,,,,,,,,,2011
,,9,,,,,,,,,2011
,,62,,,,,,,,,2009
,,56,,,,,,,,,2003
,,34,,,,,,,,,2010
,,15,,,,,,,,,2012
,,94,,,,,,,,,2009
,,12,,,,,,,,,2004
,,129,,,,,,,,,2010
,,24,,,,,,,,,2014
,,20,,,,,,,,,2011
,,94,,,,,,,,,2009
,,90,,,,,,,,,2008
,,79,,,,,,,,,2015
,,20,,,,,,,,,2017
,,82,,,,,,,,,2016
,,52,,,,,,,,,2012
,,213,,,,,,,,,2012
,,42,,,,,,,,,2011
,,1900,,,,,,,,,1999
,,7,,,,,,,,,2009
,,28,,,,,,,,,2011
,,6,,,,,,,,,1984
,,380,,,,,,,,,2015
,,12,,,,,,,,,2012
,,106,,,,,,,,,2011
,,1177,,,,,,,,,1994
,,55,,,,,,,,,2009
,,22,,,,,,,,,2011
,,40,,,,,,,,,2012
,,10,,,,,,,,,2015
,,20,,,,,,,,,2015
,,21,,,,,,,,,2012
,,35,,,,,,,,,2013
,,6,,,,,,,,,2014
,,5,,,,,,,,,2012
,,19,,,,,,,,,2013
,,34,,,,,,,,,2010
,,7,,,,,,,,,2015
,,79,,,,,,,,,2015
,,577,,,,,,,,,2012
,,10,,,,,,,,,2010
,,130,,,,,,,,,2006
,,24,,,,,,,,,2012
,,110,,,,,,,,,1991
,,90,,,,,,,,,2006
,,8,,,,,,,,,2013
,,62,,,,,,,,,2011
,,11,,,,,,,,,2012
,,180,,,,,,,,,2012
,,50,,,,,,,,,2008
,,28,,,,,,,,,2011
,,14,,,,,,,,,2014
,,195,,,,,,,,,2008
,,96,,,,,,,,,2006
,,11,,,,,,,,,2011
,,9,,,,,,,,,2004
,,30,,,,,,,,,2016
,,49,,,,,,,,,2012
,,171,,,,,,,,,2013
,,25,,,,,,,,,2007
,,24,,,,,,,,,2002
,,3,,,,,,,,,2011
,,25,,,,,,,,,2012
,,39,,,,,,,,,2014
,,16,,,,,,,,,2015
,,43,,,,,,,,,2014
,,90,,,,,,,,,2012
,,60,,,,,,,,,2007
,,3,,,,,,,,,2016
,,8,,,,,,,,,2016
,,19,,,,,,,,,2012
,,15,,,,,,,,,2013
,,1038,,,,,,,,,1993
,,302,,,,,,,,,2012
,,280,,,,,,,,,2011
,,19,,,,,,,,,2015
,,60,,,,,,,,,2015
,,149,,,,,,,,,2015
,,100,,,,,,,,,2013
,,65,,,,,,,,,2014
,,773,,,,,,,,,2013
,,123,,,,,,,,,2014
,,35,,,,,,,,,2008
,,26,,,,,,,,,2015
,,38,,,,,,,,,2010
,,85,,,,,,,,,2010
,,62,,,,,,,,,2007
,,23,,,,,,,,,2014
,,70,,,,,,,,,2012
,,218,,,,,,,,,2009
,,8,,,,,,,,,2002
,,10,,,,,,,,,2012
,,12,,,,,,,,,2009
,,4,,,,,,,,,2015
,,42,,,,,,,,,2011
,,9,,,,,,,,,2012
,,11,,,,,,,,,2011
,,45,,,,,,,,,2014
,,6,,,,,,,,,2013
,,20,,,,,,,,,2012
,,11,,,,,,,,,2014
,,4,,,,,,,,,2014
,,115,,,,,,,,,2012
,,6,,,,,,,,,2010
,,32,,,,,,,,,2012
,,9,,,,,,,,,2015
,,4,,,,,,,,,2003
,,360,,,,,,,,,2012
,,13,,,,,,,,,2017
,,175,,,,,,,,,2012
,,11,,,,,,,,,2010
,,31,,,,,,,,,2015
,,23,,,,,,,,,2013
,,33,,,,,,,,,2013
,,55,,,,,,,,,2010
,,6,,,,,,,,,2014
,,33,,,,,,,,,2013
,,39,,,,,,,,,2013
,,12,,,,,,,,,2013
,,29,,,,,,,,,2010
,,46,,,,,,,,,2015
,,30,,,,,,,,,2015
,,100,,,,,,,,,2012
,,12,,,,,,,,,2008
,,17,,,,,,,,,2014
,,5,,,,,,,,,2012
,,34,,,,,,,,,2011
,,17,,,,,,,,,2013
,,210,,,,,,,,,2014
,,47,,,,,,,,,2008
,,8,,,,,,,,,2013
,,3,,,,,,,,,2014
,,92,,,,,,,,,2008
,,4,,,,,,,,,2015
,,3,,,,,,,,,2011
,,6,,,,,,,,,1982
,,950,,,,,,,,,2011
,,8,,,,,,,,,2012
,,89,,,,,,,,,2011
,,1,,,,,,,,,2011
,,108,,,,,,,,,2011
,,29,,,,,,,,,2010
,,55,,,,,,,,,2012
,,7,,,,,,,,,2013
,,15,,,,,,,,,2015
,,2,,,,,,,,,2010
,,33,,,,,,,,,2015
,,11,,,,,,,,,2010
,,125,,,,,,,,,2009
,,8,,,,,,,,,1998
,,18,,,,,,,,,2012
,,42,,,,,,,,,1977
,,91,,,,,,,,,2010
,,81,,,,,,,,,1979
,,230,,,,,,,,,2012
,,39,,,,,,,,,2014
,,101,,,,,,,,,2010
,,23,,,,,,,,,2009
,,6,,,,,,,,,2016
,,43,,,,,,,,,2016
,,3,,,,,,,,,2015
,,16,,,,,,,,,2006
,,35,,,,,,,,,2012
,,37,,,,,,,,,1952
,,167,,,,,,,,,2011
,,24,,,,,,,,,2014
,,44,,,,,,,,,2013
,,7,,,,,,,,,2015
,,81,,,,,,,,,2008
,,9,,,,,,,,,2014
,,183,,,,,,,,,2005
,,18,,,,,,,,,2009
,,92,,,,,,,,,1997
,,15,,,,,,,,,2016
,,137,,,,,,,,,2015
,,8,,,,,,,,,2016
,,42,,,,,,,,,2009
,,67,,,,,,,,,2005
,,48,,,,,,,,,2004
,,5,,,,,,,,,2016
,,19,,,,,,,,,2012
,,19,,,,,,,,,2016
,,11,,,,,,,,,2011
,,8,,,,,,,,,2015
,,328,,,,,,,,,2009
,,8,,,,,,,,,2014
,,25,,,,,,,,,2017
,,12,,,,,,,,,2015
,,27,,,,,,,,,2013
,,26,,,,,,,,,2012
,,44,,,,,,,,,2012
,,22,,,,,,,,,2009
,,209,,,,,,,,,2010
,,33,,,,,,,,,2014
,,7,,,,,,,,,2013
,,295,,,,,,,,,2011
,,9,,,,,,,,,2014
,,25,,,,,,,,,2001
,,72,,,,,,,,,2008
,,220,,,,,,,,,2012
,,25,,,,,,,,,2010
,,62,,,,,,,,,2010
,,6,,,,,,,,,2005
,,39,,,,,,,,,2013
,,12,,,,,,,,,2014
,,27,,,,,,,,,2002
,,48,,,,,,,,,2013
,,64,,,,,,,,,2000
,,168,,,,,,,,,2012
,,160,,,,,,,,,1999
,,57,,,,,,,,,2013
,,4,,,,,,,,,2012
,,91,,,,,,,,,2012
,,49,,,,,,,,,2008
,,41,,,,,,,,,2015
,,8,,,,,,,,,2013
,,18,,,,,,,,,2013
,,198,,,,,,,,,2010
,,551,,,,,,,,,2009
,,45,,,,,,,,,2011
,,7,,,,,,,,,2015
,,6,,,,,,,,,2011
,,15,,,,,,,,,2015
,,7,,,,,,,,,2012
,,27,,,,,,,,,2006
,,147,,,,,,,,,2012
,,15,,,,,,,,,2013
,,23,,,,,,,,,1998
,,84,,,,,,,,,2004
,,11,,,,,,,,,2013
,,637,,,,,,,,,2008
,,18,,,,,,,,,2015
,,75,,,,,,,,,2012
,,18,,,,,,,,,2013
,,7,,,,,,,,,2014
,,56,,,,,,,,,2012
,,7,,,,,,,,,2014
,,9,,,,,,,,,2013
,,84,,,,,,,,,2010
,,71,,,,,,,,,2014
,,195,,,,,,,,,2006
,,6,,,,,,,,,2011
,,4,,,,,,,,,2012
,,18,,,,,,,,,2017
,,57,,,,,,,,,2013
,,15,,,,,,,,,2013
,,24,,,,,,,,,2009
,,181,,,,,,,,,2005
,,16,,,,,,,,,2013
,,74,,,,,,,,,2013
,,13,,,,,,,,,2011
,,75,,,,,,,,,2011
,,25,,,,,,,,,2015
,,5,,,,,,,,,2012
,,55,,,,,,,,,2014
,,39,,,,,,,,,2010
,,58,,,,,,,,,2006
,,17,,,,,,,,,2013
,,65,,,,,,,,,2013
,,40,,,,,,,,,2009
,,41,,,,,,,,,2011
,,113,,,,,,,,,2010
,,17,,,,,,,,,2013
,,154,,,,,,,,,2008
,,8,,,,,,,,,2011
,,4,,,,,,,,,2015
,,45,,,,,,,,,2010
,,3,,,,,,,,,2012
,,55,,,,,,,,,2000
,,156,,,,,,,,,2014
,,87,,,,,,,,,2012
,,52,,,,,,,,,2009
,,45,,,,,,,,,2011
,,24,,,,,,,,,2009
,,29,,,,,,,,,2014
,,324,,,,,,,,,2005
,,52,,,,,,,,,2014
,,not found,,,,,,,,,2010
,,37,,,,,,,,,2013
,,11,,,,,,,,,2016
,,43,,,,,,,,,2015
,,75,,,,,,,,,2014
,,12,,,,,,,,,2000
,,50,,,,,,,,,2014
,,4,,,,,,,,,2010
,,30,,,,,,,,,2012
,,90,,,,,,,,,2015
,,236,,,,,,,,,2012
,,15,,,,,,,,,2009
,,7,,,,,,,,,2014
,,70,,,,,,,,,2014
,,12,,,,,,,,,2016
,,46,,,,,,,,,2009
,,62,,,,,,,,,2013
,,10,,,,,,,,,2015
,,21,,,,,,,,,2011
,,24,,,,,,,,,2015
,,474,,,,,,,,,2011
,,64,,,,,,,,,2012
,,4,,,,,,,,,2012
,,41,,,,,,,,,2010
,,30,,,,,,,,,2009
,,45,,,,,,,,,1990
,,22,,,,,,,,,2012
,,53,,,,,,,,,2009
,,4,,,,,,,,,2014
,,11,,,,,,,,,2013
,,15,,,,,,,,,1991
,,15,,,,,,,,,2003
,,57,,,,,,,,,2014
,,18,,,,,,,,,2013
,,1,,,,,,,,,2009
,,30,,,,,,,,,2014
,,130,,,,,,,,,2006
,,60,,,,,,,,,2012
,,10,,,,,,,,,2016
,,34,,,,,,,,,2013
,,133,,,,,,,,,2010
,,82,,,,,,,,,2009
,,31,,,,,,,,,2014
,,18,,,,,,,,,2004
,,76,,,,,,,,,2002
,,18,,,,,,,,,2010
,,141,,,,,,,,,2000
,,57,,,,,,,,,2014
,,56,,,,,,,,,2012
,,96,,,,,,,,,2013
,,340,,,,,,,,,2014
,,50,,,,,,,,,2005
,,10,,,,,,,,,2015
,,399,,,,,,,,,2000
,,3,,,,,,,,,2014
,,not found,,,,,,,,,2013
,,485,,,,,,,,,2010
,,4,,,,,,,,,2015
,,242,,,,,,,,,2000
,,22,,,,,,,,,2016
,,52,,,,,,,,,2004
,,20,,,,,,,,,2009
,,19,,,,,,,,,2012
,,231,,,,,,,,,2015
,,25,,,,,,,,,2016
,,6,,,,,,,,,2016
,,101,,,,,,,,,2008
,,11,,,,,,,,,1994
,,24,,,,,,,,,2010
,,38,,,,,,,,,2011
,,251,,,,,,,,,2012
,,3,,,,,,,,,2010
,,50,,,,,,,,,2012
,,7,,,,,,,,,2012
,,3,,,,,,,,,2004
,,9,,,,,,,,,2011
,,300,,,,,,,,,2008
,,60,,,,,,,,,2010
,,104,,,,,,,,,2011
,,24,,,,,,,,,2015
,,14,,,,,,,,,1984
,,70,,,,,,,,,2012
,,100,,,,,,,,,2014
,,80,,,,,,,,,2012
,,20,,,,,,,,,2005
,,699,,,,,,,,,2013
,,23,,,,,,,,,2012
,,4,,,,,,,,,2006
,,91,,,,,,,,,2013
,,4,,,,,,,,,2009
,,242,,,,,,,,,2012
,,24,,,,,,,,,2015
,,31,,,,,,,,,2015
,,13,,,,,,,,,2011
,,89,,,,,,,,,2014
,,10,,,,,,,,,2010
,,35,,,,,,,,,2015
,,25,,,,,,,,,2011
,,21,,,,,,,,,2013
,,21,,,,,,,,,2015
,,32,,,,,,,,,2008
,,146,,,,,,,,,2010
,,6,,,,,,,,,2014
,,65,,,,,,,,,2013
,,25,,,,,,,,,2012
,,27,,,,,,,,,2010
,,65,,,,,,,,,2013
,,37,,,,,,,,,2011
,,20,,,,,,,,,2013
,,6,,,,,,,,,2009
,,2400,,,,,,,,,2007
,,2,,,,,,,,,2013
,,35,,,,,,,,,2011
,,7,,,,,,,,,2013
,,30,,,,,,,,,2014
,,11,,,,,,,,,2014
,,6,,,,,,,,,2015
,,5,,,,,,,,,2015
,,12,,,,,,,,,2010
,,25,,,,,,,,,2011
,,9,,,,,,,,,2014
,,115,,,,,,,,,2013
,,13,,,,,,,,,2016
,,5,,,,,,,,,2014
,,160,,,,,,,,,2011
,,254,,,,,,,,,2014
,,15,,,,,,,,,2011
,,4,,,,,,,,,2009
,,19,,,,,,,,,2011
,,9,,,,,,,,,2014
,,14,,,,,,,,,2015
,,215,,,,,,,,,2001
,,35,,,,,,,,,2012
,,5,,,,,,,,,2013
,,8,,,,,,,,,2014
,,19,,,,,,,,,2005
,,2929,,,,,,,,,2007
,,12,,,,,,,,,2016
,,33,,,,,,,,,2012
,,14,,,,,,,,,2015
