,name,market_cap,stock,country,sector,industry,headquarters,founded,employees,ceo
805,capitec bank holdings ltd,doll_18.21 b,cpi,south africa,financials,banks,"stellenbosch,southafrica",," 14,789"," mr. gerhardus metselaar fourie b.com., m.b.a., b.comm (hons), mba"
806,asahi group holdings ltd,doll_18.21 b,2502,japan,consumer staples,beverages—brewers,"tokyo,japan",," 30,020", mr. atsushi  katsuki
807,haitong securities co. ltd,doll_18.23 b,600837,china,financials,capital markets,"shanghai,china",," 11,282",
808,"catalent, inc.",doll_18.24 b,ctlt,united states,healthcare,drug manufacturers—specialty & generic,"somerset,nj,unitedstates", 2007," 17,300", mr. john r. chiminski
809,"quanta services, inc.",doll_18.25 b,pwr,united states,industrials,engineering & construction,"houston,tx,unitedstates", 1997," 43,700", mr. earl c. austin jr.
810,ubiquiti inc.,doll_18.25 b,ui,united states,technology,communication equipment,"newyork,ny,unitedstates", october 2003," 1,223", mr. robert j. pera
811,shionogi & co. ltd,doll_18.27 b,4507,japan,healthcare,drug manufacturers—specialty & generic,"osaka,japan",," 5,485", dr. isao  teshirogi ph.d.
812,link real estate investment trust,doll_18.27 b,0823,hong kong,real estate,reit—retail,"kwuntong,hongkong",," 1,100", mr. kwok lung  hongchoy
813,aeon co. ltd,doll_18.32 b,8267,japan,consumer discretionary,department stores,"chiba,japan",," 155,578",
814,"alnylam pharmaceuticals, inc.",doll_18.33 b,alny,united states,healthcare,biotechnology,"cambridge,ma,unitedstates", 2002," 1,665"," dr. yvonne l. greenstreet m.b.a., mba, mbchb"
815,china merchants securities co. ltd,doll_18.35 b,600999,china,financials,capital markets,"shenzhen,china",," 10,169",
816,"take-two interactive software, inc.",doll_18.35 b,ttwo,united states,communication services,electronic gaming & multimedia,"newyork,ny,unitedstates"," september 30, 1993"," 6,495", mr. strauss h. zelnick esq.
817,vodacom group ltd,doll_18.41 b,vod,south africa,communication services,telecom services,"midrand,southafrica",," 7,642", mr. mohamed shameel aziz joosub
818,genuine parts company,doll_18.41 b,gpc,united states,consumer discretionary,specialty retail,"atlanta,ga,unitedstates", 1925," 52,000", mr. paul d. donahue
819,gf securities co. ltd,doll_18.44 b,000776,china,financials,capital markets,"guangzhou,china",," 12,307",
820,heico corporation,doll_18.49 b,hei,united states,industrials,aerospace & defense,"hollywood,fl,unitedstates", 1957 as heinicke instruments," 5,600", mr. laurans a. mendelson
821,sands china ltd,doll_18.52 b,1928,macao,                                        consumer discretionary                                    ,                                        resorts & casinos                                    ,"taipa,macao",," 25,751", mr. robert glen goldstein
822,"huaneng power international, inc.",doll_18.57 b,600011,china,utilities,utilities—independent power producers,"beijing,china", 30 june 1994 in beijing," 57,513",
823,south32 limited,doll_18.67 b,s32,australia,basic materials,other industrial metals & mining,"perth,wa,australia",," 13,576"," mr. graham  kerr bbus, fcpa"
824,"jd health international, inc.",doll_18.69 b,8zn,china,healthcare,medical care facilities,"beijing,china",," 2,576", mr. enlin  jin
825,power construction corp of china ltd,doll_18.69 b,601669,china,industrials,engineering & construction,"beijing,china",," 132,125",
826,air china ltd,doll_18.72 b,601111,china,industrials,airlines,"beijing,china",," 89,373",
827,credit suisse group ag,doll_18.72 b,csgn,switzerland,financials,banks,"zurich,switzerland", 1856," 50,110", dr. thomas p. gottstein
828,the liberty siriusxm group,doll_18.74 b,lsxmb,united states,communication services,broadcasting,"englewood,co,unitedstates", 1991, 84,
829,"ms&ad insurance group holdings, inc.",doll_18.75 b,8725,japan,financials,insurance—property & casualty,"tokyo,japan",," 41,501", mr. noriyuki  hara
830,"healthpeak properties, inc.",doll_18.76 b,peak,united states,real estate,reit—healthcare facilities,"denver,co,unitedstates", 1985, 196, mr. thomas m. herzog
831,"netapp, inc.",doll_18.76 b,ntap,united states,technology,computer hardware,"sunnyvale,ca,unitedstates", 1992," 11,000", mr. george  kurian
832,george weston limited,doll_18.77 b,wn,canada,consumer staples,grocery stores,"toronto,on,canada"," toronto, ontario, canada 1882"," 215,298"," mr. galen g. weston b.a., m.b.a, m.b.a."
833,scottish mortgage investment trust plc,doll_18.78 b,smt,united kingdom,financials,asset management,, 1909,,
834,international paper company,doll_18.78 b,inpap,united states,consumer discretionary,packaging & containers,"memphis,tn,unitedstates", 1898," 49,300",
835,"aecc aviation power co.,ltd",doll_18.79 b,600893,china,industrials,aerospace & defense,"xi'an,china",," 34,977",
836,omnicom group inc.,doll_18.80 b,omc,united states,communication services,advertising agencies,"newyork,ny,unitedstates", 1986," 71,700", mr. john d. wren
837,astra international tbk pt,doll_18.90 b,asja,indonesia,consumer discretionary,auto parts,"jakarta,indonesia",," 123,894",
838,"lg electronics, inc.",doll_18.91 b,066570,south korea,technology,consumer electronics,"seoul,southkorea",," 37,245", mr. joo-wan  cho
839,toshiba corp,doll_18.93 b,6502,japan,industrials,specialty industrial machinery,"tokyo,japan",," 117,300", mr. taro  shimada
840,check point software technologies ltd.,doll_18.94 b,chkp,israel,technology,software—infrastructure,"telaviv,israel", 1993," 6,000", mr. gil  shwed
841,"citizens financial group, inc.",doll_18.95 b,cfg,united states,financials,banks,"providence,ri,unitedstates", 1828," 17,463", mr. bruce winfield van saun
842,tenaris sa,doll_18.98 b,ten,luxembourg,                                        energy                                    ,                                        oil & gas equipment & services                                    ,"luxembourgcity,luxembourg", 2001," 22,776", mr. paolo  rocca
843,otsuka holdings co. ltd,doll_19.03 b,4578,japan,healthcare,drug manufacturers—general,"tokyo,japan",," 33,151", mr. tatsuo  higuchi
844,waters corporation,doll_19.11 b,wat,united states,healthcare,diagnostics & research,"milford,ma,unitedstates", 1958," 7,800", dr. udit  batra ph.d.
845,nice ltd.,doll_19.12 b,nice,israel,technology,software—application,"raâanana,israel", 1986," 6,800",
846,carlsberg a-s,doll_19.12 b,carl.a,denmark,consumer staples,beverages—brewers,"copenhagen,denmark",," 39,000", mr. cees c. â´t hart
847,"ss&c technologies holdings, inc.",doll_19.15 b,ssnc,united states,technology,software—application,"windsor,ct,unitedstates"," march 1, 1986"," 24,900", mr. william c. stone
848,zhejiang huayou cobalt co. ltd,doll_19.20 b,603799,china,basic materials,other industrial metals & mining,"tongxiang,china",," 8,079",
849,warner music group corp.,doll_19.21 b,wmg,united states,communication services,entertainment,"newyork,ny,unitedstates"," april 6, 1958"," 5,900", mr. stephen forbes cooper
850,equinor asa,doll_122.74 b,eqnr,norway,                                        energy                                    ,                                        oil & gas integrated                                    ,"stavanger,norway", 14 june 1972," 21,126", mr. anders  opedal
851,aia group ltd,doll_125.16 b,1299,hong kong,financials,insurance—life,"central,hongkong",," 23,000",
852,lockheed martin corporation,doll_124.98 b,lmt,united states,industrials,aerospace & defense,"bethesda,md,unitedstates"," march 15, 1995"," 114,000", mr. james d. taiclet jr.
853,caterpillar inc.,doll_124.13 b,cat,united states,industrials,farm & heavy construction machinery,"deerfield,il,unitedstates"," april 15, 1925"," 107,700", mr. d. james umpleby iii
854,anheuser-busch inbev sa/nv,doll_123.59 b,abi,belgium,consumer staples,beverages—brewers,"leuven,belgium",," 169,339",
855,christian dior se,doll_122.11 b,cdi,france,consumer discretionary,luxury goods,"paris,france",," 119,243", mr. sidney  toledano
856,rio tinto group,doll_125.84 b,rio,united kingdom,basic materials,other industrial metals & mining,"london,unitedkingdom", 1873," 49,000"," mr. jakob  stausholm m.s., ms"
857,sony group corporation,doll_126.64 b,6758,japan,technology,consumer electronics,"tokyo,japan", 7 may 1946," 109,700", mr. kenichiro  yoshida
858,the boeing company,doll_110.46 b,ba,united states,industrials,aerospace & defense,"chicago,il,unitedstates"," july 15, 1916"," 142,000", mr. david l. calhoun
859,"industria de diseño textil, sa",doll_110.65 b,itx,spain,consumer discretionary,apparel retail,"corunna,spain",," 104,431", mr. oscar garcia maceiras
860,transurban group,doll_110.79 b,tcl,australia,industrials,infrastructure operations,"melbourne,vic,australia"," 14 march 1996, melbourne", 672," mr. scott  charlton m.b.a., bsci, beng (elec), mba, member of fei, fta"
861,"the goldman sachs group, inc.",doll_112.71 b,gs,united states,financials,capital markets,"newyork,ny,unitedstates", 1869," 43,900", mr. david  solomon
862,keyence corp,doll_113.20 b,6861,japan,technology,scientific & technical instruments,"osaka,japan",," 8,380",
863,meituan,doll_114.28 b,3690,china,consumer discretionary,internet retail,"beijing,china",," 69,205", mr. xing  wang
864,china life insurance company limited,doll_97.31 b,lfc,china,financials,insurance—life,"beijing,china", 1949," 104,160",
865,intuit inc.,doll_126.77 b,intu,united states,technology,software—application,"mountainview,ca,unitedstates", 1983," 13,500", mr. sasan k. goodarzi
866,danaher corporation,doll_208.03 b,dhr,united states,healthcare,diagnostics & research,"washington,dc,unitedstates", 1969," 78,000", mr. rainer m. blair
867,"merck & co., inc.",doll_210.38 b,mrk,united states,healthcare,drug manufacturers—general,"kenilworth,nj,unitedstates", 1891," 67,000", mr. robert m. davis j.d.
868,bhp group,doll_211.25 b,bhp,australia,basic materials,other industrial metals & mining,"melbourne,vic,australia", 1885," 40,110"," mr. mike p. henry b.sc., bsc (chem)"
869,"nike, inc.",doll_213.60 b,nke,united states,consumer discretionary,footwear & accessories,"beaverton,or,unitedstates"," january 25, 1964"," 73,300", mr. john j. donahoe ii
870,abbott laboratories,doll_215.02 b,abt,united states,healthcare,medical devices,"northchicago,il,unitedstates", 1888," 113,000", mr. robert b. ford
871,verizon communications inc.,doll_216.68 b,vz,united states,communication services,telecom services,"newyork,ny,unitedstates"," october 7, 1983"," 118,400", mr. hans e. vestberg
872,comcast corporation,doll_218.90 b,cmcsa,united states,communication services,entertainment,"philadelphia,pa,unitedstates"," june 28, 1963"," 189,000", mr. brian l. roberts
873,accenture plc,doll_219.03 b,acn,ireland,technology,information technology services,"dublin,ireland", 1989," 699,000", ms. julie t. spellman sweet
874,l'oréal sa,doll_225.24 b,or,france,consumer staples,household & personal products,"clichy,france",," 85,400", mr. nicolas  hieronimus
875,oracle corporation,doll_228.18 b,orcl,united states,technology,software—infrastructure,"redwoodcity,ca,unitedstates"," june 16, 1977"," 132,000", ms. safra ada catz
876,thermo fisher scientific inc.,doll_236.15 b,tmo,united states,healthcare,diagnostics & research,"waltham,ma,unitedstates", 1956," 130,000", mr. marc n. casper
877,"cisco systems, inc.",doll_238.45 b,csco,united states,technology,communication equipment,"sanjose,ca,unitedstates"," december 10, 1984"," 79,500", mr. charles h. robbins
878,"pepsico, inc.",doll_241.05 b,pep,united states,consumer staples,beverages—non-alcoholic,"purchase,ny,unitedstates"," august 28, 1898"," 309,000", mr. ramon luis laguarta
879,the walt disney company,doll_247.88 b,dis,united states,communication services,entertainment,"burbank,ca,unitedstates"," october 16, 1923"," 152,000", mr. robert a. chapek
880,industrial & commercial bank of china ltd,doll_250.37 b,601398,china,financials,banks,"beijing,china",," 439,787",
881,novo nordisk a/s,doll_257.24 b,novo.b,denmark,healthcare,biotechnology,"bagsvaerd,denmark"," december 21, 1923"," 47,792", mr. lars fruergaard jorgensen
882,costco wholesale corporation,doll_258.15 b,cost,united states,consumer staples,discount stores,"issaquah,wa,unitedstates"," july 12, 1976"," 288,000", mr. w. craig jelinek
883,broadcom inc.,doll_265.27 b,avgo,united states,technology,semiconductors,"sanjose,ca,unitedstates", 1961," 20,000", mr. hock e. tan
884,eli lilly and company,doll_273.01 b,lly,united states,healthcare,drug manufacturers—general,"indianapolis,in,unitedstates", 1876," 35,000", mr. david a. ricks
885,the coca-cola company,doll_273.20 b,ko,united states,consumer staples,beverages—non-alcoholic,"atlanta,ga,unitedstates"," january 29, 1892"," 79,000", mr. james robert b. quincey
886,asml holding n.v.,doll_274.35 b,asml,netherlands,technology,semiconductor equipment & materials,"veldhoven,netherlands", 1984," 29,861", mr. peter t. f. m. wennink
887,alibaba group holding limited,doll_290.40 b,9988,china,consumer discretionary,internet retail,"hangzhou,china", 28 june 1999," 259,316", mr. yong  zhang
888,abbvie inc.,doll_294.27 b,abbv,united states,healthcare,drug manufacturers—general,"northchicago,il,unitedstates", 2013," 50,000", mr. richard a. gonzalez
889,pfizer inc.,doll_300.79 b,pfe,united states,healthcare,drug manufacturers—general,"newyork,ny,unitedstates", 1849," 79,000"," dr. albert  bourla d.v.m., dvm, ph.d."
890,chevron corporation,doll_315.13 b,cvx,united states,energy,oil & gas integrated,"sanramon,ca,unitedstates"," september 10, 1879"," 42,595", mr. michael k. wirth
891,"the home depot, inc.",doll_321.47 b,hd,united states,consumer discretionary,home improvement retail,"atlanta,ga,unitedstates"," february 6, 1978"," 490,600", mr. edward p. decker
892,kweichow moutai co. ltd,doll_348.22 b,600519,china,consumer staples,beverages—wineries & distilleries,"renhuai,china",," 29,031",
893,exxon mobil corporation,doll_348.72 b,xom,united states,energy,oil & gas integrated,"irving,tx,unitedstates"," november 30, 1999"," 63,000", mr. darren w. woods
894,roche holding ag,doll_349.50 b,rog,switzerland,healthcare,drug manufacturers—general,"basel,switzerland",," 100,920", dr. severin  schwan ph.d.
895,bank of america corporation,doll_350.84 b,bac,united states,financials,banks,"charlotte,nc,unitedstates", 1998," 208,000", mr. brian thomas moynihan
896,mastercard incorporated,doll_358.60 b,ma,united states,financials,credit services,"purchase,ny,unitedstates", 1966," 24,000", mr. michael  miebach
897,"lvmh moët hennessy - louis vuitton, se",doll_359.26 b,mc,france,consumer discretionary,luxury goods,"paris,france",," 148,343", mr. bernard  arnault
898,"samsung electronics co., ltd.",doll_378.35 b,005930,south korea,technology,consumer electronics,"suwon-si,southkorea",,, mr. jong-hee  han
899,the procter & gamble company,doll_384.60 b,pg,united states,consumer staples,household & personal products,"cincinnati,oh,unitedstates"," october 31, 1837"," 101,000", mr. jon r. moeller
900,jpmorgan chase & co.,doll_410.84 b,jpm,united states,financials,banks,"newyork,ny,unitedstates"," december 1, 2000"," 271,025", mr. james  dimon
901,walmart inc.,doll_429.05 b,wmt,united states,consumer staples,discount stores,"bentonville,ar,unitedstates"," july 2, 1962"," 2,300,000", mr. c. douglas mcmillon
902,tencent holdings ltd,doll_441.17 b,0700,china,communication services,internet content & information,"shenzhen,china",," 112,771", mr. huateng pony  ma
903,johnson & johnson,doll_475.93 b,jnj,united states,healthcare,drug manufacturers—general,"newbrunswick,nj,unitedstates", january 1886," 141,700", mr. joaquin  duato
904,visa inc.,doll_486.77 b,v,united states,financials,credit services,"sanfrancisco,ca,unitedstates"," september 18, 1958"," 21,500", mr. alfred francis kelly jr.
905,unitedhealth group incorporated,doll_488.52 b,unh,united states,healthcare,healthcare plans,"minnetonka,mn,unitedstates", 1977," 350,000", sir andrew philip witty
906,taiwan semiconductor manufacturing company limited,doll_527.89 b,2330,taiwan,technology,semiconductors,"hsinchu,taiwan"," industrial technology research institute, hsinchu, taiwan.1987"," 54,193", dr. c. c.  wei
907,"meta platforms, inc.",doll_617.50 b,meta,united states,communication services,internet content & information,"menlopark,ca,unitedstates"," january 4, 2004"," 71,970", mr. mark elliot zuckerberg
908,nvidia corporation,doll_660.38 b,nvda,united states,technology,semiconductors,"santaclara,ca,unitedstates"," april 5, 1993"," 22,473", mr. jen-hsun  huang
909,berkshire hathaway inc.,doll_798.47 b,brk.a,united states,financials,financial conglomerates,"omaha,ne,unitedstates", 1839," 372,000", mr. warren e. buffett
910,"tesla, inc.",doll_1.016 t,tsla,united states,consumer discretionary,auto manufacturers,"paloalto,ca,unitedstates"," july 1, 2003"," 99,290", mr. elon r. musk
911,"amazon.com, inc.",doll_1.642 t,amzn,united states,consumer discretionary,internet retail,"seattle,wa,unitedstates"," july 5, 1994"," 1,608,000", mr. andrew r. jassy
912,alphabet inc.,doll_1.825 t,goog,united states,communication services,internet content & information,"mountainview,ca,unitedstates"," october 2, 2015"," 156,500", mr. sundar  pichai
913,saudi arabian oil company,doll_2.297 t,2222,saudi arabia,energy,oil & gas integrated,"dhahran,saudiarabia",,, mr. amin h. nasser
914,microsoft corporation,doll_2.328 t,msft,united states,technology,software—infrastructure,"redmond,wa,unitedstates"," april 4, 1975"," 181,000", mr. satya  nadella
915,apple inc.,doll_2.825 t,aapl,united states,technology,consumer electronics,"cupertino,ca,unitedstates"," april 1, 1976"," 100,000", mr. timothy d. cook
916,"advanced micro devices, inc.",doll_128.29 b,amd,united states,technology,semiconductors,"santaclara,ca,unitedstates"," may 1, 1969"," 15,500", dr. lisa t. su ph.d.
917,deere & company,doll_130.31 b,de,united states,industrials,farm & heavy construction machinery,"moline,il,unitedstates", 1837," 75,550", mr. john c. may ii
918,sanofi,doll_132.29 b,san,france,healthcare,drug manufacturers—general,"paris,france", 1973," 95,442", mr. paul  hudson
919,"paypal holdings, inc.",doll_133.92 b,pypl,united states,financials,credit services,"sanjose,ca,unitedstates", december 1998," 30,900", mr. daniel h. schulman
920,sap se,doll_134.19 b,sap,germany,technology,software—application,"walldorf,germany"," weinheim, germany1972"," 107,415", mr. christian  klein
921,ping an insurance (group) company of china ltd,doll_134.25 b,601318,china,financials,insurance—life,"shenzhen,china",," 355,982", mr. bo  yao
922,cvs health corporation,doll_135.27 b,cvs,united states,healthcare,healthcare plans,"woonsocket,ri,unitedstates", 1963," 216,000", ms. karen sue lynch
923,conocophillips,doll_136.32 b,cop,united states,energy,oil & gas e&p,"houston,tx,unitedstates", 30 august 2002," 9,900", mr. ryan m. lance
924,honeywell international inc.,doll_136.48 b,hon,united states,industrials,specialty industrial machinery,"charlotte,nc,unitedstates", 1906," 99,000", mr. darius e. adamczyk
925,totalenergies se,doll_137.50 b,tte,france,energy,oil & gas integrated,"paris,france", 28 march 1924," 105,476", mr. patrick  pouyannã©
926,china mobile ltd,doll_139.30 b,0941,hong kong,communication services,telecom services,"hongkong,hongkong",," 449,934", mr. xin  dong
927,hsbc holdings plc,doll_140.15 b,hsba,united kingdom,financials,banks,"london,unitedkingdom", first established on 3 march 1865," 219,697", mr. noel paul quinn
928,bank of china ltd,doll_141.22 b,601988,china,financials,banks,"beijing,china",," 309,084",
929,amgen inc.,doll_141.72 b,amgn,united states,healthcare,drug manufacturers—general,"thousandoaks,ca,unitedstates"," april 8, 1980"," 24,200", mr. robert a. bradway
930,"lowe's companies, inc.",doll_143.77 b,low,united states,consumer discretionary,home improvement retail,"mooresville,nc,unitedstates"," march 25, 1921"," 300,000", mr. marvin r. ellison
931,commonwealth bank of australia,doll_144.32 b,cba,australia,financials,banks,"sydney,nsw,australia", 22 december 1911," 47,532", mr. matthew  comyn
932,petrochina company limited,doll_144.50 b,601857,china,energy,oil & gas integrated,"beijing,china", 5 november 1999," 432,003",
933,toronto-dominion bank,doll_145.41 b,td,canada,financials,banks,"toronto,on,canada", 1 february 1955," 90,000", mr. bharat b. masrani
934,hermès international sca,doll_148.98 b,rms,france,consumer discretionary,luxury goods,"paris,france", 1837," 17,595",
935,american express company,doll_150.76 b,axp,united states,financials,credit services,"newyork,ny,unitedstates"," march 18, 1850"," 64,000", mr. stephen joseph squeri
936,raytheon technologies corporation,doll_150.96 b,rtx,united states,industrials,aerospace & defense,"waltham,ma,unitedstates", 2020," 174,000", mr. gregory j. hayes
937,medtronic plc,doll_151.06 b,mdt,ireland,healthcare,medical devices,"dublin,ireland", 2001 ," 90,000", mr. geoffrey straub martha
938,philip morris international inc.,doll_154.71 b,pm,united states,consumer staples,tobacco,"newyork,ny,unitedstates", 2008," 69,600", mr. jacek  olczak
939,the charles schwab corporation,doll_158.06 b,schw,united states,financials,capital markets,"sanfrancisco,ca,unitedstates", 1971," 33,400", mr. walter william bettinger ii
940,royal bank of canada,doll_159.74 b,ry,canada,financials,banks,"toronto,on,canada",," 85,211", mr. david i. mckay
941,"netflix, inc.",doll_163.19 b,nflx,united states,communication services,entertainment,"losgatos,ca,unitedstates"," august 29, 1997"," 11,300", mr. wilmot reed hastings jr.
942,morgan stanley,doll_164.05 b,ms,united states,financials,capital markets,"newyork,ny,unitedstates", 1935," 75,000", mr. james patrick gorman
943,"t-mobile us, inc.",doll_164.31 b,tmus,united states,communication services,telecom services,"bellevue,wa,unitedstates", 1994," 75,000", mr. g. michael sievert
944,agricultural bank of china ltd,doll_165.00 b,601288,china,financials,banks,"beijing,china",," 459,000",
945,"nextera energy, inc.",doll_165.53 b,nee,united states,utilities,utilities—regulated electric,"junobeach,fl,unitedstates", 1984," 15,000", mr. john w. ketchum
946,linde plc,doll_166.07 b,lin,united kingdom,basic materials,specialty chemicals,"guildford,unitedkingdom", 21 june 1879," 72,327", mr. sanjiv  lamba
947,prosus n.v.,doll_170.00 b,prx,netherlands,communication services,internet content & information,"amsterdam,netherlands",," 23,939", mr. bob  van dijk
948,bristol-myers squibb company,doll_170.56 b,bmy,united states,healthcare,drug manufacturers—general,"newyork,ny,unitedstates", 1887," 32,200", dr. giovanni  caforio m.d.
949,texas instruments incorporated,doll_171.28 b,txn,united states,technology,semiconductors,"dallas,tx,unitedstates", 1930," 31,000", mr. richard k. templeton
950,qualcomm incorporated,doll_172.25 b,qcom,united states,technology,semiconductors,"sandiego,ca,unitedstates", july 1985," 45,000", mr. cristiano renno amon
951,at&t inc.,doll_175.88 b,t,united states,communication services,telecom services,"dallas,tx,unitedstates"," october 5, 1983"," 203,000", mr. john t. stankey
952,union pacific corporation,doll_184.19 b,unp,united states,industrials,railroads,"omaha,ne,unitedstates", 1969 ," 29,905", mr. lance m. fritz
953,contemporary amperex technology co. ltd,doll_185.67 b,300750,china,industrials,electrical equipment & parts,"ningde,china",," 33,078",
954,china merchants bank co ltd,doll_185.98 b,600036,china,financials,banks,"shenzhen,china",," 103,669", mr. huiyu  tian mpa
955,mcdonald's corporation,doll_186.57 b,mcd,united states,consumer discretionary,restaurants,"chicago,il,unitedstates"," may 15, 1940"," 100,000", mr. christopher j. kempczinski
956,china construction bank corp,doll_189.37 b,601939,china,financials,banks,"beijing,china",," 373,814",
957,"united parcel service, inc.",doll_190.50 b,ups,united states,industrials,integrated freight & logistics,"atlanta,ga,unitedstates"," august 28, 1907"," 267,890", ms. carol b. tome
958,"salesforce.com, inc.",doll_193.80 b,crm,united states,technology,software—application,"sanfrancisco,ca,unitedstates"," february 3, 1999"," 73,541", mr. marc r. benioff
959,adobe inc.,doll_199.57 b,adbe,united states,technology,software—infrastructure,"sanjose,ca,unitedstates", december 1982," 25,988", mr. shantanu  narayen
960,wells fargo & company,doll_200.01 b,wfc,united states,financials,banks,"sanfrancisco,ca,unitedstates", 1929," 247,848", mr. charles w. scharf
961,intel corporation,doll_201.72 b,intc,united states,technology,semiconductors,"santaclara,ca,unitedstates"," july 18, 1968"," 121,100", mr. patrick p. gelsinger
962,astrazeneca plc,doll_201.75 b,azn,united kingdom,healthcare,drug manufacturers—general,"cambridge,unitedkingdom", 6 april 1999," 83,100"," mr. pascal  soriot d.v.m., m.b.a."
963,novartis ag,doll_204.13 b,novn,switzerland,healthcare,drug manufacturers—general,"basel,switzerland", march 1996," 104,323",
964,shell plc,doll_207.68 b,shel,united kingdom,energy,oil & gas integrated,"london,unitedkingdom",," 87,000", mr. ben  van beurden
965,airbus se,doll_97.41 b,air,netherlands,industrials,aerospace & defense,"leiden,netherlands",," 121,056", mr. guillaume m.j.d faury
966,petróleo brasileiro s.a. - petrobras,doll_98.37 b,pbr,brazil,energy,oil & gas integrated,"riodejaneiro,rj,brazil", 3 october 1953," 46,416", mr. joaquim silva e luna
967,allianz se,doll_98.47 b,alv,germany,financials,insurance—diversified,"munich,germany",," 155,411", mr. oliver  bate
968,chubb limited,doll_98.57 b,cb,switzerland,financials,insurance—property & casualty,"zurich,switzerland"," hamilton, bermuda 1985"," 31,000", mr. evan g. greenberg
969,daimler ag,doll_98.79 b,dai,germany,consumer discretionary,auto manufacturers,"stuttgart,germany",," 289,282", mr. ola  kallenius
970,general electric company,doll_99.22 b,ge,united states,industrials,specialty industrial machinery,"boston,ma,unitedstates"," april 15, 1892"," 168,000", mr. h. lawrence culp jr.
971,the estée lauder companies inc.,doll_100.16 b,el,united states,consumer staples,household & personal products,"newyork,ny,unitedstates", 1946," 44,640", mr. fabrizio  freda
972,s&p global inc.,doll_100.84 b,spgi,united states,financials,financial data & stock exchanges,"newyork,ny,unitedstates", 1917," 22,850", mr. douglas l. peterson m.b.a.
973,stryker corporation,doll_101.41 b,syk,united states,healthcare,medical devices,"kalamazoo,mi,unitedstates", 1941," 46,000", mr. kevin a. lobo
974,british american tobacco plc,doll_101.44 b,bats,united kingdom,consumer staples,tobacco,"london,unitedkingdom", 1902," 54,365", mr. jack marie henry david bowles
975,"altria group, inc.",doll_102.98 b,mo,united states,consumer staples,tobacco,"richmond,va,unitedstates", 1985," 6,000", mr. william f. gifford jr.
976,nippon telegraph & telephone corp,doll_103.75 b,9432,japan,communication services,telecom services,"tokyo,japan",," 324,667", mr. jun  sawada
977,saudi basic industries corp,doll_104.00 b,2010,saudi arabia,basic materials,chemicals,"riyadh,saudiarabia",,, mr. yousef  bin abdullah al-benyan
978,byd co ltd,doll_104.42 b,002594,china,consumer discretionary,auto manufacturers,"shenzhen,china",," 224,280", mr. chuan-fu  wang
979,"charter communications, inc.",doll_104.97 b,chtr,united states,communication services,entertainment,"stamford,ct,unitedstates", 1993," 93,700", mr. thomas m. rutledge
980,"airbnb, inc.",doll_105.07 b,abnb,united states,communication services,internet content & information,"sanfrancisco,ca,unitedstates", august 2008," 6,132", mr. brian  chesky
981,al rajhi banking and investment corp,doll_106.37 b,1120,saudi arabia,financials,banks,"riyadh,saudiarabia",," 15,078",
982,infosys limited,doll_106.77 b,infy,india,technology,information technology services,"bengaluru,india", 2 july 1981," 292,067", mr. salil satish parekh
983,target corporation,doll_106.89 b,tgt,united states,consumer staples,discount stores,"minneapolis,mn,unitedstates"," june 24, 1902"," 450,000", mr. brian c. cornell
984,"servicenow, inc.",doll_107.99 b,now,united states,technology,software—application,"santaclara,ca,unitedstates", 2003," 16,881", mr. william r. mcdermott
985,vale sa,doll_107.99 b,vale3,brazil,basic materials,other industrial metals & mining,"riodejaneiro,rj,brazil",,,
986,starbucks corporation,doll_108.19 b,sbux,united states,consumer discretionary,restaurants,"seattle,wa,unitedstates"," march 30, 1971"," 383,000", mr. kevin r. johnson
987,volkswagen ag,doll_108.63 b,vow3,germany,consumer discretionary,auto manufacturers,"wolfsburg,germany",," 645,318", dr. herbert  diess
988,citigroup inc.,doll_109.56 b,c,united states,financials,banks,"newyork,ny,unitedstates"," october 8, 1998"," 220,092", ms. jane nind fraser
989,glaxosmithkline plc,doll_109.98 b,gsk,united kingdom,healthcare,drug manufacturers—general,"brentford,unitedkingdom", december 2000," 90,096", ms. emma n. walmsley
990,siemens ag,doll_114.66 b,sie,germany,industrials,specialty industrial machinery,"munich,germany",," 303,000", dr. roland  busch dipl.phys.
991,american tower corporation (reit),doll_115.11 b,amt,united states,real estate,reit—specialty,"boston,ma,unitedstates", 1995," 6,378", mr. thomas a. bartlett cpa
992,diageo plc,doll_115.58 b,dge,united kingdom,consumer staples,beverages—wineries & distilleries,"london,unitedkingdom",," 27,783", mr. ivan m. menezes
993,hdfc bank limited,doll_115.68 b,hdb,india,financials,banks,"mumbai,india",," 134,412", mr. sashidhar  jagdishan
994,"blackrock, inc.",doll_115.98 b,blk,united states,financials,asset management,"newyork,ny,unitedstates", 1988," 18,400", mr. laurence douglas fink
995,unilever plc,doll_117.84 b,ulvr,united kingdom,consumer staples,household & personal products,"london,unitedkingdom", 2 september 1929," 148,012", mr. alan w. jope
996,international business machines corporation,doll_119.20 b,ibm,united states,technology,information technology services,"armonk,ny,unitedstates"," june 16, 1911"," 282,100", mr. arvind  krishna
997,"anthem, inc.",doll_119.80 b,antm,united states,healthcare,healthcare plans,"indianapolis,in,unitedstates", anthem and wellpoint health networks merger in 2004," 98,200", ms. gail koziara boudreaux
998,"applied materials, inc.",doll_121.12 b,amat,united states,technology,semiconductor equipment & materials,"santaclara,ca,unitedstates"," november 10, 1967"," 28,500", mr. gary e. dickerson
