00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd,00-avengers-annual_revenue_in_usd,04-iGMM-annual_revenue_in_usd
263 million usd,704 million usd,0.0,,"3,725 million usd"
doll_1.031 m,"1,031 million usd",doll_598.0 m,doll_5.909 m,"5,909 million usd"
704 million usd,241 million usd,doll_3.38 b,doll_3.725 m,"1,617 million usd"
388 million usd,594 million usd,doll_173.0 m,doll_1.345 m,"1,089 million usd"
351 million usd,73 million usd,doll_944.0 m,395 million usd,982 million usd
482 million usd,297 million usd,doll_8.56 b,doll_8.559 m,"3,240 million usd"
-275 million usd,,doll_395.0 m,944 million usd,
6 million usd,84 million usd,doll_1.34 b,173 million usd,480 million usd
218 million usd,"-3,631 million usd",doll_3.73 b,doll_3.381 m,"15,789 million usd"
58 million usd,,doll_5.91 b,598 million usd,
241 million usd,212 million usd,doll_1.62 b,doll_1.617 m,
60 million usd,60 million usd,doll_1.09 b,440 million usd,440 million usd
212 million usd,136 million usd,doll_982.0 m,,777 million usd
,134 million usd,doll_3.24 b,,"4,583 million usd"
84 million usd,45 million usd,0.0,480 million usd,387 million usd
,96 million usd,doll_480.0 m,,"1,819 million usd"
297 million usd,174 million usd,doll_15.79 b,doll_3.240 m,"4,734 million usd"
doll_-3.631 m,116 million usd,0.0,doll_15.789 m,"1,841 million usd"
73 million usd,,0.0,982 million usd,
594 million usd,146 million usd,doll_440.0 m,doll_1.089 m,"1,551 million usd"
144 million usd,-427 million usd,doll_777.0 m,doll_2.012 m,"5,515 million usd"
-427 million usd,144 million usd,doll_4.58 b,doll_5.515 m,"2,012 million usd"
146 million usd,425 million usd,doll_387.0 m,doll_1.551 m,"4,322 million usd"
,13 million usd,doll_1.82 b,,"6,403 million usd"
116 million usd,,doll_4.73 b,doll_1.841 m,
174 million usd,330 million usd,doll_1.84 b,doll_4.734 m,289 million usd
96 million usd,92 million usd,0.0,doll_1.819 m,489 million usd
45 million usd,191 million usd,doll_1.55 b,387 million usd,"1,659 million usd"
134 million usd,74 million usd,doll_5.51 b,doll_4.583 m,267 million usd
136 million usd,-498 million usd,doll_2.01 b,777 million usd,"2,283 million usd"
425 million usd,105 million usd,doll_4.32 b,doll_4.322 m,"1,662 million usd"
,,doll_6.4 b,,
105 million usd,,0.0,doll_1.662 m,
-498 million usd,-32 million usd,doll_289.0 m,doll_2.283 m,5 million usd
74 million usd,79 million usd,doll_489.0 m,267 million usd,961 million usd
191 million usd,123 million usd,doll_1.66 b,doll_1.659 m,"1,829 million usd"
92 million usd,86 million usd,doll_267.0 m,489 million usd,"1,117 million usd"
330 million usd,192 million usd,doll_2.28 b,289 million usd,"4,136 million usd"
,68 million usd,doll_1.66 b,,"3,582 million usd"
13 million usd,,0.0,doll_6.403 m,
,272 million usd,0.0,,"4,593 million usd"
255 million usd,255 million usd,doll_5.0 m,doll_2.484 m,"2,484 million usd"
272 million usd,259 million usd,doll_961.0 m,doll_4.593 m,"2,734 million usd"
,123 million usd,doll_1.83 b,,"1,100 million usd"
68 million usd,27 million usd,doll_1.12 b,doll_3.582 m,64 million usd
192 million usd,,doll_4.14 b,doll_4.136 m,
86 million usd,105 million usd,doll_3.58 b,doll_1.117 m,395 million usd
123 million usd,"1,150 million usd",0.0,doll_1.829 m,"5,830 million usd"
79 million usd,78 million usd,doll_4.59 b,961 million usd,"1,001 million usd"
-32 million usd,,doll_2.48 b,5 million usd,
259 million usd,192 million usd,doll_2.73 b,doll_2.734 m,905 million usd
84 million usd,84 million usd,doll_1.1 b,205 million usd,205 million usd
192 million usd,,doll_64.0 m,905 million usd,
,35 million usd,0.0,,37 million usd
78 million usd,,doll_395.0 m,doll_1.001 m,
doll_1.150 m,,doll_5.83 b,doll_5.830 m,
105 million usd,399 million usd,doll_1.0 b,395 million usd,"4,573 million usd"
,141 million usd,0.0,,"9,832 million usd"
27 million usd,0 million usd,doll_905.0 m,64 million usd,0 million usd
123 million usd,,doll_205.0 m,doll_1.100 m,
,336 million usd,0.0,,"1,227 million usd"
285 million usd,285 million usd,doll_37.0 m,doll_13.186 m,"13,186 million usd"
336 million usd,171 million usd,0.0,doll_1.227 m,"4,398 million usd"
,,0.0,,
0 million usd,-102 million usd,doll_4.57 b,0 million usd,"2,060 million usd"
141 million usd,191 million usd,doll_9.83 b,doll_9.832 m,"1,542 million usd"
399 million usd,,0.0,doll_4.573 m,
,73 million usd,0.0,,147 million usd
,579 million usd,doll_1.23 b,,
35 million usd,330 million usd,doll_13.19 b,37 million usd,261 million usd
171 million usd,-287 million usd,doll_4.4 b,doll_4.398 m,742 million usd
3 million usd,3 million usd,0.0,3 million usd,3 million usd
-287 million usd,-366 million usd,doll_2.06 b,742 million usd,483 million usd
330 million usd,-25 million usd,doll_1.54 b,261 million usd,44 million usd
579 million usd,262 million usd,0.0,,"1,168 million usd"
73 million usd,,doll_147.0 m,147 million usd,
,24 million usd,0.0,,"4,467 million usd"
191 million usd,721 million usd,doll_261.0 m,doll_1.542 m,"16,458 million usd"
-102 million usd,-166 million usd,doll_742.0 m,doll_2.060 m,-155 million usd
,259 million usd,doll_3.0 m,,"4,267 million usd"
-366 million usd,-434 million usd,doll_483.0 m,483 million usd,188 million usd
doll_-2.905 m,"-2,905 million usd",doll_44.0 m,-257 million usd,-257 million usd
-434 million usd,,doll_1.17 b,188 million usd,
259 million usd,9 million usd,0.0,doll_4.267 m,916 million usd
-166 million usd,77 million usd,doll_4.47 b,-155 million usd,327 million usd
721 million usd,33 million usd,doll_16.46 b,doll_16.458 m,769 million usd
24 million usd,52 million usd,doll_-155.0 m,doll_4.467 m,"1,290 million usd"
,68 million usd,doll_4.27 b,,231 million usd
262 million usd,131 million usd,doll_188.0 m,doll_1.168 m,"2,970 million usd"
-25 million usd,650 million usd,doll_-257.0 m,44 million usd,"13,068 million usd"
,,0.0,,
408 million usd,408 million usd,doll_916.0 m,doll_1.047 m,"1,047 million usd"
,147 million usd,doll_327.0 m,,"1,438 million usd"
650 million usd,,doll_769.0 m,doll_13.068 m,
131 million usd,9 million usd,doll_1.29 b,doll_2.970 m,733 million usd
68 million usd,-59 million usd,doll_231.0 m,231 million usd,368 million usd
52 million usd,-165 million usd,doll_2.97 b,doll_1.290 m,425 million usd
33 million usd,207 million usd,doll_13.07 b,769 million usd,568 million usd
77 million usd,56 million usd,0.0,327 million usd,258 million usd
9 million usd,109 million usd,doll_1.05 b,916 million usd,"2,011 million usd"
147 million usd,39 million usd,doll_1.44 b,doll_1.438 m,759 million usd
459 million usd,459 million usd,0.0,819 million usd,819 million usd
39 million usd,,doll_733.0 m,759 million usd,
109 million usd,-106 million usd,doll_368.0 m,doll_2.011 m,353 million usd
56 million usd,203 million usd,doll_425.0 m,258 million usd,356 million usd
207 million usd,123 million usd,doll_568.0 m,568 million usd,"1,231 million usd"
-59 million usd,55 million usd,doll_258.0 m,368 million usd,"1,144 million usd"
-165 million usd,98 million usd,doll_2.01 b,425 million usd,"1,131 million usd"
9 million usd,,doll_759.0 m,733 million usd,
,177 million usd,doll_819.0 m,,159 million usd
,99 million usd,0.0,,821 million usd
-30 million usd,-30 million usd,doll_353.0 m,doll_1.774 m,"1,774 million usd"
99 million usd,454 million usd,doll_356.0 m,821 million usd,"4,731 million usd"
177 million usd,158 million usd,doll_1.23 b,159 million usd,"1,952 million usd"
,137 million usd,doll_1.14 b,,"2,553 million usd"
98 million usd,147 million usd,doll_1.13 b,doll_1.131 m,"1,773 million usd"
55 million usd,200 million usd,0.0,doll_1.144 m,"1,201 million usd"
123 million usd,59 million usd,doll_159.0 m,doll_1.231 m,321 million usd
203 million usd,205 million usd,doll_821.0 m,356 million usd,"1,086 million usd"
-106 million usd,170 million usd,doll_1.77 b,353 million usd,"10,498 million usd"
454 million usd,,doll_4.73 b,doll_4.731 m,
,,doll_1.95 b,,
,-928 million usd,doll_2.55 b,,"1,688 million usd"
170 million usd,90 million usd,doll_1.77 b,doll_10.498 m,741 million usd
205 million usd,142 million usd,doll_1.2 b,doll_1.086 m,"2,645 million usd"
59 million usd,737 million usd,doll_321.0 m,321 million usd,173 million usd
200 million usd,18 million usd,doll_1.09 b,doll_1.201 m,328 million usd
147 million usd,,doll_10.5 b,doll_1.773 m,
137 million usd,120 million usd,0.0,doll_2.553 m,"2,131 million usd"
158 million usd,,0.0,doll_1.952 m,
-928 million usd,33 million usd,doll_1.69 b,doll_1.688 m,"1,099 million usd"
610 million usd,610 million usd,doll_741.0 m,doll_8.503 m,"8,503 million usd"
33 million usd,35 million usd,doll_2.65 b,doll_1.099 m,665 million usd
,,doll_173.0 m,,
120 million usd,-326 million usd,doll_328.0 m,doll_2.131 m,"1,218 million usd"
,,0.0,,
18 million usd,115 million usd,doll_2.13 b,328 million usd,526 million usd
737 million usd,468 million usd,0.0,173 million usd,222 million usd
142 million usd,379 million usd,doll_1.1 b,doll_2.645 m,"1,582 million usd"
90 million usd,112 million usd,doll_8.5 b,741 million usd,
35 million usd,-101 million usd,doll_665.0 m,665 million usd,322 million usd
,,0.0,,
-101 million usd,674 million usd,doll_1.22 b,322 million usd,"7,786 million usd"
112 million usd,752 million usd,0.0,,"1,170 million usd"
379 million usd,,doll_526.0 m,doll_1.582 m,
468 million usd,"1,369 million usd",doll_222.0 m,222 million usd,"13,435 million usd"
115 million usd,230 million usd,doll_1.58 b,526 million usd,199 million usd
,300 million usd,0.0,,719 million usd
-326 million usd,48 million usd,doll_322.0 m,doll_1.218 m,"1,512 million usd"
,168 million usd,0.0,,"2,778 million usd"
674 million usd,346 million usd,doll_7.79 b,doll_7.786 m,"28,487 million usd"
,,doll_1.17 b,,
346 million usd,44 million usd,0.0,doll_28.487 m,139 million usd
168 million usd,,doll_13.44 b,doll_2.778 m,
48 million usd,314 million usd,doll_199.0 m,doll_1.512 m,"67,306 million usd"
300 million usd,"-5,300 million usd",doll_719.0 m,719 million usd,"1,451 million usd"
230 million usd,387 million usd,doll_1.51 b,199 million usd,978 million usd
doll_1.369 m,170 million usd,doll_2.78 b,doll_13.435 m,"5,189 million usd"
,554 million usd,doll_28.49 b,,"5,272 million usd"
752 million usd,221 million usd,0.0,doll_1.170 m,"2,761 million usd"
44 million usd,-52 million usd,doll_139.0 m,139 million usd,323 million usd
,,0.0,,
-52 million usd,273 million usd,doll_67.31 b,323 million usd,"8,541 million usd"
221 million usd,870 million usd,doll_1.45 b,doll_2.761 m,166 million usd
554 million usd,"1,018 million usd",doll_978.0 m,doll_5.272 m,"1,107 million usd"
170 million usd,270 million usd,doll_5.19 b,doll_5.189 m,"3,952 million usd"
387 million usd,171 million usd,doll_5.27 b,978 million usd,"8,925 million usd"
doll_-5.300 m,-413 million usd,doll_2.76 b,doll_1.451 m,"2,092 million usd"
314 million usd,,doll_323.0 m,doll_67.306 m,
,183 million usd,0.0,,"1,483 million usd"
273 million usd,136 million usd,doll_8.54 b,doll_8.541 m,"2,360 million usd"
20 million usd,20 million usd,doll_166.0 m,143 million usd,143 million usd
136 million usd,81 million usd,doll_1.11 b,doll_2.360 m,573 million usd
183 million usd,,doll_3.95 b,doll_1.483 m,
,73 million usd,doll_8.93 b,,"2,361 million usd"
-413 million usd,262 million usd,doll_2.09 b,doll_2.092 m,865 million usd
171 million usd,595 million usd,0.0,doll_8.925 m,"9,007 million usd"
270 million usd,170 million usd,doll_1.48 b,doll_3.952 m,"6,058 million usd"
doll_1.018 m,-215 million usd,doll_2.36 b,doll_1.107 m,70 million usd
870 million usd,63 million usd,doll_143.0 m,166 million usd,264 million usd
81 million usd,22 million usd,doll_573.0 m,573 million usd,"1,883 million usd"
-31 million usd,-31 million usd,0.0,365 million usd,365 million usd
22 million usd,73 million usd,doll_2.36 b,doll_1.883 m,"1,156 million usd"
63 million usd,,doll_865.0 m,264 million usd,
-215 million usd,,doll_9.01 b,70 million usd,
170 million usd,145 million usd,doll_6.06 b,doll_6.058 m,"3,638 million usd"
595 million usd,105 million usd,doll_70.0 m,doll_9.007 m,211 million usd
262 million usd,,doll_264.0 m,865 million usd,
73 million usd,0 million usd,doll_1.88 b,doll_2.361 m,0 million usd
,117 million usd,doll_365.0 m,,"1,396 million usd"
73 million usd,720 million usd,doll_1.16 b,doll_1.156 m,728 million usd
,,0.0,,
720 million usd,151 million usd,0.0,728 million usd,"1,446 million usd"
117 million usd,186 million usd,doll_3.64 b,doll_1.396 m,"1,150 million usd"
0 million usd,67 million usd,doll_211.0 m,0 million usd,413 million usd
,109 million usd,0.0,,244 million usd
105 million usd,,0.0,211 million usd,
145 million usd,78 million usd,doll_1.4 b,doll_3.638 m,"2,896 million usd"
,93 million usd,doll_728.0 m,,164 million usd
,147 million usd,0.0,,"1,069 million usd"
151 million usd,238 million usd,doll_1.45 b,doll_1.446 m,"1,204 million usd"
116 million usd,116 million usd,doll_1.15 b,543 million usd,543 million usd
238 million usd,23 million usd,doll_413.0 m,doll_1.204 m,"4,517 million usd"
147 million usd,,doll_244.0 m,doll_1.069 m,
93 million usd,"1,012 million usd",0.0,164 million usd,"1,013 million usd"
78 million usd,0 million usd,doll_2.9 b,doll_2.896 m,487 million usd
,374 million usd,doll_164.0 m,,
109 million usd,275 million usd,doll_1.07 b,244 million usd,
67 million usd,50 million usd,doll_1.2 b,413 million usd,386 million usd
186 million usd,,doll_543.0 m,doll_1.150 m,
23 million usd,32 million usd,doll_4.52 b,doll_4.517 m,280 million usd
313 million usd,313 million usd,0.0,280 million usd,280 million usd
32 million usd,,doll_1.01 b,280 million usd,
,-254 million usd,doll_487.0 m,,621 million usd
50 million usd,53 million usd,0.0,386 million usd,127 million usd
275 million usd,156 million usd,0.0,,"2,465 million usd"
374 million usd,263 million usd,doll_386.0 m,,"2,677 million usd"
0 million usd,-24 million usd,0.0,487 million usd,"1,384 million usd"
doll_1.012 m,96 million usd,doll_280.0 m,doll_1.013 m,423 million usd
,,doll_280.0 m,,
,"1,175 million usd",0.0,,"73,816 million usd"
-81 million usd,-81 million usd,doll_621.0 m,doll_1.981 m,"1,981 million usd"
doll_1.175 m,,doll_127.0 m,doll_73.816 m,
,105 million usd,doll_2.46 b,,"7,591 million usd"
96 million usd,-159 million usd,doll_2.68 b,423 million usd,"3,558 million usd"
-24 million usd,262 million usd,doll_1.38 b,doll_1.384 m,"1,391 million usd"
263 million usd,75 million usd,doll_423.0 m,doll_2.677 m,890 million usd
156 million usd,-586 million usd,0.0,doll_2.465 m,"34,251 million usd"
53 million usd,390 million usd,doll_73.82 b,127 million usd,"5,556 million usd"
-254 million usd,379 million usd,doll_1.98 b,621 million usd,"5,242 million usd"
,-934 million usd,0.0,,714 million usd
88 million usd,88 million usd,doll_7.59 b,doll_1.992 m,"1,992 million usd"
-934 million usd,318 million usd,doll_3.56 b,714 million usd,"1,101 million usd"
379 million usd,61 million usd,doll_1.39 b,doll_5.242 m,525 million usd
390 million usd,108 million usd,doll_890.0 m,doll_5.556 m,"1,534 million usd"
-586 million usd,,doll_34.25 b,doll_34.251 m,
75 million usd,-36 million usd,doll_5.56 b,890 million usd,150 million usd
262 million usd,-822 million usd,doll_5.24 b,doll_1.391 m,"2,103 million usd"
-159 million usd,"1,118 million usd",doll_714.0 m,doll_3.558 m,"1,143 million usd"
105 million usd,56 million usd,doll_1.99 b,doll_7.591 m,400 million usd
61 million usd,105 million usd,doll_1.1 b,525 million usd,606 million usd
318 million usd,73 million usd,doll_525.0 m,doll_1.101 m,"1,415 million usd"
73 million usd,43 million usd,doll_1.53 b,doll_1.415 m,538 million usd
105 million usd,,0.0,606 million usd,
56 million usd,64 million usd,doll_150.0 m,400 million usd,"1,169 million usd"
doll_1.118 m,160 million usd,doll_2.1 b,doll_1.143 m,"1,196 million usd"
-822 million usd,65 million usd,doll_1.14 b,doll_2.103 m,347 million usd
-36 million usd,219 million usd,doll_400.0 m,150 million usd,"5,038 million usd"
,,doll_606.0 m,,
108 million usd,102 million usd,doll_1.42 b,doll_1.534 m,"1,120 million usd"
43 million usd,,doll_538.0 m,538 million usd,
165 million usd,165 million usd,0.0,doll_6.811 m,"6,811 million usd"
,16 million usd,doll_1.17 b,,164 million usd
102 million usd,-108 million usd,doll_1.2 b,doll_1.120 m,575 million usd
,"1,784 million usd",doll_347.0 m,,"6,637 million usd"
219 million usd,24 million usd,doll_5.04 b,doll_5.038 m,159 million usd
65 million usd,-290 million usd,0.0,347 million usd,"8,294 million usd"
160 million usd,126 million usd,doll_1.12 b,doll_1.196 m,"6,228 million usd"
64 million usd,-290 million usd,0.0,doll_1.169 m,"1,241 million usd"
,,doll_6.81 b,,
16 million usd,195 million usd,doll_164.0 m,164 million usd,"2,475 million usd"
190 million usd,190 million usd,doll_575.0 m,doll_2.808 m,"2,808 million usd"
195 million usd,69 million usd,doll_6.64 b,doll_2.475 m,706 million usd
,-363 million usd,doll_159.0 m,,3 million usd
-290 million usd,45 million usd,doll_8.29 b,doll_1.241 m,757 million usd
126 million usd,82 million usd,doll_6.23 b,doll_6.228 m,"1,762 million usd"
-290 million usd,43 million usd,doll_1.24 b,doll_8.294 m,278 million usd
24 million usd,317 million usd,0.0,159 million usd,"1,210 million usd"
doll_1.784 m,,doll_2.48 b,doll_6.637 m,
-108 million usd,51 million usd,doll_2.81 b,575 million usd,255 million usd
69 million usd,83 million usd,doll_706.0 m,706 million usd,833 million usd
76 million usd,76 million usd,doll_3.0 m,doll_7.684 m,"7,684 million usd"
83 million usd,126 million usd,doll_757.0 m,833 million usd,"6,228 million usd"
