,name,market_cap,country,share_price,change_1_day,change_1_year,categories,company_code,earnings,revenue,shares,employees
41239,Calyxt,$8.52 M,USA,$0.17,,,,CLXT,,,,
41240,Apple,,USA,$137.87,,,,,,,,
41241,Saudi Aramco,,Saudi Arabia,$8.58,,,,,,,,
41242,Microsoft,,USA,$240.22,,,,,,,,
41243,Alphabet (Google),,USA,$99.28,,,,,,,,
41244,Amazon,,USA,$97.25,,,,,,,,
41245,Berkshire Hathaway,,USA,$309.87,,,,,,,,
41246,Tencent,,China,$50.42,,,,,,,,
41247,Visa,,USA,$224.31,,,,,,,,
41248,TSMC,,Taiwan,$91.03,,,,,,,,
41249,Exxon Mobil,,USA,$113.35,,,,,,,,
41250,UnitedHealth,,USA,$486.72,,,,,,,,
41251,NVIDIA,,USA,$178.39,,,,,,,,
41252,Johnson & Johnson,,USA,$168.74,,,,,,,,
41253,LVMH,,France,$850.14,,,,,,,,
41254,Tesla,,USA,$133.42,,,,,,,,
41255,JPMorgan Chase,,USA,$135.08,,,,,,,,
41256,Walmart,,USA,$140.54,,,,,,,,
41257,Meta Platforms (Facebook),,USA,$139.37,,,,,,,,
41258,Mastercard,,USA,$376.28,,,,,,,,
41259,Chevron,,USA,$180.90,,,,,,,,
41260,Kweichow Moutai,,China,$277.59,,,,,,,,
41261,Procter & Gamble,,USA,$142.97,,,,,,,,
41262,Samsung,,South Korea,$49.95,,,,,,,,
41263,Nestlé,,Switzerland,$120.84,,,,,,,,
41264,Eli Lilly,,USA,$346.07,,,,,,,,
41265,Home Depot,,USA,$315.00,,,,,,,,
41266,Novo Nordisk,,Denmark,$141.10,,,,,,,,
41267,Alibaba,,China,$119.86,,,,,,,,
41268,Merck,,USA,$109.94,,,,,,,,
41269,ASML,,Netherlands,$648.85,,,,,,,,
41270,Bank of America,,USA,$33.85,,,,,,,,
41271,AbbVie,,USA,$149.59,,,,,,,,
41272,Roche,,Switzerland,$317.41,,,,,,,,
41273,Coca-Cola,,USA,$60.08,,,,,,,,
41274,Pfizer,,USA,$45.11,,,,,,,,
41275,International Holding Company,,United Arab Emirates,$110.11,,,,,,,,
41276,Broadcom,,USA,$570.78,,,,,,,,
41277,Oracle,,USA,$87.25,,,,,,,,
41278,Thermo Fisher Scientific,,USA,$593.66,,,,,,,,
41279,L'Oréal,,France,$413.12,,,,,,,,
41280,ICBC,,China,$0.54,,,,,,,,
41281,AstraZeneca,,UK,$69.15,,,,,,,,
41282,Costco,,USA,$480.11,,,,,,,,
41283,Shell,,UK,$58.90,,,,,,,,
41284,Reliance Industries,,India,$30.06,,,,,,,,
41285,Toyota,,Japan,$146.11,,,,,,,,
41286,Danaher,,USA,$274.40,,,,,,,,
41287,Novartis,,Switzerland,$92.07,,,,,,,,
41288,McDonald,,USA,$268.58,,,,,,,,
41289,Abbott Laboratories,,USA,$112.82,,,,,,,,
41290,Nike,,USA,$126.62,,,,,,,,
41291,Cisco,,USA,$46.78,,,,,,,,
41292,,,,,,,,,,,,
41293,Walt Disney,,USA,$103.48,,,,,,,,
41294,T-Mobile US,,USA,$145.12,,,,,,,,
41295,Accenture,,Ireland,$280.47,,,,,,,,
41296,BHP Group,,Australia,$69.46,,,,,,,,
41297,Comcast,,USA,$39.37,,,,,,,,
41298,Wells Fargo,,USA,$43.92,,,,,,,,
41299,Verizon,,USA,$40.00,,,,,,,,
41300,China Construction Bank,,China,$0.84,,,,,,,,
41301,CATL,,China,$67.46,,,,,,,,
41302,Prosus,,Netherlands,$81.85,,,,,,,,
41303,Adobe,,USA,$356.38,,,,,,,,
41304,Nextera Energy,,USA,$81.82,,,,,,,,
41305,Linde,,UK,$328.62,,,,,,,,
41306,Morgan Stanley,,USA,$96.24,,,,,,,,
41307,TotalEnergies,,France,$63.80,,,,,,,,
41308,Philip Morris,,USA,$101.82,,,,,,,,
41309,Bristol-Myers Squibb,,USA,$74.15,,,,,,,,
41310,Texas Instruments,,USA,$173.00,,,,,,,,
41311,CM Bank,,China,$6.49,,,,,,,,
41312,China Mobile,,China,$7.16,,,,,,,,
41313,Dior,,France,$838.41,,,,,,,,
41314,United Parcel Service,,USA,$178.13,,,,,,,,
41315,Netflix,,USA,$342.50,,,,,,,,
41316,ConocoPhillips,,USA,$121.80,,,,,,,,
41317,Tata Consultancy Services,,India,$41.39,,,,,,,,
41318,Salesforce,,USA,$151.25,,,,,,,,
41319,Agricultural Bank of China,,China,$0.44,,,,,,,,
41320,HSBC,,UK,$36.84,,,,,,,,
41321,Charles Schwab,,USA,$77.03,,,,,,,,
41322,Ping An Insurance,,China,$7.78,,,,,,,,
41323,Amgen,,USA,$263.24,,,,,,,,
41324,SAP,,Germany,$117.12,,,,,,,,
41325,Royal Bank Of Canada,,Canada,$100.68,,,,,,,,
41326,Raytheon Technologies,,USA,$94.36,,,,,,,,
41327,QUALCOMM,,USA,$122.90,,,,,,,,
41328,AT&T,,USA,$19.23,,,,,,,,
41329,PetroChina,,China,$0.77,,,,,,,,
41330,Honeywell,,USA,$202.03,,,,,,,,
41331,Meituan,,China,$21.53,,,,,,,,
41332,Bank of China,,China,$0.48,,,,,,,,
41333,AIA,,Hong Kong,$11.22,,,,,,,,
41334,HDFC Bank,,India,$70.49,,,,,,,,
41335,Caterpillar,,USA,$249.71,,,,,,,,
41336,Unilever,,UK,$51.01,,,,,,,,
41337,Union Pacific Corporation,,USA,$208.66,,,,,,,,
41338,Commonwealth Bank,,Australia,$75.71,,,,,,,,
41339,Rio Tinto,,UK,$78.38,,,,,,,,
41340,IBM,,USA,$141.20,,,,,,,,
41341,China Life Insurance,,China,$5.39,,,,,,,,
41342,Lowe's Companies,,USA,$204.53,,,,,,,,
41343,Boeing,,USA,$206.76,,,,,,,,
41344,Sanofi,,France,$49.08,,,,,,,,
41345,Siemens,,Germany,$154.09,,,,,,,,
41346,Deere & Company,,USA,$410.60,,,,,,,,
41347,Toronto Dominion Bank,,Canada,$66.65,,,,,,,,
41348,Wuliangye Yibin,,China,$31.15,,,,,,,,
41349,Anheuser-Busch Inbev,,Belgium,$59.80,,,,,,,,
41350,Intel,,USA,$29.22,,,,,,,,
41351,Starbucks,,USA,$105.04,,,,,,,,
41352,S&P Global,,USA,$368.05,,,,,,,,
41353,Pinduoduo,,China,$92.84,,,,,,,,
41354,Lockheed Martin,,USA,$443.28,,,,,,,,
41355,Elevance Health,,USA,$479.49,,,,,,,,
41356,Goldman Sachs,,USA,$341.84,,,,,,,,
41357,CVS Health,,USA,$87.00,,,,,,,,
41358,Prologis,,USA,$122.82,,,,,,,,
41359,American Express,,USA,$151.60,,,,,,,,
41360,AMD,,USA,$70.07,,,,,,,,
41361,Intuit,,USA,$398.07,,,,,,,,
41362,BlackRock,,USA,$741.71,,,,,,,,
41363,Sony,,Japan,$89.29,,,,,,,,
41364,Deutsche Telekom,,Germany,$21.91,,,,,,,,
41365,BP,,UK,$35.50,,,,,,,,
41366,Medtronic,,Ireland,$80.91,,,,,,,,
41367,Jingdong Mall,,China,$60.43,,,,,,,,
41368,TAQA,,United Arab Emirates,$0.95,,,,,,,,
41369,Keyence,,Japan,$439.72,,,,,,,,
41370,Diageo,,UK,$185.96,,,,,,,,
41371,BYD,,China,$40.31,,,,,,,,
41372,Gilead Sciences,,USA,$83.01,,,,,,,,
41373,American Tower,,USA,$221.41,,,,,,,,
41374,NTT (Nippon Telegraph & Telephone),,Japan,$29.70,,,,,,,,
41375,Airbus,,Netherlands,$129.15,,,,,,,,
41376,Porsche,,Germany,$111.53,,,,,,,,
41377,CSL,,Australia,$208.35,,,,,,,,
41378,Citigroup,,USA,$51.09,,,,,,,,
41379,Automatic Data Processing,,USA,$237.17,,,,,,,,
41380,Equinor,,Norway,$31.31,,,,,,,,
41381,Stryker Corporation,,USA,$256.22,,,,,,,,
41382,Allianz,,Germany,$239.36,,,,,,,,
41383,Estee Lauder,,USA,$267.56,,,,,,,,
41384,Cigna,,USA,$308.36,,,,,,,,
41385,Mitsubishi UFJ Financial,,Japan,$7.32,,,,,,,,
41386,Inditex,,Spain,$14.90,,,,,,,,
41387,Applied Materials,,USA,$109.65,,,,,,,,
41388,TJX Companies,,USA,$79.54,,,,,,,,
41389,Glencore,,Switzerland,$7.16,,,,,,,,
41390,Chubb,,Switzerland,$220.43,,,,,,,,
41391,,,,,,,,,,,,
41392,Intuitive Surgical,,USA,$256.77,,,,,,,,
41393,Schneider Electric,,France,$155.78,,,,,,,,
41394,PayPal,,USA,$79.09,,,,,,,,
41395,ServiceNow,,USA,$441.83,,,,,,,,
41396,LG Energy Solution,,South Korea,$379.48,,,,,,,,
41397,Merck KGaA,,Germany,$203.52,,,,,,,,
41398,Mondelez,,USA,$64.04,,,,,,,,
41399,British American Tobacco,,UK,$38.81,,,,,,,,
41400,EssilorLuxottica,,France,$189.46,,,,,,,,
41401,Marsh & McLennan Companies,,USA,$173.12,,,,,,,,
41402,Vale,,Brazil,$18.12,,,,,,,,
41403,General Electric,,USA,$77.68,,,,,,,,
41404,Enbridge,,Canada,$41.86,,,,,,,,
41405,Compagnie Financière Richemont,,Switzerland,$146.79,,,,,,,,
41406,Analog Devices,,USA,$165.17,,,,,,,,
41407,Canadian National Railway,,Canada,$123.31,,,,,,,,
41408,Al Rajhi Bank,,Saudi Arabia,$20.70,,,,,,,,
41409,Air Liquide,,France,$157.30,,,,,,,,
41410,China Shenhua Energy,,China,$4.28,,,,,,,,
41411,Schlumberger,,USA,$57.35,,,,,,,,
41412,BNP Paribas,,France,$64.78,,,,,,,,
41413,Altria Group,,USA,$44.94,,,,,,,,
41414,Vertex Pharmaceuticals,,USA,$309.84,,,,,,,,
41415,Infosys,,India,$18.78,,,,,,,,
41416,Regeneron Pharmaceuticals,,USA,$722.00,,,,,,,,
41417,Volkswagen,,Germany,$134.95,,,,,,,,
41418,Duke Energy,,USA,$101.82,,,,,,,,
41419,EOG Resources,,USA,$132.75,,,,,,,,
41420,Sinopec,,China,$0.68,,,,,,,,
41421,Mercedes-Benz,,Germany,$71.45,,,,,,,,
41422,Zoetis,,USA,$163.81,,,,,,,,
41423,SABIC,,Saudi Arabia,$25.18,,,,,,,,
41424,ICICI Bank,,India,$21.52,,,,,,,,
41425,Petrobras,,Brazil,$11.46,,,,,,,,
41426,Target,,USA,$162.21,,,,,,,,
41427,Progressive,,USA,$127.63,,,,,,,,
41428,Moderna,,USA,$193.98,,,,,,,,
41429,HCA Healthcare,,USA,$261.40,,,,,,,,
41430,Hindustan Unilever,,India,$31.37,,,,,,,,
41431,Canadian Pacific Railway,,Canada,$79.21,,,,,,,,
41432,Southern Company,,USA,$67.12,,,,,,,,
41433,GlaxoSmithKline,,UK,$35.38,,,,,,,,
41434,CNOOC,,China,$1.46,,,,,,,,
41435,Becton Dickinson,,USA,$253.81,,,,,,,,
41436,Iberdrola,,Spain,$11.73,,,,,,,,
41437,China Yangtze Power,,China,$3.14,,,,,,,,
41438,Zurich Insurance Group,,Switzerland,$480.69,,,,,,,,
41439,AXA,,France,$30.69,,,,,,,,
41440,U.S. Bancorp,,USA,$46.46,,,,,,,,
41441,China Tourism Group Duty Free,,China,$34.40,,,,,,,,
41442,Kering,,France,$577.33,,,,,,,,
41443,Bank of Montreal,,Canada,$98.85,,,,,,,,
41444,Illinois Tool Works,,USA,$226.28,,,,,,,,
41445,National Australia Bank,,Australia,$22.02,,,,,,,,
41446,Northrop Grumman,,USA,$450.76,,,,,,,,
41447,Alpha Dhabi,,United Arab Emirates,$6.89,,,,,,,,
41448,Bank Central Asia,,Indonesia,$0.55,,,,,,,,
41449,Air Products and Chemicals,,USA,$304.40,,,,,,,,
41450,UBS,,Switzerland,$21.17,,,,,,,,
41451,Aon,,UK,$325.40,,,,,,,,
41452,CSX Corporation,,USA,$32.01,,,,,,,,
41453,DBS Group,,Singapore,$26.13,,,,,,,,
41454,Walmex,,Mexico,$3.83,,,,,,,,
41455,KDDI,,Japan,$30.84,,,,,,,,
41456,Postal Savings Bank of China,,China,$0.73,,,,,,,,
41457,Canadian Natural Resources,,Canada,$60.35,,,,,,,,
41458,3M,,USA,$120.65,,,,,,,,
41459,America Movil,,Mexico,$20.90,,,,,,,,
41460,Equinix,,USA,$720.06,,,,,,,,
41461,SoftBank,,Japan,$45.54,,,,,,,,
41462,Fiserv,,USA,$104.05,,,,,,,,
41463,Boston Scientific,,USA,$45.62,,,,,,,,
41464,State Bank of India,,India,$7.29,,,,,,,,
41465,Freeport-McMoRan,,USA,$45.41,,,,,,,,
41466,Lam Research,,USA,$472.50,,,,,,,,
41467,Vinci,,France,$112.60,,,,,,,,
41468,BMW,,Germany,$97.71,,,,,,,,
41469,Crown Castle,,USA,$148.12,,,,,,,,
41470,Airbnb,,USA,$101.28,,,,,,,,
41471,General Dynamics,,USA,$232.79,,,,,,,,
41472,Micron Technology,,USA,$58.46,,,,,,,,
41473,Truist Financial,,USA,$47.92,,,,,,,,
41474,Sherwin-Williams,,USA,$245.31,,,,,,,,
41475,ABB,,Switzerland,$33.96,,,,,,,,
41476,Colgate-Palmolive,,USA,$75.44,,,,,,,,
41477,CME Group,,USA,$175.06,,,,,,,,
41478,Humana,,USA,$497.30,,,,,,,,
41479,Daiichi Sanky?,,Japan,$32.58,,,,,,,,
41480,Waste Management,,USA,$152.06,,,,,,,,
41481,Enel,,Italy,$6.14,,,,,,,,
41482,Atlas Copco,,Sweden,$11.29,,,,,,,,
41483,PNC Financial Services,,USA,$154.87,,,,,,,,
41484,Nongfu Spring,,China,$5.50,,,,,,,,
41485,Eaton,,Ireland,$155.51,,,,,,,,
41486,Mindray,,China,$50.90,,,,,,,,
41487,Charter Communications,,USA,$396.11,,,,,,,,
41488,Scotiabank,,Canada,$51.67,,,,,,,,
41489,China Telecom,,China,$0.48,,,,,,,,
41490,Blackstone Group,,USA,$85.01,,,,,,,,
41491,Housing Development Finance Corporation,,India,$33.43,,,,,,,,
41492,Occidental Petroleum,,USA,$66.91,,,,,,,,
41493,Emirates Telecom (Etisalat Group),,United Arab Emirates,$6.98,,,,,,,,
41494,Intercontinental Exchange,,USA,$108.48,,,,,,,,
41495,Uber,,USA,$30.36,,,,,,,,
41496,Siemens Healthineers,,Germany,$52.28,,,,,,,,
41497,Bayer,,Germany,$60.75,,,,,,,,
41498,Anglo American,,UK,$43.57,,,,,,,,
41499,Safran,,France,$140.55,,,,,,,,
41500,Hong Kong Exchanges & Clearing,,Hong Kong,$47.18,,,,,,,,
41501,KKR & Co.,,USA,$53.18,,,,,,,,
41502,Fast Retailing,,Japan,$584.03,,,,,,,,
41503,Midea,,China,$8.52,,,,,,,,
41504,Investor AB,,Sweden,$19.41,,,,,,,,
41505,Marathon Petroleum,,USA,$125.72,,,,,,,,
41506,Norfolk Southern,,USA,$253.66,,,,,,,,
41507,Moody's,,USA,$320.47,,,,,,,,
41508,KLA,,USA,$413.85,,,,,,,,
41509,NetEase,,China,$89.09,,,,,,,,
41510,Westpac Banking,,Australia,$16.72,,,,,,,,
41511,Sumitomo Mitsui Financial Group,,Japan,$8.58,,,,,,,,
41512,Southern Copper,,USA,$75.05,,,,,,,,
41513,Activision Blizzard,,USA,$73.84,,,,,,,,
41514,Verbund AG,,,$82.59,,,,,,,,
41515,Pioneer Natural Resources,,USA,$239.40,,,,,,,,
41516,The Saudi National Bank,,Saudi Arabia,$12.80,,,,,,,,
41517,Heineken,,Netherlands,$98.57,,,,,,,,
41518,Thomson Reuters,,Canada,$117.97,,,,,,,,
41519,RELX,,UK,$29.38,,,,,,,,
41520,Santander,,Spain,$3.35,,,,,,,,
41521,Bharti Airtel,,India,$9.41,,,,,,,,
41522,Enterprise Products,,USA,$25.74,,,,,,,,
41523,Industrial Bank,,China,$2.68,,,,,,,,
41524,,,,,,,,,,,,
41525,Foshan Haitian Flavouring and Food,,China,$11.90,,,,,,,,
41526,MetLife,,USA,$70.19,,,,,,,,
41527,Valero Energy,,USA,$142.73,,,,,,,,
41528,Life Insurance Corporation of India (LIC),,India,$8.60,,,,,,,,
41529,McKesson,,USA,$378.04,,,,,,,,
41530,Tokyo Electron,,Japan,$344.11,,,,,,,,
41531,United Heavy Machinery,,Russia,$63.30,,,,,,,,
41532,Pernod Ricard,,France,$207.97,,,,,,,,
41533,LONGi Green Energy Technology,,China,$7.04,,,,,,,,
41534,Adani Total Gas,,India,$48.23,,,,,,,,
41535,ENI,,Italy,$31.71,,,,,,,,
41536,Marriott International,,USA,$166.91,,,,,,,,
41537,Vmware,,USA,$124.02,,,,,,,,
41538,Deutsche Post,,Germany,$43.23,,,,,,,,
41539,Shin-Etsu Chemical,,Japan,$130.06,,,,,,,,
41540,Monster Beverage,,USA,$100.00,,,,,,,,
41541,Synopsys,,USA,$342.42,,,,,,,,
41542,Dominion Energy,,USA,$62.42,,,,,,,,
41543,ANZ Bank,,Australia,$17.25,,,,,,,,
41544,Recruit,,Japan,$32.19,,,,,,,,
41545,Dollar General,,USA,$230.61,,,,,,,,
41546,Shopify,,Canada,$40.48,,,,,,,,
41547,Hikvision,,China,$5.48,,,,,,,,
41548,ITC,,India,$4.12,,,,,,,,
41549,London Stock Exchange,,UK,$92.86,,,,,,,,
41550,BASF,,Germany,$56.97,,,,,,,,
41551,Public Storage,,USA,$289.10,,,,,,,,
41552,Emerson,,USA,$87.35,,,,,,,,
41553,Oriental Land,,Japan,$155.26,,,,,,,,
41554,EDF (Electricité de France),,France,$13.03,,,,,,,,
41555,Reckitt Benckiser,,UK,$70.89,,,,,,,,
41556,Takeda Pharmaceutical,,Japan,$16.27,,,,,,,,
41557,Phillips 66,,USA,$106.96,,,,,,,,
41558,Munich RE (Münchener Rück),,Germany,$360.23,,,,,,,,
41559,Bank of Communications,,China,$0.73,,,,,,,,
41560,General Motors,,USA,$35.35,,,,,,,,
41561,Dassault Systèmes,,France,$37.24,,,,,,,,
41562,Saudi Telecom Company,,Saudi Arabia,$9.99,,,,,,,,
41563,Ford,,USA,$12.40,,,,,,,,
41564,Nintendo,,Japan,$42.66,,,,,,,,
41565,Sempra Energy,,USA,$157.99,,,,,,,,
41566,O'Reilly Automotive,,USA,$793.38,,,,,,,,
41567,Woodside Energy,,Australia,$25.98,,,,,,,,
41568,Daikin,,Japan,$168.53,,,,,,,,
41569,Keurig Dr Pepper,,USA,$34.71,,,,,,,,
41570,Maaden,,Saudi Arabia,$19.93,,,,,,,,
41571,Edwards Lifesciences,,USA,$79.29,,,,,,,,
41572,Cadence Design Systems,,USA,$178.26,,,,,,,,
41573,Kraft Heinz,,USA,$39.88,,,,,,,,
41574,Stellantis,,Netherlands,$15.20,,,,,,,,
41575,Mitsubishi Corporation,,Japan,$33.38,,,,,,,,
41576,Macquarie,,Australia,$125.98,,,,,,,,
41577,SK Hynix,,South Korea,$70.80,,,,,,,,
41578,ING,,Netherlands,$13.38,,,,,,,,
41579,Adani Enterprises,,India,$42.54,,,,,,,,
41580,Fortescue,,Australia,$15.75,,,,,,,,
41581,Hitachi,,Japan,$51.43,,,,,,,,
41582,Itaú Unibanco,,Brazil,$4.96,,,,,,,,
41583,Hess,,USA,$154.80,,,,,,,,
41584,Bayan Resources,,Indonesia,$1.43,,,,,,,,
41585,Rational AG,,Germany,$679.85,,,,,,,,
41586,,,,,,,,,,,,
41587,American Electric Power,,USA,$92.17,,,,,,,,
41588,National Grid,,UK,$64.38,,,,,,,,
41589,First Abu Dhabi Bank,,United Arab Emirates,$4.27,,,,,,,,
41590,FedEx,,USA,$186.88,,,,,,,,
41591,Baidu,,China,$135.75,,,,,,,,
41592,Universal Music Group,,Netherlands,$25.57,,,,,,,,
41593,Roper Technologies,,USA,$441.59,,,,,,,,
41594,Snowflake,,USA,$144.82,,,,,,,,
41595,Archer Daniels Midland (ADM),,USA,$84.75,,,,,,,,
41596,Bank Rakyat Indonesia,,Indonesia,$0.29,,,,,,,,
41597,Amphenol,,USA,$78.07,,,,,,,,
41598,American International Group,,USA,$62.47,,,,,,,,
41599,It?ch? Sh?ji,,Japan,$31.57,,,,,,,,
41600,Alimentation Couche-Tard,,Canada,$46.43,,,,,,,,
41601,Simon Property Group,,USA,$123.65,,,,,,,,
41602,Agilent Technologies,,USA,$155.92,,,,,,,,
41603,Zijin Mining,,China,$1.78,,,,,,,,
41604,Mitsui Bussan,,Japan,$29.74,,,,,,,,
41605,Samsung Biologics,,South Korea,$646.61,,,,,,,,
41606,East Money Information,,China,$3.47,,,,,,,,
41607,Intesa Sanpaolo,,Italy,$2.37,,,,,,,,
41608,General Mills,,USA,$77.46,,,,,,,,
41609,CITIC Securities,,China,$3.23,,,,,,,,
41610,Kimberly-Clark,,USA,$135.13,,,,,,,,
41611,Block,,USA,$76.16,,,,,,,,
41612,Johnson Controls,,Ireland,$66.05,,,,,,,,
41613,Prudential,,UK,$32.57,,,,,,,,
41614,Foxconn (Hon Hai Precision Industry),,Taiwan,$3.24,,,,,,,,
41615,Ferrari,,Italy,$242.38,,,,,,,,
41616,Workday,,USA,$173.40,,,,,,,,
41617,Suncor Energy,,Canada,$33.03,,,,,,,,
41618,Corteva,,USA,$62.36,,,,,,,,
41619,Wanhua Chemical,,China,$14.17,,,,,,,,
41620,Autodesk,,USA,$205.90,,,,,,,,
41621,Cintas,,USA,$436.55,,,,,,,,
41622,Aflac,,USA,$71.05,,,,,,,,
41623,Palo Alto Networks,,USA,$146.10,,,,,,,,
41624,S.F. Express,,China,$9.01,,,,,,,,
41625,Infineon,,Germany,$33.81,,,,,,,,
41626,The Hershey Company,,USA,$214.52,,,,,,,,
41627,Fidelity National Information Services,,USA,$73.92,,,,,,,,
41628,Realty Income,,USA,$66.38,,,,,,,,
41629,Ping An Bank,,China,$2.26,,,,,,,,
41630,Bajaj Finance,,India,$72.13,,,,,,,,
41631,NXP Semiconductors,,Netherlands,$168.50,,,,,,,,
41632,,,,,,,,,,,,
41633,Ecolab,,USA,$152.88,,,,,,,,
41634,The Travelers Companies,,USA,$185.33,,,,,,,,
41635,TC Energy,,Canada,$43.42,,,,,,,,
41636,Centene,,USA,$76.15,,,,,,,,
41637,,,,,,,,,,,,
41638,Kotak Mahindra Bank,,India,$21.70,,,,,,,,
41639,OCBC Bank,,Singapore,$9.57,,,,,,,,
41640,WuXi AppTec,,China,$13.73,,,,,,,,
41641,Motorola Solutions,,USA,$255.31,,,,,,,,
41642,Chugai Pharmaceutical,,Japan,$25.95,,,,,,,,
41643,BCE,,Canada,$46.70,,,,,,,,
41644,Ambev,,Brazil,$2.60,,,,,,,,
41645,Paychex,,USA,$117.93,,,,,,,,
41646,Budweiser APAC,,Hong Kong,$3.20,,,,,,,,
41647,Tokio Marine,,Japan,$21.11,,,,,,,,
41648,Newmont,,USA,$53.34,,,,,,,,
41649,DexCom,,USA,$107.86,,,,,,,,
41650,Devon Energy,,USA,$64.75,,,,,,,,
41651,Naspers,,South Africa,$39.72,,,,,,,,
41652,Sika,,Switzerland,$275.35,,,,,,,,
41653,Volvo Group,,Sweden,$19.83,,,,,,,,
41654,Exelon Corporation,,USA,$42.34,,,,,,,,
41655,Nordea Bank,,Finland,$11.58,,,,,,,,
41656,Kinder Morgan,,USA,$18.64,,,,,,,,
41657,Banco Santander Brasil,,Brazil,$5.62,,,,,,,,
41658,Las Vegas Sands,,USA,$54.57,,,,,,,,
41659,Banco Bilbao Vizcaya Argentaria,,Spain,$6.91,,,,,,,,
41660,IQVIA,,USA,$223.61,,,,,,,,
41661,Compass Group,,UK,$23.37,,,,,,,,
41662,Jiangsu Hengrui Medicine,,China,$6.50,,,,,,,,
41663,Sun Hung Kai Properties,,Hong Kong,$14.29,,,,,,,,
41664,Lloyds Banking Group,,UK,$2.44,,,,,,,,
41665,YANGHE,,China,$27.33,,,,,,,,
41666,Biogen,,USA,$285.77,,,,,,,,
41667,Anta Sports,,China,$15.13,,,,,,,,
41668,Nutrien,,Canada,$78.82,,,,,,,,
41669,MSCI,,USA,$511.76,,,,,,,,
41670,Arthur J. Gallagher & Co.,,USA,$193.90,,,,,,,,
41671,Constellation Brands,,USA,$220.88,,,,,,,,
41672,7-Eleven,,Japan,$46.15,,,,,,,,
41673,Honda,,Japan,$23.95,,,,,,,,
41674,IDEXX Laboratories,,USA,$488.88,,,,,,,,
41675,Microchip Technology,,USA,$73.60,,,,,,,,
41676,Dow,,USA,$57.44,,,,,,,,
41677,Atlassian,,Australia,$157.75,,,,,,,,
41678,Apollo Global Management,,USA,$67.07,,,,,,,,
41679,Hapag-Lloyd,,Germany,$228.28,,,,,,,,
41680,lululemon athletica,,Canada,$312.80,,,,,,,,
41681,Ross Stores,,USA,$115.73,,,,,,,,
41682,Bank of New York Mellon,,USA,$49.24,,,,,,,,
41683,Mizuho Financial Group,,Japan,$3.14,,,,,,,,
41684,Capital One,,USA,$104.18,,,,,,,,
41685,STMicroelectronics,,Switzerland,$41.79,,,,,,,,
41686,CIBC,,Canada,$43.54,,,,,,,,
41687,Sysco,,USA,$77.83,,,,,,,,
41688,Energy Transfer Partners,,USA,$12.76,,,,,,,,
41689,Nucor,,USA,$153.47,,,,,,,,
41690,Muyuan Foods,,China,$7.18,,,,,,,,
41691,Parker-Hannifin,,USA,$305.32,,,,,,,,
41692,Trane Technologies,,Ireland,$169.88,,,,,,,,
41693,Wesfarmers,,Australia,$34.38,,,,,,,,
41694,Denso,,Japan,$51.94,,,,,,,,
41695,Larsen & Toubro,,India,$27.69,,,,,,,,
41696,Republic Services,,USA,$123.15,,,,,,,,
41697,,,,,,,,,,,,
41698,Kuaishou Technology,,China,$8.98,,,,,,,,
41699,Lonza,,Switzerland,$522.00,,,,,,,,
41700,TE Connectivity,,Switzerland,$122.22,,,,,,,,
41701,WuXi Biologics,,China,$18.33,,,,,,,,
41702,Adani Green Energy,,India,$24.32,,,,,,,,
41703,Fortinet,,USA,$49.27,,,,,,,,
41704,Williams Companies,,USA,$31.46,,,,,,,,
41705,Ørsted,,Denmark,$88.77,,,,,,,,
41706,Jardine Matheson,,Hong Kong,$52.40,,,,,,,,
41707,Cheniere Energy,,USA,$55.47,,,,,,,,
41708,Adani Transmission,,India,$33.70,,,,,,,,
41709,Xiaomi,,China,$1.52,,,,,,,,
41710,Hilton Worldwide,,USA,$138.72,,,,,,,,
41711,Xcel Energy,,USA,$68.55,,,,,,,,
41712,Neste,,Finland,$48.74,,,,,,,,
41713,DSV,,Denmark,$165.62,,,,,,,,
41714,LG Chem,,South Korea,$505.16,,,,,,,,
41715,Hoya,,Japan,$104.51,,,,,,,,
41716,UOB,,Singapore,$22.23,,,,,,,,
41717,Haleon,,UK,$8.02,,,,,,,,
41718,Sea (Garena),,Singapore,$65.86,,,,,,,,
41719,Halliburton,,USA,$40.69,,,,,,,,
41720,HCL Technologies,,India,$13.63,,,,,,,,
41721,Alcon,,Switzerland,$75.29,,,,,,,,
41722,Bank of China (Hong Kong),,Hong Kong,$3.48,,,,,,,,
41723,,,,,,,,,,,,
41724,Dupont De Nemours,,USA,$73.97,,,,,,,,
41725,L3Harris Technologies,,USA,$192.51,,,,,,,,
41726,TransDigm,,USA,$672.65,,,,,,,,
41727,Cenovus Energy,,Canada,$19.04,,,,,,,,
41728,MediaTek,,Taiwan,$22.89,,,,,,,,
41729,Prudential Financial,,USA,$98.63,,,,,,,,
41730,AIER Eye Hospital,,China,$5.04,,,,,,,,
41731,Japan Tobacco,,Japan,$20.36,,,,,,,,
41732,NatWest Group,,UK,$7.45,,,,,,,,
41733,Haier Smart Home,,China,$3.94,,,,,,,,
41734,Manulife Financial,,Canada,$19.06,,,,,,,,
41735,Yum! Brands,,USA,$126.63,,,,,,,,
41736,Barclays,,UK,$8.96,,,,,,,,
41737,Murata Manufacturing (Murata Seisakusho),,Japan,$56.58,,,,,,,,
41738,Carrier,,USA,$42.57,,,,,,,,
41739,Ameriprise Financial,,USA,$333.25,,,,,,,,
