03-gren-annual_net_income_usd,04-iGMM-market_value__jan_1st_2020,00-avengers-annual_net_income_in_usd,04-iGMM-annual_net_income_in_usd,03-gren-annual_revenue_usd
doll_1.3 b,doll_47.44 m,doll_4.306 m,"1,305 million usd",doll_8.82 b
doll_1.04 b,doll_63.1 m,880 million usd,"1,040 million usd",doll_11.89 b
doll_3.02 b,doll_54.76 m,-42 million usd,"3,016 million usd",doll_16.91 b
doll_8.56 b,doll_39.78 m,doll_8.562 m,"8,562 million usd",doll_41.55 b
doll_1.29 b,doll_29.41 m,doll_3.038 m,"1,288 million usd",doll_12.19 b
doll_9.02 b,doll_66.23 m,doll_1.926 m,"9,018 million usd",doll_110.01 b
doll_3.78 b,0,doll_4.422 m,"3,776 million usd",doll_41.52 b
doll_3.26 b,doll_55.62 m,doll_1.871 m,"3,257 million usd",doll_38.47 b
doll_614.0 m,doll_14.29 m,614 million usd,614 million usd,doll_1.58 b
doll_1.87 b,doll_35.77 m,doll_3.257 m,"1,871 million usd",doll_11.06 b
doll_4.42 b,doll_42.41 m,doll_3.776 m,"4,422 million usd",doll_27.96 b
doll_1.93 b,doll_48.35 m,doll_9.018 m,"1,926 million usd",doll_9.48 b
doll_3.04 b,doll_35.26 m,doll_1.288 m,"3,038 million usd",doll_51.58 b
doll_3.26 b,doll_34.44 m,doll_3.258 m,"3,258 million usd",doll_4.77 b
doll_762.0 m,doll_49.44 m,doll_6.554 m,762 million usd,doll_4.53 b
doll_497.0 m,doll_41.07 m,doll_2.303 m,497 million usd,doll_4.39 b
doll_3.13 b,doll_27.31 m,doll_3.780 m,"3,129 million usd",doll_5.75 b
doll_4.33 b,doll_48.85 m,doll_4.076 m,"4,326 million usd",doll_12.52 b
doll_4.66 b,doll_48.91 m,doll_4.664 m,"4,664 million usd",doll_19.67 b
doll_4.08 b,doll_33.67 m,doll_4.326 m,"4,076 million usd",doll_69.05 b
doll_3.78 b,doll_60.6 m,doll_3.129 m,"3,780 million usd",doll_14.55 b
doll_2.3 b,doll_47.0 m,497 million usd,"2,303 million usd",doll_18.24 b
doll_6.55 b,doll_48.91 m,762 million usd,"6,554 million usd",doll_71.08 b
doll_2.34 b,doll_57.25 m,873 million usd,"2,342 million usd",doll_7.57 b
doll_773.0 m,doll_10.64 m,doll_6.122 m,773 million usd,doll_2.91 b
doll_5.26 b,doll_47.99 m,649 million usd,"5,264 million usd",0.0
doll_4.26 b,doll_41.64 m,doll_1.637 m,"4,258 million usd",doll_74.9 b
doll_10.0 b,doll_15.14 m,doll_4.822 m,"10,000 million usd",doll_24.55 b
doll_4.82 b,doll_37.31 m,doll_10.000 m,"4,822 million usd",doll_15.35 b
doll_1.64 b,doll_31.66 m,doll_4.258 m,"1,637 million usd",doll_23.67 b
doll_649.0 m,0,doll_5.264 m,649 million usd,doll_35.54 b
doll_6.12 b,doll_38.3 m,773 million usd,"6,122 million usd",doll_24.01 b
doll_873.0 m,doll_17.61 m,doll_2.342 m,873 million usd,doll_4.78 b
doll_1.11 b,doll_26.54 m,83 million usd,"1,113 million usd",doll_9.84 b
doll_1.71 b,doll_44.41 m,doll_1.344 m,"1,706 million usd",doll_36.35 b
doll_-77.0 m,0,doll_2.332 m,-77 million usd,doll_387.0 m
doll_2.4 b,doll_39.94 m,doll_4.373 m,"2,399 million usd",doll_34.22 b
doll_3.41 b,doll_44.92 m,739 million usd,"3,411 million usd",0.0
doll_739.0 m,0,doll_3.411 m,739 million usd,doll_5.34 b
doll_4.37 b,doll_35.89 m,doll_2.399 m,"4,373 million usd",doll_4.88 b
doll_2.33 b,doll_64.44 m,-77 million usd,"2,332 million usd",doll_23.4 b
doll_1.34 b,doll_15.11 m,doll_1.706 m,"1,344 million usd",doll_2.06 b
doll_83.0 m,doll_31.26 m,doll_1.113 m,83 million usd,doll_7.07 b
doll_3.49 b,doll_48.63 m,doll_3.486 m,"3,486 million usd",doll_12.37 b
doll_1.1 b,doll_78.08 m,doll_4.096 m,"1,102 million usd",doll_48.58 b
doll_47.0 m,doll_65.79 m,doll_1.393 m,47 million usd,doll_16.68 b
doll_1.16 b,doll_17.51 m,979 million usd,"1,158 million usd",doll_3.0 b
doll_1.1 b,doll_49.98 m,doll_4.185 m,"1,099 million usd",doll_13.86 b
doll_1.53 b,doll_19.98 m,doll_1.529 m,"1,529 million usd",doll_9.9 b
doll_4.18 b,doll_46.65 m,doll_1.099 m,"4,185 million usd",doll_22.43 b
doll_979.0 m,doll_10.34 m,doll_1.158 m,979 million usd,doll_19.85 b
doll_1.39 b,doll_61.58 m,47 million usd,"1,393 million usd",doll_17.49 b
doll_4.1 b,doll_35.74 m,doll_1.102 m,"4,096 million usd",doll_8.82 b
doll_4.81 b,doll_42.1 m,doll_4.808 m,"4,808 million usd",doll_206.88 b
doll_1.61 b,doll_53.03 m,doll_2.771 m,"1,607 million usd",doll_19.56 b
doll_2.48 b,doll_50.75 m,doll_5.341 m,"2,485 million usd",doll_8.2 b
doll_2.25 b,doll_60.88 m,doll_1.658 m,"2,249 million usd",doll_5.12 b
doll_2.15 b,doll_40.68 m,,"2,146 million usd",doll_12.68 b
doll_621.0 m,doll_23.17 m,621 million usd,621 million usd,doll_30.15 b
0.0,0,doll_2.146 m,,doll_48.73 b
doll_1.66 b,doll_26.45 m,doll_2.249 m,"1,658 million usd",doll_26.98 b
doll_5.34 b,doll_45.83 m,doll_2.485 m,"5,341 million usd",doll_24.9 b
doll_2.77 b,doll_43.27 m,doll_1.607 m,"2,771 million usd",doll_21.73 b
doll_-267.0 m,doll_23.05 m,doll_3.354 m,-267 million usd,doll_5.5 b
doll_2.26 b,doll_32.39 m,doll_1.200 m,"2,261 million usd",doll_14.29 b
doll_6.75 b,doll_56.98 m,doll_10.289 m,"6,753 million usd",doll_84.38 b
doll_1.03 b,doll_28.15 m,606 million usd,"1,029 million usd",doll_22.4 b
doll_533.0 m,doll_32.68 m,doll_3.550 m,533 million usd,doll_14.59 b
doll_3.55 b,doll_46.5 m,533 million usd,"3,550 million usd",doll_15.63 b
doll_606.0 m,doll_18.98 m,doll_1.029 m,606 million usd,doll_3.34 b
doll_10.29 b,doll_8.12 m,doll_6.753 m,"10,289 million usd",doll_18.97 b
doll_1.2 b,doll_36.16 m,doll_2.261 m,"1,200 million usd",doll_4.89 b
doll_3.35 b,doll_51.32 m,-267 million usd,"3,354 million usd",doll_7.63 b
doll_1.38 b,doll_19.12 m,doll_1.820 m,"1,375 million usd",doll_4.1 b
doll_4.6 b,doll_61.47 m,doll_3.872 m,"4,597 million usd",doll_40.81 b
doll_12.87 b,doll_57.91 m,757 million usd,"12,874 million usd",doll_39.49 b
doll_659.0 m,doll_54.29 m,doll_2.292 m,659 million usd,doll_3.77 b
doll_7.57 b,doll_58.76 m,doll_5.159 m,"7,571 million usd",0.0
doll_5.16 b,doll_51.53 m,doll_7.571 m,"5,159 million usd",doll_106.19 b
doll_2.29 b,doll_40.13 m,659 million usd,"2,292 million usd",doll_13.23 b
doll_757.0 m,doll_21.36 m,doll_12.874 m,757 million usd,doll_4.2 b
doll_3.87 b,doll_24.57 m,doll_4.597 m,"3,872 million usd",doll_22.86 b
doll_1.82 b,doll_64.09 m,doll_1.375 m,"1,820 million usd",doll_12.85 b
doll_59.0 m,doll_45.01 m,59 million usd,59 million usd,doll_2.01 b
doll_1.51 b,doll_44.7 m,doll_4.222 m,"1,506 million usd",doll_5.79 b
doll_9.39 b,doll_49.6 m,doll_3.397 m,"9,388 million usd",doll_52.06 b
doll_-29.0 m,doll_30.14 m,,-29 million usd,doll_1.86 b
doll_801.0 m,doll_20.89 m,doll_1.377 m,801 million usd,doll_3.6 b
doll_2.7 b,doll_45.06 m,doll_2.699 m,"2,699 million usd",doll_8.8 b
doll_1.38 b,doll_34.25 m,801 million usd,"1,377 million usd",doll_5.54 b
0.0,0,-29 million usd,,0.0
doll_3.4 b,doll_33.0 m,doll_9.388 m,"3,397 million usd",doll_10.93 b
doll_4.22 b,doll_34.48 m,doll_1.506 m,"4,222 million usd",0.0
doll_-2042.0 m,doll_50.49 m,doll_2.118 m,"-2,042 million usd",doll_26.5 b
doll_5.29 b,doll_51.53 m,982 million usd,"5,293 million usd",doll_25.64 b
doll_3.63 b,doll_75.77 m,doll_3.361 m,"3,632 million usd",doll_23.01 b
doll_1.88 b,doll_56.81 m,-491 million usd,"1,881 million usd",doll_22.93 b
doll_1.59 b,doll_32.52 m,966 million usd,"1,590 million usd",doll_10.88 b
doll_966.0 m,doll_30.04 m,doll_1.590 m,966 million usd,doll_13.87 b
doll_-491.0 m,0,doll_1.881 m,-491 million usd,doll_1.92 b
doll_3.36 b,doll_42.49 m,doll_3.632 m,"3,361 million usd",doll_11.0 b
doll_982.0 m,doll_37.45 m,doll_5.293 m,982 million usd,doll_5.78 b
doll_2.12 b,doll_25.22 m,doll_-2.042 m,"2,118 million usd",doll_17.87 b
doll_1.81 b,doll_46.56 m,doll_1.814 m,"1,814 million usd",doll_19.44 b
doll_86.0 m,doll_11.6 m,doll_1.166 m,86 million usd,doll_150.0 m
doll_793.0 m,doll_25.17 m,doll_2.269 m,793 million usd,doll_3.16 b
doll_6.84 b,doll_40.69 m,doll_9.397 m,"6,841 million usd",doll_125.98 b
doll_1.56 b,doll_52.32 m,doll_1.648 m,"1,562 million usd",doll_10.69 b
0.0,0,,,doll_70.61 b
doll_1.65 b,doll_34.38 m,doll_1.562 m,"1,648 million usd",doll_23.4 b
doll_9.4 b,doll_42.11 m,doll_6.841 m,"9,397 million usd",0.0
doll_2.27 b,doll_44.83 m,793 million usd,"2,269 million usd",doll_18.73 b
doll_1.17 b,doll_38.79 m,86 million usd,"1,166 million usd",doll_12.22 b
doll_4.73 b,doll_13.98 m,doll_1.780 m,"4,727 million usd",doll_4.88 b
doll_6.51 b,doll_49.7 m,doll_6.512 m,"6,512 million usd",doll_17.85 b
doll_1.78 b,doll_21.78 m,doll_4.727 m,"1,780 million usd",doll_11.29 b
doll_1.62 b,doll_43.38 m,doll_1.392 m,"1,622 million usd",doll_11.5 b
doll_2.93 b,doll_48.49 m,doll_2.542 m,"2,933 million usd",doll_83.06 b
doll_744.0 m,doll_22.46 m,323 million usd,744 million usd,doll_3.21 b
doll_-1661.0 m,doll_3.91 m,doll_-1.661 m,"-1,661 million usd",doll_5.68 b
doll_323.0 m,doll_24.38 m,744 million usd,323 million usd,doll_1.29 b
doll_2.54 b,doll_53.05 m,doll_2.933 m,"2,542 million usd",doll_132.51 b
doll_1.39 b,doll_30.72 m,doll_1.622 m,"1,392 million usd",doll_4.61 b
doll_1.0 b,doll_27.13 m,,"1,005 million usd",doll_11.48 b
doll_6.44 b,doll_42.59 m,,"6,440 million usd",0.0
doll_-40.0 m,doll_36.48 m,750 million usd,-40 million usd,doll_8.82 b
doll_873.0 m,doll_29.03 m,379 million usd,873 million usd,doll_7.11 b
doll_695.0 m,doll_19.86 m,doll_2.164 m,695 million usd,doll_2.99 b
doll_2.16 b,doll_33.26 m,695 million usd,"2,164 million usd",doll_13.33 b
doll_379.0 m,doll_24.04 m,873 million usd,379 million usd,doll_3.62 b
doll_750.0 m,doll_30.53 m,-40 million usd,750 million usd,doll_4.81 b
0.0,0,doll_6.440 m,,doll_2.0 b
0.0,0,doll_1.005 m,,0.0
doll_2.14 b,doll_34.04 m,doll_2.077 m,"2,137 million usd",doll_18.51 b
doll_5.99 b,doll_34.87 m,doll_1.285 m,"5,986 million usd",doll_89.7 b
doll_590.0 m,doll_24.59 m,doll_-1.542 m,590 million usd,doll_15.62 b
doll_1.01 b,doll_39.37 m,725 million usd,"1,012 million usd",doll_26.04 b
doll_1.71 b,doll_28.56 m,154 million usd,"1,709 million usd",doll_4.43 b
doll_154.0 m,doll_20.18 m,doll_1.709 m,154 million usd,doll_2.45 b
doll_725.0 m,doll_22.22 m,doll_1.012 m,725 million usd,doll_2.04 b
doll_-1542.0 m,0,590 million usd,"-1,542 million usd",doll_18.41 b
doll_1.28 b,doll_25.4 m,doll_5.986 m,"1,285 million usd",doll_6.82 b
doll_2.08 b,doll_24.83 m,doll_2.137 m,"2,077 million usd",doll_13.25 b
doll_-468.0 m,0,doll_2.488 m,-468 million usd,doll_4.89 b
doll_2.49 b,doll_46.83 m,-468 million usd,"2,488 million usd",doll_16.79 b
doll_10.29 b,doll_23.38 m,doll_1.347 m,"10,295 million usd",doll_22.23 b
doll_652.0 m,doll_23.85 m,-20 million usd,652 million usd,doll_7.55 b
doll_1.6 b,0,doll_1.664 m,"1,600 million usd",doll_147.0 b
doll_1.42 b,0,,"1,423 million usd",doll_14.14 b
0.0,0,doll_1.423 m,,doll_6.7 b
doll_1.66 b,0,doll_1.600 m,"1,664 million usd",doll_20.61 b
doll_-20.0 m,doll_11.16 m,652 million usd,-20 million usd,doll_1.03 b
doll_1.35 b,doll_25.37 m,doll_10.295 m,"1,347 million usd",doll_125.98 b
doll_1.88 b,doll_46.58 m,doll_9.738 m,"1,881 million usd",doll_35.86 b
doll_5.56 b,doll_38.28 m,doll_6.311 m,"5,563 million usd",doll_101.2 b
doll_3.01 b,doll_21.82 m,doll_1.284 m,"3,009 million usd",doll_34.98 b
doll_1.32 b,doll_42.65 m,doll_1.210 m,"1,318 million usd",doll_12.86 b
doll_2.1 b,doll_39.5 m,doll_3.082 m,"2,103 million usd",doll_10.41 b
doll_3.08 b,doll_29.04 m,doll_2.103 m,"3,082 million usd",doll_7.67 b
doll_1.21 b,doll_26.47 m,doll_1.318 m,"1,210 million usd",doll_6.32 b
doll_1.28 b,doll_43.2 m,doll_3.009 m,"1,284 million usd",doll_12.78 b
doll_6.31 b,doll_40.43 m,doll_5.563 m,"6,311 million usd",doll_54.97 b
doll_9.74 b,doll_39.3 m,doll_1.881 m,"9,738 million usd",doll_120.92 b
doll_532.0 m,doll_16.34 m,-164 million usd,532 million usd,doll_1.62 b
doll_965.0 m,doll_55.3 m,doll_3.240 m,965 million usd,doll_8.52 b
doll_12.99 b,doll_9.69 m,doll_1.408 m,"12,995 million usd",doll_48.56 b
doll_7.72 b,doll_37.78 m,doll_1.902 m,"7,724 million usd",doll_70.93 b
0.0,doll_38.77 m,-234 million usd,,doll_38.55 b
doll_-234.0 m,doll_10.49 m,,-234 million usd,doll_1.45 b
doll_1.9 b,doll_17.56 m,doll_7.724 m,"1,902 million usd",doll_33.11 b
doll_1.41 b,doll_31.55 m,doll_12.995 m,"1,408 million usd",doll_5.31 b
doll_3.24 b,doll_42.93 m,965 million usd,"3,240 million usd",doll_76.54 b
doll_-164.0 m,0,532 million usd,-164 million usd,doll_1.7 b
doll_772.0 m,doll_22.11 m,doll_1.290 m,772 million usd,doll_3.95 b
doll_1.85 b,doll_44.41 m,doll_1.245 m,"1,846 million usd",doll_17.81 b
doll_6.47 b,doll_47.21 m,doll_1.165 m,"6,467 million usd",doll_16.65 b
doll_1.68 b,doll_63.55 m,-37 million usd,"1,679 million usd",doll_26.04 b
doll_1.77 b,doll_12.95 m,doll_2.459 m,"1,770 million usd",doll_5.92 b
doll_2.46 b,doll_51.93 m,doll_1.770 m,"2,459 million usd",doll_53.69 b
doll_-37.0 m,doll_26.47 m,doll_1.679 m,-37 million usd,doll_10.65 b
doll_1.17 b,doll_30.29 m,doll_6.467 m,"1,165 million usd",doll_6.29 b
doll_1.25 b,doll_27.64 m,doll_1.846 m,"1,245 million usd",doll_8.17 b
doll_1.29 b,doll_28.42 m,772 million usd,"1,290 million usd",doll_11.29 b
doll_410.0 m,doll_31.45 m,doll_2.170 m,410 million usd,doll_5.79 b
doll_2.68 b,doll_36.37 m,doll_5.128 m,"2,683 million usd",doll_62.81 b
doll_13.52 b,doll_22.7 m,doll_1.315 m,"13,522 million usd",doll_5.59 b
doll_564.0 m,doll_21.23 m,,564 million usd,doll_11.44 b
doll_2.64 b,doll_29.36 m,doll_6.503 m,"2,640 million usd",doll_3.62 b
doll_6.5 b,doll_30.28 m,doll_2.640 m,"6,503 million usd",doll_63.49 b
0.0,doll_29.8 m,564 million usd,,doll_127.66 b
doll_1.31 b,doll_26.61 m,doll_13.522 m,"1,315 million usd",doll_15.86 b
doll_5.13 b,doll_38.37 m,doll_2.683 m,"5,128 million usd",0.0
doll_2.17 b,doll_28.07 m,410 million usd,"2,170 million usd",doll_14.63 b
doll_252.0 m,doll_29.61 m,-949 million usd,252 million usd,doll_10.42 b
doll_1.84 b,doll_19.22 m,187 million usd,"1,838 million usd",doll_5.95 b
doll_2.71 b,doll_32.52 m,467 million usd,"2,707 million usd",doll_18.99 b
doll_1.36 b,doll_43.38 m,doll_4.325 m,"1,358 million usd",doll_68.64 b
doll_1.23 b,doll_27.84 m,doll_1.133 m,"1,229 million usd",doll_7.85 b
doll_1.13 b,doll_36.49 m,doll_1.229 m,"1,133 million usd",doll_5.35 b
doll_4.33 b,doll_38.79 m,doll_1.358 m,"4,325 million usd",doll_22.11 b
doll_467.0 m,doll_40.78 m,doll_2.707 m,467 million usd,doll_23.44 b
doll_187.0 m,doll_16.27 m,doll_1.838 m,187 million usd,doll_3.87 b
doll_-949.0 m,doll_14.15 m,252 million usd,-949 million usd,doll_2.84 b
doll_2.56 b,doll_32.17 m,883 million usd,"2,565 million usd",doll_30.98 b
doll_4.05 b,doll_25.22 m,doll_4.666 m,"4,053 million usd",doll_96.44 b
doll_3.07 b,doll_39.53 m,doll_2.873 m,"3,068 million usd",doll_41.97 b
doll_3.66 b,doll_35.62 m,doll_2.719 m,"3,662 million usd",doll_34.82 b
doll_2.12 b,doll_53.72 m,489 million usd,"2,120 million usd",doll_26.76 b
doll_489.0 m,doll_43.3 m,doll_2.120 m,489 million usd,doll_7.62 b
doll_2.72 b,doll_75.51 m,doll_3.662 m,"2,719 million usd",doll_15.63 b
doll_2.87 b,doll_22.99 m,doll_3.068 m,"2,873 million usd",doll_7.76 b
doll_4.67 b,doll_24.95 m,doll_4.053 m,"4,666 million usd",doll_16.24 b
doll_883.0 m,doll_21.6 m,doll_2.565 m,883 million usd,doll_4.78 b
doll_1.52 b,doll_24.32 m,doll_1.575 m,"1,519 million usd",doll_2.69 b
doll_359.0 m,doll_24.31 m,376 million usd,359 million usd,doll_2.08 b
doll_1.48 b,doll_22.14 m,840 million usd,"1,477 million usd",doll_8.97 b
doll_1.27 b,doll_26.79 m,doll_1.439 m,"1,267 million usd",doll_16.09 b
doll_-708.0 m,0,doll_7.791 m,-708 million usd,doll_3.05 b
doll_7.79 b,doll_51.24 m,-708 million usd,"7,791 million usd",doll_28.04 b
doll_1.44 b,doll_31.75 m,doll_1.267 m,"1,439 million usd",doll_16.8 b
doll_840.0 m,doll_15.75 m,doll_1.477 m,840 million usd,doll_2.95 b
doll_376.0 m,doll_27.56 m,359 million usd,376 million usd,doll_8.29 b
doll_1.57 b,doll_30.9 m,doll_1.519 m,"1,575 million usd",doll_6.58 b
doll_3.15 b,doll_27.34 m,doll_2.404 m,"3,153 million usd",doll_27.71 b
doll_3.28 b,doll_53.83 m,doll_2.709 m,"3,278 million usd",doll_65.89 b
doll_3.49 b,doll_35.97 m,doll_6.675 m,"3,491 million usd",doll_7.59 b
doll_5.32 b,doll_40.14 m,doll_1.538 m,"5,318 million usd",doll_44.68 b
doll_1.78 b,doll_48.02 m,doll_1.953 m,"1,784 million usd",doll_16.61 b
doll_1.95 b,doll_27.03 m,doll_1.784 m,"1,953 million usd",doll_16.69 b
doll_1.54 b,doll_32.65 m,doll_5.318 m,"1,538 million usd",doll_63.85 b
doll_6.67 b,doll_31.67 m,doll_3.491 m,"6,675 million usd",doll_85.8 b
doll_2.71 b,doll_26.32 m,doll_3.278 m,"2,709 million usd",doll_85.25 b
doll_2.4 b,doll_24.02 m,doll_3.153 m,"2,404 million usd",doll_4.99 b
doll_5.25 b,doll_85.66 m,doll_1.034 m,"5,245 million usd",doll_23.88 b
doll_1.09 b,doll_23.41 m,doll_1.508 m,"1,092 million usd",doll_3.69 b
doll_1.27 b,doll_20.9 m,doll_2.160 m,"1,275 million usd",doll_20.01 b
doll_3.29 b,doll_50.7 m,doll_2.778 m,"3,290 million usd",doll_31.26 b
doll_456.0 m,doll_15.44 m,doll_3.905 m,456 million usd,doll_3.18 b
doll_3.9 b,doll_46.98 m,456 million usd,"3,905 million usd",doll_68.42 b
doll_2.78 b,doll_22.56 m,doll_3.290 m,"2,778 million usd",doll_48.66 b
doll_2.16 b,doll_20.31 m,doll_1.275 m,"2,160 million usd",doll_34.87 b
doll_1.51 b,doll_20.27 m,doll_1.092 m,"1,508 million usd",doll_22.79 b
doll_1.03 b,doll_15.15 m,doll_5.245 m,"1,034 million usd",doll_5.26 b
doll_336.0 m,doll_33.59 m,doll_3.570 m,336 million usd,doll_4.74 b
doll_1.11 b,doll_24.85 m,237 million usd,"1,114 million usd",doll_263.97 b
doll_651.0 m,doll_18.03 m,570 million usd,651 million usd,doll_3.51 b
doll_1.36 b,doll_23.72 m,701 million usd,"1,358 million usd",doll_7.0 b
doll_2.88 b,doll_31.91 m,137 million usd,"2,881 million usd",0.0
doll_137.0 m,doll_12.04 m,doll_2.881 m,137 million usd,doll_1.2 b
doll_701.0 m,0,doll_1.358 m,701 million usd,doll_4.26 b
doll_570.0 m,doll_21.18 m,651 million usd,570 million usd,doll_8.45 b
doll_237.0 m,doll_26.99 m,doll_1.114 m,237 million usd,doll_2.31 b
doll_3.57 b,doll_39.49 m,336 million usd,"3,570 million usd",doll_113.16 b
doll_2.92 b,doll_37.18 m,doll_3.356 m,"2,917 million usd",doll_8.29 b
doll_4.28 b,doll_39.39 m,doll_1.597 m,"4,278 million usd",0.0
doll_-11361.0 m,0,789 million usd,"-11,361 million usd",doll_11.8 b
doll_2.38 b,doll_30.75 m,354 million usd,"2,383 million usd",doll_24.39 b
doll_1.21 b,doll_24.55 m,doll_1.213 m,"1,213 million usd",doll_7.75 b
doll_354.0 m,doll_9.22 m,doll_2.383 m,354 million usd,doll_1.17 b
doll_789.0 m,doll_31.34 m,doll_-11.361 m,789 million usd,doll_6.99 b
doll_1.6 b,doll_33.59 m,doll_4.278 m,"1,597 million usd",doll_13.43 b
doll_3.36 b,doll_57.18 m,doll_2.917 m,"3,356 million usd",doll_27.6 b
doll_1.67 b,doll_23.05 m,doll_1.670 m,"1,670 million usd",doll_9.2 b
doll_2.57 b,doll_29.09 m,doll_1.251 m,"2,572 million usd",doll_10.95 b
0.0,0,doll_1.117 m,,doll_10.0 b
doll_1.77 b,doll_40.77 m,doll_3.143 m,"1,773 million usd",doll_6.3 b
doll_1.72 b,doll_42.43 m,doll_5.351 m,"1,722 million usd",doll_18.92 b
0.0,doll_27.56 m,doll_5.635 m,,doll_41.37 b
doll_5.63 b,doll_34.93 m,,"5,635 million usd",doll_93.08 b
doll_5.35 b,doll_26.54 m,doll_1.722 m,"5,351 million usd",doll_12.09 b
doll_3.14 b,doll_51.09 m,doll_1.773 m,"3,143 million usd",doll_69.05 b
doll_1.12 b,doll_33.92 m,,"1,117 million usd",doll_11.59 b
doll_1.25 b,doll_14.38 m,doll_2.572 m,"1,251 million usd",doll_7.96 b
doll_2.46 b,doll_19.1 m,680 million usd,"2,462 million usd",doll_35.36 b
doll_2.73 b,doll_29.97 m,268 million usd,"2,734 million usd",0.0
doll_-262.0 m,doll_6.07 m,doll_1.142 m,-262 million usd,doll_673.0 m
doll_1.38 b,doll_19.74 m,950 million usd,"1,379 million usd",doll_4.96 b
doll_2.66 b,doll_36.21 m,doll_4.033 m,"2,659 million usd",doll_12.89 b
doll_4.03 b,doll_39.78 m,doll_2.659 m,"4,033 million usd",doll_63.77 b
doll_950.0 m,doll_45.62 m,doll_1.379 m,950 million usd,doll_6.79 b
doll_1.14 b,doll_10.7 m,-262 million usd,"1,142 million usd",doll_5.03 b
doll_268.0 m,doll_13.94 m,doll_2.734 m,268 million usd,doll_11.66 b
doll_680.0 m,doll_30.15 m,doll_2.462 m,680 million usd,doll_4.8 b
doll_1.25 b,0,doll_2.760 m,"1,246 million usd",doll_14.3 b
doll_1.6 b,doll_36.45 m,doll_1.510 m,"1,599 million usd",doll_50.59 b
doll_1.91 b,doll_41.1 m,doll_2.776 m,"1,908 million usd",doll_7.52 b
doll_310.0 m,doll_20.48 m,doll_1.085 m,310 million usd,doll_5.11 b
doll_1.32 b,doll_50.29 m,doll_1.802 m,"1,317 million usd",doll_111.48 b
doll_1.8 b,doll_42.23 m,doll_1.317 m,"1,802 million usd",doll_22.11 b
doll_1.08 b,doll_26.73 m,310 million usd,"1,085 million usd",doll_19.49 b
doll_2.78 b,doll_39.7 m,doll_1.908 m,"2,776 million usd",doll_19.06 b
doll_1.51 b,doll_33.73 m,doll_1.599 m,"1,510 million usd",doll_18.59 b
doll_2.76 b,doll_21.22 m,doll_1.246 m,"2,760 million usd",doll_13.44 b
doll_1.79 b,doll_22.29 m,959 million usd,"1,789 million usd",doll_24.47 b
doll_427.0 m,doll_21.5 m,doll_1.169 m,427 million usd,doll_1.85 b
doll_277.0 m,doll_23.6 m,-532 million usd,277 million usd,doll_2.98 b
doll_768.0 m,doll_19.46 m,doll_1.518 m,768 million usd,doll_3.72 b
doll_1.64 b,doll_23.22 m,doll_1.759 m,"1,639 million usd",doll_137.89 b
doll_1.76 b,doll_24.02 m,doll_1.639 m,"1,759 million usd",doll_15.65 b
doll_1.52 b,doll_25.71 m,768 million usd,"1,518 million usd",doll_10.41 b
doll_-532.0 m,0,277 million usd,-532 million usd,doll_1.11 b
doll_1.17 b,doll_30.83 m,427 million usd,"1,169 million usd",doll_14.48 b
doll_959.0 m,doll_13.42 m,doll_1.789 m,959 million usd,doll_11.11 b
doll_1.84 b,doll_20.66 m,714 million usd,"1,836 million usd",doll_27.75 b
doll_2.47 b,doll_27.66 m,779 million usd,"2,474 million usd",doll_83.31 b
doll_2.96 b,doll_33.1 m,doll_4.542 m,"2,956 million usd",doll_7.1 b
doll_3.4 b,doll_44.64 m,doll_1.002 m,"3,401 million usd",doll_10.87 b
doll_4.69 b,doll_24.33 m,925 million usd,"4,690 million usd",doll_77.33 b
doll_925.0 m,doll_21.17 m,doll_4.690 m,925 million usd,doll_6.01 b
doll_1.0 b,doll_29.36 m,doll_3.401 m,"1,002 million usd",doll_2.29 b
doll_4.54 b,doll_71.94 m,doll_2.956 m,"4,542 million usd",doll_20.08 b
doll_779.0 m,doll_22.44 m,doll_2.474 m,779 million usd,doll_3.58 b
doll_714.0 m,doll_26.32 m,doll_1.836 m,714 million usd,doll_2.88 b
doll_3.87 b,doll_21.99 m,doll_1.517 m,"3,868 million usd",doll_14.78 b
doll_1.1 b,doll_15.4 m,doll_3.973 m,"1,099 million usd",doll_13.2 b
doll_-260.0 m,doll_5.17 m,doll_1.556 m,-260 million usd,doll_656.0 m
doll_894.0 m,doll_19.6 m,-351 million usd,894 million usd,doll_4.94 b
doll_5.23 b,doll_44.33 m,906 million usd,"5,231 million usd",doll_26.39 b
doll_906.0 m,doll_17.84 m,doll_5.231 m,906 million usd,doll_8.21 b
doll_-351.0 m,doll_14.07 m,894 million usd,-351 million usd,doll_2.44 b
doll_1.56 b,doll_73.92 m,-260 million usd,"1,556 million usd",doll_10.98 b
doll_3.97 b,doll_39.27 m,doll_1.099 m,"3,973 million usd",doll_20.29 b
doll_1.52 b,doll_28.48 m,doll_3.868 m,"1,517 million usd",doll_10.63 b
doll_618.0 m,doll_24.18 m,doll_2.652 m,618 million usd,doll_6.15 b
doll_4.17 b,doll_19.41 m,571 million usd,"4,175 million usd",doll_27.77 b
doll_-648.0 m,doll_30.01 m,doll_2.131 m,-648 million usd,doll_9.72 b
doll_1.22 b,doll_36.74 m,doll_1.721 m,"1,219 million usd",doll_6.02 b
doll_-106.0 m,doll_13.63 m,doll_1.332 m,-106 million usd,doll_591.0 m
